,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X600271.SH,X300124.SZ,X002236.SZ,X000100.SZ,X000625.SZ,X600487.SH,X600498.SH,X300003.SZ,X600809.SH,X000661.SZ,X002008.SZ,X000596.SZ,X002007.SZ,X002179.SZ,X300142.SZ,X000157.SZ,X600089.SH,X600066.SH,X002180.SZ,X600177.SH,X600522.SH,X600867.SH,X600566.SH,X600372.SH,X002506.SZ,X002456.SZ,X300146.SZ,X002241.SZ,X600118.SH,X600183.SH,X600776.SH,X002294.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.408703462975987,0.116200179978715,0,0,0,0,0,0,0,0,0,0,0,-0.0900181837697696,0,0,0,0.0171954784413975,0,0,0,0,0,0.264217812676846,0.10925252544312,0,0,-0.0404460506397529,0,0,0,0,0,0,0,0,0,0,0.0353043819062943,0,0,0,-0.0558136217663874,0,0,0,-0.0232393346427692,0.0206448527893689,0,0,0,0,0,0
X600104.SH,0,0,0,0,-0.0456366655521537,0,0.0950721249796552,0,0,0,0.180468815412297,0,0,0,0,0,0,0,0,0.0975050614105867,0,0,0,0,0.119204838088339,0.0388143922815124,0,0,0,0,0,0,0,0,0,0,0,0,-0.117639483171147,0.113967128606348,0,0,-0.0344045967357066,0,0,0,0,0,0,0.042966894528608,0.0797616276070318,0,-0.0248616651017322,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0239319332104488,0,0,0,0,0,0,0,0,0,0,0.671961013753884,0.0547341239751823,0,0.00573498530009899,0,0,0,0,0.0253676733323938,0,-0.0126107109203684,0,0,0,0,0,-0.0405229685010152,0,0,0,0,-0.024941981031955,0,0.0982047379745084,0,0,0,0,0,0,0,-0.176119826479101,-0.00292848765037148,-0.0117169258300027,0,0,0,0.00170760670191459,0,0
X000651.SZ,0.147693207045302,0,0,0,0,0,0.0793500213418094,0,0.184030418337784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132406247266955,0,0,0.0554063052485209,0,0,0.0156113199897508,0,0,0,0,0,0,0,0,0,0,0,0,0.0465937347458737,0,0,0,0.00581576176987853,0,0,0,0,0.0364967311149154,0,0
X600276.SH,0,0,0,0,0,0,0.0619786819288564,0,0.247397632139918,0,0.0215532832764985,0,0,0,0.0523613148711242,0,0,-0.0617844358307931,0,0,0,0,0,0,0.409113987882009,0,0,0,0,0,0,0.0582432039438234,0,0,0,0,0,0,0,0.0163825444364329,0,0,0,0,0,0,0,0,0,0,-0.0891287051578601,0.0209043918354451,0.041014018090031,0,0,0,0,0,0
X000858.SZ,0.198419906743885,0,0,0,0,0,0.168475059227347,0,0.113866394794909,0,0,0,0,0.0506551427099541,0.0284974119149404,0,0,0,0,0,0,0,0.0319776412948336,0,0,0.276180637970762,0,0.0181775714040093,0,0,0,0,0,0,0.107401029769506,0,0,0,-0.0650690455811573,0,0,0,0,0.0197983898070921,0,0,0,0.0491576773131116,0,0,0,-0.00455932603527506,0.015054768682089,0,0,0,0,0,0
X002304.SZ,0,0,0,0,-0.0290623658137534,0.165325068609738,0,0,0,0,0,0,0,0.253024151882987,0,0,0,0,0,0,0,0,0,0,0.116435375658344,0,0,0,0.36908577148498,0,0,-0.060207761546181,0,0,0,0,0,0,0,0,0,0,0,0.174792463909695,0,0,0,-0.0419006837362533,0,0,0,-0.01930044863,0.0573167664024882,0,0,0,-0.023795331011624,0,0
X000725.SZ,0,0,0.0402541750511444,0,0,0,0,0,0,0.13989655604257,0,0,0,0,0,0,0,0,0,0.0476662581281212,0,0.0368193937698811,0.0611930505432383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473960241532307,0.121851003692079,0,0.0484159014623235,0,0.0336010057666401,0,0,0.00140988857117181,0,0,0,0,0.0194697478663127,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.336192692161476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132709085134798,0,0,0.0142096075468583,0,0.0422744461467125,0,0,0,0,0.0756089019279688,0,0,0.0126992842732712,0,0,0,0,0,0,0,0,0.00885006901600913,0.0317474111549159,0.18698634863783,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885465470320481,0.0243499430828437,0,0,0.0685607200673817,0.213106557131261,0.238040947150974,0,0,0,0,0,0,0,0.0471545063388922,0,0,0,0,0,0.14942532163099,0,0,0.123629239484,0,0,0,0,0,0,0,0,0,0,0.0368423134080667,-0.0466944715677238,0,0,0,0.139749417595793,0,0
X600031.SH,0,0,0,0,0,0,0,0.342997540824842,0,0,0,0,-0.0722581431091627,0,0.30525542541033,0,0,0,0,0,0,0,0,0,0.0416324301147352,0,0,0,0,0,0,0.156399333492056,0.349459112444507,0,0,0,0,0,0,0,0.0532848772812693,0,0.0190553372720877,0,0,0.0749372504573232,0,-0.0647102248154595,0,0,0,-0.0143128975435424,-0.0183902316753632,0,0,0,0,0,0
X000338.SZ,0,0.0249386226734783,0.0183121871505653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552934345211431,0.00694839499691002,0.148501705760399,0,0.102162870684786,0,0,0,0,0,0,0,0,0,0,-0.0893456066158478,0,0,0,0,0,0,0,0,0,0,0,0,-0.00172428259885213,0.0119267844644798,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,-0.487775988334925,0,0,0.368527972881908,0,0,0,0,0,0,0,0,0,0,-0.0587298782832361,0,0.0253201827428271,0,0,0,0,0,0,0,0,0,0,0,-0.102084825723068,0,0,0,0.698993546706499,0.0468901375329781,0,0,0,0.105753779263648,0,0,0.182853269357543,-0.0310427810938942,0.00190547123386452,0,0,0,-0.156723407887994,0,0
X000568.SZ,3.46944695195361e-18,0,0,0,0.0810524112078309,0,0.132963079042076,0,0.0750490113646646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34979460829085,0,0.0414606813166022,0.0711044043963199,0,0,0,0,0,0,0,0,0,0.0442697651036736,0,0,0,0,0.124830046493913,0,0,0,0.0158899194530778,0,0,0,-0.00870010075479663,0.0336059176795193,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0.258663607558786,0,0,0,0,0,0,0,0,-0.0543654648485707,0,0,0,0.178922334562808,0,0,-0.0554932174663456,0,0.319336842409134,-0.0981929791332955,0,0,0,0,0.173818926542666,0,0,0,0.114371641671238,0,0,0,0,0,0,0,0,0,0,0,0.10408816457326,0.0104315060311067,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0.00529981925047063,0,0,0,0,0,0,0,0,0,0,0.0450418536678838,0,0.168688791610966,0,0,0,0,0,0,0,0,0.140774800947394,0,0,0,0.0544054810152904,0,0,0.0854586443295176,0.0658621534909277,0,0,0.0771018284384736,0,0,0,0,0,0,0,0,0.0109799344012574,-0.00276928376018801,0,0,0,0,0,0
X600703.SH,-0.068705707558311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705313594357358,0,0,0.105059531770985,0,-0.102071286584362,0,0,0,0,0,0.785049813620308,0.253631250709829,0,0,0,0.131764475386167,0,0,-0.0312985312851829,0,0.132294580131188,0,0,0.220780321029149,0,0,0,-0.245625643733049,0,0.301211338138106,0,0,0,0.410383402818008,0,0,-0.0705932262253337,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318069752904476,0,0,0,0,0,0,0,0.121985277010857,0,-0.0853437862926445,0,0.0807223023461853,0,0,0,0,0.124253181759416,0,0,0,0,0,0,0,-0.244281708782665,0,0,0.415267149155543,0,0,0,0,-0.00477650110038725,0,0.340839698766473,0,0.0226753951007206,-0.063045520570517,0,0,0,0.115663508876879,0,0
X300124.SZ,0,0,0.113671685202424,0,0,0,0,0,0,0.19613817283748,0,0,0,0,0,0,0,0.063593861223176,0,0,0,-4.33680868994202e-19,0,0,0.153086210662916,0.124751322673472,-0.054595409697164,0,0,0,0,0,0,0,0,0,0,0.107881639671531,0,-0.0691244161072418,0,0,0,0,0,0,0,0,0,0,0,0.0346813566613998,0.0304206090258431,0,0,0,0.253310222349744,0,0
