,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002241.SZ,X002475.SZ,X000338.SZ,X600066.SH,X002236.SZ,X000100.SZ,X601877.SH,X600118.SH,X600271.SH,X000157.SZ,X002456.SZ,X300124.SZ,X600372.SH,X600177.SH,X002007.SZ,X600089.SH,X600522.SH,X002085.SZ,X000066.SZ,X002508.SZ,X000981.SZ,X300003.SZ,X600867.SH,X600699.SH,X002292.SZ,X000559.SZ,X002294.SZ,X002074.SZ,X300136.SZ,X002180.SZ,X600809.SH,X600498.SH,X002426.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0443894091562242,0.0361157607773833,0,0,0,0,0,0,0,0,0,0,0,0,0.0822386899581031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0288834165513954,0,0,0.0546640539769026,0,0.165592160428132,0,0,0.0387282251271913,0,-0.0185354656615931,0.00621851096821047,0,0,0,0,0,0
X600104.SH,0,0,-0.2103833729559,0,0,-0.00595072952800983,0,-0.0524969759031198,0,0,0,0.0203782467716748,0,0,0.723242493575922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811189491777694,0,0,-0.0220074988780302,0.169238925650388,0,0,0,-0.21243649162284,0,0,0,0,0,0,0,0,0,0,0,-0.0167120334400599,0.00956556446204682,0,0,0,0,0,0
X002415.SZ,0,0,0,0.127568725860632,0,0,0,0,0,0,0,0.120014710212525,0.0229118574297502,-0.0373476492002482,0,0.11576988120128,0,0.213080154793877,0,0.203726636617116,0,0,0,0,0,0,0,0,0,-0.0048731670267118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426620842579406,-0.233289196279175,0,0,-0.049503588925872,0,0.00251770106397088,0,0,0,0,0,0
X000651.SZ,0,0.432843233010208,0.134719206052285,0,0,0,0,0,0,0.179361043982182,0.386849145199734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523651603427556,0,-0.154089519127319,0.0240329363321895,0,0,0,0,0,-0.0503459283784629,0,0,0,0,0,-0.000736589700098422,0,0,0,-0.206088856385579,0.107744433522466,0,0,0,0.301698694545913,-0.064603263278655,0.010681855407689,0.0137452852050606,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0473377631327399,0,0,0,0,0.135550981344833,0,0,0,0,0.400591725934025,0.144685512917539,0,0,0,0.0688565668151373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00889710326360529,0,-0.0159562879887332,0,0,0,-0.0616697696930004,0,0,0,0.00227207903698887,0,0,0,0,0,0,0,0.0027215625624567,0,0,0,0,0,0
X002304.SZ,0,0.18317535033218,0,0.00893965123595175,0,0,0,0.0646103389480394,0,0,0,0,0,0.141293871603289,0.273154373245163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324944412212991,0,0,0,0,0,0,0,0,0,0,0,0.0994870788980505,0,0,0,0,-0.00136523288470472,-0.00132924626733483,0,0,0,0,0,0
X600276.SH,0,-0.0875220503005416,0,0,0,0,0,0,0,0,0,0.238140077511053,0,0,-0.000599563386814831,0,0,0,-0.111593402206839,0,0,0,0,0,0,0.0218775078752936,0,0,0,0,0,0,0,0.0571856609572862,0,0,0,0,0,0,0,0,0,0,0,-0.0164489801421026,0,0,0,-0.138139890798388,0.0177778773093172,-0.000238394123923187,0,0,0,0,0,0
X000725.SZ,0,0,0,0.109329998787976,0,0,0,0,0,0,0.0859950652809604,0,0,0.200699313715508,0,0,-0.625130577823192,0,0,0,0.132154853414397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180788271121066,0,0,0,0,0,0,0,0,0,0.178314852014498,-0.0437418928300949,0.0107755102668446,0,0,0,0,0,0
X000625.SZ,0,0.206017942656471,0,0.110942016183157,0,0,0,0,0,0,0,0,0.0820890833553071,0,0.188544616376651,0,0,0,0,0,0,0,0.106553618200798,0,0,-0.0333799493876891,0,0.0866672763750386,0,0,0,0,0,0,-0.0629627697516701,0,0,0,0,0,0,0,0,0,0,0.0831050300511246,0,0,0,0,-0.0209053182490926,0.00611667407868683,0,0,0,0,0,0
X600690.SH,0,0,0,0.202713604462832,0.0387824834471474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313031851081857,0,0,0,0.0601316263435189,0,0,0,0,0,0,0,0,0,0,0.0016718033277999,0,0,0,-0.0682968977912164,0,0,0,0,0,-0.0643440896639938,0,0,0,0,0,0,0,-0.00312140807184304,0,0,0,0,0,0
X000063.SZ,0.190136042972254,0,-0.0306604946847204,0.331040028589216,0,0,0,0,-0.0160331816271479,0,0,0,-0.0497372875174142,0,0,0,0,0,0,0,0,0,0,-0.267658961783186,0,0,0.291734439640785,-0.17254031089625,0,0.121584546262711,0,0,0,0.0211946916307347,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0120259062780522,0,0,0,0,0,0,0
X600703.SH,0,0,0.182887610933234,0,0.195730914131698,0,0.0171368317218612,0,0,0,0,0,0.051206546435111,0,0,0,0,-0.039707921293874,0,0.108231820762699,0.0934633797907584,0.249910155853935,0,0,0,0,0,0,0,0,0,-0.164824817458987,0,0,0,0,8.67361737988404e-19,0.0662144397078593,0,0,0,0,0,-0.0289919360963046,0,0,0,0,0,0.231915966248487,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.111024187490219,0,0,0,0,0,0,0,0,0,-0.13619145609513,0,0.00725251814775414,-0.0735307467893506,0,0,0,0.134115163019191,0,0.537106221283887,-0.00160728928766557,0,0,0,0,0,0,0.071389194238148,0,0,0,0,0,0,0,0,0,0,-0.0121975478667215,-0.181402335305028,0,0,0,0,-0.0845624631352821,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.358483874398368,0,0,0,0,0,-0.057193476246921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280070006041779,0,0.191420928494116,0,0,0,-0.0643113609825781,0,0,0,0,0,0,0,0,0,0,0,0.219751623908751,0,0.140079646797427,0.16059371353956,0,-0.00712507323096064,-0.00278531308629818,0,0,0,0,0,0
X600741.SH,0,0.518231722053211,0,0,0.0629037566955313,0.0257322703380803,0,0,0,0,0,0,0,0,0,0,0,0.0920322612252822,0,0,0,0.123965159665801,0,0,0,0,0,-0.0156971750143279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00124502858654825,-0.00172003161298858,0,0,0,0,0,0
X002241.SZ,0,0,0,-0.0621320831766775,0,0,0,0,-0.0276454192089511,0,0,0.0627913642968148,0,0,0,0,0,0.103369474150202,0,0,0,0,0,0,0,0.0450595488108503,0,0,0,0,0,0,0,0.0848162035274096,0.126616398298053,0,0,0,0,0.101747550162451,0,0,0.0801391348777228,0.0269255015543299,0,0,0,0,0.0795993374215353,0,0.00659454905952545,-0.00342659750734855,0,0,0,0,0,0
X002475.SZ,0.0591072791000976,-0.143402102323922,0,0,0,0,0,-0.168199035846482,0,0,0,0,0,0,0,0,0,0,0,0.0520685608981988,0,0,0,0,0,0,0,0,0,0.00207702424271293,0,0,0,0,0.295374459680149,0,0,0,0,0,0,0,0.0792911006917024,0.427683358937021,0.0293517990813431,0,0,0,0,0,0,-0.00299865009870639,0,0,0,0,0,0
X000338.SZ,0,0,0.0993762142888458,0.20377871535303,0,0,0.0823707691972623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202183901616939,-0.0775678217168766,0,0,0,0,0.236849468977346,0,0,0,0,0,0.0838489636544546,0,0,0.0742628585641271,0,0,0.395572611384727,0,0,0,0,0,0,0,0.0144950647419844,-0.0108379500601217,0.0367140695643176,0,0,0,0,0
X600066.SH,0,0.173934344358622,0,0,0,0.110803386328676,0,0,0,0,0,0.0405319344264558,0,0,0,0,0,0.0174893097257309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948757358088392,0,0,0,0,0,0.0441462584847754,0,0,0,0,0,0.0701864510235413,0,-0.026559400475379,0,0,0.123695270841187,0.164484561995846,-0.0478956687259127,0.0159320683430937,0,0,0,0,0,0
X002236.SZ,0.0094756545226503,0,0.114372736173313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224524641951164,-0.0433131202164183,0,0,0,0.029623714059124,0,0.154695514708638,0,0,0,0,0,0.0639592989500053,0,0,0.103781437873047,0.00204643570933275,0.000974292702267764,0,0,0,0,0,0,0
