,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X300014.SZ,X000651.SZ,X600031.SH,X000725.SZ,X300124.SZ,X002371.SZ,X002241.SZ,X000338.SZ,X600703.SH,X003816.SZ,X000063.SZ,X000596.SZ,X002129.SZ,X002049.SZ,X000625.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X002074.SZ,X000100.SZ,X600741.SH,X600089.SH,X600460.SH,X600702.SH,X002236.SZ,X000799.SZ,X002180.SZ,X000157.SZ,X600779.SH,X600522.SH,X601799.SH,X002414.SZ,X000733.SZ,X600584.SH,X600884.SH,X002008.SZ,X600183.SH,X002007.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.502239577339767,0,0,0.139638463337222,0,0,0,0,0,0,0,0,-0.0912226697459752,0,0,0.0177630509509239,0,0,0,0,0.00878827239121503,0,0,0,0,0.0333813024639089,0,0,0,0,0,0.00717456899080487,0,0.0439364714266651,0,0,0,0,0,-0.0139939599428503,0,0,0,0,0.0193155517929311,0,0,0,0,0,0,-0.0061575092472613,0,0,0,-0.0310001165075129,0,0
X000858.SZ,0.0669159537165524,0,0,0.412637151949855,0.0114066151253228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265532194799004,0,0,0.0524795705615749,0,-0.0122544625098581,0,0.29136862822292,0,0,0,-0.00726885413219878,0,0,0,0,0.0514850486589904,0,0,0,0,0,0,0,0,0,0,0.0651175316309105,0,0,0,-0.029176273584357,0,-0.00921405973377809,0,0,0,0,0,0,0
X002415.SZ,0,0.126484962100171,0,0,0,0.0345167466501392,0.0462394444192395,0.136403733898961,0.261353592229731,0,0,0,0,0,0,0,0,0.0685676436367929,0,0,0,0,0,0,0,-0.104291000775131,0,0,0,0,0,0,-0.0254184103470668,0,-0.130943192448544,0.218714310671332,0,0,0,0,0,0,0.103741036110838,0.0146496956913292,0,0,0,0,0,-0.0435349395443075,0,0.0194242972923026,0,0,0,0,0,0,0
X600809.SH,0,0.113937790778079,0,0,0,0,0,0,0.0196436446828387,0,-0.0991273544602486,0,0,0,0,0,-0.067352436309783,-0.193067544445741,0,-0.0775759235503858,0,0,0,0,0,0,0,-0.321384411063815,0,0,-0.0730337870730595,0,0.0327500777181991,0.260091010023558,0,0,0.601795834036071,0,0,0.0682670221062039,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.00776485836380637,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0378443121460323,0,0,0,0,0,0,0,0,0,0,0.0792188799049165,0,0,0,0,0,0,0.498454238479034,0,0,0,0.0769378416434495,0,0,0,0,0,0,0,0,0,0,0,-0.0478764108385369,0,0.280171964222745,-0.102845266124621,0,-0.177782372497564,-0.0243152101809007,0,0,0,0,0,0,0,0,0.0204629617031916,0,0,0,0,0,0
X002475.SZ,0.0897463747245259,0.0169002908448459,0,0,0,0,0,0,0.146507153136848,0,0,0,0,0,0.169726607989773,0.0872683445695325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247408877965206,0,0,0,0,0,0,0,0,0,0.163584375529203,0,0,-0.0518301689266267,0,-0.111696772488161,0,0,0,-0.0369910485524915,0,0.0104526126386888,0,0,0,0,0,0,0
X600276.SH,0,0,0.150418985034731,0,0,0.00206077366764531,0,0,0,0,-0.0535736186367179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136385700847418,0.149726943893692,-0.139183401019962,0,0,0.12207457904089,0,0,0,0.0453200371467501,0,0,0,0,0,0.0384771432150677,0,0,0,0,-0.152709078831508,-0.0868271062848606,0,0.222597790876425,-0.0389243172000125,0,-0.00809378669258108,0.0190517077809886,0,0,0,0,0,0
X600690.SH,0,0,0.0709439087441613,0,0,0,0,0,0.0874336149638648,0,0,0,0,0,0,-0.0862122296297572,0,0,0,0,0,0,0.0153092323561123,-0.0843456230983729,0,0,0,-0.0368953827163054,0,0,0.244339935273488,0,0,0,-0.030688270571327,0,0,0,0,0,0,0,0,0,0,-0.0126983655257274,0,0,0,0,0,6.5064643149083e-05,0,0,0,0,0,0,0
X002304.SZ,0,0.435254311933785,0.0144571209447694,0,0,0,0,0.237813822018415,0,0,-0.0163851223930034,0,-0.191528722235508,0,0,0,0,0,0.0294389600736421,-0.107949244037139,0,0.00176416078031806,0,0,0,0,0,0,0.0203521140994565,0,0,0,0,0,0,0.0731388933343829,0,0,0,0.0712236344503401,-0.0683153132639739,0,0,0,0,0,0,0,0,0,0,0,-0.0146907957507409,0,0,0,0,0,0
X600104.SH,0,0,-0.133889671522387,0,0.0156811306685896,0,0,0,0,0,0,0,0.262079582374515,0,0.0577181291341733,-0.105149413556227,0,0,0,0,0,0,0,-0.0121068427738366,0.0633671144461213,0,0,0,-0.0246509341898973,0,0,0,0,0.0117696461536319,0,0,0,0,0,0,0,0,0,0,0,0,0.0800976587085166,0,0,-0.0994627343024592,0,0.0180779562847225,0.00261291419302201,0,0,0,0,0,0
