,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X000651.SZ,X600690.SH,X600809.SH,X002371.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000568.SZ,X300124.SZ,X000725.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002304.SZ,X000100.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X600418.SH,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X000157.SZ,X600089.SH,X600066.SH,X600183.SH,X600703.SH,X002028.SZ,X600372.SH,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X600522.SH,X000921.SZ,X000066.SZ,X002156.SZ,X600460.SH,X600839.SH,X002281.SZ,X000988.SZ,X000800.SZ,X002456.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.00647027750916274,0,0,0,0,0,0.0197279474225399,0,0.192798001566729,0,0,0,0,0,0,0,0.239092408049971,0,0,0,0,0,0,0.0539019933761775,0,0,0,0.0465641674171253,0,0,0,0,0,0,0,0.032998529694086,0,-0.0329799667436722,0,0,0,0,0,0,-0.0337608719391574,0,0,0.0108363709724694,-0.00635810503964666,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0333678454800619,0,0,0,0,0.484262219869659,0,0,0,0,0,0,0,0.137519588459513,0,0,0,0,0,-0.0507599922009993,0,0,0,0,0.0236296992034442,0,0,0,0,0,0,0,0,0,-0.0117222998681546,0.000280269827159813,0,0.106276204499049,0,0,0,-0.0936265927277647,0.0567338567739193,-0.020183372065177,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0486408271280278,0,0.0939044313236198,8.67361737988404e-19,0,0,0,0,0,0,-0.016336803043254,0,0.0274871611264968,0,0,0.293095992231836,0.017562276905753,0,0.113036785930194,0.0595260975013006,0,0,0,0,0,0,0,0,0.128735811448534,0,0,0,0,0,-0.0443293751689036,0,0,0.074604186744822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457250142147548,0,0,0.158214422725717,0,0,0,0,0,0,0,0,0,0.250025305904229,-0.0737479321730508,0,0,0,0,0,0,0.0349625291918866,0,0,0.0630992426694125,0,0,0,0,0,0,0,0,0,0.0417210349989052,0,0.0686526048462435,0,0,-0.125617834433307,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0186512010217446,0,0.123191147784029,0,0.0853465673584395,0.0169889814528335,0,0,0,0,0,0,0,0.0947164173750566,0,0,0,0,0,0.0944553059609335,0,0,0,0,0,0,0,0,0.017863881848049,0,0,0,0,0,0.0123957439238804,0,0,0,0,0,0,0,0,0.00205007316243026,-0.00412704869534271,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0371489044489546,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392890500996085,0,0,0,0,0,0,0.259716534586402,0,0,0.186102491847429,0,0,0,0,0,0,0,-0.000133590417479957,-0.0833366217351988,0,0,0,0.130007028079378,0,-0.0467599891331933,0,0,0.00594979602333865,0.0131449669201979,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0341365243962882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305305591042309,0.21260098186065,0,0.0588736162033126,0,0,0,0,0,0,0.303541835903152,0,0,0,0.022308260706852,0,0,0,0,0,0,0.0227792169827608,-0.00102402964275689,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0.0260806495967622,0,0.52684412596304,0,0,0,0,-0.00402747225581285,0,0,0.24735127128456,0,1.0842021724855e-19,0.00403228936544395,0,0,0,0,0,0.0327092937576816,0,0,0,0,0,0,0,0,0,0,-0.0319126783543055,0,0,0,0,0,0,0,0,0,0.0271615682242035,6.7762635780344e-21,0,0,0,0,0.0516518636853139,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,-0.0384091765901412,0,-0.0172231766232527,0,0.32166484098554,0,0,0,0,0,0,0,0,0,0.0860808039249807,0,0,0.248836925545522,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266651697392794,0,0.001385155738199,0.163815173115119,0,0,0,-2.16840434497101e-19,0,-0.0969132905610905,0,0,0,0.00813654390338034,0,0,0,0.0713748227813386,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146078395339004,0,0,0,0,0,0,0,0,0.0485899287744864,0.384683340755101,0,-0.035741376534588,0,0,0,0,0,0,0,0,0,1.37799635393644,0,0,0,0,-0.357241158839487,-0.255775183320954,0,-0.261211160145471,0.247338130969198,0,6.93889390390723e-18,0,0,0,0,0.0666347574233488,-0.0221136109783535,0.0637030021920627,0,0,0,0,0
