,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600690.SH,X002304.SZ,X002475.SZ,X600276.SH,X000651.SZ,X600104.SH,X300014.SZ,X002371.SZ,X300124.SZ,X002129.SZ,X000596.SZ,X003816.SZ,X000625.SZ,X002049.SZ,X000725.SZ,X600031.SH,X000063.SZ,X002179.SZ,X002241.SZ,X000338.SZ,X600089.SH,X600522.SH,X600703.SH,X000661.SZ,X002180.SZ,X000733.SZ,X300142.SZ,X601877.SH,X002074.SZ,X600741.SH,X000100.SZ,X600884.SH,X000157.SZ,X600460.SH,X600702.SH,X600487.SH,X601799.SH,X000799.SZ,X002236.SZ,X600584.SH,X002414.SZ,X600563.SH,X300003.SZ,X600372.SH,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0684789529274616,0.0504725095338584,0.181919885887677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919988804341601,-0.0390378283264382,0,0,0.0298974434043591,0,0,0,0,0,0,0.103293106217942,-0.0282070714903171,0,0.0170719258694987,0,0,0,0,-0.0450583373527019,0,0,0,0.00117829583763249,0.00844744201770168,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0287028790687686,0.0670311575103265,0.101955245199233,0,0.0277792402067787,0,0,-0.0552019119095065,0,0,0,0.0692138686836483,0,0,0.0346668678752646,0,0.011302597714945,0,0,0,0,0,0,0.0723626433830492,0,0,0,0,0,0,0,0,0,0,0.0638200719478313,0.248817386234003,0,0,0.0809584491785357,0,0,-0.0876463531847958,0,0,0,0,0,0,0.0129268660619065,0,0,0,0,0,0
X600809.SH,0,0,0,0.21101837134341,0,0,0,0,0,0,0,0,0,-0.0475464752250146,0,0.102489502165992,0,-0.0291418177310321,-0.00961981822389825,0,0,0,0,0,0,0,0,0,0.215802030035499,0,0,0,0,0.0073257874782052,0,0,0,0,0,0,0,-0.120818380601919,0,0,0,0,0,0,0,0,0.32864574726307,-0.0247306090826731,-0.0319461950676266,-2.16840434497101e-19,0,0,0,0,0
X000568.SZ,0,0,0.153689152494888,0,0,0.00851700552659909,0,0,0,0,0,0,0,0,0,0.0517216149565082,0,0,0,0,0.00895889349280113,0,0,0,0,0,0,0,0,-0.00756689619441871,0,0,0,0,0,0,0,0,0,0.246476770149758,0,0,0.199611316674881,0,0,0,0,0,0,0,0,-0.028553146064598,0,0,0,0,0,0,0
X002415.SZ,0,0.0116041437657257,0,0,0,0,0,-0.0310927847403705,0,0,0,-0.141235843505044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.125601059390629,0,0.134331788981252,0.0766681077934759,0,0,0,0.176304433632465,0,0,0,0,0,0,0.536260707351974,0.229833948532592,0,-0.0385534046838892,0,0,0,0,0,0,0,0,0,-0.0124875295134217,0,0
X600690.SH,0,0,0,0.0385140000140522,0,0,0,0,0,0.0952061227743897,0,0,0,0,0,0,0,-0.0402071170476898,0,0,0,0,0,0,0,0.148790863862445,0,0,0,0,0,0,-0.15606357980379,0,0,0,0,0,0,0,0,0.0569196336072024,0.0347406305258058,0,0,0,0,0.0875318997843676,0,0.0621515619506466,0,-0.00738356848596867,0,0,0,0,0,0,0
X002304.SZ,0,0.221459682573245,0,0,0,0,0,0.0266097408879967,0.00847734620138216,0,0,0,0,0.0667017907379647,0,0,0,0.0214298842616284,0,0,0,0,0,0,0,0,-0.037949721549266,0,0.0189740885548006,0.101879339031978,0,0,0,0.0385897100068739,0,0,0,0,0,0.14719711007182,-0.00768944684219826,0,0,0,0,-0.133843874213447,0,0,0,0.0248313687938611,0,0,0.0298680317828219,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0273847854663032,0.0368485057431975,0.419916194233999,0,0,0,0.0255820212671301,0,0,0,0,0,0.0892242774515277,0,-0.0572506310715171,0,0.0324146401313243,0,0,-0.213615802992368,0,0,0,0,0,0,0,0.121218064141348,0,0,0,0,0,0,0.12470524446243,0,0,0,0,0,-0.123287820691224,-0.000171344303228689,0,0,0,0,0,0
X600276.SH,0,0,0,-0.00955641221507655,0,-0.0839073076269376,0,0,0,0,0,-1.73472347597681e-18,0,-0.440323276307684,0,0,0,-0.117883602410338,0,0,0,0.0962111084144165,-0.17347223552248,0,0,0,0,0.313367100956296,0.16251441899272,0,0,0,0,0,0,0,0,0,0,-0.0807958374776551,-0.0927908569914457,0,0,0,0,-0.0481050931939148,0,0.0634808708368114,0,0,0,0.0350433772478025,-0.0863424828442427,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-8.67361737988404e-19,0.505467499015562,0,0.0197715748531162,0.0640623792289308,0,0,0,0,0,0,0,0,0,0,0,0,0.0247539418439723,0,0,0,0,0,0.048582937219895,-0.0353350421692956,0,-0.0310880272285348,0.0114809229983507,0,0,0,0,0,0,0,0,0,0,0.124833485673707,0,0,0,-0.0419957217545011,0.0678769839554583,0,0.0792302473046483,0,0,0.0108398451544447,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.11489795710297,0,0.0122495398809734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649231655681547,0.188943031394913,0,0,0,0.445600337867289,0.0993783482992648,0.0445853782272815,0,0,0.0723149899101802,0,0,0,0,0,0,-0.124183998184785,0,0,0,0,0,-0.00404131727893816,0,0,0,-0.134647290273467,0,0
X300014.SZ,0,0,0,0,0,0,0,0.120733143902127,0,0,0,0,0,0,0,0,0,0.15978199060794,0,0,0,0,0,0,0,0,0.0625269092989332,0,0,0,-0.103811139835627,0,0.0922416780167629,0.367348427835486,0,0,0,0,0,0,0,0.00623649948036296,0,0,0,0.179695445322727,0.05192693450103,0,0,0,0,0,-0.0417655512475537,0,0,0,0,0,0
