,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X000100.SZ,X600703.SH,X002292.SZ,X600066.SH,X600741.SH,X600031.SH,X002506.SZ,X002241.SZ,X002475.SZ,X600118.SH,X002236.SZ,X002049.SZ,X000559.SZ,X000157.SZ,X600372.SH,X000338.SZ,X300003.SZ,X000568.SZ,X002074.SZ,X600089.SH,X002294.SZ,X600177.SH,X300124.SZ,X002085.SZ,X600867.SH,X600582.SH,X002465.SZ,X002180.SZ,X002007.SZ,X601877.SH,X600498.SH,X300001.SZ,X000869.SZ,X002426.SZ,X002456.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0133964578556644,0,0.286675323915508,0,0,0,0,0,0,0,-0.0177003206140173,0,0,0.344883408868818,0,0,0,0,-0.0166935794757614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325270199664779,0,0,-0.0115125380572157,-0.0828636709631316,0,0,0,0,0,0,0,0,0.0581579730095988,-0.00313396302626469,0,0,0,0,0,0
X600104.SH,0.0826469163865477,0,0,0,0,0,0,0,0,0,0,0.0884213470059737,0,0,0,0.516531055710844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667705994812426,0,0,0,0,-0.0138657594336141,0,0,0,0,0,0,0,0,0,0,0,0.0582258802712578,0,0,0.00257520296418582,-0.00674741487951855,0,0,0,0,0
X002415.SZ,0,0.300044888045246,0,0,0,0,0,0,0,0,0,0.100050485159288,0,0,0,0.0370906598645449,0,0,0.0469014575988502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0646189749417247,0,0.303202624227724,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.235982668696626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0601587153281882,0,0,0.317447173800941,-3.46944695195361e-18,-0.114616198872941,0,0.105561254382154,0,0,6.93889390390723e-18,0,0,0.0349754062255369,0.0588515978029177,0,0,0.0347385458633722,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336822646267804,0,0,0,0,0,0,0,0,0,0.380002580376329,0,0,0,0,0,0.0324641344044386,0.192818372678342,0,0,0.0550120648477302,0,0,0.00651429912729166,0,0.136180520787858,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.113507931684604,0,0,0,0.0211204518051714,0.0755596625912882,0,0,0,0,0,0,0,0,0,0.0497743164309142,0,0,0,0,0.0314754669827065,0,0,0,0,0,0.00425559569055199,0,0,0,0,0,0.0108191626577379,0.120582680665412,0,0.260729557372105,0,0,0,0,0.0329725910146366,-0.0144837550272182,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0468827137629881,0,0,0,0.0539947250270552,0,0,0,0,0,0,0,0,0,0,0.0948135433496853,0,0,0,0,0,0.0304030882116225,0,0,0,0.0282334735019365,0,0,0.077219237853464,0,0,0,0,0.00958506583156145,0.00185260112295098,0,0,0.0143914706832078,0,0,0.0129657035604631,0.0137289540077036,0,0,0,0,0,0
X000725.SZ,0,0,0.156147449839765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658616888664506,0,0,0.0447019557269047,0,0,0,0,0.0209845404074866,0.208577460762661,0,0.190537064408594,0.137235785131432,0,0,0,0,0,0,0,0.0208512048869272,0,0,0,0,0,0,0,-0.00654506043245299,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0982836424306134,0,0,0,0,0,0,0,0.242394661636616,0,0,0,0,0,0.0307185839722659,0.0142857036740353,0,0,0,0,0,0,0.0045287515035222,0,0,0,0,0,0,0.0186961302997487,0,0.0587063406457646,0,0,0,0,0.217088791797703,0,0,0.16215685368493,0,0,0,0.0230625229695545,0,0,-0.0122502507127283,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116705364988973,0,0,0,0,0,0,0,0,0,0.430998148202326,0,0,0,0,0,0.084417658703523,0,0,0.0995137513121842,0.0385780513541476,0,0.0116288498639269,0,0,0.0231360374365503,0,0,0,0.0600460768391803,0,0,0.0147916476035185,0,0,0,0,0,0,0,0,0,0
