,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X600276.SH,X002475.SZ,X600104.SH,X002129.SZ,X000651.SZ,X300014.SZ,X000625.SZ,X300124.SZ,X600031.SH,X002371.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X600089.SH,X000338.SZ,X600703.SH,X002179.SZ,X000661.SZ,X601877.SH,X600522.SH,X300142.SZ,X002074.SZ,X002180.SZ,X600460.SH,X000733.SZ,X600741.SH,X600884.SH,X000100.SZ,X600702.SH,X000799.SZ,X000157.SZ,X002176.SZ,X600584.SH,X600563.SH,X002236.SZ,X601799.SH,X002007.SZ,X600779.SH,X000800.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,-1.38777878078145e-17,0.326100686064061,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0424244892132124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164849010211371,0,0.053115277784742,0,0,0,0,0.0215702384162021,0,0,0,0.0371353329220518,0,0,0,0,-0.00559277341823004,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.386234767624024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168622031260858,0.030890418307362,0,0.00398876806896328,0,0,0,0,0,0.164297209084062,0,0,0,-0.0110573585749507,0.020626486533328,0,0,0,0,0,0
X600809.SH,0,0.305367015462421,0,0.292904254967478,0.0775483963655918,0.0939651665935055,0.0252466676940432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119095971237803,0,0,0,0,0,0.0231912951444728,0,0,0,1.73472347597681e-18,0.189854885456897,0,0,0,0,0.0464653252457438,0,1.38777878078145e-17,0,0,-0.040297360530731,0,-3.46944695195361e-18,0,0,0,0,0,0,0.172673402315849,1.73472347597681e-18,0,0,-0.0213452486465624,0,0,0,0
X000568.SZ,0,0.229409177815536,0,0,0,0.0536011226877801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165212316062914,0,0,0,0,0,0.00729044927541826,0,0,0,0,0,0,0,0,0.372647143138388,0.084181117963538,0,0,0,0,0,0,-0.0122404754836284,0,0,0,0,-0.0277876896661629,0,0.0568783260977832,0,0,-0.0436103841485384,0,0
X002415.SZ,0,0,0,0,0,0.485648315670509,0,0,0,0,0,0,0,-0.183611444367703,0.0842322141832846,0,0,0,0,0,0.0293099573662958,0,0.0265179829700875,0,0,0,0,0,0,0,0,0,0,0,-0.0779400474757393,0,0,0,0,0.0547491818060025,0,0,0,0,0.68086127636225,0,0,0,0,0,0,0.0804293612676061,0.13407706786439,0,0,0,0,0,0
X002304.SZ,0,0,0.13814947979389,0,0.00975836115292616,0,0.105825896075714,0.0640751464719454,0.041292236468236,0,0,0,0,-0.0289756824711391,0,0,0.106105784467882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183233174528212,0,0,0,0,0,0,0,0.0455115911080579,0,0,0,0,0,0,0,0,0,-0.0257289319977012,0,0
X600690.SH,0,0,0,0,0,0.0715927511868466,0,0,0,0,0,0,0,-0.0119909063243464,0.0871565151580121,0,-1.38777878078145e-17,0,0,0,0,0,0,-0.0370971090635994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108116905527956,0,0,0,0,0,0,0.0358422289856679,0,0,0,0.0969628324753828,0,-0.0183234858659343,0,0,0,0,-0.0760987916525601,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144545085398389,0,0,0,0,0,0,0,0,0,0,0,0.256073261982805,0,0,0,0,0,0,0,0,0,0,0,0,0.102825538530919,0,0,0,0.0225125721008934,0,0,0,0.00140988883769387,0.228709573379002,0,0,0,0.03985390729337,0.00562117502633254,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207973746747224,0.113444699640573,0,0,0,0,0.190965348250819,0.00769244088997366,0,0,0,0,0,0,0.0675392450584118,0,0,0,0.078528940014854,0,0,0,0,0.139571142563048,0,0,0,0,0,0.141346065436228,0.120183072212423,0,0,0,0,0,-0.0339018278873548,0,0,0,0,0.0357955814233187,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124608231132519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0113170377868509,0,0,0,0,0.18876174219383,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0845811479656132,0,0,0.0507013389466717,0,0.0625231874576962,0,0.00302162489970382,0,0,0,0.0208077940594953,0,0
