,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X300014.SZ,X600031.SH,X000725.SZ,X300124.SZ,X002371.SZ,X600703.SH,X000063.SZ,X000338.SZ,X002129.SZ,X000625.SZ,X000661.SZ,X002241.SZ,X003816.SZ,X300142.SZ,X002049.SZ,X000596.SZ,X000100.SZ,X002179.SZ,X600460.SH,X601877.SH,X002074.SZ,X600702.SH,X000799.SZ,X000157.SZ,X600741.SH,X002007.SZ,X002414.SZ,X600584.SH,X002236.SZ,X600779.SH,X601799.SH,X600089.SH,X600183.SH,X000800.SZ,X300146.SZ,X300003.SZ,X600884.SH,X000733.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0486726342096156,0,0,0,0,0,0.256639689832565,0.0674866774844442,0,0,0,0,0,-0.0402889947667363,0.020958372609019,0,0,0,0.0393195183017705,-0.0065657713517853,0.0801412717172909,0,0,0,0,0,0,0,-0.0166458778828268,0,0,0.122975267137101,0,0,0,0,0,-0.0660847441934739,0,0.00912426791272264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.474872115814482,0,0,0,0,0,0.0134985854279705,0,0,0,0,0,0,0,0,0,0.0468822108697002,0,0,0,0,0,0,0,0,-0.0426902271759398,0,0.0477498746524458,0.0908725931723571,0,0,0,-0.147950915902298,0,0,0,0.105065147279561,0,0,0,0.0395142699260279,0,-0.0441220982522016,-0.0247500868767841,0,0,0,-0.02009402986249,0,0,0,0,0,0
X002415.SZ,0,0,0,4.33680868994202e-19,0.172589407979081,0,0,0,0,0.153934872259047,0,0.0800680512108513,0,0,1.0842021724855e-19,0,0,0,0,0,0.0800520508414386,0,0,0,0,0,0,0,0,0,0,0,0.0299674569955342,0.0637875415774031,0,0,0,0,0,0,0,0.00564362272528523,0,0,0,0,0,0,0.0894299994934106,0.0800364100607707,0,0,-0.0091535687923678,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0373033468623662,-0.118023206721859,0,0.166021437235641,0,0,0,0,0,0.101716426864741,0,0,0,0,-0.177638637698864,0,0,0,0,0.0478371486811011,0,0,0,0,-0.0522631886332668,0,0,0,0.466469049812127,0,0,0,0,0,0,0.07710099299224,0,0,0,0,0,0,0,0,0,0,0,0.0708660956056666,0,0,0,0,0,0
X600276.SH,0,0,0,-0.13075919224423,0,0,0,-0.00568565756304724,0.0991667994235317,0,0,0,0,0,0.203140407544484,0,0,0,0,0,-0.0655693146777992,0,0,0,0.20729563742247,-0.0665392949755047,0,0,-0.0228580701166629,0,0,0,0.144550453840008,0,0.159606046572082,0,0,0.0504687818378386,0,0,-0.106069776341052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.646256823274577,0,0.0642791242222428,0,0,0,0,0.0848177280067639,0,-0.265435270262287,0,0,0,0,0,0,0,0,0,-0.0104276334805124,0,0.0505100400835218,0,0,0,0.151912830181689,0,0,0,0,0,0,0,0,0,0,0,0.047922738849012,0,0,0,0,0,0,0,0,0,0.00707330136503707,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,-0.017412786479837,0.0273354344538964,0.141109253757244,0,0,0,0,0,0,0,0.152831525798454,0,0,0.0139787699934309,0.0337052334077256,0,0,-0.0279136798506808,0,-0.104190500105593,0,0,-0.0141986298932337,0,0,0.100266393349623,0,0,0.0384413068772218,0,0,0,0,0,-0.0237563376886471,0,0,0,0,0,0,0,-0.0314180194448811,0,0,0.0830323201055225,0,0,0,-0.0783377691983695,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.135790500111116,0,0,0,0.092230331326747,0,0,0,0,0,0,0.0766339119401626,0,0,0.0282450226035578,-0.0350186077294124,0,0,0,0,0,0,0,0,0,0,0.113293393974448,0,0,0,0,-0.146687504806347,0,0,0,-0.010193403107574,-0.0320361178827394,0.0572902256430143,0,0,0,0.00159873491772548,0,0,0,0,0,0
X002304.SZ,0,0,0,0.431200422557255,0,0.277236801983401,0,0,0,0.113950833259635,0,-0.210453437902646,0.0850285855740144,0,0,0,0.218946881229268,0,0,0,0,0,0,0,-0.0392321560159262,0,0,0,0,0,0,0.0410857928149228,0,-0.0491464826060443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20259459799853,0.0990020905152955,0,0,0.0042900855654663,0,0,0,0,0,0
X600690.SH,0,0,0.306544066631903,0,0.212617585579592,0,0,0,0,0,0,0,0,0.245914944893648,0,-2.16840434497101e-19,0,0,0,0.00057331304180828,0,0,0,0,0,0,0,0.0111611513254838,0,0.015598039091067,0,0.0315874051459536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.057310695671444,-0.024728174228855,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.192963504415065,0,0,0.0335391550931383,0.008429252518058,0,0,0,0.0884092311127005,0,0,0,0.0822605102062459,0,0,0.056705814650345,0,0,0,0,0,0,0,0.0851753986986389,0,0,0,0,0,0.0260024543805074,0,0,-0.00824785730882433,0,0,0.00500132445017239,-0.0847580469169042,0.0102774854243567,0,0.0527656473150317,0,0,0,0,0,0,0
X300014.SZ,0,0,0.0729009905621408,0,0,0,0,0,-0.0755723712033448,0,0,0,0,0,0.388054345165955,0.14101397515478,0,0,0,0,0.226718483162305,0,0.117234639116608,0,-0.0195086102405139,0,0,0,0,0,0,0.0711619875755072,0,0,-0.0553861672862379,0,0,0,-0.0495870288081273,0,0,0,0.370357694906732,0,0,0,0,0.000287895618482099,0,0.171725644402709,0,-0.0130078702006671,0,0,0,0,0,0,0
X600031.SH,0,0.0272880526041484,0.0433774819427511,0,0,0,0,0,0,0,0,0,0,0,0.091273011769374,0,0.0947481185982107,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341106412237698,0,0,0.0284018062414034,0,0,0.0159540334506309,0,0,0,0,0,0.1156415984786,0,0,0,0.0194530310210569,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0201725452052569,0,0,0,0,0,0,0,0,0,0,0,0.0537716898242509,0,0,0.0608609356037873,0,0.0133187320606648,0.358542026614301,0,0.0840625364043299,0,0,-0.0256728022894349,0,0,0,0.0888606205906443,0.180231737184359,0,0,0,0,0,0,0.0312656134375851,0,0,0,0,0,0,0,0,0,0,0,-0.0634409000199752,0,0
X300124.SZ,0,0,0,0,0.259996869719325,0,0,0.0363880320888421,0,0,0,0.214911575276067,0,0,0,0,0.184653884216311,0,0,0,0,0.0834817272854617,0,0,0,0,0,0,0,0.0486959115277903,0.0649901895679445,0,0,0,0,0,0,0,0.0344813211556001,0,0,0,-0.0601560853103164,0,0,0,0,0,0,-0.10027316667886,0,0,-0.0469959497189582,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174318626637314,0.0902690478207701,0,0,-0.0288830351257204,0,0,0,0,0.0598348343675257,0,0,0.0758940019360394,0,0,0,0,0,0,0.177489179201181,-0.0361109566377572,0.174864173241885,0.235782598272035,0,0,0,0,0,0,0,0,0,0,0,0.0632864834102996,0,0,0,0,0,-0.355072904255844,0,0
X600703.SH,0,0,0,-0.0143233242225648,0,0,0,0.00733119292740757,0.0559429993643158,0,0,0,0.202172584052918,0,0,0.285049868026939,0,0,0,0.232221684853403,0,0,0,0,-0.0345287674858916,0,0,0,0,0.173051554581917,0,0,0,0,0,0,0.246668173620113,0,0,0,0,0,-0.0760945808928317,0,0,-3.46944695195361e-18,0,0,0.0614773712070138,0.020459675886501,0,0,0.0915793675931087,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0751097743288447,0,0,0,0,0.0357962472847846,0,0,0.0730437173685651,0,0,0.0381561459101176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451259940272243,0,0,0.0112556528042427,0,0,0,0,0.0636406924274948,0,0,0,0,0,0,0,0.0198023444182013,0,0,0,0,0,0.0084315112173006,0.00899001722933779,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0622116941631677,0,1.0842021724855e-19,0,0.126471109909447,0,0,0,0,-0.0429818418860756,0,0,-0.0383854389295912,-0.0429252220212802,0,0,0,0,0,0.0490894557456391,0,0,0.015341554896729,0,0,0,0.0749882494814949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036811361818912,0,0
X002129.SZ,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0718100310394216,0,-0.0204252926698945,0,0,0,0,0,0,0,0.236171758384961,0,0.0523067751844084,0.257508968336756,0.00786070542057975,0,0,0,0,0,0,0,0.0490350178904045,0,0.0993065627869569,0.0431944183869865,0,0,0,0.00312645538613935,0,0,0,0.0596231987988676,0,0,0,0,-0.121876535998187,0,0
X000625.SZ,0,0,0,0,0,-0.0997964765797746,0,0,0,0,0.322260473607784,0.0490389275616081,0,0,0,0,0,0,0,0.200034559775353,0,0.193489705033332,0,0,0,0,-0.0495514293214901,0,0,0,0,0.178405821618824,-0.254686368244443,0,0,0,0,0,0,0.191867883639679,0,0,0,0,0,-0.0930351332997656,0,0.248994449354685,0,0,0,-0.190181518222245,0,0,0,0,0,0,0
