,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X000625.SZ,X000725.SZ,X300124.SZ,X002371.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X600031.SH,X000063.SZ,X000100.SZ,X300014.SZ,X000157.SZ,X600089.SH,X002179.SZ,X600703.SH,X002236.SZ,X002463.SZ,X600741.SH,X000977.SZ,X600372.SH,X002241.SZ,X002049.SZ,X600066.SH,X000661.SZ,X002028.SZ,X002129.SZ,X000921.SZ,X600584.SH,X600522.SH,X601877.SH,X000800.SZ,X601799.SH,X600183.SH,X002074.SZ,X600566.SH,X600418.SH,X002223.SZ,X002007.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.276424605982822,0,0.14110900494676,0.137014299803345,0,0,0,0.135911216100867,0,0,0,0,0,0,0,0,0,0,0,0.015300635363815,0,0,0,0,0,0,0,-0.0600913786386204,0,0,0,0,0,0,0,0,0.0631434525652159,-0.0116838476985311,0,0,0.0162854791270126,0,0,0,0,0,0,-0.0265737101252049,0,0,2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.524322457714072,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.0701409861830998,0.0309260467559777,0,0,0,0,0,0,0,0,0,0,0,0.0423573811579642,0,0,8.67361737988404e-19,-0.0295316792930359,0,0,0.0286266992264299,0,0.0292882738690524,0,0,0,0,0.0228067337751963,0.0405181858371005,-0.025662180498388,0,0,0,0,0,-0.046200804059339,0,0,0,0,0,0,0
X600809.SH,0.0673728200602225,0,0,0,0,0,0,0,0.102330378761867,6.93889390390723e-18,0,0,0,0.187761285282217,0,0,0.246521460921628,0.220783380088866,0,0,0,0.19266887344939,0,0,0,0,0,0,0,0,0.0448342750741891,0,0,0,0,0,0,0,0,0,0,0,0.0398260810778921,-0.152634378308573,0,0,0,0,0,0.0423924729135794,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.134892917823889,0,0.0859491650083167,0,0,0,0,0,0,0.025071720346653,0,0,-0.0694609995005253,0,0,0.218410632675914,0,0,0,0,0,0,-0.0363678505022561,0,0,0,0,0,0,0,0.0313475149892383,0,0,0,0,0,0,0,0.048415823561577,0,-0.00403409438566991,-0.0169249804392317,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.267628424132065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215276831529447,0,0,0,0,0.165077956683332,0,0,0,0,0,0,-4.33680868994202e-19,0.234156104113886,0,0,0,0.0768471429643285,0,0,0,0.0498339241510932,0,0.0282681212042288,0.281300264380183,0,0,0,0.0477304008180887,-0.160883081838746,0.00867135911075333,0,0,0,0,0,0,0
X000568.SZ,0,0.897531308584711,0.141599400649391,0,0,0,0,0,0,-0.00399978416897647,0,0,0,0,0,0,0.0135086794413553,0.00196197481084394,0,0,0.0751022145276663,0,0,0,-0.0320027913973766,0,0,-0.102185177635751,0,0,0,0,0,0,0,0,0.115358544378191,0,0.0268002842688286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240893988707168,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.160977442644406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864872402563036,0,0,-0.139531550620763,0,0,0,0,0,-0.0309626850803492,0,0,0.0450962926699524,0.180797021663898,0,0,0,0,0,0.0623195838261495,0,0,0,0,0,0,0,-0.0593017832431432,0.0588717743709354,-0.0377419707217456,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.161460182972355,0.0589954352088304,0.175668314898509,0,-8.67361737988404e-19,0,0,0,0,0.121217369125984,0,0,0,0.00969087214809763,0,0,0,0,0,0.284284011725107,0,0,0,-0.00410456082130327,0,0,-0.0102933433639309,-0.000908182953029751,0,0,0,0,0,0.153479368241487,0,0,-0.183520105049972,0,0,0,0,0,0,0,0,0,0,0,0.00920613122721071,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.203308258992535,0,0,0,-0.0375781453545049,0,0,0,0,0,0,0,0,0,0.0270724171900937,-0.0229792478286194,0,0,0.244807039465086,0,0,0,0,0,0,0,-0.0524346326548188,0,0,-0.0889546483194541,0,0,0.261828627839759,0,0,0,0.140655467975106,0,0,0.183167337813434,0.238943408661515,-0.127710694302903,0,0,0.0342566620214631,0,0,-0.0894107413986216,0,0,0,0,0,0
X002475.SZ,0.0854453914813044,0,0,0,0.0796444695259554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116037349094472,0,0.266169297583311,0,0,-0.0224659250347867,0,-0.128938444435063,0,0.354749210517866,0,-0.0926668538444426,0,0,0,0,0,0,0,0,0.178427675325656,0.214865131873599,-0.0293169028231657,0,0.0613471628683574,0,0,0,0,-0.0390250276314602,0,-0.187679195324977,-0.112191424795481,0,0,0,0
