,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X003816.SZ,X002241.SZ,X000063.SZ,X000596.SZ,X000625.SZ,X000100.SZ,X600703.SH,X300142.SZ,X000157.SZ,X002371.SZ,X002129.SZ,X002049.SZ,X002179.SZ,X000799.SZ,X600741.SH,X002007.SZ,X002236.SZ,X601877.SH,X600702.SH,X300146.SZ,X600779.SH,X002414.SZ,X600584.SH,X300003.SZ,X600183.SH,X601799.SH,X000800.SZ,X600460.SH,X000066.SZ,X600089.SH,X002074.SZ,X000977.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.455513219475388,0,0,0,0,0,0.0295028642244617,-6.93889390390723e-18,0,0,0,0,0,0.226313268029711,0,0,0,0,0,0,0.0393646234000771,0.0176603455940331,0,0,0,-0.00483102826763695,0,0,0,0,0,0,0,0,0.00792577936119526,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179517751957101,0,0,-0.0645339245312262,0,0,0,0.0152896613060673,0,0
X000858.SZ,0,0,0,0.0820750432557194,0,0.424548620620831,0,0.132973854996897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135054804658234,0.112513364207144,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130633882894665,0,0,0,0,1.73472347597681e-18,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0401375184509683,0,0,0,0.0208457520906153,0,0,0,0,0,0,0,0,0.193310649399273,0.0259837966046159,0,0,0,0,0,0,0,0.0951138992391652,0,0,0.0358303645144166,0.0646535868915256,0,0,0,0,0,0,0,0.0309198935754074,0,0.0901198792744644,0,0,0,0,0,0,-0.0383030455546853,-0.039081078622037,0,0,0,0,0,0
X600276.SH,0,0.206212128955912,0,0,0,0.0587393693830678,0,0,0,0,0,0,-0.0847214387078605,0,0,-0.0310917923818947,0,-0.0790903665408401,0,0,0,0,0,0,0,0,0,0,0.0171567114232787,0,0.00162261268785896,0,0,0,0,0,-0.114379770643049,0,0,0,0.127366701347354,0,0.120732434553733,0,0,0,0,0,-0.0917836611136148,0,0,0.108346212444178,0,0,0,0,0.00587932483483305,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135270286382584,0,0,0,0,0,0,0,0,0,0,0,0,0.297645427038886,0,0.0505506651537203,0,0.422351458996434,0,0,0,0,0,0.0783581166087201,0.106277150247725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0664272565639061,0,0,0,-0.0291245150640949,0,0
X000568.SZ,0,0.730039783597992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162492100622549,0,0,0,0,0.0431102453433154,-0.0253243152785202,0,0,0.112184073859979,0,0,0,0,0,0,0,0,0,0,0,0,0.0515997279006082,0,0,0,0,0.0111852422345765,0,0,0,0,0.0377931344138019,0,0,0,0,-0.0481638686105346,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0546140154183852,0,0.0210435479261854,0,0,0,0,0.0323574549209631,0.0193498269338518,0,0,0,0,0,0,0.211124206315842,0,-0.0171438153588421,0.0209293976013264,0,0.00762081562402714,0,0,0,0.11228042173409,0,0,0,0.0345986240680161,0,0,0,0,0,0,0,0,-0.051337867920464,0,0,0,0,0,0,0,0,0,0,0,-0.0155204674274143,0,0
X002304.SZ,0,0,0,0,0.119607431550644,0.149688677090442,0.0242222922530265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0854723408628651,0,0.310904728616917,0,0,0.042819439082438,0,0,0,0,0,0,0,0,0,0,0.0415714451418826,0,0,0.152885087715995,0,0,0,0,0,0,0,0,0,0,0,-0.0453700204742201,0,0,0,-0.0100568388398826,0,0
X600690.SH,0,0,0.0669601662028955,0.0467854501552987,0,0,0,0,0,0,0,0,0,0.119640285218538,0.020402991038776,0,0,0,0,0,0,0,0,0,-0.0254206470929589,0,0,0,0,0.0565620360919161,0.132510732233067,0.368314461355329,0,0,0.10417014323168,0,0,0.0577676891915559,0,0,0,0,0,0,0.0475462697974164,0,0,0,0,0,0,0,-0.118126051592559,0,0,0,0.0276003959421889,0,0
X002475.SZ,0,0,0,0,0,0,0.0250119374879174,0,0,0,0.129128676920409,0,0,0,0.0409498649752516,0,0,0,0.356846212005256,0.20719578328247,0,-0.029090379037343,0.161219120863658,0,-0.041107903627717,0,0,0.016550808285055,0,0,0,0,0,0,0,0.0579214233827623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126790793347316,0,0,0,-0.0243735468430677,0,0
