,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000625.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X002236.SZ,X600089.SH,X600372.SH,X002049.SZ,X002241.SZ,X000661.SZ,X600584.SH,X000157.SZ,X600741.SH,X601877.SH,X600522.SH,X000977.SZ,X600418.SH,X000800.SZ,X002074.SZ,X002007.SZ,X600183.SH,X601799.SH,X002463.SZ,X300142.SZ,X002456.SZ,X600702.SH,X002180.SZ,X002028.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0759599932447975,0,0,0,0.212314035693539,0,0,0,0,0.112700432191569,0,0.00490554341488034,0,0,0,0,0,0,0,0,0.110165840750374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345087994348991,0,0,0,0,0.0741660930701996,0,0,0,0,0,0.511896516842011,0,-0.189219710314473,0.00963814264770287,0,0.0353907683405714,0,0,0,0,0
X000858.SZ,0.139424352462815,0,0,0.160702664425561,0,0,0,0,0,0,0,0,0.00850898073050046,0,0,0,0,-0.0333518429764243,0,0,0,0,0,0,0,-0.0281341112938449,0,0,-0.0415324435102562,0,0,0,0,0,0,0,0.0233526545308305,0.0509820041204615,0,0,0,0,-0.108069719854287,0,0.0819667732270051,0,0.18848119606071,0,0,0.152563242932742,0,-0.0141631480746366,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0342334968128805,0,0,0,0,0,0,0,0,0,0,0.0477039898488318,0,0.110612197284877,0,0,0,0,0,0,0,0,0,0,0.135509679654742,0,0,0,0,0,0,0,0,0,0,0,0,-0.00555101490524847,0.0838248552529597,0.00705603145220265,-0.0307509152274961,0,0,0,0,0,0
X000568.SZ,0.31723044620137,0,0.110662881238386,0,0,0.411590550180344,0,0,0,0,0,0.0242379810832908,0.00699014549442947,0,0,0.21746390692914,0,0.0184205596809618,0,-0.0959020570485573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0636879939834814,0.0892408194789606,0,0,0,0.0791563336523661,0.00495158985686435,0.0108200360773424,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.248425362836172,0,0,0,0,0,0,-0.0596408489023886,0,0,0,0,0,0,0,0.139096145281922,0,-0.00160394062097409,0.0663106356692037,0,0,0,0.208818298275851,0,0,-0.0855399951837123,0,0,-0.114677022908288,0,0,0,0,0,0,0,0,0,0,0,0,0.326509450458441,0,-0.00345983428306979,0,0,0,0,0,0,0
X600809.SH,0.231542049633398,0,0,0.351499863774945,0,0,0.0473987594297745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634080566931729,0,0,0,0.0924550906610675,0,0,0,0.0306522636417859,0,0,0,0,0,0,-8.67361737988404e-19,0.00797732144101651,0,-0.0756681944199952,0,0,0.0380978110233504,0,0,-0.0588418248161478,0.0280500442290014,0,0,0,0,0.0183211818247253,-0.039733151031478,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.423299031763278,0,0,0,0,0,0,0,0,0,0,0,0.148171525778393,0,0,0.0651416333141851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318968590429576,0,0,0,0,0,0.0942207026946673,0.124531817258144,-0.107346267212196,0.164930637458925,0,0,0,-0.134771690555378,0,0
X600690.SH,0.15073339887427,0,0,0.032743039272671,0,0,0,0,0,0,0,0.0187667337130455,0,0,0,0,0,0,0.0542592973232396,0.0720589396342586,0.0482331042977976,0,0,0,0,0.00957987950155514,0,0,0,0,0,0,0,0,0,0,0,0,0.054916333476707,0,0,0,0,0.0647011690436271,0,-0.0112168157085396,0,0,0,0,0,-0.0218101741469053,0.030608614037003,0,0,0,0,0,0
X000651.SZ,0.0158349816367362,0,0,0,0.0504131916212968,0,0.0738170020910486,0,0,0,0.0200453712096216,0.283891911789763,0,0,0,0,0,0,0,0,0,0,0,0.0433189816158777,0,0,0,0,-0.0849946103822726,0,0,0,0,0,0,0,0,0,0.0248299481484997,0,0,0,0.0288157261897881,0,0.0393176507998393,-0.0751800346659879,0,0,0,0,0,0.0202661320570366,-0.0661967381307994,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0847247351878359,0,0.0982427548488339,0,0,0,0,0,0,0.277987819465858,0,0,0.0644025150238607,0,0.0551067043287073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058491324655163,0,0,0,0,0,0,0,0,0,0,0.0377739598302412,0,-0.128754920176764,0.0787868970605842,0,0,0,-0.0225714734484617,0.00169494465409254,0,-0.00511061323743732,0,0,0,0,0
