,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X600089.SH,X000100.SZ,X002049.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600741.SH,X000157.SZ,X600584.SH,X601877.SH,X000661.SZ,X002241.SZ,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X002180.SZ,X002463.SZ,X000800.SZ,X002007.SZ,X601799.SH,X300142.SZ,X002028.SZ,X000066.SZ,X600487.SH,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.41076993302595,0,0,0,0.0414945149915208,0,0,0,0.0283100378664987,0.0118827023509909,-0.0311948142280353,0,0,0,0,0,0,0,0,0.0712369511128054,0,0,0,0,0,0,0,0,-0.016036063311612,0,0,0,0,0,0,0,0,0.0950844944791751,0,0,-0.0261051492732226,0,0,0,0,0,0.00131119591366996,0,0,0,-0.00545634425752973,0,0,0,0,0,0,0
X000858.SZ,0.0816417233437272,0,0.771454104387706,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.00505033881011357,0,0,0,0.0429345482737412,0,0,0,0,0,0,-0.0161216371612342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632570685979514,0.0313373769880526,0.00235220816301178,0,0,0,0,0.00511986597579128,0,0,0,0,0,0
X000568.SZ,0.368391755249956,0.241752765659222,0,0,0,0,0,0,0,0,-0.0117041839302829,0,0,0,0,0.196292208202795,0.0574031917717526,0,0,0,0,0,0.0375943015189541,0,0,0,0,0,-0.0439752089780971,0,0,0,0,0,0,0,0,0,0.235088642074653,0,0,-3.46944695195361e-18,0,0,0,0,-0.119577181190757,0,0,0,0,0.0129454257606259,0.00293172785491232,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.328815361223224,0,0,0,0.0201042414536084,0,0,0,0,0,0,0,1.73472347597681e-18,0.0986083358161944,0,0,0.0274190641126731,0,0,0.133778701394469,0,0,0,0,0.354378662770975,-0.0174254043730042,0,0,0,0,0,0.0469311046275852,-0.32693599957097,0,0,0,0.265302836123951,-0.132340973865538,0,0,-0.082561434975149,0.0183196027768326,0,0,0,0,0,0.0283867788303647,-0.0307233260755227,0,0,0,0,0,0
X600809.SH,0,0,0.0277017807306996,0.0759331890200705,0,0,-0.0804561730697135,0,0,0,0,-0.153955053125866,0,0,0,0,0,0.0883384552243114,0.0353856592864712,0,0,0.0727694214785653,0,0,0,0,0,0,0.00268750491515712,4.33680868994202e-19,0,0,0,0,0,0,0.0349419934259015,0.0793252945903369,0.317710583596868,0,0,-0.0159890775999382,0,0,0,0,0,0,0.09150035297935,0,0,0,0.0555494933653702,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0475727330764732,0,-0.362876429999563,0,0.0435634739428236,0.0215355285799276,0,0,0,0,-0.0401153254974214,0,-0.0244677171480652,0,0,0,0,-0.516579727094744,0,0,-0.0730913341591872,0,-0.242253981349568,0.322704653987822,0,0,0,0,0.57704032869237,0,0,-0.113480758965828,0,-0.0931259836091935,0,-0.0806681993265491,0,0,0,0,0,0,0.0443500187806346,0.091464426378813,0,-0.0771152058209646,0,0,0,0,0,0,0
X002475.SZ,0,0,-0.0407178256010459,0,0,0,0,0,0,0,0.116412719463024,0,0,0,0,0,0,0,0,0,-0.014592866143398,0,0,0.109920882054936,0,0,0.178309271891134,0,0.0400701757210705,0,0,0,0.368506563786427,-0.00304904278523419,-0.0102605283508365,0.485906771107321,0,0,0,0,0,-0.0564721802463561,0,0,0.0603373036969464,0,0,0,0,0,0,0.0238347052507687,-0.0474519612697305,0,0,0,0,0,0
X600690.SH,0,0.136097396043267,0,0,0,0,0,0,0,0.0987285051122636,0,0,0,0,0,0,0.050692839191736,0.149853244789608,0,0,0,0.0772718395619515,0,0,0,0,0.0240058806331146,0,0,0.0420019838819064,0,0,0,0,0,0,0,0,0.0330705481373475,0,0,0,0,0,0,0,0,0,-0.0637366577467413,0,0,0,0.00374939816355352,0,0,0,0,0,0
X002304.SZ,0,0.388349446792793,0.20845876659512,0,0,-0.0134592805088732,0,0,0,0,0,0,0,0,0,0,0,0,0.00988517665000396,0,0,0,0,0,0,0,0,0,0,0.00447624003672638,0,0,0,0,0,0,0,0,0,0,0,0.020580668328723,0,0,0,0,0,0,0,0,0,-0.018849812330567,0,0,0,0,0,0,0
X000651.SZ,0.131440353401532,0,0,-0.0414500712506183,0,0,0.0521023230805236,0.460730557902837,0,0,0,0,0,0,0,0,0,0,0.0943609377679085,0,0,0,0,0,0,0,0,0,-0.0433081786351937,-0.00179020287797659,0,0,0,0,0,-0.0551878574900351,0,0,0,0,0.00555727101589459,0,0,0,0.0849122855226439,0,0,0,0,0,0,-0.00344954413784257,0.0427895477395097,0,0,0,0,0,0
