,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X000651.SZ,X002304.SZ,X600690.SH,X000568.SZ,X600031.SH,X000725.SZ,X600104.SH,X002371.SZ,X300124.SZ,X300014.SZ,X600703.SH,X000625.SZ,X000338.SZ,X000063.SZ,X002129.SZ,X002241.SZ,X002049.SZ,X300142.SZ,X003816.SZ,X002179.SZ,X000661.SZ,X601877.SH,X000596.SZ,X000100.SZ,X600460.SH,X000157.SZ,X002414.SZ,X600741.SH,X002074.SZ,X002236.SZ,X002007.SZ,X600702.SH,X600089.SH,X600584.SH,X000799.SZ,X600183.SH,X600779.SH,X601799.SH,X000733.SZ,X000800.SZ,X600884.SH,X300146.SZ,X600563.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.182976133013682,0,0.0467923481514906,0,0,0,0,0.0559117244856414,0.0881097842915031,0.0557615453233677,0,0,0,0.0387927981001861,0,0,0,0,0,0.0925579077048349,0,0,0,0,0,0,0,0,0,-0.0532683886662203,0,0,0,0,0,0,0.0330314840580067,0,0,0,0,0,0,0,0,0,0.0559325189152482,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.101695802841985,0,0,0,0,0.214067500838092,0.255982502239797,0,0,0,0,0,0,0,0,0,0.0075525357774487,0,0,0,0,0,0.0346054983173093,0,0,0,0,0,-0.0945771723316638,0,0,0,0,0,0,-0.18898066225432,0.0708449353551494,0,0.171063843098502,0,0,0,1.73472347597681e-18,0.0860098733722415,0,0,0,0.0272558498652854,0,0,0,0,0,0,0
X002415.SZ,0,0.0144329505102028,0,0,0.0556034071891749,0.0567542646418916,0,0,0,0.0595451458859577,0.0702467932903754,0,0,0,0,0.129913372675933,0.112484153715348,0,0,0,0.022148699664467,0,0,0.0553325128229621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306226385317949,0,0,0,0.0835163093380712,0.0220115514957964,0,0.0715625401626889,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.181014845470354,0,0.131190932701161,0,0,0,-1.73472347597681e-18,0,-0.0361122425087275,0,-0.116409759582325,0,0,-0.0238643766077819,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0407406354970308,0,0,0,0,0,0,0.144842978521466,0,0,0.469219416003986,0,0.0348721019728382,0,0,0,0,0,0,0,0,-0.0564599835410749,0.0812460049057487,0,0,0,0,0,0
X600276.SH,0,0.410521572697289,0,-0.119101867270948,0,-0.0494460161032874,0,0,0,0,0,0,0,0,0.181744434617297,0,0.134404490826678,0,0,0,-1.73472347597681e-18,0,-0.318222563092116,0.033673532721696,0,0,0.0214245815194731,0.00576846491517578,0,0,0,0,0.13076761269545,0,0,0,0,0,0,0,0.150995035847777,-0.0146868154270494,0,0,0,0,0.0783465834947759,0,0,0,0,0.0344002483148458,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0771232095875851,-0.0961764865315689,0,0,0,0,0.0215544178676052,0,0,1.73472347597681e-18,0,0,0,0,0.352094166123285,0.111921621023831,0.0149081918883249,0,0,-0.0138672641393886,-0.023277340838498,-0.0424015180353501,0,0.0795324929216415,0,0,0,0,0,0,0,-0.163401335341532,0,0,0,0,0.248970632736485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0368476613400369,0,0,0,0.0397470568287223,0,0,0,0,-0.0572526545859306,0,0,0,0,0.0558223409204123,0.077065902301664,0,0,0,0,0,0,0.0569501102418449,0,-0.0119934902801594,0,-0.0279046791194495,0,0,0.113253121036883,0,0,0,0,0,0,0,0,0.0708931445220973,-0.0658106742380356,0,0,-0.0485734764763839,0,0,0,0,-0.0734917210514214,0.146474729309565,0,0,0,-0.137304152213825,0,0
X002304.SZ,0,0,0,0.337820826513921,0,0,0,0,0.0623280484724344,0.387376326362491,0,0,0,0.0990100585534967,0.0168193739014566,-0.288823740270717,0.171582650209498,0,0,0.0797881347933658,0,0,0,0,0,0.164466067544654,0,0,0,0,0,0,0,0,0.108425024107542,0,0.0767925401859254,-0.0399220857156112,0,0,0,0,0,0,0.0360396569669942,0,0,0,0,0,0,-0.0488416897005874,0.0365258001288219,0,0,0,0,0,0
X600690.SH,0,0,0.105182139456471,0,0.118437272275645,0,0,0.110677922817165,0,0.112018213180515,0,0,0,-0.0219297812655103,0,0,0,0,0,0.040156826977931,0,0,0,-0.0152968821958816,0,0,0.0978669168484539,0,0,0,0,0.0294222656048394,0,0,0,0,0,0.00582338206070506,0,-0.00539155976245635,0,0,0.0637657246787341,0,0,0,0,0,0,0,0,-0.0703683424338365,0,0,0,0,0,0,0
X000568.SZ,0,0.531678931370262,0,0.102174830325656,0,0,0,0.0903316161410781,0,0,0,0,-0.221997644104908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901323328308863,0,0,0,0,0,-0.0115287409891441,0,0,0,0,0,0,0,0.0795237260943045,0,0.00841378750846859,0,0,0,0,0,0,-0.00552331581047522,0.00660641130618382,0,0,0,0,0,0
