,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X600031.SH,X002304.SZ,X000568.SZ,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X000596.SZ,X600703.SH,X002007.SZ,X300124.SZ,X300014.SZ,X300142.SZ,X002371.SZ,X600741.SH,X000100.SZ,X002049.SZ,X002129.SZ,X000625.SZ,X000157.SZ,X601877.SH,X002236.SZ,X300003.SZ,X600584.SH,X002414.SZ,X600183.SH,X000800.SZ,X002179.SZ,X300136.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X000050.SZ,X000547.SZ,X002008.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.112589420061985,0,0.0456091054524726,0,0,0,0,0,0.108689002574558,0.245668991078193,0,0,0,0,0,0,0,0.000848704578522746,0.0842129864706762,0.0360204598265277,0,0,0,0.00230393826204122,0,0,0.00974849248571284,-8.67361737988404e-19,0,0,0,0,0,0.0231248137696387,0.0114036966953037,0,0,0,0,0,0,0.0486636386068095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0834149812356831,0.190883920019726,0,0.458784032350311,0,0,0,0,0,0.0853500492798898,0,0,-0.0097848791882989,0,0,0,6.93889390390723e-18,0,0,0,0.00998582911357513,0,0,0,0,0,0,0,0,0,0,0.0120173804893508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558078319056492,0,0,0,0,0,0
X600276.SH,0.210377027304868,0,0,0,0.069493281838893,0,0,0,0.0609355137422034,0.258569469245247,0,0,0,0,0,0,0,0,0,0,0.0302972180433905,0,0,0,0,0,0,0,0,0,0,0,0.00368429160330063,0.06301377898549,0,0.0102701599165526,-0.126485026673566,0,0,0.012523190858732,0,0,0,0,0,0,0,0,0,0,0,-0.0123298584707669,-0.00891132108859605,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316312097605784,0,0,0,0,0,0,0,0.0353566325092702,0,0.071298619881726,0,0.0629195587320915,0,0,0,0,0,0.0978689954234227,0,0,0,0,0,0,0,0.0296908665351463,0.00612720661884023,0,0.0865615085250935,0.051503534924857,0.0180461955433247,0.0313458166805214,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.123692444554533,0,0,0,0,0,0,0,0,0,0,0.0615186042124904,0,0,0,0,0,0.0114228419016192,0,0,0,0,0,0.00647439670582332,0.0411612819289712,0,0,0,0,0.184362012711887,0,0,0,0,0,0.0765763245599805,0.0739811221370299,0,0,0,0,0,-0.0624983153745535,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0342197250837924,0,0,0,0,0,0,0,0,0,0.129498935115909,0,0,0,0,0,0,0,0,0,0,0,0,0.0922574626784034,0,0.0290014498166399,0.10701937093871,-0.0157294352288438,0,0,0,0,0,0,0.043449503623438,0,0,0,0,0,-1.0842021724855e-19,0.0670916463392083,0,0,0,0,0,-0.062571189053021,-0.0225459344922446,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.184045389082752,0,0,-0.0279785682757444,0,0,0,0,0,0,0.0495101785533756,0,0.0641935043468775,0,0,0,-0.00731135519915159,-3.46944695195361e-18,0,0,-0.00855182342460824,0,0.0349413326153935,0,0,0,0,0,0,0.153726228134691,0.0720158482576217,0,0,0.103082591563783,0,0,0,0,0,0,0,0,0,0,0,0.0118773463355233,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239047222920475,0.0464892452544083,0,0.00128666383774793,0,0,0,0,0.0608216148430834,0,0,0.0326590372357661,0,0.394175165243566,0,0,0,0,0,0,0,0,0.0253560148674636,0,0,0,0,0,0,0,0,-0.051152732293805,0,0,0,0.0182569354378141,0,0,0,0,0,0
X002304.SZ,0,0.322972743154509,0,0,0,0,0,0,0,0.273436016768118,0.00458549610392348,0,0,0,0,0,0,0,0.0675756676163023,0,-0.0198663578707175,0,0,0,0,0,-0.00877530974508603,0,0.187789501670521,0,0,0,0.046122775567671,0,0,0,0,0,0,0,0,0,0,-0.0201414318948852,0,0,0,0,0,4.33680868994202e-19,0,0,0.00154462034669832,0,0,0,0,0,0
X000568.SZ,0,0.13729944347829,0,0,0,0,0,0,0.498041009847988,0,0,0,0,-0.165149896135883,0,0,0.172212488617108,0,0.200992784497785,0,0.0178617388875951,0,0,0,0,0,0,0,0,-0.0645553112437319,0,0,-0.0634814620417841,0,0,0,0,0,0,0,0,0,0,0,0,0.0441476017433385,0,0,0,0,0,0,0.00305979942204436,0,0,0,0,0,0
