,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000661.SZ,X002304.SZ,X000063.SZ,X600031.SH,X000725.SZ,X000568.SZ,X003816.SZ,X600809.SH,X600690.SH,X002241.SZ,X000338.SZ,X300142.SZ,X600703.SH,X002007.SZ,X002371.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X300124.SZ,X002049.SZ,X600584.SH,X300003.SZ,X600741.SH,X002129.SZ,X002414.SZ,X601877.SH,X000157.SZ,X600183.SH,X000800.SZ,X002236.SZ,X000066.SZ,X300136.SZ,X000977.SZ,X002456.SZ,X000625.SZ,X002179.SZ,X600118.SH,X002185.SZ,X002008.SZ,X002463.SZ,X002180.SZ,X601799.SH,X000021.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.433857617468416,0,0,0,0,0,0,0.00573444271818344,0,0,0,0,0,0,0,0.0150361764483035,0,0.0605495932612876,0,0,0,0.0578045952406437,0,0,0,0.0496849146192427,0.00813616955749757,0,0,0.0171286231265601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00897776666194547,-0.00577472921363511,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.158097382918153,0,0,0,0.178312048008631,0,0.346811632358934,0,0.103732317514923,0,0,0.016979486270073,0,0,0.0874094422767016,0,0,0,0,0,0,0,0.024885247061877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549734289049501,0,0,0,-0.00873055929026598,0.000516365347300542,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.265028288057428,0.199894557613826,0,0,0,0,0,0,0,0,0,0,0,0,0.0156275845603205,0,0.0288348072441167,0,0,0,0.0735637470801018,0,0,0.0239448202484227,0,0,0,0,-0.0383408934875539,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0175399624497977,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00895840550486986,0.313807082571709,0,0,0,0.0439889694509295,0,0.0702471107295782,0,0,0,0.039338464841867,0.0793277100158607,0,0,0.0196183602815234,0,0,0,0,0,0,0,0.0919445641552605,0,0.0629577334464781,0,0,0,0,0,0,0,0,0.00360788740968601,0,-0.00242359788483554,-0.0258260429415455,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0540300020518801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359410519272912,0,0,0,0,0,0,0,0,0,0.349417795084201,0,3.46944695195361e-18,0.164870367839118,0,-0.0528843007455381,0,0.0955827133400115,0,0.0786637895662158,0,0,0,0,0.0465530455316646,-0.0421170585018307,-0.00444375335567659,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0176082063448345,0,0.0562703177294029,0,0,0.0241830657508601,0,0.165523923316142,0.0770396437696808,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0234423946908362,0,0,0,0,0.0260197401983823,0,0,0,0,0.0189751606882309,0,0,0,0,0,0.017462696568985,-0.0171935815279455,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,-0.0530038336255082,0,0,0,0,0,0,0,0.0507719648784577,0,0,0,0,0,0,0,-0.102222146637182,0,0,0,0,0,0,0,0,0.0550366851326486,0,0,0.0534354624810713,0.154484315625596,0.0763776896578096,0,0,0,0.12257563188886,0,0,0.0701300962729114,0.0274823489608344,0,0,0,0,-0.0811008281941262,-0.0150655532292429,0.00700035980716086,0,0,0,0,0,0
X000661.SZ,0,0,0.0575981287120512,0.189689295374407,0,0,0,0,-0.132480416427536,0,0,0,0,0,0.0606927078642206,0,0,-0.0192497304702647,0,0,0.28892164274485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254338728565347,0,0,0,-0.0179791544583815,0,0,0,0,0,0,0,0.026209915758261,0,0.0107649844877486,-0.0333970253172941,0,0,0,0,0,0
X002304.SZ,0,0.161087708001997,0,0,0,0,0,0,0,0,0,0,0.510050099697138,0,-1.38777878078145e-17,0,0,0,0.00631739062217675,0,0,0,0.158381044376031,0,0,0,0,0,0,0,0.0125742407672124,0.00312429472628173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142418123735997,-0.000276412310432517,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,-0.122413049714169,0,0,0,0.01351334592112,0,0,0,0,0,0,0,0.0855738326016922,0,0,0,0,0.125875714963837,0,0,0,0,0,0,-0.00356646325947814,0,0.186459963500432,0,0,0.0703848715617246,0,0,0,0,0,0,0,0,0.185169618094983,0,0.383972042697851,0,0,-0.00493096515981649,0.00401326328148925,-0.0214842949348692,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0725789117470708,0,-0.106321115568598,0,0,0,0,0,0,0,0,0,0.200840194462161,0.00304723239518865,0,0,0,0.15769518340234,0,0,0,0.117664150377084,-0.0939008772440595,0,0,0,0,0,0.13257222610362,0,0,0,0,0.0961991278938279,0,0,0,0,0,0,0,0.0713976111254738,0,0,0,0,-0.0100300158301074,-0.0255712236611074,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0129976650540992,0,0,0,0,0,0,0,0,0,0,0.11038886380894,0,0,0,0.0406828281137689,0,0,0,-4.33680868994202e-19,0.164755982220175,0,0.0463600490660072,0,0,0.0373408411141757,0,0,0,0,0.00811922114912481,0,0.115374412180026,0,0,0,0,0,0,0,0,0,0,0.0427735156455162,0,0,0,0.0158612017250622,0.0149072511872906,0,0,0,0,0,0
X000568.SZ,0,0.481506105313327,0,0,0,0,0,0,0.103393133399411,0,0,0.127212811828342,0,0,0.0522331543751812,0,0,0,0.0755588405181061,0,0,0,0.0404427071042898,0,0,0,0,0.0164917213779971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0646866735421863,0,0,0.0335911177189582,0,0,0.00671612923230564,0.00573975927874769,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.0303701855714604,0,0.0264486565570322,-0.026971217993341,0,0,0.00994964005435605,0.0399118648312861,0,0,0,0.0353176118070633,0,0.0362201587218605,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-4.33680868994202e-19,0,0,0.00608648621290241,0,0,0,0,0.0432613618984292,0,0.103895327823014,0,0,0.0158211392874133,0,0,0,0,0.00498259081081277,0,0,0,0,0,0.00477842256436118,-1.18063053612638e-05,0,0,0,0,0,0
X600809.SH,0,0.458626422627694,0,0,0,0,0,0.0429983141246007,0,0,0,0,0,0,0,0,0,0,0.116717833319839,0,0.146973017895375,0,0.0691647254208049,0,0,0,3.46944695195361e-18,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0413198148666635,0,0,0.00881663090398805,0,0,0,0,0,0,0,0,0,0,0,0,0.0193488261706379,-0.0152627003720878,0,0,0,0,0,0
X600690.SH,0,0.0356989302890408,0,0,0,0,0,0,0,0,0,0.00821281932189216,0,0,0,0,0,0,0,0.000493649798811801,0,0,0,0,0,0,0,0.0378029737409781,0,0,0.0752495405266132,0,0,0,0,0,0,0.186604195869903,0,0.129738259072559,0,0,0,0,0,0,0,0,0,0,0,0.0249687810458059,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0.561455240136789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107953445910914,0.107553232410914,0,0,0,0.117260736607456,0,0,0.0566421876568918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556036988870442,0,0,0,0,0,0,0,0,0,0,-0.0332711153406892,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.0382982960287576,0,0,0.0451111488400639,0,0,0.0308909372968958,0,0,0,0.00802301862180047,0,0,0,0,0,0,0,0,0.0631059780432051,0,0,0,0.0296769735073893,0,0,0,0,0.053567636215365,0,0,0,0.0484796012170814,0,0,0,0,0,0,0,0.00463153246609562,0,0,0,0,0,0.00199158883845107,-0.00546372093278236,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.318005434499271,0,0.131772677249531,0,0,0,0,0,0.517348073313142,0,0,0,-0.384297635707366,0,0,0,0,-0.00620344402529002,0.137881335871325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210309949215763,0,0,0,0,-0.0167152174879112,0,0,0,0,0,0
