,X600519.SH,X600104.SH,X000651.SZ,X000858.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X300003.SZ,X601877.SH,X600271.SH,X002008.SZ,X300124.SZ,X002236.SZ,X000596.SZ,X600487.SH,X000100.SZ,X002007.SZ,X002456.SZ,X600809.SH,X600867.SH,X002179.SZ,X000661.SZ,X600566.SH,X600498.SH,X000625.SZ,X300146.SZ,X600066.SH,X000157.SZ,X600177.SH,X002294.SZ,X002506.SZ,X600089.SH,X300142.SZ,X000977.SZ,X002180.SZ,X000981.SZ,X600372.SH,X002241.SZ,X600522.SH,X300136.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0139810996679057,0.39722537043468,0,0,0,0,0,0,0,0,0,0,0,0,0.16358353018499,0,0,0,0,0.0127000807648915,0.0340990423187904,0,0,0,0,0.074785013463721,0,0,0,0,0.0415226726730598,0,0,0,0,0,0,0,0,0,0,0.009979573854913,0,0,0,0,0,0,0,-0.00545287385872419,0.00416608184696953,0,0,0,0,0,0
X600104.SH,0,0,0,0.0984518165800745,0.147585945265203,0.0741031284956783,0,0,0.302610912959613,0,0,0,0,0,0.110814101906136,0,0,0,0,0,0.0210848277666771,0,0,0,0,0,0,0.152611575546924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538881182156036,0,0,0,0,0,0,0.159258257146676,0,0.0234430835510427,0.0336820970839082,0,0,0,0,0,0
X000651.SZ,0.292305424564065,0,0,0,0,0,0,0,0,0,0,0,0.0263503752447486,0.145380475937832,0,0,0,0,0,0.271863105347445,0.0557083617871581,0,0,0,0,0,0,0,0.0561040182719094,0,-0.0385990409068628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00974907617445774,0.0224465156943194,0,0,0,0,0,0
X000858.SZ,0,0.156671898479247,0,0,0,0,0.0562921122777526,0,0,0,0,0,0,0.269679551408593,0.0341956692512996,0,0,0,0,0,0,0.062336828378183,0.0682429686598877,0,0,0,0,0.0810069478841231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000221920621308353,0,0,0,0,0,0,0
X002415.SZ,0,0.0475548975260976,0,0,0,-1.73472347597681e-18,0,0,0,-1.73472347597681e-18,0,0,-0.127889526521692,0,0,0,0,0,0,0.133227189780384,0,0.564476532999454,0.0351483268844977,0,0,-0.0311298783767034,0,0,0,0,0,0,0.0724240868454126,0,0,0,0,0,0,0,0,0,0.0406091285599772,0.0804206530216512,0,-0.0662244969597448,0,0,0,0,0.170726812231729,0.0216361594005971,0.0742032377951937,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0310990182239939,0,0,0,0,0.0277599774440037,0,0.0158613180385352,0,0,0.353218634456013,0,-0.0163204171647563,0,0,0.115999663122068,0,0,0,0.104067981698122,0,0.0211040704139089,0,0,0,0.015078958675707,0,0,0.254473688376197,0,0,0,0.167777084680796,0,0,0,0,0,0,-0.0206333195129592,0,0,0,0,0,0.0264081425775727,0.0243587817677856,0,0,0,0,0,0
X002304.SZ,0,0,0,0.5982843021416,0,0,0,0,0,0.222532568362211,0,0,0,0.418006218597317,0,0,0,0,0,-0.043729876097293,0,0,0,0,0,0,0,0.0956262443666291,0,0,0,0,0,0,0.0143503722594976,0,0,0,0,0,0,0,0,-0.184236501736253,0,0,0,0,-0.0374841754017637,0,0,0.015925332289458,0.0242818817295667,0,0.0487385407299583,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0282726223445198,0,0,0,0,0,0.0852211370692226,0,0,0,0,0,-0.043223164995291,0.0377790491389611,0.324657292703321,0,0,0,0,0,0.0694143016147452,0,0.140967571981242,0,0,0,0,0,0,0.0807961686464868,0,0,0,0.0511945324177364,0,0.187997229730848,0,0.240833923759609,0,0,0,0.00484971611708376,0.0358788831245178,0,0,0,0,0,0
X600690.SH,0,0.19737301121684,0,0,0,0,0,0,0,0,0,0,0,0.116804672794144,0.0849827261212609,0,0,0,0,0,0.400683143776548,0,0,0,0,0,0,0,0,0,0,0,-0.0672329088129961,0.111682443515472,-0.0455219790930119,0,0,0,0,0,0,0,0.111296081335791,0,0.0278864825225033,0,0,0,0,0,0,0,-0.0164115968801341,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.200161411450026,0,0,0,0,0,0,0,0,0,0,0.0387357787432758,-0.0318618939352485,0,0,0,0,0,0,0.0733318140159689,0,0,0.391629455196904,0,0,0,0,0,0,0,-0.120294912667787,0,0,0,0,0,0,0,0,0.362460599840703,0,0,0,0.0493872812141416,0,6.93889390390723e-18,0,0.0302560197012923,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.204911427289701,0,-0.0829345630285732,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0539963424808238,-0.0191320464709534,0,0,0.0854238506164588,0,0.0746988921443453,0.13851657745016,0,0,0,0,0,0,0.0495505431930061,0,0,0.052042401114381,0,0,0,0,0.0722338235083507,0.0172390781195406,0.0471185753991496,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0427955413747568,0,0,0,0,0,0.0943619226768071,0.108350112055852,-0.0550683306508538,0,0,0,0,0,0,0,0,0.536797187378984,-0.170377291230505,0,0,0.284921343185808,0,0,0,0,0,0,0,0,0,0,-0.0194169712552484,0.0791392086309943,0,0,0.0309069382493314,0,0,0.078282262332921,0,-0.0924765043881414,0.0111693658254201,0.0785805027822545,0,0,0,0,0,0
X000338.SZ,0,0.151586986705045,0.3158781470557,0,0,-0.0192352316737069,0,0,0,0,0,-0.0579385016502874,0,0,0,0,-0.026695949017866,0,0,0,0.00943491874686964,0,0.0691552814548729,0,0,0,0,0.158592520805169,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,-0.043565477278078,0,0,0,0.0890272670353886,0.0103607454119897,0.111935567569652,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.392052127149166,0,0,0.182026801922773,0,0,0,0,0.00361528610956349,0,0,0,0,0.145620790726881,0,0,0,0,0,0,0,0,0,0,0.139318997043371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.000693285985388599,-0.0161287032220441,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0356069847192223,0,0,0.0068284876747521,0,0,0,0,0.0615210885461,0,0,0.305904473189453,0,0.112385382401676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159958887707614,0,0,0,0,0,0.0492499282675774,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.000575099784786806,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208516332419373,0,0.134865761166283,0,0,0.166559629702261,0,-0.0309352357178224,0.139181869471158,-0.0304875493390156,0,0,0,0.325330420218337,0,0,0,0,0,-0.108379942038943,0,0,0,0,0,0,0,-0.291948497629965,0,0,-0.0361595781081606,0,0,0,0,0,0,0
