,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X000100.SZ,X600031.SH,X600271.SH,X600118.SH,X000157.SZ,X600066.SH,X002236.SZ,X000559.SZ,X600372.SH,X000338.SZ,X002241.SZ,X600089.SH,X600741.SH,X000016.SZ,X002475.SZ,X002292.SZ,X600839.SH,X300124.SZ,X600177.SH,X000568.SZ,X000066.SZ,X002465.SZ,X002294.SZ,X002129.SZ,X300003.SZ,X000800.SZ,X002074.SZ,X600867.SH,X600312.SH,X000869.SZ,X000581.SZ,X600498.SH,X000550.SZ,X600582.SH,X600525.SH,X300142.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.192586801297938,0.133769201293848,0,0,0,0,0,0,0,0,0,0.108074537103434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263371048751846,0,0,-0.05073765820687,0,0,0,0.00804308844433046,0.0365887555998642,0.0110282410495306,-0.0842364131769396,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.165913175489731,0,0.0649367615299295,0,0,0,0,0,-0.164688478863372,0,0.138260264719353,0,0,0,0,0.260840806054986,0,0.133277084484078,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.171173684061701,0,0,0,0,0,-0.0918711596155427,0,0.0401369526414085,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0450086187801065,0,0,-0.133099328413018,0,0,0,0,0,0,-0.255613405496511,0,0.0891603010117555,0,0,0.148015684433143,0,0,0.251307001209512,0,0,0,0.0408561384274245,0,0,0,0.0305502657876763,0,0,0,0,-0.0792420348252169,0,0,0.0408136148091405,0,0,0,0,0,0,0,0,0,0,-0.0670614230778321,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0217872696556062,0,0,0,0,0,0,0,0,0.190761671106534,0,0,0,3.46944695195361e-18,0,0,0.110399955014544,0,0,0.34158874050225,0,0,0,0,0,0,0,0,-0.0229242925931834,0,0,0,-0.0362722689547084,0,0,0,0.00825634820894217,0,0,0,0.0519477976298688,0.180795277511422,0,0,0,0,-0.00393030581847993,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0344550492813693,0.05846756376296,0,0,0,0,0,0.0371524181189991,0,0,0,0,0,0,0,0,0,0,-0.0240806334023238,0.057034750506174,0,0,0,0.209350559047889,0,0,0.293806891951653,0,0,0,0,0,-3.46944695195361e-18,0.0104819562612584,0,0,0,0,0.0383944413340859,0.054748616416073,0,0,0,0,0,-0.0162489913441188,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.170506953683793,0.294033989482692,0,0,0,0,0,0,-0.00743624440938854,0,0.0411168255125019,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0876815679609969,0,0,0.289546520186461,0,0,0,0,-0.139382794044499,0.0213136302158017,0,0,0,0,0,0,0,0,0,0,0,0,-0.0165010242659565,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0108340321910959,0,0,0,0.0544642503485266,0,0,0,0,0.0979428484252688,0,0,0,0,0,0,0,-0.0223425397796253,0.0950300899074894,0.340697726578628,0,0,0,0,0,0,0,0,0,0,-0.0743145326864884,0,0,0,0,0,0,0,0,0.109820489037771,0,0.0825328191130928,0,0,0.0327232420818057,-0.00897652153277789,0,0,0,0,0,0
X002304.SZ,0,0.183972170233966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436598224493779,0,0,0,0,0.0613540926839367,0,0,0,0,0.19376898132579,0,0.0967014138671257,0,0,0.023861740925153,0,0,0,0,0,0,0,0.0462916840769999,0,0,0,0,0,0,0.0063672364536373,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104017638529223,0.140921222501543,0,0,0,0.00669411679265196,0,0,0,0.289971765765832,0.0905685470360814,0,0,0,0,0,0,0,0,0.0115356704872238,0,0,0,0,0,0,0,0,0,0.0518112257091185,0,0,0,0,0,-0.0166172245781332,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0578179031748537,0,0.217887841242663,0,0.0132324084214792,0,0.0355389782138977,0,0,0,0.069375954395269,0.0614579483611467,0,0,0.127371024895973,0,0,0,0,0,0.0235113446280095,0.178815657104013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277407503994605,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.373512497297193,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0335800659404275,0,0,0,0,0.00983513504043167,0,0,0,0,0.10992114001043,0,0.135009982611462,0,0,0,0,0,0.114319824657595,0.0449262244234025,0,0,0,0,0,0,0,0,0,0,0.00565787283114292,0.0151679851192962,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.0496104826494858,0,0.211032664058085,0,0.275869054918973,0,0,0.228444256765862,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0165738375493915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0530033438203128,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144340673611106,0,0,0.0726347815197511,0,0,0,0,0.19726659806656,0,0,0,0.0242485169519716,0,0.106013789943215,0,0,0,0,0.0435922771147292,0,0.0255210454266197,0,0,0,0,0,0,0.229176296960442,0,0.0200273867757846,0,0,-0.00949037105502732,-0.0110093780370084,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263473603019913,0.294804562066624,0,0.0776837622164167,0.0861581616630743,0,0,0,0,0,0,0,0,0.0141828542374904,0,0,0,0,0,0,0,0,0.0607318113610195,0,0,0,0,0,0,0,0.0283210984121965,0,0,0,0,-0.0255371761216333,0,0,0,0,0,0
