,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X002241.SZ,X000596.SZ,X300003.SZ,X000100.SZ,X600183.SH,X002236.SZ,X601877.SH,X300124.SZ,X300014.SZ,X000157.SZ,X002007.SZ,X300142.SZ,X000066.SZ,X002371.SZ,X002179.SZ,X000625.SZ,X000977.SZ,X002463.SZ,X002008.SZ,X600271.SH,X300136.SZ,X002456.SZ,X600584.SH,X600177.SH,X002506.SZ,X600066.SH,X000050.SZ,X002180.SZ,X600498.SH,X002508.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.193380534969084,0,0,0,0,0.167551598932452,0.453482774637258,0,0,0,0.0506156642523996,0,0,0,0.115563049082162,0,0,0,0,0,0,-0.112192036569662,0,0,0,0,0,0,0,0,-0.0474182067439946,0,0,0,0,0,0,0,0,0,0.0707148401515203,0,-0.0470841210079167,0,0,-0.00891945686063155,-0.00559187051456778,0,0,0,0.0245755672555819,0,0
X000858.SZ,0,0,0,0,0,0,0.0747487081869733,0,0,0,0.0684892869216819,0,0.655504890505165,0,0,0,0.0953020082501471,0,0,0,0.0145454434475116,0.00298876644749058,0,0,0,0,0,0,0,0,0,0,0.0149844499444583,0,0,0,0,0,0,0,0.00987531482385549,0,0,0,0,0,0,0,0,0,0,0.000304355750762291,0.0127169735864475,0,0,0,-0.0162203293335729,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,-0.0616690434557189,0,0,0,0,0,0,0.475802990743326,0,0,0.123356776906016,1.73472347597681e-18,0,0,-0.00144438578762217,0,0,-0.0371004700175522,0,0,0,0.00796376260741037,0,0,0.129021014918259,0,0,0.0613466410263923,0.079235747350357,0,0,0,0,0,0,0,0,0,0,0,0,0.0216426655491622,-0.0161930547776188,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404716861371347,0,0,0,0.23985184304812,-0.225762600411005,0,0,0,0,-0.017477967440309,0,0,0,0,0,0,0,0.0958513393670649,0,0.0264795091241196,-0.0748409172751776,0,-0.113079635091977,0,0,0,0.0839872613107403,0,0,0,0,0,-3.46944695195361e-18,0,0,0.131251605066343,0,-0.0134045772605994,-0.000951288131750841,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590183173955726,0,0,0,0,0,0,0,0.113186183160022,0,0,0.540309548656403,0,0.110931989575553,0,0,0,0,0,0,0,0,0,0,0.0456503234119333,0,0,-0.0614838536754847,0,0,0,0,0,0,0,-0.099466826594354,0.00755518637229565,0,0.0619820194031374,-0.0770911736841653,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0567210411518686,0,0,0,0.105062970384446,0,0,0,-0.0346702762741297,0,0,0,0,0,0,0,0,0,0,0,-0.0437037783289686,-0.00164873859248187,0,0,0,0.103707813008844,0,0,0,0,0.0661829542370868,0,0,0,0,0,0,0,0,0,0.0211033472237004,0,0,0,0,0.00729746859039449,0,0
X002475.SZ,0.290612180816164,0,0,-0.0694095277681836,0,0,0,0,0.0698360095045149,0,0,0,0,-0.0508765726792596,0.0270682863666704,0,0,0,0,0.0870420496176795,0,0,0,0,0,0,0,0,0,0,0,0.223486028293527,-0.0697608191636363,0,0,-0.130670208569248,0,0.434973482271987,0,0.0413321674530218,0,0,0,0,0,0,0,0,0,0,0,0,0.0211522702062088,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.234750989635934,0,0.056180420948182,0,0,0.225394217100137,0.0933297881285568,0,0,0,0.0866054076896871,0,0,0,0.0205982995552169,-0.049377283656661,0,0,0,-0.14736225597394,0,0,0,-0.09015191749201,-0.127410809536437,0,0,0,0,0,0,0.143284008075102,0,0,0,0,0,0,0,0,0,0.0736287857959987,0,0.00756170650882833,0.0961265270180546,0,0,0,-0.0118216305425187,0,0
X002304.SZ,0.0399046432748798,0.1660766002001,0,0,0,0,0,0.137365312113743,0,0,0,0,0,0,0,0,0,0.00670615035065037,0.053032545604006,0,0.141775228575928,0,0,0.0613837054346823,0,0,0,-0.00452795423855711,0,0.0371583564752558,0,0,-0.0222238342103388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159629666914677,0.0498769641181299,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0227675042270662,0,0,0.00384978963989218,0,0,0,0,0,0,0,0.0110530115344016,0,0,0,0.0168384512764096,0,0,0,0,0.0248557211450045,0,0,0,0.0643714722178939,0,0,0,0,0.00591625959713899,0,0,0.0349254687594937,0,0.0731619398438449,0,0,0,0.177490226343816,0,0,0,0.0543857929165182,0,0.00370720094352674,0,0,0,0,0.0136268454064819,0,0
X000063.SZ,0,0,0,0,0,0,0,0.164777650032402,0,0,0,0,0.0728070400948991,0,0,0,0,0.163571875195545,0.100623805823879,0,0,0,0,0.0268987977131871,0,0,0.0783147111483492,0.0610100482043497,0,0,0,0.0211081580453528,0,0,0,0,0,0,0,0.217281695620779,0,0,0,0,0.1282656783838,0,0,0,0.167321864312464,0,0,0,0,0,0,0,-0.0175488672318622,0,0
X600031.SH,0,0,0,0,0,0,0.0941990834560619,0,0,0,0,0,0,0,0.222267698403044,0,0.220852917953399,0,0,0,0.0125304072928656,0.0154374150157782,0,0,0,0,0,0.0353973008319117,0,0,0,0,-0.0252113104506733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171527445454228,0,0,0,0,0.00394814131187592,0,0
