,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X002292.SZ,X600703.SH,X600690.SH,X002506.SZ,X002241.SZ,X000100.SZ,X000559.SZ,X600271.SH,X600118.SH,X600066.SH,X600031.SH,X600741.SH,X002236.SZ,X600372.SH,X000157.SZ,X002475.SZ,X000338.SZ,X600089.SH,X300124.SZ,X000568.SZ,X600177.SH,X002049.SZ,X002465.SZ,X601877.SH,X002074.SZ,X002129.SZ,X300003.SZ,X002294.SZ,X002456.SZ,X000977.SZ,X000869.SZ,X600867.SH,X002426.SZ,X002276.SZ,X600582.SH,X300001.SZ,X600498.SH,X000547.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387573301628849,0.0590237999293051,0.0106332309805896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242105208810538,0,0,0,0,0,0,0,0.0396515983906498,-0.0577928950139993,0,0,0,0,-0.013759162562165,0,0,0,0,0,-0.00499327351783482,0.0106089205403212,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.101008257065275,0,0,0,0,0,0.145506123886088,0,0,0,0,0,0,0,0,0.037583752668504,0.0600200733910003,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.00504229031705299,0,0,0,0.0453605355999509,-0.0298182430525968,0,0,0,0,0,0,0,0,0,0.015195760054149,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403638322288623,0,0,0,0,0.116018817934358,0,0,0,0,0.0999952892889478,0,0,0,0.294023483240469,0.0655247753188777,0,0,0.0438994395194642,0,0,0,0,0,0,0.0146797120728282,0,0,0,0,0,0.0177676463443629,0.0244053501384574,0,0,0,0,-0.0114979957388093,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.101113128591023,0,0,0,0,0,0,-0.00161113186560794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32486598879906,0,0,0,-0.0724407160330279,0.013397781388127,0,0,0,0,0,0,0,0,0,0,0,-0.00414852136446986,0,0,0.008115059045577,0.0162559160366857,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0134473833805241,0,0,0,0,0,0.014306866251202,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0343722696289488,0,0.141101153038745,0.0315529237206527,0,0,0,0.0526370541215016,0,0,0.0522673896751941,0,0,0,0,0.00159022144282077,0,0.0339609117734731,0,0.0265178991028045,0.12669467365734,0,0,-0.0014818679035392,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0812141378297966,0,0,0.0290765666836292,0,0,0,0,0.0250557427624481,0.187840287379076,0,0,-0.0919355650696466,0,0,0,0,0,0,0,0,-0.0490620383461278,0,0,0.0481724724713517,0,0,0,0,0,0.100512937296034,0,0,0.0984613709420576,0,0,0,0.0578139890217022,0,0,0.00389968717289715,-0.025447718868448,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0619296849578512,0,0,0,0,0,0.0784078546699807,0,0,0,0,0,0,0,0,0.0814135584432818,0,0,0,0,-0.109156129311723,0,0,0,0,0.0872478726210618,0.141534523850434,0,-0.0284636004433273,0,0,0,0,0.0230054365459164,0.103946948501044,-0.0141439939501459,-0.0476554945676208,0,0,0,0,0,0,0,0.0557163765360715,0,0,0.0132875112971952,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0253116976955704,0,0,0,0,0,0,0,0,0,0,0.0450413885355602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0528783960773421,-0.072540433807604,0,-0.0583909769159515,0,0,0,0,0.0404554098819717,0,0,0,0,0,-0.0662793482817244,0,0.130566810383367,0.039061495638869,-0.115872167879636,-0.012614970564017,0.0142311841448441,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.029624239302372,0,0,0,0,0,0.272818404709647,0,0,0,0,0,0,0.0921252926027606,0,0,0,0,0,0,0.057511833554916,0,0,0,0.00247371062279452,0,0,0,0,0.0411670178811547,0,0,0,0,0,0,0,0,0.0803942156950163,0,0.00863577775698724,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695146296033408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161400296115114,0,0.162869243144831,0,0,0,0,0,0,0,0,0.0553026134996411,0,0,0,0,0.034859208788797,0,0.145638927285676,0.0295673043032172,0,0,0.0213713124582271,-0.00045984073456245,0,0,0,0,0,0
