,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X002371.SZ,X600183.SH,X300003.SZ,X002007.SZ,X000596.SZ,X600741.SH,X002241.SZ,X300014.SZ,X300142.SZ,X000100.SZ,X000977.SZ,X300124.SZ,X601877.SH,X000157.SZ,X002236.SZ,X000625.SZ,X002129.SZ,X000800.SZ,X002463.SZ,X600584.SH,X300136.SZ,X002456.SZ,X002414.SZ,X002179.SZ,X600498.SH,X600118.SH,X002049.SZ,X000066.SZ,X002185.SZ,X002223.SZ,X002008.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.23333850770763,0.0385056463286491,0,0,0,0,0,0.0343076546722468,0.0599832531136362,0,0,0,0,0,0,0,0,0,0,0,0,0.180206023192736,0,0,0,0,0,0,0,0.0327610967664144,0,0,0.00938568205894582,0,0,0,0,0,0,0,0,0.0101601301303442,0.0474036550993597,-0.0154201211413749,0,0,0,0,0,0.115721524767494,0,0.00656563646825138,0,0,0,0,0,0
X000858.SZ,0.240524761596909,0,0,0,0,0.0623492769021292,0.00111049790097122,0,0,0,0,0,0,0.126283724296901,0,0,0,0.360168553258818,0,0,0,0.0584216397816059,0.187465923958125,0,0,0,0,0,0,0,0,0,0,0,-0.00509824641891765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00645988136114289,0.0208929083995706,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0399828347471816,0,0,0,0,0.129072951974512,0,0,0.0390753607677064,0,0.0828142700516985,0.0355437155628207,0,0,0.0398727514886515,0,0.0445600116932947,0,0,0.0291591284201326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.0446972459069545,0,0,0,0.0956636143137156,0.0809908856201835,0,0,0,0,0,0.109681658027625,0,0,0.20146905060864,0,0,0,0,0,0,0,0.0375483535180921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0736086828174892,0,0,0,0,0.00598965349366212,0,0,0,0,0,0,0.0157560431060093,0.0213028917579205,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0501556460160946,0,0,0,0,0,0,0,0,0.0264356568669925,0.118719175843878,0,0,-4.33680868994202e-19,0,0,0,0.213865520938884,0.00602526786760267,0,0,0,0.0365604772815449,0,0,0,0,0,0.0362952925442169,0,0,0,0.103597002685267,0.0485565490204698,0,0.00999677217554556,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.00472705118996986,0.0228180502118121,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.315991125024002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107340717933194,0.0826724768897811,0,0,0.0851707278732474,0,0.0940662281029313,0.267756402220125,0,0,-0.094051597964125,0,0,0,0,-0.0396379215259831,0,0,0,0,0.113038717287843,0,0,0,0,0,0,0,0,0,0,0,-0.0416326378117358,0.0185284302492439,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0237814842182361,0,0,0,0,0,0,0,0,0,0,0,0.0942839964899705,0,0.257052339961995,0.275624821005367,-0.0201909274407689,0,0,0,0.0821572482866729,0,0,0,0,0.00664537408674009,0.0300577263191018,0.0309312793610799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221251577872728,0.0321045997883944,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0703124519400182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326696990523558,0,-0.0824446493363604,0.0891378371344746,0,0,0,0,0,0,0,0,0,0,0.054872036679126,0,-4.33680868994202e-19,0,0,0.248288177868173,0,0.0474997422945028,0,0.325850012021013,0,0,0,0,0.0686411492897097,0,-0.204189908388653,0,0.0282200210102851,0.0101527891770798,0,0,0,0,0,0
X600031.SH,0,0.0347130848834392,0,0,0,0.0642214335162946,0,0,0,0,0,0,0,0.062846650649465,0,0,0,0,0,0.00285427990669698,0,0,0,0.0478965495604125,0,0,0.093443352957695,0,0,0,0,0.597499831036696,0,0.0344410948656481,0,0.00501757029054046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029405721034978,0.01755582283062,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151428962717467,0,0.260455936618188,0,0,0,0,0,0,0,0,0,0,0,0,0.0108364262710619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032085639664398,0.0269931121515861,0,0,0.0301425680198419,-0.0087063483776006,0,0,0,0.0196098780766621,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.0140539723812842,0,0,0,-0.0207519943156173,0,0,0.209891799259966,0,0,0,0,0,0,-0.1416219661444,-0.0611745405795946,0,-0.00341049418390586,0,0,0,0.0672763416401759,0,0.0175266829768926,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0672734259637847,-0.0600108452867322,8.67361737988404e-19,0,0,0,0,0,0.179227664827012,0,0,0,0,0,0.00911739123440806,-0.00446457356547129,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.0187371378501939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691692390878148,0,0,0.0474406163881514,0.529979401215833,0,0,0,0,0.0635868450864575,0,0,0,0,0,0,0,0,0,0,0.0763568020377356,-0.0344661234700983,0,0,0.00759661283339399,0.149595643476002,0,0,-0.00942975779003066,-0.00434448829136583,0,0,0,0,0,0
X000661.SZ,0,0,0.565155248041649,0,0,0,0,0,0,0,0,0.00306908694705055,0,0,0,0,0,0,0,0,0.0403028560480256,0,0,0,0.0681147797066053,0,0,0,0,0,0,0.0325495946785103,0,0.104841016454162,0,0,0,0,0,0,0,0,-0.0150403493259515,0.0311321760601863,0,0,0,0,0,0,0,0.022413478063715,-8.67361737988404e-19,0,0,0,0,0,0
X000568.SZ,0,0.624467487612351,0,0,0,0.0065102767687691,0,0,0,0,0,0,0,0,0,0,0,0.0364249701884344,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0227385350952287,0,0,0,0,0,0.00838246441969063,0,0,0,0,0,0,0,0,0,0,0.0153807560168016,0,0.0598060326772576,0,0,0,0,-0.0144956761640871,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.0509865499131337,0,0,0,0.0999852992485015,0,0.321156560500552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337067424204488,0.0899316531022203,0,0,0,0,0,0,0,0,0,0,0,0.0054290790510275,0,0.0652991967641439,0,0,0,0.124873544503728,0,0.00932972558706441,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0476329615955363,0,0,0,0,0,0,0,0,0,0,0.0081364957414829,0,0,0,0,0,0,0,0.10880239163874,0,0,0,0.0468159947821033,0,0,0,0,0,0,0,0,0.00233077332627144,0,0,0,0,0,0,0,0.0587131271427474,0.100197212574488,0,0,-0.0696253307248496,0,0,0,0.00880135760889614,0.0298737005773234,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547712065916609,0.056835756293077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186862460880223,0.0427497829175578,0,0.531594360856373,0,0.150908695437289,0.0262674778776887,0,0.161632302634861,0,0,0,0.0841081290899434,-0.12420782513749,0,0,0,-0.0105219488334897,0.00373965504918063,0,0,0,0,0,0
