,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002475.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X000661.SZ,X600809.SH,X600741.SH,X600183.SH,X000100.SZ,X300003.SZ,X002371.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X000977.SZ,X000625.SZ,X002007.SZ,X002236.SZ,X601877.SH,X002129.SZ,X002463.SZ,X300124.SZ,X300142.SZ,X600498.SH,X000157.SZ,X002456.SZ,X600118.SH,X300136.SZ,X002179.SZ,X600487.SH,X600584.SH,X600271.SH,X000066.SZ,X002180.SZ,X002414.SZ,X002185.SZ,X002008.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00533652517696686,0.113545662307818,0.211330044510047,-0.174229316995584,0,0,0,0.0793540778426707,0.334519839466707,0,0,0,0,0,0,0,0,0,0.190334271565499,0,0,0,0,0,0,0,0,0,0,0,0,0.0441103441333396,0,0,0,0,-0.0495367393645614,0,0,0,-0.0242736883919801,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0333143259980473,0,0,0,0.385011386418972,-8.67361737988404e-19,0,0,0.116625172615381,0,0,0,0,0,0,0.0560539459348212,0.104300121752563,0,0,0.0268686450429507,0,0,0,0,0,0,0,0.0519910165577881,0.0613486018765268,0,0,0,0,0,0,0,0,0,0,0.0238327563773446,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172656259175281,0.333015055995718,0,0,-0.0114429767226407,0,0,0,0,0.092990502174405,0,0,0.0191206699506421,0,0,0,0,0,0,0,0,0,0.0354469438361526,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.00274832300539203,0,0,0,-0.0858676618432645,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.186772774264753,0,0,0.0283059946775835,0,0,0.103812171523847,0.0271583056691211,0,0,0,0,0,0,0,0,0,0.0357300747945091,0,0,0,0.0173323233089942,0,0,0,0,0,0,0,0,0,0.091349818059822,0,0,0,0.119253940952221,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0509842468150177,0,0,0,0,0,0,0,0,0,0,0,0.0351710883555769,0,0,0,0.0371274772183222,0.130425068709529,0,0,0.121870551055865,0,0.412612053100886,0,0,0,0,0,0.031175108030368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.153356666964726,0.0737520375149258,0.0658666776748548,0,0,0,0,0,0,0,0.0566354056185113,0,0,0,0,0,0.0799658687337465,0,0,0,0,0,0,0,0,0.186136591002166,0,0,0,0,0,0,0,0.195849463265072,0,0,0,0,0,0,0,0,0,0,0,0.00543980394294793,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947432948433894,0,0,0,3.46944695195361e-18,-3.46944695195361e-18,0,0,0.0934913453707978,0,0,0,0.135307405404847,0,0,0,0.0773995732092483,0,0,0,0.0196379709192504,0,0,0,0,0,0.0381102011464761,0,0,0,0,0,0.129828878660377,0,0,0,0,0.0268220307310973,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.107204275022671,0,0,0,0,0,0,0,0,0,0,0,0.0881442121161117,0,0,0,0,0,0,0,0,0.310288608085905,-0.0396826639150144,-0.0721974355647417,0,0,0,0,0,0,0,0,0,0,0,0.254445076715778,0,0,0,0,-0.0277464303809425,0,0,0,0.190443701173407,0,0,0,0.0168560889324027,0,0,0,0.0197907361779502,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702840333828793,0,0,0.0591382219687415,0.473452207648256,0,0,0.0384836450970626,0.0261719942295308,0,0,0,0,0.0142716931743515,0,0,0,0,0,0.000543617444636823,0,0,0,0.128136349605282,0,0,0,0,0,0.00991688569223921,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0577792041263198,0,0,0,0,0.0973850587670771,0,0,0,0,0,0,0,0.1434960837978,0,0,0,0,0,0,0,0,0,0,0,0,0.0396156749433521,0,0,0,0,0,0,0.233402324609547,0.205190053862816,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
