,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600104.SH,X600276.SH,X300124.SZ,X300014.SZ,X000725.SZ,X003816.SZ,X002371.SZ,X600031.SH,X002129.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X300142.SZ,X601877.SH,X600460.SH,X600741.SH,X002180.SZ,X000733.SZ,X000661.SZ,X000100.SZ,X600522.SH,X002074.SZ,X000157.SZ,X600884.SH,X600702.SH,X002236.SZ,X000799.SZ,X600584.SH,X600183.SH,X601799.SH,X000800.SZ,X600563.SH,X002414.SZ,X600372.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.228553539017777,0,0,0.0509770887580344,0.196862665113055,0,0,0,0,0,0.0958472665384271,0,0,0,0,0,0,0,0,0,0.136473283995098,1.73472347597681e-18,0,0,0,0,0,0,-0.0497964787968908,0.0167361662373054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259935601305522,0,0,0,0,0,0,0,-0.032302408629497,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.47418100042965,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0168714911551678,0,0.185816127768961,0,0,0,0,0,0,0,0,0,0,0.0256180831776763,0,0,0,0,0.0272571457371222,0,0,0,0,0,0,0,0,0,0,0,-0.0271605730639174,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.115731550952387,0.479497295658393,0,0,0,0,0,0,0,0,0,0,0.0835384659621696,0,0,-0.0732282561927347,0,0,0.150924497640085,0,0,0.0485709536762741,0,0,0,0,0,-0.0782371665776175,0,0,0,0,0.0127400343903061,0.17585407491977,0,0,0.122696816314139,0.004765551452039,0,0,0,0,0,0,0,0,0,0,0.0327988417419939,0,0,0,0,0,0,0
X002415.SZ,0,0,0.14448708647995,0,0,0,0,0,0,0,0,0.182432829456581,0,0,0.0716561992356933,0.266300473705542,0,0,0,0,0,0,-0.283522604594566,0,0,0,0.0249427086071634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364909536134144,0,0,0,0,0,0,0,0,0,0.0266982243887259,-0.106177341967973,0.109328874435323,0,0,0,0,0,0
X000568.SZ,0,0.441840801128707,0.0317746854107222,0,0,0.060347249689138,0.203803483242262,0,0,0,0,0,0,0,0,0.126777781725517,-0.0617087047560155,0,0,0,0,0.262674776180947,0,0,-0.0260135501671125,0,0,0.04936789563874,0,0,0,0,0,-0.0690499316444405,0,0.0110605845559463,0,0,0,0,0,0,0,0,0,0,0,0,-0.113827747123243,0,0,0,0.033206486783749,0,0,0,0,0,0
X600690.SH,0,-4.33680868994202e-19,0,0,0.164828190771152,0,0,0,0.0865947913269918,0,0,0.0579482646150182,0,0,0,0,0.0269044933397807,0,0,0,0.0624097358033676,0,-0.000698526646578253,0,0,0,0,0,0,0,0,0.120707902142459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049824435970815,0,0,0.252083846714514,-0.0318627534786529,0.0201873336800915,0,0,0,0,0,0
X002304.SZ,0,0,0.234452974482739,0,0.0377713669302191,0,0,0,0,0,0,0.063709208959694,0,0,0.326432622534944,-0.0542060379738769,0,0,0,0,0,0.126239019260816,0,0,0,0,0,0,0,0,0.0173843572897778,0,0,0,0,0,0,0,0,0.185306453408354,0,0,0,0,0,0.0417740788964886,0,0,0,0.141510199769729,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481723957663162,-0.29150565352135,0,0.140932956512819,0,0,0,0,0,0,0,0,0,0.0398079017217092,0,0,0,0.197514817882445,0,-0.0874145594364982,0.125246275195551,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166018671390088,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.192462383252669,0,0,0,0,0,0,0,0.142508257399427,0,0.0984882660894295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145613004317048,0,0,0,0,0,0,0,0,0,0,0.140457701345051,0,0,0,0.0702572443350485,0,0,-0.0207013969245334,0,0,0,0,0,0
X600104.SH,0.00816742491312698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136485818221206,0,0,0,0,0,0,0,0.180620214600208,0,0,0,0,0.0139455473792457,0,0,0.132515536980107,0.0264694134833861,0,0,0,0.0352230083023344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142220738625716,0.0784408752033268,-0.0124067485775021,0.0118058492574591,0,0,0,0,0,0
