,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600118.SH,X600690.SH,X000100.SZ,X600703.SH,X600031.SH,X600271.SH,X600372.SH,X000157.SZ,X000559.SZ,X000338.SZ,X002241.SZ,X002129.SZ,X600089.SH,X002236.SZ,X600839.SH,X600066.SH,X600741.SH,X002506.SZ,X000800.SZ,X002475.SZ,X000547.SZ,X600177.SH,X000568.SZ,X600582.SH,X002465.SZ,X600435.SH,X000016.SZ,X300124.SZ,X300003.SZ,X000977.SZ,X002294.SZ,X600252.SH,X000581.SZ,X002179.SZ,X002456.SZ,X600006.SH,X002007.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.229615644585793,0,0,0,0,0.0487465513670639,0,0.13093971478766,0,0,0,0,0,0,0,0,0,0,0,0.0854764636227893,0,0,0,0,0,0,0,0,0.0480552687587422,0,0,0.0359002177387386,0,0,0,0,0,0,0,0,0,0,0,0,0.00443964043345683,0,0,0,0.00465528606954907,0,0,0,0,0,0,0
X600104.SH,0.079724458937585,0,0,0,0,0,0.328399174889257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088504763409261,0,0,0,0,0,0.0521973723189719,0,0,0.0640274798527416,-0.0356508833379654,0,0,0,0,0,0,0,0,0,0,0,0.0753906376333159,0,0,0,0,-0.00682061953426935,0,0.0376909012899028,0,0,0,0,0,0,0
X000725.SZ,0,0,0,8.67361737988404e-19,0.0907798812565997,0,0,0,0,0,0,0,0,0.19378006666212,0,0,0,0.0781054135618829,0.022343520493614,0.124799312240415,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0.107231617882611,0,0,0,0,0,0.132085130763559,0,0,0,0.00197769402495532,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0767406237728958,0,0.0690695420461613,0,0.048773593979706,0,-8.67361737988404e-19,0.118099716629849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402656698719632,0,0,0,0,0,0,0,0,0,0,0.0113779333410116,0,0,0,0,0,-0.0151919086273507,0,0,0,0,0,0,0
X002415.SZ,0.100268136759998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189906735812178,0,0,0,0,0.0784349072376045,0,0,0.0315833724359164,0,0,0,0,0.201410978126954,0,0,0,0,-0.0879489389376734,0.204033681190298,0,-0.118349086618297,0,-0.0632827396954388,0.0418470477520574,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.236298657068857,0,0,0,0,0,0,0,0,0,0,0.0242116864913916,0,0.15486497523051,0,0,0,0,0,0.0345992508081777,0,0,0,0,0,0,0.434705140401582,-0.0328472300930918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109773144796201,-0.0147628450852282,0,0,0,0,0,0
X002304.SZ,0,0.223192307137321,0,0,0,0.0781351186277327,0,0,0,0,-8.67361737988404e-19,0.310819732888048,0,0,0,0,0,0.0737004768065168,0,0,0,0.0431559510079737,0,0,0.0232175199184846,0,0,0,0,0,0,0,0,0,0,0,0,0.111985626493287,0,0,0,0,0,0,0.035538818791065,0,0,0,-0.278334564612793,0.0030070334291827,0.0340761486835969,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.00880578002403361,0.0961095821829589,0,0,0,0,0.145248627817047,0,0,0,0,0.0201730773860335,0,0,0.018899475348912,0,0.239501543739096,0.132649093163978,0,0,0,0,0.152184642512913,0,0,0,0,0,0,0,0,0.0765786719120314,3.46944695195361e-18,0,0,0,0.048298208808036,0,0,0,0,0.0298602596346503,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.189812094819875,0,0,0,0,0,0.03552456646261,0,0,0,0.110356566115137,0,0.203175114956545,0,0,0,0.145736217391439,0,0,0,0,0,0,0,0,0,0,0,0,0.0145613415268601,0,0,0,0,0,0,0,0,0,0,-0.0392575886857858,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0095820966449763,0,0,0,0.0440935497415969,0,0,0,0.0542774151861023,0.129861445319458,0,0,0,0.0150080490512886,0.00666400219784722,0,0,0,0,0.0176726173257742,0,0,0.0711418347157609,0.105655074530246,0,0.0699642421278162,0,0,0,0.21151586970387,0,0,0.0322106542746923,0,0,0,0,0,0,0.0132579284937527,0,0,0,0,0,0,0,0,0,0,0,0,0,0
