,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000063.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X002371.SZ,X000725.SZ,X003816.SZ,X000625.SZ,X600031.SH,X000596.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X002236.SZ,X000977.SZ,X600372.SH,X002241.SZ,X600741.SH,X601877.SH,X000661.SZ,X000157.SZ,X600584.SH,X600522.SH,X002180.SZ,X000733.SZ,X002074.SZ,X000066.SZ,X600460.SH,X600702.SH,X002463.SZ,X300003.SZ,X300142.SZ,X002007.SZ,X000800.SZ,X000988.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.289603560821411,0.117707812814904,0,0.112946763144889,0,-0.085623502765006,0,-0.0384538594347867,0,0,0,0,0.0559309315255109,0,0,0.00765027706810468,0,0,0,0.018004205370679,0,0,0,0,0.000138852790721973,0,-0.0057778573591764,-0.0296571176751766,0,-0.0228787125239596,0,0,0,0,0,0,0,0.0510786922301183,0,0,0,0.0337319537195744,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X000858.SZ,0.207765763831353,0,0.321595219499337,0,0,0.0452517571957255,0,0,0,0,0,0,0,0,0,0,0,0.153821818076196,0,0,0,0,0,0,0,0,0,-0.00782840341374228,-0.0205955164034422,0,0,0,0,0,0,0,0,0,0,0,0.0493919660366742,0,0.0597192304891957,0,0,0,0,0,-0.0229270168976589,0,0.0169010891819237,-0.0201118155746978,0,0,0,0,0,0,0
X000568.SZ,0,0.579985691821882,0,0,0,0,0,0,-0.0411606081342259,0,0,0,0,3.46944695195361e-18,0,0,-0.0461171196713734,0,0.0305016451264481,0,0.0394605067750793,0,0,-0.0956338766162069,0,0.0108317906531163,0,0.00699019051668498,-0.0120873677216124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264325250479959,0,0,0,0,0,0,-0.0218559227794905,0,0.0314786947521822,-0.0774102386241853,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147299465433137,0,0,-0.127020003773615,0,0,0,0.306699339511987,0,0,0.195302023487427,0,0,0,0.33699290548287,0,0,0,0,0,0,0,0,-0.115309916014369,0.20746363953754,0,0,0.0477260790552221,0,0,-0.0997150131778874,0,0,0,0,-0.0373034487652172,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.125107730527325,0,0,-0.103061052176001,0.0928195496944831,0,0,0,0,0,0,0,0,0.160813359042053,0,0,0,0,0,0,-0.134740631371343,0,0.134110068844427,0,0.0755529828341781,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0270046582152006,0,0,0,-0.0186062627578674,-0.332614063205569,0,0,0,0,0.166143813198593,0,0,0,0.0314664917178815,0,0,0,0,0,0
X600809.SH,0,0.106461822685146,0,0,0,0,0,0,0,0.0366001892386109,0.116145608627243,0,0,0,0,0,0,0,0,-0.207217280922318,0,0,0,0.0182345075697545,0,0,0,0,0.017672421679108,0,0,0,0,0,0,0,0,0,0,0,0.0252134360707443,-0.0210344208289837,0,0,0,0,-0.114950304016883,0,0,0,0.589461304367964,0.00851913853056627,0.0303477336778259,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,-0.0304882524554063,0,0,0,0.172402875372809,0,0,0,-0.168466074480872,0,0,0,0,0,0.221913578760081,0,0,-0.166835388753107,0,0,0,0,0,0,0,0.853237970479498,0,0,-0.120448499660296,0,0.196762864661619,-0.0979043902922035,0,0,0,0,0,0.070772701524672,-0.0169990028835459,0,0,0,0,0.125291869947965,0,0,0.0328985178844715,-0.14634124347133,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0915912568118736,0,0,0,-0.0364886520944958,0.18655716759326,0.301307962024621,0,0,0,0,0,0,0.00905873704112526,-0.398964377043075,0.0591839338883882,0,0,0,0,0,0,0,-0.0245200450257428,0.0227955188260453,0,0,0,0,0.124254789868413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275270489100585,0.122219140004253,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.130680731307897,0,0,0,0,0,0,0.0748316558604232,0,0,0,0,-0.201855353411461,0,0,0,0,0,0,-0.384153302804899,0,0.0761317130041436,0.288410527510566,0,0,0,-0.0377739799864932,0,0,0,0,0.0663719371852326,0,0,0.176612590196438,0,0.155607225199937,0,0,0,0,0,-0.092016758354717,0.0741761116098341,0,0.164700484964728,-0.193760876413653,0,0,0,0,0,0
X000651.SZ,0,0,0.10409777407813,0,0,0,0,0,0.300085532010654,0,0,0.0362111076342355,0,0,0,0,0,0,0,0,0,-0.447759454479663,0,0,0,0.00399116163981662,0,0,0,0.0867338202502124,0,0,0,0,0,0,0,0,0,0,0,0,0.434035722032105,0,0,0,0,0,0,0,0,0.0178792619187683,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0733199510306087,0,0.066148872495635,-0.0160181135847401,0.069145252633491,0,0,0,0,0,0,0,0.0780079721370689,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.0746597139817648,-0.00436903902588177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951960570839758,0.00135165180435215,0,0,0,0,0,0,0,0,-0.019398241991697,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0.0891933974176797,-0.177025266137016,0,0.104980367517871,0,0,0,0,0,0,0.122518757315608,0,-0.0875313347308633,0.0534597670025869,0.0429824565301395,-0.0552279789400437,0,-0.0622147827714078,0,0,0,0.0207861691494148,0.0400660162211081,0,0.238678576599738,0,0,0,0,0.00871262081326687,0,0,-0.0623146353008473,0,0,0,0,-0.0730954226153411,0,0,0,0,0,-1.73472347597681e-18,0,0.0366681837847808,-0.0285867260439476,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0280766980157175,0,0,0,-0.0022325533680068,0.0263721004506455,0,0.111851946271347,0.17751580775907,0,-0.024384199437132,0,0,0,0,0,0,0.115980200624576,0.0198058313191162,-0.026772929284705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00880245147768653,0,0,0,0,-0.0116221990096485,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,-0.0570978646144787,0,0.130830939484739,0,0.00379174410157233,0,0,0,0,0,0,0,0,0,-0.146133122469527,0,0,0,0.11488668229947,0,0,0,-0.450431476125387,0,0,0,0.020497349652948,0,0,-0.754389835341233,0,0,0,0.134964018435015,0,0,0,0,0,0.290989263891489,0,0,0.0975440634878524,0,0,0,0.131693477833697,0.0379686446010612,0,0,-0.0155083370497537,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.165465504392166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353803299605191,0,0,0.199485963193852,0.0320109728873578,0.0100400602505911,0,0,0,0,0,0.234274707654871,0.0365721681793985,0,0,0,0,0.0773362588590296,0,0,0.0449612598964698,0,0,0,0,-0.0365062519387737,0.0415066853376079,0.182106581100154,0.00392401014265528,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0243523612452677,-0.0295345364488191,0,0,0,0,0,0,0,0,0,0,0,0.0779164552753285,0.0520168643946484,0,0.0808378658999565,0,0,0.0264310843378992,0,0,0.00847094803927008,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,-0.0230271761732966,0,0.00663794649589019,0,0,0.061682061627837,0,0.240860574025453,0,0.019940420890952,0.0701681701783915,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115073635020806,0,0,-0.059300280296037,0,0.0201963287153895,0,0.0247820604083972,0,0,0,0,0,0,0,0,0,0,0,0,0.0101798333728377,0.0419938805347049,0,0.0414420643158714,0,0,0,0.509174118235533,-0.0135857259079984,0,0,0.0261557088381588,0,0,0,0,0,0,0
