,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X600690.SH,X000725.SZ,X000568.SZ,X600741.SH,X600703.SH,X002475.SZ,X000338.SZ,X000063.SZ,X600031.SH,X002236.SZ,X300003.SZ,X002008.SZ,X300124.SZ,X600809.SH,X600867.SH,X601877.SH,X600066.SH,X600271.SH,X000596.SZ,X002456.SZ,X000625.SZ,X002294.SZ,X600487.SH,X600566.SH,X000100.SZ,X000661.SZ,X002508.SZ,X300142.SZ,X002241.SZ,X000157.SZ,X002179.SZ,X000981.SZ,X002007.SZ,X000050.SZ,X600177.SH,X002180.SZ,X002038.SZ,X300136.SZ,X000869.SZ,X600707.SH,X600522.SH,X600498.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0185768528716735,0.16346595680447,0,0.0263718259302508,0,0.209455188073604,0,0,0,0,0,0.0257359926727521,0,0,0,0.0189243654060224,0,0,0.180592702244064,-0.0342439465180723,0,0,0,0,0,0,0,0.0152606681504245,0.103202080214367,0,0,0,0,0,0,0,0,0,6.7762635780344e-21,0,0,0,0,0,0,0,0.0691295604286376,0,0,-0.0133018328208482,-0.0175589327038976,0,0,0,0,0,0
X600104.SH,0,0,-1.35525271560688e-20,0,0,0,0.0689814016411525,0,0,0,0.283081537854108,0,0,0,-3.46944695195361e-18,0.203414632356308,0,0,0.109744488414487,0,0,0,-0.105303811306618,0,0,0,0,0,-2.71050543121376e-20,0.0589216708784388,0,0,0,0,0,0,0,0,0,0,0,0,-0.0870069638731886,-0.0879895433501891,0,0,0.137492272880833,0,-0.0339470081406771,0,0,0,-0.033843727519267,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.115946843228187,0,0,0,0,0,0,0,0,0,0.207940205743994,0,0,0,0,0,0.0349021743077677,0,0,0,0,0,0.0453524017497342,0.135003109624922,0.219073804303603,0,-0.0165967734408643,0.172200449973364,0,0.111442040619818,0,0,-0.0561490733730356,0,0,0,0,0,0,0,0,0,0,0,0,-0.00984459247476869,-0.0317867681048178,0,0,0,0,0,0
X000858.SZ,0.129467699502505,0,0,0,0,0.198620592870509,0,0.0897101325420645,0,0,0.102729014244339,0,0.0270260054068216,0,0,0.0151060430213966,0.154982374704308,0,0,0,0.19687255242009,0,0,0,0,0,0,0,-0.0557053441833634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000896786313285167,0,0,0,0,0,0,0,0,-0.0207936921392802,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0224118853188294,0,0,0.169991590229849,0,0,0,0,0,0,0,0.120644555459329,0,0,0.0109218729501503,0,0,0,-0.0787701447511717,0,0,0,0.176763026382787,0,0.261562089906857,0,0.143329223667216,0,0,0,0,0,0,0,0,0,0,0.0161804623064334,0,0,0,0,0,0,0,-0.0491878237810132,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.666326808972002,0,0,0,0.321963306860607,0,0,0,0.077974120323916,0,0,-0.0357281504031161,0,0,0,0,0,0,0,0,0,-0.0189538848110743,0,0.187292127060272,0,0,0,0,0,0,0,-0.0374124843489461,0,0,0,0,0,0,0,-0.102032623622996,0,0,0,0,0.0213130643698145,0,0,0,-0.0455469093370761,0.0527560061428611,0,0,0,0,0,0
X002304.SZ,0,0,0.252421533087116,0.203965254603646,0,0,0,0.0764588764037505,0,6.93889390390723e-18,0.1117185271106,0,-0.0530295853856052,0,0,0,0,0,0,0.0116384095527966,0.213186844123878,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248404631114352,0,0,0,0,0,0,0,0.0676432366559915,0,0,0,0,0,0,0,0,0.0238357538997486,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.430220158113878,0,0,0.0210433521052597,0,0,0,0.119281006725828,0,0,0,0,0,0,0,0,0,0.0986887659777627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138484924913071,0,0,-0.0228528911100315,-0.0224728769447364,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159464344776938,0,0,0.00813370961809935,0,0,0,0,0,0,0,0,0,0,0,0.316300701185341,0,0,0,0,0.0568339146642704,0,-0.226290023835105,0,0.141832277814577,0,0,0.0316895747052914,0.135850093226384,0,0,0.0367656073583184,0.0702093487073111,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0327994792108815,0.196837994787644,0.0640296096712466,0.145380882931857,0.177779772089517,0,0,0,0.0057245688983292,0.0308044706134975,0.135736072738987,0,0,0,0,0,0,0,0,0,0,0,0.129142689583469,0,0,0,0,0,0,0,0,-0.0512576845064031,0,0,0,0,0,0,0,0,0,0,0,-0.0495973051349504,0,0.0797866617931369,0,0,2.71050543121376e-20,-0.0146455702206492,0,0,0,0,0,0
X600741.SH,0,0.282502113091124,0,0,0,0,0.0207090823163878,0.102185035013165,0,0,0,0,0,0,0,0,0,0.0814741867381695,0.133652264391719,0,0.111757084481679,0,0.0200174617349769,0,-0.110098881102303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273495906278306,-0.0325553081364869,0,0,0,0,0,0
X600703.SH,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.18548884616157,0,0,-0.0368634361056162,0,-0.102218795910353,0,0.00863153762204548,-0.08398098474559,0,0,0,0,0,0,0,0,0.470119050975265,0,0,0,0,0,-0.0656061775854155,0.0366443510555093,0,0,0,0.439963373637404,-0.0139422442182988,0,0.423597425792816,0,0,0,0,0,0,0.0439248397319965,0,0,0,0.0809387545865137,0.0102274716527878,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0314025068416665,0,0,0.0745024024907669,0,0,0,0,-0.0877852176730813,0,0,0,0,0,0,0,0,0,0,0,0,0.026509143474118,0,0.532464265866352,0,-0.0802893578308714,0,0,0,0,0,0,0.0134931653932358,0,0,0,0.186156764855466,-0.0780612578866007,0,0,0,0.118645757238034,0,0,0,0.0521049951987818,0,0,-0.0120769015081562,-0.00605583214119148,0,0,0,0,0,0
X000338.SZ,0.143675389007281,0,0,0,0,0,0,0,0.143094750253309,0,-0.0550572688141619,0,0,0,0.171298450206052,0.182155164404072,0,0,0,0,0.0541912673407079,0,-0.0623606157143731,0,0,0,-0.0497557163443968,0.152631899351425,0,0,0,0,0,0,0,0,0,0,0.0555857536275974,0,0,0.10694963753538,0,0,0.0265049570336398,0,0,0,0,0,0,-0.00243006349963234,-0.0142711263003342,0,0,0,0,0,0
