,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X600703.SH,X300003.SZ,X000100.SZ,X002007.SZ,X002236.SZ,X000157.SZ,X300142.SZ,X600271.SH,X300124.SZ,X002008.SZ,X002179.SZ,X002506.SZ,X600183.SH,X000625.SZ,X600177.SH,X600498.SH,X600867.SH,X600487.SH,X002371.SZ,X002241.SZ,X300014.SZ,X600066.SH,X000977.SZ,X000050.SZ,X300146.SZ,X600522.SH,X600118.SH,X600372.SH,X000066.SZ,X600776.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0946240581182697,0,0,0,0,0,0.102964568063282,0,0.163317934840767,0,0,0.159227318102993,0,0,-3.46944695195361e-18,0,0.0121841080659439,0,0,0,0,0,0.122385920292984,0,0,0,0,0,0,0,0,0,0,0,0.0047234668375313,0,0,0,0,0,0,0,-0.116989438579881,0,0,0,0,0,0,0,-0.0013537378265912,0.0393893250712633,0,0.304883383357269,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00903937911725929,0,0.0704691308898937,0.271819484135533,0,0,0,0,0,0,0.344103799161106,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230126257077237,0.0550620396865191,0,0,0,0.141055434897764,0,0,0,0,0,0,0,0,0,-0.0261370397355859,0.0162629302053999,0,0,0,0.0346510301131748,0,0
X000651.SZ,0,0,0,0,0,0,0.451909586831799,0.0251665378253287,0,0,0,0.188930278173364,0.0645231593322702,0,0.20151525188995,0,0,0.273967353545165,0,0,0,0,0,0,0,0,-0.043998330742016,0,0,0,0,0,0,0,0,-0.137038014169762,0,0,-0.0160522588710926,0,0,0,-0.0605957082784828,0,0,0,0,0,0,0,0,0.00381347466485753,-0.0268543162599909,0,0,0,0.0129717292001848,0,0
X600104.SH,0,0,0.0190023040524959,0,0,0.0251232003943392,0,0,0,0,0,0,0,0,0.267878337463115,0,0,0,0.00922500532084006,-0.0311192739190537,0.0936125963324975,0,0.0504682096624903,0,0,0,0,0,0,0,0,0,0.270398330804117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240852559097396,0,0.0594070653854157,0,0.0120820830136509,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0751907305515696,0,0.184330838233625,0,0,0.2849109437539,0,0,0,0,0,0,0,0.0594386539666449,0,0,0,0,0,0.0881671679312018,0.0193328490828003,0,0,0.191311465398854,0,0,0,0,0,0,0,0,0,0,0,-0.0425734089383567,0,0,0,0.0409319618448589,0,0,0,0,0.0301624714013503,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.312447898758478,0,0,0,0,0,0.00927277975884549,-0.0861073899849538,0,0,0,0.572151281337824,0,0,0,0,0,-0.25490988986841,-0.0205034525233489,0,0,0,0,0.0779736997951146,0.167321113074672,0,0.050147136174046,0,-0.098346431483389,-0.0114939057691254,0,0,0,-0.0225893337374785,0,0,0,0,0,-0.00494938297911566,0,0,0,0,-0.000572326616199807,0,0
X002304.SZ,0,0.0506185552154619,0.109738825200772,0,0,0,0,0,0,0,0,0,0,0,0,0.271955788479584,0.138104323698532,0,0,0,0,0,0.171893732039066,0,0,0,0,0,0,0,0.0267299981527446,0,0,0,0,0,0.0254484816958821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747385572866727,-0.0334885309604852,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.111144280102413,0,0,0.0616035827822847,0,0,0.116126109911567,0,0,0,0.107026157259749,0,0,0,0,0,-0.157530801572398,0,0,0,0,0.0682572595252683,0.179353060090095,0,0,0,0,0,0,0,0.209570059369511,0,0,-0.0188656521653254,0,0,0,0,0,0.333557157784922,0,0,0.0406936289464188,-0.0961180611574916,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206965504545601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634222639638512,0.207310657074942,0.010498143383957,0,0,0,0.395144699380222,0,0,0,0,0.0340446070204915,0,0,0,-0.00318124910976135,0,0,0,0,0.0329167573610736,0,0
X000568.SZ,0,0.197577710967114,0,0,0,0,0,0.0235786520617053,0,0,0,0,0.0140357145916129,0,0,0,0.221509733028592,0,0,0.0604128233107815,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0649051650828099,0,0,0,0,0,0.15877769928843,0.0288399166735777,0,0,0,0,0,0,0,0,0,0,0,0,-0.0656416300921914,0,0,0,0.0011775916054994,0,0
