,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X002371.SZ,X600104.SH,X000725.SZ,X300124.SZ,X000338.SZ,X002304.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600089.SH,X000157.SZ,X002463.SZ,X600703.SH,X600372.SH,X002241.SZ,X002028.SZ,X600066.SH,X000921.SZ,X002236.SZ,X000977.SZ,X600741.SH,X600584.SH,X600522.SH,X002049.SZ,X600183.SH,X601877.SH,X000661.SZ,X002129.SZ,X002223.SZ,X000800.SZ,X002180.SZ,X600060.SH,X002156.SZ,X600177.SH,X601799.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0934979783099692,0,0,0.250816637710653,0,0,0,0,0,0.00571359890256315,0.0024638168525592,2.16840434497101e-19,0.0632156666703246,0,0,0.0198666741215129,0,0.010469505320578,0,-0.0172100217233604,0.0175510229830062,0,0,0,0,0,0,0,0,0,0.0381430740700437,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0.0023198127455127,0,0,0,-0.0156343502613304,0,0,-0.0302792632409453,0,0,4.33680868994202e-19,0,0
X000858.SZ,0,0,0,0,0,0,0.452785961961002,0,0.00771326498826973,0,0,0,0,0,0,0.213237784655554,0,0,0.0649214110288287,0,0,0,0.0304699070351722,0,0,0.0321899163687951,0,0,0,-0.0336655529679949,0,0,0,0.017923878289409,0,0,0,0,0,0,0.0404379782513614,0,0,0,0,0,0,0,0,-0.0333823779961657,0,-0.0127972637726484,-0.0182028191599179,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0877178869368935,0.00840848302479574,0,0.0474509639683094,0,0,0,0,0,0,0.033713222535913,0,0,0,0,0.0852125185298902,0,0,0,0,-0.059948221348405,0,0,-0.0213780445909867,0,0,0,0.176534125003298,0.0213117374493503,0,0.113532183138207,-0.0264050102546966,0.0156777372071811,0.0274704846171643,0,0,0,0,0.123486964874339,0,0,0,0,0,0,0,0.0555199028691413,-0.00732593565682328,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.101175395773245,0,0,-4.33680868994202e-19,0.0537141066195593,0,0.0135014687055843,0.0429764939912395,0,0,0,0,0.280214426996678,-0.10759833747865,0.00786974767524901,0,0,0,-0.180307785386386,0,0,0,0,0,0,0,0,0,0,-0.0404896261281669,0,0,0,0,0,0,0,0,0.127971371405288,0,0,0,0,0,0,0,0.00690967502970078,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.209469126833636,0.000212119128674952,0,0,0,0,0,0,0.171093872309444,0,0,0,0,0,0,0,0,-0.0137079145273756,-0.0770208120276005,0,0,0,0,-0.0422113435948359,0.348132446530579,0,0,0,0,0,0,0,0,0,0,0,0,-0.0795606860750833,0,0,0,0,0,0,0,0.00348734899452897,-0.0342379120158703,0,0,0.142468681922821,0,0
X600276.SH,0,0,0,0,-0.0329992719571923,0,0,0,0,0,0.0410777071982433,0,0,0,0,0,0,0,0,0,0.140642210149036,0,0.280852503480833,0,0,0,0,-0.0475376586153679,0,0.0373169062399541,0,0,0,0,0,0,0.0934629314204216,0.0852997946099029,0,0,0,0.050637278620194,0,0,0,0,0,0,0.333500882532501,0,0,0,-0.0499641170881917,0,0,0,-0.0200112071840992,0,0
X000568.SZ,0,0.889865410781972,0,0,0,0,0,0,-0.136090697110492,0,0.141058967115496,0,0,0,0,0,0.0746582358631987,0,0.273575462443219,0,0.0479682195738822,0,0,0,0,-0.185150111122881,0,0,0,0,0,0,0,-0.0610674907047931,0,0,0,0,0,0,0,-0.0213679092070828,0,0,-0.0807940858225403,0,0,0,0,0,0,-0.00197378020429382,-0.00614830229387473,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.189374924831746,0,0.0667489604203279,0,0,0,0,0,0,0.140548713231081,0,0,0,-0.100091026121503,0,0,0,0.0205710464036956,0,0.332007983084024,0,0.00827845047300999,0,0,-0.0228145236461982,1.38777878078145e-17,0,0.188818895377768,0,0,0,0,0,0,0,0,0,-0.130726251595709,0,0,0,0,0,0,0,0,0,0,-0.00651835642357752,0.0515900100425486,0,0,-0.0554400162341448,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0666531567240489,0,0,0,0,0,0,0,0,0,0.154264123502717,0,0,0,0,0.194017998943859,0,0,0.109313047292127,0,0,0,0.0437084311313858,0.0822522923142814,0,0,0,0.0633989611133067,0,0,0,0.0981933258827242,0,0,0,0,0,0,0,0,0,0.129209135991036,0.00764999514527158,0,0,0,-0.0159311708025369,0,0
X003816.SZ,0,0,0,-0.142270154794292,0,-0.0503841123090662,-0.140579897228395,0,0,0,0,0,0,0,0,-0.318543170490908,0,0,0,0.0547035574860188,0,0,0,0,0.0346693409266294,0,0,0,0,0,0,0.0272312803807096,0,0,0,-0.0330796394459635,0,0,0,0,0,0,0,0,0,0,-0.0494704895428106,0,0,0,0,0,-0.0617825749312465,0,0,0,0,0,0
