,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X000100.SZ,X600183.SH,X002241.SZ,X300003.SZ,X300014.SZ,X002371.SZ,X000596.SZ,X002007.SZ,X002236.SZ,X601877.SH,X000977.SZ,X000625.SZ,X000157.SZ,X300124.SZ,X002456.SZ,X002129.SZ,X002463.SZ,X300136.SZ,X300142.SZ,X600271.SH,X000066.SZ,X002414.SZ,X002180.SZ,X002179.SZ,X600118.SH,X600584.SH,X002008.SZ,X600498.SH,X002185.SZ,X002049.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0525680140475182,0,-0.0424742280404862,0,0,0,0,0,0,0,0,0,0.0371490719955549,-0.0411393835984353,0,-0.118384118520006,0,0.0802871169332369,0,-0.0735079918155879,0,0.156571659414937,0.124038106459839,0,0.13122041745827,0,0,0,0,0,0,0,0,0,0,0,0.128817102242278,0,0,-0.055226916577311,0,0,0,0,0,0,0,0,0,0,0,-0.0575336824575269,0,0,0,-0.102816590962881,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0125755599465975,0,0,0,0.465033226044118,0,0.03202568578846,0.0609082590987902,0,0,0,0,0,0,0,0.0455621441509862,0,0.133506418347422,0,0,0,0,0.0463948194357169,0,0,0,0,0,0.0581098611166766,0,0.0291878821901436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255282651937221,0,0
X600276.SH,0.157844122450556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933318047422624,0,0,0.246665848432972,0,0,0.0973780492904157,0.0591949612520859,0,0,0,0.0660362380602241,0,0,-0.0278197755290842,0,0,0,0,0,0,0,0,0,-0.00340800785508237,0,0,0,0.0410888936405063,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.0606858125520834,0,0
X000651.SZ,0,0.0346580121915957,0,0,0,0,0.0333217397316742,0,0,0,0,0.229151822101042,0,0,0.232074462856235,0,0,0,0,0,0,0,0,0.0521412417880139,0,0,0,-3.46944695195361e-18,0.0226057886039146,0,0,0,0,0,0,0,0,0,0,0,0,0.0572365808791505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.193980659147213,0,0,0,0.0816934422342071,0,0,0,0,0,0,0,0,0.0661017952596883,0,0,0,0,0,0.101996294442558,0,0.149044119166216,0,0,0.18486605528792,0,0,0,0,0,0,0,0,0,0,0.0415852258692192,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0194020383273082,0,0.163994955227165,0,0,0,0.0411484997580129,0,0,0,0.0676344488764548,0,0,0,0,0,0,0,0.324299179377819,0,0,0,0,0,0,0,0,0.0302863426559875,0,0,0,0,0,0,0.125814025165762,0,0,0,0,0,0,0,0,0,0.0284870331138353,0,0
X002475.SZ,0,0,0,0,0.000774439136841599,0,0,0,0,0,0,0,0,0,0,0.0782310001799658,0,0,0,0,0,0.371184615757578,0,0,0,0.0762186791671976,0,0,0,-0.088286145788853,0,0,0,0,0,0,0.172921504571032,0.0653239987823156,0,-0.013936002855397,0,0,0,0,0,0.117380055509346,0,-6.93889390390723e-18,0,0,0,0,0.0408059418384432,0,0,0,0.0723452233523538,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839339407184279,0,0,0,0,0,0,0.168719400429596,0,0,0,0,0,0,0.0930937241127432,0,0,0.0707114002325482,0,0,0,0.0778532669334602,0,0,0,0,0,0,0,0,0.180768428680074,0,0,0.104263736537101,0,0,0.0455842503626677,0,0,0,0.0581638399864936,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.095516877148182,0,0,0,0,0,0,0.0871071347313457,0,0,0.436819914699187,0,0,0,0.00534569412713435,0,0.013714293037702,0,0,0,0,0,0,0,0.011146988204302,0,0,0.150336342141746,0.0417164931983737,0,0,0,0.000272569699792577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0567926263190574,0,0.0739625300733245,0,0,0,0.152079163286206,0,0,0,0.00657474557576264,0,0,0,0,0,0,0,0,0.0235569788750773,0,0,0,0,0,0,0,0.0550027840804873,0,0,0,0,0,0.139029696162513,0,0.135688218137333,0,0,0,0,0,0,0,0.163430686550351,0,0,0,0,0,0,0.0542704154055495,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308390533877331,0,0,0,0,0.114001328861272,0,0.040783563691403,0,0,0.0133479764913192,0.136485547754964,0,0,0,0,0,0.493493321310696,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.00601211678118769,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.0811004956802918,0,0.326480458873433,0,0.102901944197639,0,0,0,0,0,0,0,0,0,0.0733481024174104,0.200810839737867,0,0.0176083425430229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216014188009437,0,0,0,0,0,0,0,0,0,0,-0.00256740351515676,0,0,0,0.00888077055986895,0,0
X000568.SZ,0,0.292463732194376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31801189434851,0,0,0,0,0,0,0,0,0,0,0,0.0353733650835259,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0274016712674542,0,0,0,0,0,0,0,0.158231475008999,0,0,-0.015647301750201,0,0,0,0,0,0
X600690.SH,0,0.0432430226273753,0,0.0816593150676107,0.0155011861855321,0,0,0,0,0,0.208418973064877,0,0,0,0,0,0,0,0.092480115285554,0,0,0,0.0247135628621055,0.158711492772016,0,0.00459500173342585,0,0,0,0,0.0133362309939654,0,0,0,0,0,0,0,0,0.0320525785710443,-0.139423105952248,0,0,0,0,0,0,-6.93889390390723e-18,0.00518587755705317,0,0,0,-0.0110239240346633,0,0,0,0,0,0
X000338.SZ,0,0.0885155282486257,0,0,0,0.190712332348609,0,0,0,0,0.304526681420792,0.0754159588951326,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0175350436332323,0,0,0,0.283809372554371,0,0,0,0,0.040894185213391,0,0,0,0,0,0.137455584776352,0,0,-0.059206861909181,0,0,0,0,0,0,0,0,0,0,0,-0.0195532151897003,0,0,0,0,0,0
X000661.SZ,0,0,0.148101529145861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124189782574115,0,0,0,0.175019520904532,0,-0.0179058333808308,0.190274844398528,0,0,0,0,0.21694926728425,0,0,0,0,0,0,0,0,0,0,0,0,0.0932442330248575,0,0,0,0,0,0.0241601051327255,0,0,0,0,0,0,-0.0304763722828549,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.0487938583736841,0,0,0,0,0,0,0,0,0,0,0.0572798267454185,0.032947298388629,0.186019791247907,0,0,0,0,0,0,0,0,0.0291378432170473,0,0,0.0857564618288901,0.0655048074602754,0,0,0,0,0,0,0,0,0,0.427688528955793,0,0,0,0,0,0,0,0.0104655436389866,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.171606466873752,0.129388198198565,0,0,0,0,0,0,0,0,0.0230939301723348,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,-0.117670795640018,0.204329188411694,0,0,-0.0110260068827671,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0544904696135037,0,0,0,0,0,0.00658989107598513,0,0,0,0.0118210142486378,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.293006152772667,0,0,0.0426268749595897,0,0,0,0,0.0623911369379813,0,0,0.000385384631657455,0,0.284417523151017,0,0,0,0,0.00485536303534616,0,0,0.036960170228288,0,0,0,0,0,0,0,0.0213845796794137,0,0,0,0,0.0756211087425783,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.638938952757092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163484907034959,0.178698885634289,0,0,0,0,0,-0.0668361423192442,-0.054121172100719,0,0,0,0,0.0277501799784504,0,0,0.0453387640480875,0,0,0,0.045177253302581,0,0,0,0.0840561154398507,0,0,0,0.00660925890638051,0,0,0,0,0,0,0
X600183.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199653538399231,0,0,0,0,0,0,0,0,0,-0.0201351811090209,0.129675313059297,0,0,0,0,0.0400789929599477,0.0501109864569193,0,0,0,0,0.383760641879173,0.0415366934931356,0,0.0626026642774361,0,0,0,0,0,0.154329664741489,0.0987932578985388,0.192493172114819,0,0,0.0183635193443484,0,0.00927564151404063,0.00535803468031795,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.0754579785252444,0,0,0,0,0,0,0,0.00261233236756524,0,0,0,0,0.07768541214862,0,0,0.16187918276076,0.161129061832818,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.152213673138496,0.180096203725126,0,0,0,0,0,-0.0191186835561289,0,0,0,0,0,0,0
X300003.SZ,0,0,0.187847022667854,0,0,0.043770144848445,0,0,0.0235875126202132,0,0,0,0,-6.93889390390723e-18,0.0645898544071629,0,0,0.0815753590540033,0,0,0,0,0,0,0.328713668377663,0.286751611226738,0,0,0,0,0,0,0,0,0,0,0,0.0273431798832157,0,0.0264844205545996,0,-0.355068120433784,0,-0.23580456715075,0,0,0,0,0,0,0,0.0177626402528241,0.0235980336698176,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405802002369498,0,0,0,0,0,0.137672919985285,0,0.236753180517251,0.256560414442082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215974431334639,0,0.178172708988064,0,0,-0.0833638706686985,0,0,0,0,0,0.0148074970824611,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253443538369721,0,0,0,0,0,0,0,0,0,0,0,0,0.219951502058317,0.282454743466692,0,0.341267044904237,0,0,0,0,0.00982742068265831,0,0,0,0,-0.156550331753971,0,0.227190770096808,-0.160351136306709,0,0,0.0288689697119354,0,0,0,0.0949868083336999,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,0,0.284926391461625,0,0,0,0,0.0685686905704478,0,0,0.288994582491188,0,0,0,0,0.0477440186602253,0,0,0,0,0,0,0,0,0,0.0259976790608822,0,0,0,0,0,0,-0.0812608758618484,0,0,0,0,0.0551353360433163,0,0,0,0,0,0,-0.0112973299050339,0,0,0,0.021681321322856,0,0
X002007.SZ,0,0,0.181924779775691,0,0,0,0,0,0.112114666644681,0,0,0,0,0,0.448490135542724,0,0,0,0,0.000343020090797814,0,0.00513941855709704,0.0117996282761452,-0.0947813474094446,0.0438383604290363,0,0,0,-0.041915003677488,-0.109278923483719,0,0,0,0,0,0,0,0.0378259111450317,0,0,0.0036978595200091,0,0,0.0809452391561821,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0647324193185767,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0.0835231016598791,0,0,0,0,0,0.113432294401845,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0656479813015835,0.0609370159674001,0,0,0,0,0,0,0,0,0.0446456595537231,0,0,0,0,0,0,0,0,0,0,0,0,0.0500154908838821,0.211599205308638,0.16260109195192,0,-0.00209937039417137,-0.00107559919073175,0,0,0,0,0,0
