,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600690.SH,X000100.SZ,X600031.SH,X600276.SH,X000338.SZ,X600372.SH,X600741.SH,X000157.SZ,X002241.SZ,X600271.SH,X600703.SH,X600089.SH,X002236.SZ,X600066.SH,X600118.SH,X601877.SH,X600177.SH,X000581.SZ,X000550.SZ,X300124.SZ,X000568.SZ,X002129.SZ,X000559.SZ,X002475.SZ,X600582.SH,X000623.SZ,X000050.SZ,X300003.SZ,X300146.SZ,X600060.SH,X000800.SZ,X002294.SZ,X002292.SZ,X000977.SZ,X600839.SH,X000400.SZ,X002456.SZ,X002465.SZ,X000869.SZ,X002007.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0.138834729563136,0,0.127684242079539,0.0510583118138418,0,0,3.46944695195361e-18,0,0.33528245366127,0,0,0,0,0.211046992628893,0,0,0,0,0.0178205571493549,0,0.163429793613864,0,0,-0.111513153679294,0,0,0,0.0389214012102853,0,0,0,0,0.0017903560803422,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.00563767047139536,0,0,0,0,0,0
X600519.SH,0,0,0.0823957706979163,0,0,0,0.145343276552073,0,0,0.116598394468842,0,0,0,0,0,0,0,0,0,0,0,-0.0330363035504569,0,0,0.0688603084784281,0.0690588214320179,0,0,0,0.0889635996362524,0,0.0150357136596606,-0.076806697434436,0,0,0,0,0,0.0181031327638751,-0.00810150458853426,0,0,0,0,0,0,0,0.024537037857881,0,0,0,0,-0.0392786906924638,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.250693727359873,0,0,0.199361480509525,0,0,0.103072448864463,0,0.0238570853280245,0,0,0,0,0.0557058031869087,0,0.0758300395987044,0,0,0.0783413891957819,0.071733549985477,0,0,0,0,0,0,0.0514258550516085,0,0,0,0,0.00951829902386874,3.46944695195361e-18,0.118118609371597,0,0,0,0.00475316828785094,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.259180342837366,0.341632835479524,0,0,0,0,0,0,0.00238779346338327,0,0.026976541616368,0,0,0,0,0,0,0,0.0890771683887343,0,0,0,0,0,0,0,0,0,0.0491663970743262,0,0,0,0,0,0,0,0,0,0,0,0,0.0778934310623308,0,0,0,0,0,0,0,0,0,0.0507929216270346,-0.010917072140611,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.195661805733424,0,0,0,0,0.103395850465371,0,0,0,0,0.00754167718743249,0,0,0,0,0,0.251628870386621,0,0,0,-0.161696490456078,0,0.159306749431119,0.134994606849629,0.0324421950992805,0,-0.0178489936662561,0,0,0,0,0,0,0,0.262602535874878,0,0.0157317817514767,0,0,0.151420815097004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0.113919038023715,0,0,0,0.188042602493804,0,0.0206913902574905,1.73472347597681e-18,0,0,0,0,0,0.13977909286124,0,0,0,-0.138303891283441,0,0,0,0,0,3.46944695195361e-18,0,0.36765939407382,0,0,0,0,0,-0.0342507639003838,0,0.0237497135625226,0,0,0,0,0.177445252734767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532592124124353,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.242961169689708,0,0,0,0,0.286912604486956,0,0,0,0,0,-0.0375802860813471,-0.19325665935469,0,0,0.0833674794085088,0,0,0,0,0.257854070105533,0,0,0,0.0065019980593727,0,0,0,0,0,0,0.0190527830414953,-0.010663294378496,0,0,0,0,0,0,0,0.226358681344569,0,0,0,0,-0.0169496165979835,0,0,0,0,0,0
X000858.SZ,0,0,0.051222743896654,0,0,0,0.0599799680439539,0,0.0623175968239133,0.0235231197227866,0.00843812937863231,0.17132405775551,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0644819975329523,0,0,0,0.0521870022149441,0,0,0,0,0.0546471217953637,0,0,0,0,0.0921495245040932,0,0,-0.033998105873133,0.097918405902191,0,0,0,0.127842020508349,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.208803808980714,0,0,0,0.0878476831350206,0,0.165072500974759,0,0.0544250280580822,0.00653271407507778,0,0,0,0,0,0,0,0,0,0,0,0.0115640325738755,0,0,0.0459892763567825,0,0,0.019063845461213,0,0,0,0.0179810558221134,0,0,0,0,0,0,0,0,0,0,0.270081540950724,0,0,0,0,0,0,0,0,0
X600690.SH,0.207981543762703,0,0.158866313700842,0,0,0,0,0.0305630433649639,0,0,0.158502284913121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172585080161393,0.0170071937444833,0,0,0,0,0,0,0,0,0,0,0,0.0193346700533387,0.0562791609003279,0,0,-0.0267956438238378,0,0,0,0,0,0,0,0,-0.0366082857556531,0,0,0,0,0,0,0
