,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600031.SH,X600703.SH,X000100.SZ,X600372.SH,X000157.SZ,X600271.SH,X600066.SH,X002236.SZ,X000559.SZ,X002292.SZ,X000338.SZ,X600089.SH,X002475.SZ,X600741.SH,X000016.SZ,X002241.SZ,X600839.SH,X000568.SZ,X002465.SZ,X300124.SZ,X600177.SH,X002129.SZ,X000066.SZ,X000800.SZ,X300003.SZ,X600006.SH,X002294.SZ,X000869.SZ,X000547.SZ,X600312.SH,X600435.SH,X600582.SH,X000581.SZ,X600867.SH,X002074.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0156541170761436,0,0,0,0,0.0998904740574746,0.139850067692942,0.0747858249653564,0,0,0,0,0.0711147145165004,0,0,0,0,0.0741733016391706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965718225118706,0,0,0,0,0.023689204618062,0.0314787271348367,0,-0.0543786144615566,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.241831394408612,0.0691216079133255,0.220620644299153,0.0334846206140917,0,0,0,0,0,0,0,0.193713339953093,0,0,0,0,0,0,0.0354735933746576,0,0.124644315040292,0,0,0,0,0,0,0,0,0,-0.0768591141121704,0,0,-0.103537442545065,0,0,0,0.0975242737837962,0,0,0,-0.138405588146906,0.0250512262027296,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305586057017597,0,0,0,0,0,0,0,0,0,0,0,0.16922877833572,0,0,0,0,0,0,4.33680868994202e-19,0.0451108679710023,0,0.0188096222797448,0,0,0,-0.0613229588002611,0,0,0.0404963191029969,0,0,-0.0764174164745631,-0.0251868614054432,0.0647437061354368,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0767808741084241,0,0,0,0,0.0179445413660734,0,0,0,0,0.0199839768409462,0,0,0,0,0,0,0,0,0,0,0,0.119271603963502,0.321414440551064,0,0,0,0,0,0,0,0.0822722508887026,0,0,0,0,0,0,0,0,0.00537514651882089,0.0377773693568551,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0926120774535558,0,0.191069399579446,0,0,0,0,0,0,-8.67361737988404e-19,0,0.265248723897929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00709218481097859,0,0,0,0.0402642065619254,0,0.0209286532243163,0.113025174689419,0,-1.0842021724855e-19,-0.00728517878697,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0324523979144282,0,0,0.077846181713347,0.211734276789842,0,0,0,0,0,0,0,0,0.0199949239425851,0,0,0,0,0,0,0,0,0,0,0,0.0113127082452319,0.281985620245168,0,0,0,0,0,0,-0.0846738438881247,0.175799986694721,0,0,0,0,0,-0.0323168971361148,0,0,0,0,0,0.0087648254493351,-0.0187843397460069,0,0,0,0,0,0
X600276.SH,0,0,0,0.0480452087985418,0,0.0383335653532277,0,0,0,0,0,0.011494123670864,0.281090884199849,0,0.0856439320860792,0,0,0,0.191016843134079,0,0,0,0,0,0,0.0395835562624475,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0197415188736153,0,0,0,0.05243698248867,0,0,0,-0.011647188674863,0,0,-0.0127969297159378,0,0,0,0,0,0,0
X002304.SZ,0,0.265158582837539,0,0,0,0.19017256824043,0,0,0,0,0.0221554335147845,0,0,0,0,0,0,0,0,0,0.01965949958897,0,0,0,0,0,0,0,0,0,0,0.129348230809213,0,0,0,0,0,0.0594677860673436,0,0,0,0,0,0,0,0.12496190093765,0.0050774175471005,0,0,0.0199140826441557,0.0237259656982783,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.169975657519478,0,0,0,0,0,0.088658134354526,0,0,0,0,0,0.276322720274596,0,0.0817695350115295,0,0.000782862852589955,0,0,0,0.00150719837244526,0,0,0,0,0.0544209149317956,0.00981777573154805,2.16840434497101e-19,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,-0.0129886960832826,-0.000556018909930839,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.00844390127531177,0,0,0,0.147611741096816,0,0.19280345955905,0.046182591043558,0,0,0.0148954579791278,0,0,0.0236268660725023,0,0.1080832903372,0,0,0,0.145985695442794,0,0,0,0,0,0.0501229049336347,0,0,0,0,0,0,0.0110226617448952,0,0,0,0,0,0,0,0.00603483837437433,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.416649533684422,0,0,0,0,0,0,0,0,0,0,0.00421091632035182,0,0.0112557603415139,0,0,0,0,0,0,0.177613197827958,0,0.100260740762103,0,0,0,0.10958117605956,0,0,0,0,0,0,0,0,0,0,0.0247933406567096,0,0,0.011008565189724,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288650697450914,0,0,0,0,0,0,0,0,0,0.126713182441534,0,0,0.0887454537358779,0,0.0932991814438199,0,0,0,0,0,0,0.0371400322307761,0,0,0,0,0.451885796178265,0,0,0,0,0,0,0,0.0314200421613225,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.251986883005752,0,0,0.0409124849177006,0.0224008461303123,0.13305709827661,0,0,0,0.163712271405299,0,0,0,0,0,0,0,0.00460424804239128,0,0,0,0,0,0,0,0.044156729098706,0.0225455156066568,0,0,0,0,0,0,0,0,0,0,0,-0.0113709676425718,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.136182341433111,0,0,0,0.109148830734768,0,0,0,0,0,0.0500672366007858,0,0.412926970734792,0,0,0.11832252034821,0,-4.33680868994202e-19,0,0,0.108862763016514,0,0,0,0.00795532981600576,0,0,0,0,0,0.019415752653419,0,0,0,0,0,0,0,0,0,0,0,-0.034004914783075,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.058331672162755,0,0,0,0.0524575390995602,0,0,0,0,0,0,0,0,0.241376799293312,0,0,0.104402690287513,0,0,0,0.119544249042834,0.0452483814742077,0,0.111920027706408,0,0,0.18716751137212,0,0,0,0,0,0,0,0.0889480427006383,0,0,0,-0.0206659778510745,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0.29315520037679,0,0,0,0,0,0.141431267520303,0,0,0.146721256592017,0,0,0,0,-0.0520687360325101,0,0,0,0,0,0.145099680021826,0,0.0715675919206993,0,0.123253379942187,-0.0489908178098648,0.111756346743875,0,0,0.0408869755765043,0,0,0,0,0,0,0,0,-0.00450368505876452,0.016980273223523,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0.0886692886220073,0,0,0,0.0507831235732362,0,0,0.207934876345712,0,0.130162124806578,0,0,0,0,0,0,0,0.0861881196684745,0,0,0.195987814607417,0,0,0,0.155970385080258,0,0,0,0.000774352149770838,0,0.0426718447308079,0,0,0,0,0,0,0,0,0,0,0.0208801549953454,0,0,-0.00564190440636924,0.00953575205434985,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.128073581917642,0,0,0,0,0,0,0.127726273858935,0,0,0,0,0.153949467245135,0,0,0.0751301908492685,-0.0491255625122764,0,0,0,0,0,0.234917165155474,0,0,0,0,0,0,0,0,0,0,0,0.146357470108663,0,0,0,0,0,0,-0.00998419902229244,0.00650201185263275,0,0,0,0,0,0
