,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600276.SH,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X300014.SZ,X003816.SZ,X002241.SZ,X002371.SZ,X002129.SZ,X000063.SZ,X000338.SZ,X000596.SZ,X600703.SH,X002049.SZ,X000625.SZ,X601877.SH,X002179.SZ,X600741.SH,X000100.SZ,X300142.SZ,X600089.SH,X600460.SH,X000661.SZ,X002074.SZ,X002180.SZ,X600702.SH,X000157.SZ,X600522.SH,X002236.SZ,X000733.SZ,X000799.SZ,X600884.SH,X002414.SZ,X002008.SZ,X600584.SH,X600779.SH,X000977.SZ,X002007.SZ,X601799.SH,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.511455351981482,0,0,0.0753162375536127,0,0.0493383499460618,0,0,-0.0118777293449925,0,0,0,0,0,0,0,0,0,0,0,0.0861071587650079,0,0,0,0,0,0,0,0,0.0665615779249681,0,0,0,0.0186687471943901,0.0519980080940458,0,0,0,0,0,-0.0159149759391009,0,0,0,0.039844449228514,0,0,0,0,0,0,-0.0152055121706744,0,0,0,0,0,0
X000858.SZ,0.256159597170581,0,0,0,0.0615100291392162,0.0431846068107984,0.185591987973401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106381452918754,0,0,0,0,0,0,0,-6.66047399247097e-05,0,0,0,0,0.10399441945406,0,-0.0428171282392089,0,0,0.0896242446367957,0,-0.033652367202444,0,0,0,0.101032601776065,0,0,0,0,0.00234010192385401,0,0,0,0,0,0,0
X002415.SZ,0,0.179340183410083,0,0,0,0.0934634434329796,0.0378273678355085,0,0,0,0,0,-0.094027490915727,0,0,0,0,0.113156941407095,0,0,0,0,0,0.0676669608719747,0,0,0,0,0,0,-0.138775817774608,0,0,0,0,-0.154734436988862,0,0,0,0,0,0.0630125675776058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X600809.SH,0,0,0,0,0.368220177476202,0,0.0567169430586513,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.419952365242985,0,0,0.0492844545740343,0,0,-0.0329850896071791,0,0,-0.0430354661057632,0,0,0,-0.0359737830618641,0,-1.38777878078145e-17,0,0,0,0,0.17628151555719,0,0.059285409868398,0,0,0.0898489635121866,0,0,0,0,0.0587066521854267,0.037349952600949,0,0,0,0,0.0451518076353539,0,0
X000568.SZ,0.530676848828513,0,0,0,0,0.0405447431964963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213489400189409,0,0,0,0,0,0,0,0.059470215451325,-0.0332191029827099,0,0.0761787670574021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030671660390642,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0113024042431294,0,0,0,0,0,0,0,0,0.289298747268988,0.237855001954286,0,0,0,0,0,0.0130091238124205,0,0,0,0,0,0,0,0,0,-0.0959872559670714,0,0,-0.205988206631974,0.0896369777171062,0,0,0,-0.0351935157705437,0,0,0,0,0,0.0441089707414813,0.248123287192621,0,0,-0.0492486386904349,0,0,0,0,-0.0395066082025029,0,0
X002304.SZ,0,0.115665106352434,0.0696645422735946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112610616068485,0,0,0,0.202331474489958,0,0.0835821482097644,0.0441686512093501,0,0,0.013975165236713,0,0,0,0,-0.0446927864706838,0,0,0,0,-0.00959210843407176,0,0,0,0,0,-0.077603737320126,0,0,0,0,0,0,0,0,0.00788847357758395,0,0,0,0,0,0
X600276.SH,0,1.73472347597681e-18,0,0,0,0.124647692461454,0,0,0.280075165326202,0,0,0,0,-1.73472347597681e-18,-0.216963739180079,0,0,0,0,0.0640916483272557,-0.0144206667000689,0,0,0,0,0,-0.125274568478669,0,0,0,0,0,0.0798442903782268,-0.0356128597963623,0.0743057938137271,0,0,0.0549153758217348,0,0,0,0,0,0,0,0,0,0.080186109903168,0,0,0,-0.0288617292159179,0,0,0,0,-0.0134054541779803,0,0
X600690.SH,0,0.0440845622134729,0,0,0,0,0,0.0857369098636954,0,0,0,0,0.0390743329579938,0,0,0,0,0,0,0,0.298466720438898,0.089416101600774,0,0,0,0,0,0,0,0,0,0,0,0.163464099563553,-0.00143996910233667,0.0498959081538309,0,0.0889361166642642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.071920483549058,0,0,0,0.0296950772872461,0,0,0,0.10103567090537,0.174904510079706,-0.0862586447086463,0,0,0,0,0,0,0.00227039725780445,0,0,0,-0.0118195828634943,-0.0827019461797526,0,0,0,0,0.0939599566727692,0,0,0,0,0,-0.0291820927334262,0,0,0,0,0,0,0,0,0.0521731704618217,0,0,0,0,0,-0.00882149944340732,0,0,0,0.0146024953721559,0,0
