,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X600104.SH,X003816.SZ,X000568.SZ,X300124.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002463.SZ,X600584.SH,X000977.SZ,X600089.SH,X600703.SH,X600372.SH,X000157.SZ,X002028.SZ,X000066.SZ,X002049.SZ,X002236.SZ,X600183.SH,X600522.SH,X600741.SH,X600066.SH,X600839.SH,X601877.SH,X002456.SZ,X600460.SH,X002156.SZ,X600487.SH,X000661.SZ,X000800.SZ,X002129.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.203146512052904,0,0,0,0,0.138038712929501,-0.0189677024385272,0,0,0,0,0,0,0,0,0,0.260040667332614,0,0,0,0,0,0,0.00828146122248535,0,0,0,0,0,0,0,0,0.00291894459907215,0,0,0,0,0,-0.0271633145458639,0,0,-0.0159056557959784,-0.0023338494737566,0,0,0,0,0,0,0,0,-0.0391508694580348,0,0,0,-0.064865785274476,0,0
X000858.SZ,0.491145695167651,0,0,0,0,0,0.0548856296396313,0,0,0.0981987745286436,0,0.152124694556565,0,0,0,0,0,0.031650905998508,0,0.0017911642382786,0.142857675112381,0,0,0,0,-0.0514934605754614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858639119580383,0.0446866404042244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000708967398909113,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.234690968674938,0,0,0,0,0.0465605623796383,0,0.0292249437210296,0.112067955205287,0,0,0,0,0,0,0,0,0,0,0,0,0.038769199588406,0,0,0,0,0.0162761131723408,0,0.206410555709677,0,0,0,0,0,0,0,0,0,0,0,0.102175390537494,-0.135899006712623,0,0,0,-0.162172288920226,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00947720197650658,0,0.0376939882861978,0,0.390371955863736,0,0.115170683620705,0,0.0860803612242391,0,0,0,0,0,0,0,-0.0147626979750595,0,0,0.172584196047981,0,0,0,0.0652387619397504,0,0,-0.00786465550989767,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0
X002415.SZ,0,0,0,0,0,0.0739944352019947,0.130058378732484,0,0,0,0,0,0,0,0.00168852188650618,0.0176906281839801,0,0,0,0.253082215045407,0,0,0,0,0,0.0274528990457841,0,0,0,0,0,0,0,0.0378556841091662,0,0,0.0971329669859986,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0144057044589336,0,0,0,0,-0.0529468255056391,0,0
X600690.SH,0,0,0,0.0504046877556495,0,0,0.115311181352366,0.338001532135685,0,0,0,0,0,0,0,0.113306444063856,0,0,0,0,0,0,0,0,0,0.00702971861150032,0,0,0,0,0,0,0,-0.0182754592498508,0,0,0,0,0,0,0,0,0.0759053775877677,0,0,0,0,0,-0.00401851387981984,-0.0407092219598291,0,-0.0202282197997842,0,0,0,0,0.037937057031844,0,0
X600809.SH,0,0.100588767183992,0,0,0,0,0,0,0,0,0,0.460911778106201,0,0,0,0,0,0,0,0,0.379837226434399,0.00132444864745958,0,0,0,0,0,0,0,0,0,0,0,-0.0105008859887171,0,0,0,0,0,-0.041216090562253,0,0,0,0,0,0,0,0,0,0,0,0.0216111877680973,0,0,-0.0327527361614395,0,0.00931392002301422,0,0
X000651.SZ,0,0,0,0.0113298796754645,0,0.335778040829953,0,0,0,0.00652221878362335,0.047523481668048,0,0,0,0,0,0,0.185772843708227,0,0,0,0,0,0.0358135424220811,-0.0686461971337376,0,-0.00255679021408892,0,0,0,0,0,0,-0.00242259014819391,0,0,0,0,0,0.196426947047434,0,-0.0587239209396995,0,-0.0178841614742415,-0.000914032919093687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,-0.0392560429797138,-0.0669079191297296,0,0.405056854778658,0,0,0,0,0,0,0.0582479688499898,0,0,0,0,0,0,0,0.112940586093548,0,0,0,0,0,0,0.00286790986462963,0,0,0,0,0,0.00500737343388544,0,0,0,0.170094076479811,0,0,0,0,0,0,0.0682449114633558,-0.0620314486106417,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.154283019190213,0,0,0,0.145800838938108,0.28043175907314,0,0,0,0,0,0,0,0,0,0,0,0,0.52953643435261,-0.031507100586951,0,0,0,0,0,0,0,-0.166846562470219,-0.174859934013415,0,0,0,0.516034437050802,0,0,0,0,-0.178210504370676,0,0,0,0,0,0,0,0,0,0,0,0,0.0413097085238807,0,0
