,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X002304.SZ,X600031.SH,X003816.SZ,X000661.SZ,X000725.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X002371.SZ,X002007.SZ,X000596.SZ,X002241.SZ,X000100.SZ,X300142.SZ,X300003.SZ,X600741.SH,X600183.SH,X300014.SZ,X300124.SZ,X000977.SZ,X601877.SH,X000157.SZ,X000800.SZ,X002129.SZ,X000625.SZ,X600584.SH,X002236.SZ,X002049.SZ,X002414.SZ,X002463.SZ,X000066.SZ,X002456.SZ,X300136.SZ,X002179.SZ,X600118.SH,X600522.SH,X002185.SZ,X600867.SH,X600498.SH,X000021.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.208965079537971,0.067675454499885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175986333162077,0,0,0,0.0103116724412362,0,0,0,0,0,0,0,0,0,0.0609556044555365,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150846042359189,0,0.0229854135479748,0.00463955112245591,-0.00770960522693606,0,0,0,0,0,0
X000858.SZ,0.131377348972661,0,0.00648160737892108,0,0,0,0.065910240986904,0,0,-1.73472347597681e-18,0,0.022036490661377,0,0.317709811617666,0.34823058424794,0,0,0,0,0.00410667825652481,0,0.100093562123057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101793819292321,0,-1.35525271560688e-20,0.00868404559605646,0,0,0,0,0,0
X600276.SH,0,0.075581556679091,0,0,0,0,0.0698343201922694,0,0,0,0,0.234891873045594,0,0,0.0371528427353485,0,0,0,0.00142065090270179,0,0,0,0,0,0,0,0,0,0.176220415315281,0.0251879865042883,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.11418830757304,0,0,0,0,-0.0747774580988907,0,0,0,0,0,-0.0206657967940532,0,0,0,0,0,0,0
X000651.SZ,0,0.128414475606531,0,0,0,0.0143642931543582,0,-0.0140710421675519,0,0,0,0,0,8.67361737988404e-19,0.0803692363438373,0.404470115864934,0,0,0,0,0.0286133838164984,0,0,0,0,0,0,0.0273771957730723,0,0.00948250057131278,0,0,0,0,0,0,0,0.0215603237946336,0,0,0,-0.0361003111374205,0,0,0,0,0,0,0,0,0.0991554728396426,0.0108254381231228,0.0538601670909136,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0861726144273488,0,0,0,-0.0430099087753104,0,0,0,0,0,0.110961772143305,0,0,0,0,0.0238949750694434,0,0,0,0,0,0,0,0,0.0275740200036171,0,-0.0126919049095549,0,0,0,0,0.362467996845391,0.169583395130504,-0.0496049002890127,0,0,0,0,0,0.0488218969232714,-0.107067043846694,0,0,0.187082054283093,0,0,0.0140131826925111,0.0560791463774464,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151697788995865,0.0978922429469901,0.0526164159840227,0,0,0,0.233305692668776,0.141077599547888,0,0,0,0,0,0.128983940986606,0,0,0,0.114060279557317,0,0,0,0,0,0,0.0567906473648683,0,0,0,0,0,0,0.00507312374943876,-0.0507082017326494,0,0,0,0,0,0
X600104.SH,0,0.0273298093428897,0,0,0,0,0,0,0,0,0,0.0317054056417318,0,0,0,0,0,0,0,0,0.0864995750563086,0,0,0,0.128444123809398,0.368353990464518,0,0,0,0.151435406303326,0,0,0.0547435281908431,0,0.0115194259402355,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,-0.0631952341254735,0,0,0.0170914713980457,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0512441969058682,0,0,0,0,0,0,0.36639300264741,0,0,0,0,0,0,0,0.131699257938292,0,0,-0.114415275206433,0.0406399263368824,0,0,0,0.228720884887422,0,0,-0.192077887101434,0,0,0.379527905654613,-0.0103095271330415,0,0.0265171025695578,0,0,0,0,0,0,0
X002304.SZ,0,0.133662403094132,0,0,0,0.0946814416741505,0,0,0,0.0128137933896267,0,0,0,0,0,0.216935076683627,0.181222366024177,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302385525783769,0,0,0,0.0781447347632729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.134470280822618,0,0,0.0648725789295907,0,0,0,0,0,0.115848852464837,0,0.287884987313795,0,0,0,0,0,0,0,0,0.0786498261094065,0,0,0,0,0,0.0230209309618113,0,-0.0142226176041178,0,0,0,0,0,0,0,0,0,0,0.0645132831188033,0,0,0,0,0,0,0,0.022597847417101,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00597722719061976,0,0,0.0227268838299931,-0.0246361624732741,0,0,0,0,0,0,0,0,0.00665748165967336,0,0,0,0,0,0,0,0.0321635198462252,0,0,0.0131881441449482,0,0.135865619694706,0.0138027895496545,0,0,0,0,0,0,0,0,-0.0432297541295602,-0.00674964290703174,-0.0735576450811305,0,0,0,0,0,0
X000661.SZ,0,0,0.0116933025233816,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.169323856424666,0,0,0,0,0.101681975046372,0.0116579413238936,0,0,0,0,0,0,0,0,0.209258334312969,0,0,0,0.00568337163224151,0,0,0,0,0,0.062154273127111,0,0,0,0,0,0,0.036202984916199,0.00605299236136302,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.0870441385229548,0,0,0,0,0,0,0,0,0,0.0170643785717968,0.0160943397276038,0,0,0.0303746300341313,0,0,0.538550191114943,0,0.0472711726923712,0.154962528956438,0,0,0,0,0,0,0,0,0,0,0.0450206542687765,0,0,0,0,0,0,0,0.0475949248915863,0,0,0,0,0,-0.00488674224664622,0,-0.007612460744048,0,0,0,0,0,0
X000568.SZ,0,0.462399311736193,0,0,0.00548103660216492,0,0,0,0.0837089375018632,0,0,0,0,0,0.299091333251988,0,0,0.0135740193623537,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.072711059251012,0,0.0487273376315616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02104405036125,0,0,-0.0180700072678592,0,0,0,0,0,0,0
X600809.SH,0,0,0.116424653402958,0,0,0,0,0,0,0.00659692382048646,0,0,0,0.898243725258286,0,0,0,0,0.0413584021525898,0,0,0,0,0,0,0.0253830176410766,0,0,0,0,0,0,0,0,0,0,0,0,-0.0850180414449736,0,0,0,0,0,-0.00524155533324344,0,0.0470213479482451,0,-0.11162649391277,0,0,0,-0.0206479561838751,0,0,0,0,0,0
X600690.SH,0,0,0,0.273395446017691,0.0177643247835474,0.0116584688781357,0,0,0,0,0,0,0,0.0518535271943443,0,0,0,0,0,0,0,0,0,0.0725462679102654,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0845360137451095,0,0,0,0,0,0,0.071456724118597,0,0,0,0,0,0,0.00285168007784293,-0.0136209714562509,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.20978960217682,0,0,0,0,0,0,0,0,0,0,0,0.0802834440252369,0,0.00186611957832975,0,0,0,0,0,0,0,0,0,0,0,0,0.146467680266303,0,0.0153292415626484,0,0.0119788119600726,0.0812239165215738,0,0,0,0,0,0.021553275791081,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176142922336677,0,0,0,0,0.107649007660833,0,0,8.67361737988404e-19,0.14384946842417,0,0,0,0,0,0,0,0,0,0,0.274868943050302,0,0.275126227372769,0,0,0.132944100326218,0,0,0.0155088426560786,0,0,0,0,0,0,0,0,0,-0.0063469035440848,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.131713477768634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935468178075391,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.0619392155017119,1.38777878078145e-17,0,0.462427891863586,0,0,0,0,0,0,0.168653073207262,0,0,0,0.105303521698887,0,-0.0743499570648806,0,-0.214002749818139,0.0125197004930778,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,-0.010862088013061,0,0.145963898359755,0,0,0,0,0,0,-0.186755792618607,0,0,0,0,0.0639611816224252,0.197047250792535,0,0,0,0,0.0712833573921145,0,0,-0.290064964222493,0.0952577387347354,0,0,0,0.20655287776797,0,0,0,0,0,0,0,0,0,0,0,0,0.0999922419401895,-0.0156946115736168,0,0,0,0,0,0,0
X000596.SZ,0,0.147778252778527,0,0.26052427886443,0,0,0.109872053548534,0,0,0,0,0,0,0.284762940164563,0.0747000235724101,0.0109616512524093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0348336115687861,0,0.0517271972421111,0,0,0,0,0,0,0,0,0,0.0605759727072195,0,0,0.0123425901114391,0,0,-0.00123731063136682,0,0.0130776354397463,0.0140809122645177,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.0625336561651469,0,0,0,0,0,0,0,0,0,0,0,0.0518141316226099,0,0,0,0,0.162687543719528,0,0,0,0.011209826376561,0.315755908545478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147772942885517,0.220445503361323,0,0,0,0,0,0,0.0183891958794768,0,-0.0156931048261709,0.0190255089276455,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.341606775771104,0,0,0,0,0.0537552619486515,0,0,0,0.17660030331419,0,0,0,0.0931986378391855,0,0.0215132726769346,0,0,0,0,0,0,0.0735113410159167,0.0133898362991164,0,0,0,0,0,0.0393900903090221,0,0,0,0,0.0906092207115686,0,0.00903268417161707,0.00722419166645308,0,0.0214226081896064,-0.0014193010673477,0,0,0,0,0,0
X300142.SZ,0,0.0481215354070967,0,0,0,0,0,0,0.399303935404606,0,0,0,0,1.38777878078145e-17,0,0.0411417638370366,0,0,0,0.157489171196656,0,0,0,0,0,0,0,0,0.148327277034883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590991268300212,-0.0266989438937519,0,0.0640564238736528,0,0,-0.0292106351004664,-0.018805361245544,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0.0986818800227932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360191143083146,0,0,0,-0.182489564172004,0,-0.275152256835634,0,0,0,0.264177485552029,0.200418714214517,0,0,-0.123318592327204,0,0,0,0,0,0,0,-0.12861994216691,0,0,0,0,0,0.28485813736383,-0.106686844683175,0.0265699693707109,0.0421808425320367,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.309991253464336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800860186018502,0.0660583963288872,0,0,0,0,0,0.106791166643567,0,0,0,0,0,0,0,0,0.275989064022571,0,0,0,0,0,0,0,1.73472347597681e-18,0.0838159555786537,0,0.0286127505558809,0,0,0,-0.022273422588262,-0.0365933912895109,0,0,0,0,0,0
X600183.SH,0,0,0,0,0,0.129747398780201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00756363361669737,0.0583090648483308,0,0,0,0,0,0.0688476414779858,0,0,0,0,0,0.0145743474239122,0,0.183658458400796,0,0,0,0.455127216584465,-0.0792199849616376,0,0,0,0,0,0.0252719855678889,0,0,0.0338412346752025,0,-0.00331278438919084,-0.00242425707817337,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0.0494201741642325,0,0.132003189801939,0,0,0,0,0,0,0,0,0,0,0.133195662285448,0,0,0.0945336978326944,0.132017996413735,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0316273059587428,-4.33680868994202e-19,0,0.195164474293016,0,0,0,0.0593987119719301,0,0,0,0.0541187683354314,0.10725804257401,0,0,0,0,0,0.0448384542003185,0,0,0,0,0,0
X300124.SZ,0,0.0347235502104268,0,0,0,0.224067579401545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068068633592172,0,0.0403941963312556,0,0,0,0,0,0,0,0,0,-0.0122210088832632,-0.0781016630408014,0,0,0,0,0,0.128014337115528,0,0.176229527769846,0,0,0,0,0,0.0546212401808508,2.16840434497101e-19,0.00752442506057273,0.00948187847065677,-0.0329274086723332,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0.515343197256769,0,0,0,0,0,0,0,0,0,0,0,0,0.256216694789372,0,0.0285632206744639,0,0.0767840258569624,0,0,0,-6.93889390390723e-18,0,0,0,-0.0587222868232117,0,0,0,0.384715380495642,0,0.119099123454207,-0.174144406078151,0,0,0,0,0,-0.0880827295719176,0,0,0,0,0,-0.174034257844236,0.0212572847254122,0.0421604504300712,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122669161937774,0,0,0,0,0.094541565119829,0,0,0,0.086239919896008,0,0,0,0,0,0.2348825910854,0,0,0,0,0,0,0,0,0,0.136280241372191,0,0,0.00540091336136614,0,-0.0208646974805448,0.0756289469778577,0,0,0,0.00457009275690344,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,3.46944695195361e-18,0.0282195488877067,0,0,0.214833011067384,0,0,0,0,0,0,0,0,0,0,0,0.0283350175170144,0,0,0.201528688188784,0,0,0,0,0,0,0,0,0,0.0202986532856607,0,0,0.141439195233057,0,0,0,0,0,0,0,0.073946644057443,0,0,0,0.0205130114841043,0,0.0155730467177421,0.00955838082735897,0,0,0,0,0,0
X000800.SZ,0,0,0,0,0,-0.0273028377371267,0,0,0,0,0,0,0,0.108701981623009,0,0.0759118063332683,0,0,0,0,0,0,0,0,0.0549245614614743,-0.0321330366095042,0,0,0,0.0233584559050588,0,0,0,0,0,0.0918513796967687,0,0,0,0,0,0.169242452887645,0,0,0,0,0,0.122483171051153,0,0,0,-0.00071414322640376,0,0,0,0,0,0,0
X002129.SZ,0,0,0.101256797114988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302720709341751,0.00983573418654717,-0.110236944635779,0,0.0992008391306692,0.250158895299738,0,0,0.0753135326292277,0,0,0.0289750188650303,0,0,0,0,0,-0.0492087595996168,0,0,0.106552588457605,0,0,0,0,0,0,0,0,0.230658198665132,0,-0.111729153493521,0,0,0,0.0367620999441691,0,0,0,0,0,0
