,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600066.SH,X002241.SZ,X000100.SZ,X002236.SZ,X600118.SH,X600271.SH,X002456.SZ,X601877.SH,X600177.SH,X000157.SZ,X600372.SH,X300124.SZ,X002085.SZ,X002007.SZ,X600089.SH,X000981.SZ,X002294.SZ,X300003.SZ,X600699.SH,X600522.SH,X600867.SH,X002508.SZ,X000559.SZ,X002180.SZ,X000066.SZ,X002292.SZ,X600498.SH,X002074.SZ,X002426.SZ,X300136.SZ,X000623.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0697660184476089,0,0,0.0556339371625997,0,0.0937123740561839,0,0,0,0,0,0.0292956643292132,0.0117112391447668,0,0,0,0,0.194775251834225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455382158857448,0,0,0,-0.00313965435992667,0.00206679737607847,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,-0.0593196937958333,0,0,0,0,0,-0.0135510613904433,0.761205298160415,0,0,0,0,0,0,0,0,0,0.125609128498579,0,0,-0.0502635879201968,0,0,0,0,0,0,0,0,-0.0378034597115487,0,0,0,0,0,-0.0793837022581758,-0.0306732852967289,0,-0.0824736977487898,0,-0.130529059542909,0,0,-0.0743254739144418,0,0.00170338244153483,0.0391133579031088,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0529227585410432,0,0,0,0.10389552183084,0,0,0,0,0,0,0,0,0,0,0,0.203802848387877,0,0,0,0,-0.19544894499128,0,0.0576432012704761,0.0787834578216914,0,0,0,0,0,0,0.323042345918941,-0.0148993319865784,-0.138520056059773,0,-0.00579938158609846,0,0,-0.0754596107246477,-0.0093646991962413,0.00467172597517044,0,0,0,0,0,0
X000651.SZ,0,0.0223968672199025,0.0405391563358452,0,0,-0.155815875442872,0,0,0,0.5484771921618,0.887638932154043,0,0,0,0,0,-0.13084544368705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248734497205909,0,0,0.0776221104668058,0,-0.0415462046140034,0,0.259001226239052,0,0,0.0134213826307366,0.0210300671471062,-0.0367894319726053,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.156904706117201,0,0,0.0333840693656821,0.00318587181420389,0,0.114132780191642,0,0,0,0,0,0,0,0,0,0.208289214693243,0,0,0,0,0,0,0,-0.063512106810628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100170783752435,0,0,0,0,0.00593076293806205,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0694970923073036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411666821704078,0,0,0,0,0,-0.0319189171198558,0,0,0,0,0,0,0,0.0404487472739185,0,0.139599148034188,-0.066355719091282,0.0213202960697857,-0.00948807198295343,0,0,0,0,0,0
X000725.SZ,0,0,0,0.148233738147981,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.119787991394991,0,-0.15486007140452,0,0,0.259182480702864,0,0,0,0,0,0,0.117253672152152,0,0,0,0,0,0,0,0,-0.0453888550534419,0,0,0,0,0,-0.0891055997947155,0.0609004047166958,0,0,0,0,0.0145242778395349,0,0,0.0266772094047192,-0.0459623952249959,0,0,0,-0.0215237077821912,0,0
X002304.SZ,0,0.110875567794898,0,-8.67361737988404e-19,0,0,0,0,0,0.114677305947699,0,0,0,0.23616673634592,0,0,0,0,0.0503366378173096,0,0,0,0,0.0600008167449909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341800328867848,0,0,0,0.0139960284924399,0,0,0,-0.139723314024706,0.0174600280441779,-0.00633221407758965,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0867911825727803,0,0,0,0,0,0.0403813934936573,0,0,0.135217230780068,0.393005341588296,0,0,0,0,0,0,0,2.16840434497101e-19,0,-0.00908667797789559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00477636441346685,0,0,0,-0.00159730386207722,0,0,0,0,0,0
X000063.SZ,0.129029370996569,0,0,0.214502827466828,0,0,0,0,0,0,0,0,0,0,0,0.113025829655621,0,0,0,0,0,-0.160956730397731,-0.281584219628286,0,0.00489446676804229,0,0,2.77555756156289e-17,0,0,0,0,0,0,0.130043508916599,0.0533366919965707,0,0,0,0,0,0,0,0,0.00523833504956578,0.123266998542303,-0.0748371667339534,0,0,0,0,0.00577368105910031,0,0,0,0,0,0
