,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600031.SH,X600809.SH,X600690.SH,X002304.SZ,X600104.SH,X002475.SZ,X000725.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300124.SZ,X000063.SZ,X300014.SZ,X000100.SZ,X600703.SH,X000157.SZ,X000596.SZ,X002241.SZ,X002129.SZ,X600741.SH,X000625.SZ,X601877.SH,X002179.SZ,X002007.SZ,X300142.SZ,X002371.SZ,X002236.SZ,X002049.SZ,X002414.SZ,X600584.SH,X600183.SH,X000800.SZ,X300003.SZ,X601799.SH,X002074.SZ,X000799.SZ,X000066.SZ,X300146.SZ,X002008.SZ,X000977.SZ,X600089.SH,X002294.SZ,X600707.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.199572688615521,0,0,0,0.100878208522409,0.123225115296698,0.0418724766172478,0.0422103967935147,0.0573043283250211,0,0,0,0,0,0,0,0,0,0,0,0.0155310790790941,0,0,0,0,0,0,0,0,0,-0.182618737886348,0.0262342413806049,0,0,0,0,0,0.0545698699761364,2.57923912280397e-05,0,0.101643606715717,0,0,0,0,0,0,-0.00856494522065806,-0.0192306665331613,0,0,-0.00899737601063042,0,0,0,0,0,0
X000858.SZ,0.00217491453363272,0,0,0,0,0.367025207808344,0,0.164691311504413,0,0.105747217198716,0,0,0,0,0,0,0,0,0,0,0,0.0415366882812068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902643635397074,0,0,0,0,0,0,0.00804912198231563,0,0,-0.00979332300430879,-0.0108105283761668,0,0,0,-0.0395758086352624,0,0
X002415.SZ,0,0,0,0,0,0.0241903998191074,0,0,0,0.138648162040792,0,0.1411726043386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585335628190781,0.140937117517856,0,0,0.415752603289593,0,0,0,0,0,0,0,0,0.0269118228899645,0,0,0,-0.0313024088707124,0,0,-0.0202293768387812,-0.0934487007367421,0,0.016885254224162,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0172053798110971,0,0,0,0,0,0,0,0,0,0,0.0458766029117287,0,0,-0.0107019237264595,0,0.037830591273935,0,0,0,0,0.00943830838762568,0,0.166644159987202,0,0,0,0,0,0,0,0,0,0,0.105624203314444,0,0,0,-0.163814039871822,3.46944695195361e-18,0,0,0.131271669444798,0,0,0,0.00250518526449623,0.0112079594613067,0,0,0,-0.0481895101740244,0,0
X000651.SZ,0,0,0,0,0,0,-0.0462692334950187,0.0470937603546308,0.167377072667187,0.156030072157201,0,0,0,0,0,0,0.0469752190298197,0,0,0.0827367697775583,0,0,0,0,0.0600801361718533,0,0,0,0,0,0,0,0,0,0,0,-0.0461667870892885,0,0,-0.09951978316471,0,0,0,0,0,0,0,-0.0146734498980578,0.0176559415229733,0,-0.0181001497831114,-0.0521466029936043,0.0396652660813936,0,0,0,0,0,0
X000568.SZ,0,0.605400751150223,0.00551098155961676,0,0,0,0,0,0,0.0419210163612639,0,0,0,0,0,0,0,0,0,0,-0.0626347568179295,0,0.0436765957611113,0,0,0,0,0,0,0.0785810641069346,0,0,0,0,0,0,0,0,0,0,0,0.297413609923638,0,0,0,-0.0566467027276962,0,0,0,0,0.00422601266403414,0,-0.0319732018517409,0,0,0,0,0,0
X600031.SH,0,0,0.159424930441167,0,0,0,0,0.266818767311061,0,0,0,0,0,0,0,0,0.0503814618109347,0,0,0,0.143054103602337,0.180307604437922,0,0,0.0332198332826653,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.00514425688535685,0,0,0,0,0,0,0,0,0,0,-0.0287599119559728,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.332268258719913,0,0,0,0,0,0,0.0825347443153998,0,0,0.0589454346922288,0,0,0,0,0,0.262101452803449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356942498214571,0,0.165436682659631,0,-0.0183910857859855,0,0,0,0,0,0,0,0,-0.0598465312818098,0,0,0,0,0,0
X600690.SH,0,-3.46944695195361e-18,0.225482024620535,0,0,0.0206301707680479,0,0.283218983411331,0,0.0321498265860031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0687872565935725,0.183582988380293,0,0,0.0627458018411354,0,0,0,0,0,0,0,0,0,0,0,0,0.0380801064431647,0,0,0,0,0,0,0,0,0,0.0081120833656479,0,0,0,0,-0.0722563443531652,0,0
X002304.SZ,0,0.335399929864755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719744543930683,0,0,0,0.0197041338961631,0,0,0,0,0,0,0,0,0,0,0,0.0180748093912092,0,0,0,0,0,0,0,0.179637632349536,0.103218689580848,0,0,0,0,0,0,0,0,0,-0.0308612623215904,0,0,0,0,-0.107864434248173,0,0
