,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000625.SZ,X300124.SZ,X002371.SZ,X000725.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X000977.SZ,X002236.SZ,X600703.SH,X002463.SZ,X600372.SH,X002049.SZ,X002241.SZ,X600741.SH,X600584.SH,X000661.SZ,X600522.SH,X002129.SZ,X002028.SZ,X600066.SH,X601877.SH,X000800.SZ,X000921.SZ,X600183.SH,X601799.SH,X002007.SZ,X002074.SZ,X600418.SH,X002085.SZ,X600566.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.172899757421821,0.13445909466986,0.0401853137721818,0,0,0.130592308044259,0,0,0,0,0,0,0,0,0.123379179867347,0,0,0,0.037173137718682,0,0,0,-0.0827415991791555,0,0,0,0,0,0,0,0.0731315152741964,0,0,0,0,0,0,0,0,0.0119476709935419,0,0,0,0,0,0,0,0,-0.0117718409231798,0.0136162456840559,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0559944091439795,0,0.250340963522593,0,0,0,0,0,0,0,0,0,0.110273692198436,0,0,0.0710978931879499,0,0,0,0,0,0,0,0,0,0,0,0.00871679082579973,0,0,0.0655537175306232,0,0,0.0361839459668834,0,-0.0107496254899955,0,0,0,0,0,0,0,0,0.0260437315875897,0,0,0,-0.010037984004555,-0.033299545426719,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0075338737020654,0,0,0,0,0,0.186877660595216,0.0951081699238184,0.0512639992208502,0,0,0,0,0,0,0,0,-0.0756985402523703,0.0741006236076201,0,0,0.136561781123166,0,2.16840434497101e-19,0,0,0,0,0,0,-0.00420858834264499,0,0,-0.00562589832594918,0,0.0756992718241268,-0.00977100102574782,0.00426151747535595,0,0,0,0,0,0,0,0,-0.0204944171059404,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.0154934954224593,0,0,0,0.237734500774512,0,0,0.322836894340162,0,0.142136643225368,0,0,0,0.194112885500226,0,0.00876433853077528,0,0,0,0,0,0.0577839604681105,0,0,0,0,0,0,0,0,0,0,0,0,-0.122829137675097,0.0571949710788561,0,0,0,0.0181954553114839,0,0,0,-0.0259287268392194,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095932042870176,0,0,0.299351389989126,0,0,0,0.216709295944236,0.253829344794559,0.00108490841640825,0,0,0,0,0,0,0,0.0907156338368255,0,0,0,-0.0530762961095689,0.0744558307117474,0,-0.0743409649660635,-0.0165026308720716,0,0,0,0,0,0,0
X000568.SZ,0,0.637455579874228,0,0,0,0,0,0,-0.0302133076834959,0,0,0,0,0,0,0.010227613410248,0,0,0,0,0.183637796531889,0.0268744332157266,0,-0.0490289206581319,0,0,0.0280910714456374,0,-0.0377111236527011,0,0,0,0,0,0,0,0.0846246293168049,0,0,0,0,-0.0406009538970486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0697056885017188,0,0,0,0,0,0,0,0.0927005675981138,0.0770648906997954,0,0,0,0,0,0,0.0153676920192246,0,0,0,0,-0.0741335621519823,0,0,0,0,0.00966920904791149,0,0,0.0451944702105461,0,0,0,0,0.20012039786309,0,0,0,0.067088210232075,0,-0.0697476447691386,0,0,0,-0.0139384581182577,0,-0.0100016784122259,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.147100043270565,0,0,0.0875947753230831,0,0,0,0,0.140554018122176,0,0,0.0649634891554612,0,0,0,0,0,0,0,-0.00540775753474964,-0.0616458853377454,0,0,0.0442760501578402,0,-0.0903459032189095,0.0255103085570836,0,0,0,0,0,0.113412391073026,0,0,0,0,0,-0.0762333235323317,0,0,0,-0.0187001474133619,0.0150239849957246,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.110055920395654,0,0,0,0,0,0,0.0243739642791294,0,0,0,0,0,0,0,0,0,0.0230497566486322,0,0.246258506730296,-0.152820429730459,-0.126558379445267,0,0,0,0,0,0.466784318526423,0,0.0147792604217268,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0536694754830353,0,0,0,-0.0177571028881965,0,-0.190202856017316,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.157427821259165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705277289308287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310896787591009,0,0,0,0.180287068861981,-0.0714904836983342,-0.0242780458507436,0.265909397923701,0,0,-0.0331598862251494,-0.0607970488536947,0,0,0,0,0,0
X600104.SH,0,0.00166927023828597,0.00342526949460578,0.0375919575667512,0,0,0,0,0.0175357936958739,0,0,0,0,0.0505611121923479,0,0,0,0,0.0145920223262881,0,0,0.0272333218554543,0,0,0,0,0,0,0,0,0.023441508534375,0,0,0.0606498758333816,0,0,0,0,-0.0247739354212111,0,0,0.00707625430135534,0,0,0,0.000919044161701104,0,0.00566125508876773,0.0637814253063149,0,0,-0.00503451560707325,0,0,0,0,0,0,0
X000625.SZ,0.0581277446072313,0,0,0,0.245225947608775,0,0,0,0,0,0,0,0.0193604056903625,0,0,0,0.0558434935997792,0,0,0,0,0.0855723595146088,0,0,0,0,0,0,0,0,0,0.0898957138150602,0,0,0,0,0,0,0,0,0,0,0.0720465156738267,0,0,0,0.469658412926463,0,0.0778025305489819,0,0,0,-0.0427171124471228,0,0,0,0,0,0
X300124.SZ,0,0,0.0426871941441684,0,-0.123553686739863,0,0,0,0,0,0,0,0,0,0.0944185283306348,0,0.181981108311795,0,0,0,0.261014200291696,0,0,0.0606281882884576,0,0,0,0,0.146989618081985,0,0,0.0992909171414237,0,0,0,0,0,0,-0.0923652379606492,0,0,-0.0560565807458761,0,0.0956619888549654,0,0,0,-0.0231257840323594,0.149090233247536,0,0,0,-0.0433950999449826,0,0,0,0,0,0
X002371.SZ,0,0.135162055880453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288780007751884,0.0228562904167077,0,0,0,0,0,0,0,0,0,-0.0506562564496775,0,0,0,0.0679351581884826,0,0,0.223485627572459,0.00232317416812465,0,0,0,0.0351580302640165,0,0,0,-0.107197483577046,0,0,0.0459804572579134,0,0,0,0.0320841158008713,0,0,0,0,0,0
X000725.SZ,0,0,0.203839549051308,0,0,0,0,0,-0.0388042124100046,0.0343726672837259,0,0,0,0,0,0,0,0,0,0,0.245286506377992,0,0,0.163208346368705,0,0.0970103062459701,0.0173979815750033,0.164441007567425,-0.150795571466434,0,0,0,0,0,0,0,0,0.00520899439855294,0.073519067651987,0,0,-0.0211297180896706,0,0,0,0,0,0.0042679347341695,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.369630400457575,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.00046198524506225,0,0,0.136551075697178,0,0,0,0,0,0,0,0,0.0279780841610576,0,0,0,0,0.110317376367215,0,0,0,0,0,0,0,-0.0149270217978795,0,0,0,0,0,0,0,-0.0205872198044953,0,0,0,0,0,0,0
X000338.SZ,0,0,0,-0.0297201788202563,0,0,0,0,0,0.124025950996747,0,0,0,0,0,0,0,0,0,0,0,-0.0101672398806521,0,0,0.232778190123585,0,0,-0.131765289576448,0,0,0,0,0,0,0,0,0,0,0.083265128521396,0,0,0,0,0,0,0,0.114805322279635,0.0659643784839545,0,0,0,-0.0716843485773809,0.0505379362449024,0,0,0,0,0,0
