,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X002475.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X300124.SZ,X000100.SZ,X002008.SZ,X000625.SZ,X600487.SH,X600809.SH,X300003.SZ,X600498.SH,X600776.SH,X000661.SZ,X002456.SZ,X000596.SZ,X000050.SZ,X002007.SZ,X000157.SZ,X002179.SZ,X600066.SH,X600522.SH,X300142.SZ,X600177.SH,X300146.SZ,X002129.SZ,X600089.SH,X002241.SZ,X300136.SZ,X002180.SZ,X600867.SH,X002506.SZ,X600372.SH,X600566.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.00223089125667921,0.0824379528380009,-0.0145950748084951,0,0,0,0,0,0,0,-0.0545484252524452,0,0,0,0,0,0,0,0,0,0.0514135557509778,0.0916600509530069,-0.029551562538128,0,0,0,0,0,0,0,0,0,0,0,0.0934502726908496,0,0,0,0.105062768058892,0,0,0,0,0,0,0,-0.00459790858826565,0.0116162318073045,0,0,0,-0.00201830736897308,0,0
X600104.SH,0,0,0,0,0.126285215126203,0,0,0,0,0.100379371448101,0,0,0,0,0.24827903033279,0,0,0.0528407242537081,0.0234407460258288,0,0,0,0,0,0,-0.00538054497495283,0,-0.00630675429412395,0,0,0,-0.0733596775266046,0.100169969974123,0,0.0201905738405225,0,0,0,0,0,0.093625238180075,0,0,0,0,0,0,0,0.154755039118168,0,0,0.0249478220297163,-0.0680309575982001,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0322734887633576,0.184113441811408,0.185400342492287,0,0,0.080111866151435,0,0,0,0,0.516410671616566,0,-0.0190936991286092,0,0,0,0.137747106480468,0.0218513228857119,0,0,0.0822069153784722,0,0,0,-0.189566458692023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0428447387226753,0.0487903558962998,0,0,0,0.00512799104554472,0,0
X000651.SZ,0,0.261161974534686,0,0,0,0,0,0,0,0.104910249150103,0,0,0,0,0.0690766348653913,0,0,0,0.0779218808397168,0,0,0,0.0257330566233448,0,0,0,0,0.0071915199328655,0,0,0,-0.00713710346460187,0,0,0.0276526087598251,0,0,0,0,0.0448576896058297,0,0,0,0,0,0,0,0,0,0,0,0,0.00555524582149989,0,0,0,0,0,0
X000858.SZ,0,0,0.0781598532914069,0,0,0.0395530606053235,0.104264604763539,0,0,0,0,0,0,0.301771513095961,0,0,0,0,0,0,0,0.0189336589109744,0,0.0139985019015476,0,0.049128364248511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365928175279173,0,0,0,0.0275795696494374,0,0,0,0,0,0,0,-0.00430301218881561,0,0,0,0,-0.035589615208993,0,0
X600276.SH,0.168219282056047,0,0,0,0,0,0,0,0,0,-0.233717319417342,0,0,0,0,0.289558978596733,0,0,0,-0.192380439459544,0,0,0,0,0,0.265805819335628,0,0,0.276326373333472,0,0.133592438655874,0,0,0,0,0,0.0547292681599853,0,0,0,-0.110819993886479,0,0,0,0,0,0,0,0.19863790680273,0,0,0.0365242701543587,0.0666334174638045,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.067825502201277,0,0,0,0.266639283355633,0.0174784288311274,-0.051810473933094,0,0,0,0,0,0,0,0,0,0.167749868235659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159792261095833,-0.00348713068638913,0,0,0,0,0,0,0,0,0,0,0,0.0567063238087348,0,0,0,0,0,0
X000725.SZ,0,0,0.0199471754594958,0,0.00441394844644534,0,0,0,0,0,0,0.0488428451220361,0,0.0129029527634685,0,0,0,0,0,0,0.353798741774065,0,0,0,0,0.0985385228635514,0,0,0,0,9.1599651915074e-05,0.194776322843837,0,0,0.0145841594118802,0,0,0,0,0,0,0,0,0.0577756768396956,0,0,0.067434394301524,0,0.00528509721209863,0,0,0.00253232416370242,0.0128116989231029,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248202724881758,0,0,0.205596554759802,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0934294604865923,0,0,0,0,0,0,0.0506576739722976,0,0.0147277925639955,0,0,0,0,0,0.00746705683500603,0,0,0,0,0.137138155473568,0,0
X600690.SH,0,0.292263717319121,0,0.125280910552184,0,0,0.0103585184679822,0,0,0,0,0,0.105372121013662,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0830996566376792,0,0,0,0,0,0,-0.00380414749188157,0,0,0.0832261925446442,0,0,0,0,0,0.0679346709731008,0,0,0.0352507748158337,0,0,0,0,0,0,0,-0.00873529057321174,-0.00892609637439258,0,0,0,0,0,0
