,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000063.SZ,X300124.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300014.SZ,X600703.SH,X002241.SZ,X000625.SZ,X000596.SZ,X600741.SH,X000100.SZ,X002371.SZ,X002007.SZ,X601877.SH,X600584.SH,X002129.SZ,X002179.SZ,X300142.SZ,X000157.SZ,X002236.SZ,X002049.SZ,X600183.SH,X000800.SZ,X002414.SZ,X601799.SH,X300003.SZ,X000066.SZ,X300136.SZ,X002008.SZ,X002185.SZ,X002456.SZ,X000977.SZ,X300146.SZ,X002508.SZ,X600118.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.3415375932696,0.0703128789525116,-0.112547724146457,0,0.0264439428470623,0,0,0,0,0.255841905081426,0,0,0,0,-0.0199321768919302,0,0,0,0,0,0,0,0,0.0806470403943097,0,0,0,0,-0.10787895882416,0,0.0505262051704165,0,0,0.0417489444938194,0,0,0,0,0,0,0.0403454804120927,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0208775768858664,0,0,0,0,0.00475386372040606,0,0
X000858.SZ,0.0318400565201585,0,0,0,0,0,0,0,0.0808302435172506,0.0292856668163338,0.235951662913076,0,0,0,8.72088714555727e-05,0,0,0,0,-0.105991858724591,0,0,0,0.0361654766238446,0.16106683520696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337343117710657,0,-0.0302179511701264,0,0,0,0,0.00150227210937703,0,0
X600276.SH,0,0,0,0,0,0,0,0.0698072667339891,0,0,0.0552400512609811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319866836363945,0,0,0,0,0.0223652111677022,0,0.110066810111254,0,-0.200740226788177,0,0,0,0,0,0.108869983165037,0,0,0,0,0,-0.024992846730752,0,0.0744147896639626,0,4.33680868994202e-19,-0.00886730532278737,0,0,0,-0.00452115146267674,0,0
X002415.SZ,0,0,0,0,0,0.0497769801044195,0,0,0,0,-1.73472347597681e-18,0.0837266651494361,0.030510858131208,0,0,0.0891488693634235,-0.034062960663936,0,-0.0262225818482531,0,0,0,0,0,0,0.0214816261150285,0,-0.0518718596392158,0,0,0,0,0,0.310672319813551,0,0,0,0,0.119184289851845,0,0,0,0,0,0,0,0,0,0,0.0538344310433496,0,0.00725184938463014,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.127091645898364,0,0,0,-0.0091778033037536,0,0,0,0,0,0.0242364814246077,0,0,0,0,0,0,0,0,0.0795150134662935,0.00893202663363731,0,0.00142978653420322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125717514151881,0,0,-0.033901882867285,0,0,0,-0.0154065193345627,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0703739162447677,0,0,0,0,0,0,0,0,0,0,0,0,0.315572530809973,-0.0361866798413895,0,0,0.072026319701876,-0.00816790268062794,0,0.0946694198721792,0,0,0,0,0,0.0739543869829409,0,0,0,0,0.0413686232802575,0,0,0.225059267261306,0.129149154502025,0,0.0883055636492681,0,0,0,0,0.090641367718805,0,0.0243671001512145,0,0,0,0,-0.00480414908884128,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.02017455382867,0,0,0,0,0,0.250237072947293,0,0,1.38777878078145e-17,0,0.161342314981682,-0.0536728584307681,0.0985812115302443,0,0.186653790277139,0.10097934065408,0,0,-0.00707912560458713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101297226388579,-0.0148132624871765,0,0,0,-0.0422313945908004,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.428277027342274,0,0.0443512749123832,0,-0.106869188782227,-0.016676095828692,0,0,0,0,0,0,0.168546039965366,-0.150291343010781,0.223839266588525,0,0,0,0,0,0,0,0,0,0,-0.022914100173921,0,0,0,0,0,0,0,0,0,0,0,0,0.170604147919993,0,0,0,0,0,0.0954092189653981,0,0,0,0.0162155160078605,0,0
X002304.SZ,0,0,0,0,0,0,0,0.171586621856879,0,0,0.0797834708106451,0,0,0,0,0,0,0,0.170734069155224,0,0.0995869244240535,-0.0327257235813169,0.0520588884930845,0,0,0,0,0,0,0,0,0,0,0,0.0400714591914946,0,0,0,0,0,0,0.0354524644476659,0,0,0,0,0.103426055587021,0,0,0,0,0.0185408772116647,3.46944695195361e-18,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0788758860490051,0,0,0,0,0.314013199670178,0.455908921803646,0,0.00880051929200194,0,0,0,0.0482571195837904,0,0,0,0,0,0.023123752080551,0.0597249711003437,0,0,0,0,0,0,0,0,0.108868249841657,-0.0587680000059503,0,0,0,0,0,0,0,0,-0.0174364303552228,0.00377247339710194,0,0.0748745992745205,-0.0199067532487714,0,0,0,0.0184055274592993,0,0
X600809.SH,0.193888724830161,0,0,0,0,0,0,0.122846087379689,0,0,0,0,0,0,0,0,-0.0344182221081286,0,0,0,0,-0.0806874935331232,0.29316970234144,0,0,0,0,0,0,0,0.0765665483685734,0,0,0,0,-0.135558151606929,0,0,0.162921106697894,0.00977970209916076,-0.148796471751376,0,0,0,0,0,0,0,0,0,0,-0.0367884730121674,0.075997217864259,0,0,0,0.00426665415665542,0,0
