,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X600809.SH,X601877.SH,X000661.SZ,X600703.SH,X000100.SZ,X000157.SZ,X600271.SH,X002236.SZ,X300124.SZ,X300003.SZ,X002007.SZ,X300142.SZ,X002008.SZ,X600498.SH,X002179.SZ,X002506.SZ,X000625.SZ,X000977.SZ,X600177.SH,X002371.SZ,X600183.SH,X600487.SH,X600776.SH,X600066.SH,X600522.SH,X000050.SZ,X002129.SZ,X000066.SZ,X600867.SH,X300146.SZ,X002049.SZ,X002241.SZ,X600118.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.166273248772438,0.0295325031273538,0,0,0,0,0,0,0,0,0,0,0,0.0357647032604007,0.129290354286812,0,0.0336461045490018,0,0,0,0,0,0.0755239000601022,0,0,0,0.0840390854037938,-0.069644874160205,0,-0.0373655702644915,0,0,0,0,0,0,0,0.05370147714534,0,0,0,0,-0.0344510941369731,0,0,0,0.131043119190637,0,0,0,-0.0251541904978437,0,0,0,0,-0.00261912943439846,0,0
X000858.SZ,0,0,-0.0862359737528316,0,0,0,0,0,0,0,0,0.104481356485451,0.352384825043111,1.73472347597681e-18,0,0,0.322403310859621,0,0,0,0,0,0,0,0,0,0,0.103364586873769,0,0,0,0,0,0,0,0.0453480557529698,0,0,0,0,0,0,0,0,0,0,0,0.103478133162357,0,0,0,-0.0414429259322688,0.00278347630791586,0,0,0,-0.00125129714478705,0,0
X000651.SZ,0,8.67361737988404e-19,0,0,0,0,0.0521695512407282,0,0,0.310224057508435,0,0,0,0.105206046084717,0,0.0413988833126274,0,0,0.151440765303606,-0.0497607268230161,0,0,0,0,0,0,0,0,0,0,0,0.0287404811426668,0.109965532609903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385094798540776,0,0,0,0,-0.00362647492957348,0,0
X600104.SH,0,0,0.143829749818257,0,0,0,0,0,0,0,0,0,0,0,0.0576536443514361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171093570478137,0,0,0,0,0,0,0.0364892533270493,0,0.0414376440478358,0,0.0925253946970897,0,0,0,0.11584780855443,0,0,0,-0.00347555550267536,-0.00280253482919164,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175084621462955,0,0,0,0.0758621803433279,0.113175605268692,0,0,0,0,0,0,0.0776976377741462,0,0.22454027515874,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00432357017242707,0,0,0,0.0923900699116666,0.0211752812006325,0,0,0,0,0,0.0253743943530512,0,0,0,0,0,0
X002415.SZ,0,-0.0678138355016737,0,0,0,0,0,0,0,0,0.0531128702170167,0.179229768722268,0,0.309413421879948,0.00684962272535879,0,0,0,0,0,-0.158259918035461,0,0,0.499896602727215,0,0,0,0,0,0,0,0,0,-0.049130329126794,0,-0.0444454354368106,0,0.0858538426352632,0.0294455429027901,0,0,0,0,0,0,0,0,0,0,0,0,-0.01104464488868,-0.0360201184381341,0,0,0,-0.0385998539435849,0,0
X002304.SZ,0,0.289570644122745,0.120054561117002,0,0,0,0,0,0,0.0383833725602447,0,0,0,0,0,0.147106801849195,0,0,0,0,0,0,0,0,0,0,0.0933436749573958,0,0,0,0,0,0,0,0,0,0,0.0996466825648321,-0.0280506282229901,0,0,-0.000247445406576021,0,0,0,0,0,0,0,0,0,-0.0164629001114965,-0.0198906559018596,0,0,0,0.0232070696067638,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18077063249355,0,0,0,0,0,0.00763299670005427,0,0,0,0,0.156897598097418,0,0,0,0,0,0,0.118915132575769,0,0,0,-1.38777878078145e-17,0.213959723786073,0,0.288202762081947,0,0,0,0,0,0,0,0.0555651271446708,0,0,0,0,0,0,0,0,0,-0.011136152261082,0,0
X000725.SZ,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109448007907985,0,0,0,0,0,0,0,0,0,0,0,0.0507371270703776,0.121155017509439,0,0,0,0.0909168586892211,0.0335539397095453,0,0,0.153071510334205,0,0,0,0,0.0806151067382867,0,0.138387114593494,0,0,-0.017521564536497,-0.0425657982803549,0,0,0,0,0,0
X600031.SH,0,0,0.218138463338099,0.243708641538331,0.0914738721654376,0,0,0,0,0,0,0,0.294759723620311,0,0,0,0,0,0.171622775183209,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.0271390534040411,0,0,0,0,0.0240119485420259,0,-0.0212343164622805,0,0,0,0,0,-0.00852898030110068,0,0,0,0,0,0,-0.0578833815340312,0.0281718800636208,0,0,0,0,0,0
