,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X003816.SZ,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X000625.SZ,X000063.SZ,X002304.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X600089.SH,X002463.SZ,X600372.SH,X600703.SH,X600584.SH,X000157.SZ,X002028.SZ,X000977.SZ,X600066.SH,X600522.SH,X600741.SH,X600183.SH,X002236.SZ,X002049.SZ,X600418.SH,X601877.SH,X000921.SZ,X000661.SZ,X000800.SZ,X002223.SZ,X600177.SH,X600487.SH,X002180.SZ,X601799.SH,X600460.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.317301640749774,0,0,0,0,0,0.0988994494194704,0,0,0,0,0,0,0,0,0,0,0.0304018902525575,0.154432400017342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186324717392103,0,0,-0.0214681165434844,0,0,0,0,-0.0424079900847386,0,-0.0657066029521635,-0.0209458656275219,0,-0.0214654638846621,0,0,0,-0.0768200748786243,0,0,0,0.0107506155514478,0,0
X000858.SZ,0.162791680452926,0,0,0,0,0,0,0.161881241205006,0,0.210141418725355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109558968745829,0,0,0,0,0,0,-0.027765136603882,0,0.204050684939811,0,0,0,0,0,0.0369141635306136,0.0896473620304289,0,0.0162163169911331,0,0,0,0,0,0,0,-0.0443144073244309,0.00763184039250849,0,0,0,0.0250688327116603,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106814341522585,0,0,0,0,0.00832494378490318,0,0,0,0,0,-0.0465817405937102,0,0,0,0,0,-0.0171830795942468,-0.0580106658696145,0,0,0,0,0,0,0,0.115461972065911,0,0,0,0,0,0,0,0.215352224203805,0,0,-0.0267795067767025,0,0,0,0,-0.0127135067719403,0,0
X002475.SZ,0,0,-0.0435229129449239,0,0,0,-0.00208876603533728,0,0,0,0,0,0,0,0,0,0,-0.139328930471577,0,0,-0.0868539350309101,0.0335413400736466,0.506609350498083,0,0,0.0679916571408323,0,0,0.226680008690876,0,0.148860075186845,0.0682748244606353,-8.67361737988404e-19,0,0,0,0,0.00752962219063038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321901879676706,0,0
X002415.SZ,0,0,0,-0.0193426244031099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357059019334687,0,0,0,0,0,0,0,0,0,0,0,0,0.028897077698329,0.11619223033848,0.0282191332556727,0.128972473179039,0,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.109151228805818,0,0,0,0,0,0,0.00812220091811334,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.418707632376937,0,0,0,0.0771803026858406,0.123980747546927,0,0,0,0,0.0601525903230206,0,0,-0.0620103276268437,0,0,0,0.0333324796178305,-0.160831506307143,0,0,0,0,0,0,0,0,0.0792723755286419,0,0,0,0,0.261096893560092,-0.107611467192299,0,0,0,0,0,0,0,0,0,0,0,-0.13992421804624,0,0,-0.00222895886392181,0,0
X003816.SZ,0,0,0,0,0,-0.174654485407987,0,-0.0615909517078618,0,0,0,0,0,0,0.236710224085279,0,0,-0.20562803020222,0,0,0,0,0,0,0,-0.0165248715509165,0,0,0,0,0,0,0.0842252894995778,0,-0.278299183476306,0,-0.176070448417629,0,0,0,0,0,0,0,0,0,-0.143831950545627,0,0,0,0,0.0504578378003055,-0.0268297707255389,0,0,0,-0.0244960671163379,0,0
X600809.SH,0.13857414292021,0,0,0,0,0.0190690612631833,0.0721436152614484,0,0,0,0.0781693643663872,0,0,0,0,0,0,0,0,0.488911407810341,0,0,0,0,0,0,0,0,0,0,0.0454722188760188,0,0,0,0,0,0,0,0,0,0,0,0,0.131250994165878,0,0,0,0,0,-0.00773605437292019,0,0.0668682619221691,0,0.101984163083167,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0229179118340513,-0.0855754264200323,0.0437147246386217,0,0,0,0,0,0,0,0,0,0,0.0932507868485086,0,0,0,0,0,0.0964466348481146,0,0,0,-0.0976517173957944,0,0,0,0.024086606628825,0,0,-0.0304836265949848,0,0,0.0513332881849903,0,0.119955665847271,0,0,0,0,0,0,0,0,-0.025456504819127,0,0,0,0.0111982312885113,0,0,-0.0216853969265879,0,0
X000568.SZ,0.507928184070537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275535032284654,0,0,0,-0.0426759350117967,0,0,0,0,0.0458175878276305,0,0,0,0.0585871324395333,0,0,-0.031790175824179,0,0,-0.00855589844761066,0,0,0.106900388720157,0,0,0,0,0,0,-0.0699712268734501,0,0,-0.0143776423053398,0,0,0,0,-0.00423159049958609,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.10926388803824,0,0,0,0,0.164034970687839,0,-0.145194347408759,0,0,0,0,0,0,0.288546936924873,0,0,0,0.172842060887064,0.109372524802327,0,0,0,0.0563106581434768,0.0741746869305981,0,-0.0359517979564911,0,0,0,0,0,0.0207046179269528,0,0.0966420144154279,0,0,0,0.0621757006497515,0.127129275683939,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.107617195497321,0,0,0,0,0,0,0.0594172023881504,0.0731125886072027,0,0,0,0,0,0,0,-0.0305223816235746,0,0,0,-0.0127483614064938,0,0,0,0,0,0.00952180600563553,-0.081913178133508,0,0.0785825031953015,0,0,-0.017203414664374,0.0149762668632108,0,0,0,0,0,0,0,0,0.0580786069119675,0.0916721898189433,0.108544363891319,0,0,-0.025907090942273,0,0,0,-0.0190175775565109,0,0
X000725.SZ,0,0,-0.0812919149763698,0,0,0.0316960799272673,0,0,0,0,0,0,0,0,0,0.086873285501611,0,0,0,0,0,-0.050511811020979,0,0.779839135287584,0,0.0667388779886871,0,0,-0.0858034352841065,0.0224989945485218,-0.00766190982605283,0,0,0,0,0,0,0,-0.0273460569665956,0,0,0,0,0,0,0,0.295828096653117,-0.0439263633658771,0.0469887638276212,0.0135725924897585,0,-0.0512866816232223,0.0736921785156545,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,-0.0518154222782282,0,0,0,0,0,0,0,0,0,0.355902450305661,0,0,0,0,0.241535127948443,0,-0.0414725517572613,0,0,0,0,0,0,0,-0.0634149598619313,0.00938073137998951,0,0,-0.0480952392504281,0.0791424861493868,0,0,0.014790087807771,0,0,0,0,0,0,-0.057176198527784,0.0851634938896076,0,-0.234248142792892,0,0,0,0,0.0192887485541139,0,0
X000625.SZ,0,0,0,0,0,-0.0306747428990643,0,0,0,0,-0.132078044955565,0,0.0811361320851632,0,0,0,0,0,0,-0.00960460578092605,0,0,0.22513044567835,0,0,0,0,0.0190713805559182,0,0,0,0.10041554865195,0.0598292099451808,0,0,0,0,0,0.337042556450317,0,0,0,0,0,0,0,0,0.0181626145853157,0,0.0781393628264439,0,0,0,0,0,0,-0.0292691497980415,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187947095074472,0.0354851520092118,0,0.00385429941251606,0,0.147053487837294,0,0,0,0.14700378666534,0,0,0,0,0,0.0478436168010445,0,0,0,0,0,0,0,0,0,0.0591466048795203,0,0,0,0.00562646497302768,0.0738021208675937,-0.0262200016667284,0,0,0.021168664243483,0,0
X002304.SZ,0,0,0.110375768325889,0,0.167335037363763,0,0,0.157637378242422,0,0.165845533627357,0,0,0,0,0,0,0,0.0191761208719089,0,0.0197304082335928,0,0,0,0,0,0,0,0,0,0,0,0.0574604407031578,-0.0690161713754758,-0.0303332832322989,0,0,0.120683443723802,0,0,0,0.038406391362041,0,0,0,0,0,0,0,0,0,0.00131200838397149,0,0,0,0,0,0.0107778850661164,0,0
X300124.SZ,0,0,0.0758455777921058,0,0,0,0,0,0,0,-0.34464645084126,0,0,0,0,0,0,0,0.0434945744901374,0,0.217942744829618,0.0566746576333409,0.0306467100880557,0,0.23034505430362,0,0,0,0,0,0,0,0,0,0,0.0683494177820425,0,0,0,0,-0.148548241727671,0,0,0,0,0,0.199072948685939,0,0.0413700102988546,0.106710780634376,0,0,0,0,0,0,-0.0542640014807421,0,0
X000338.SZ,0,0,0,-0.144580190850816,0,0.301471961253237,0,0,0,0,-0.172360798393923,0,0,0.362101280830622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18206343308199,0,0.120740309378522,0.0822193543309503,0,0,0,0,-0.147740517427776,0,0.0705067401380997,0,0.186595779707099,0,0,0.00842635683449799,0,0,0,0,0,0,-0.0503403006332843,0,0,0,0,0,0
