,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X600271.SH,X600031.SH,X000559.SZ,X000100.SZ,X600066.SH,X600372.SH,X002236.SZ,X000157.SZ,X600741.SH,X002475.SZ,X002292.SZ,X600089.SH,X002241.SZ,X000338.SZ,X300124.SZ,X000568.SZ,X002465.SZ,X300003.SZ,X600177.SH,X600839.SH,X002294.SZ,X002506.SZ,X002129.SZ,X600867.SH,X000977.SZ,X000547.SZ,X002074.SZ,X002180.SZ,X002008.SZ,X000800.SZ,X000550.SZ,X002276.SZ,X600582.SH,X600498.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.247801943284727,0,0,0,0.0974644849944128,0.0849415905787673,0,0,0,0,0,0,-0.0282058822289158,0,0,0,0.0298972628669463,0,0,0,0,0,0.0399536030170367,0,0,0,0,0.155983528083237,0,0,0,0,0,-0.0241750198230433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0601631107144985,0.118076033448143,0.116605843527635,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.171528447388845,0,0,0.262974686231178,0.125793448564469,0,0.0926109579745106,0,1.73472347597681e-18,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321457604993484,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258788815551446,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.206427629368675,0,0,0,0,0,0,0,0.0356187797148365,0.0209552209751578,0,0.233478222972952,0,0.0313112639604491,0,0,0,0,0,0,0.0262448483518137,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.253712208797433,0,0.0258240153386405,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.062047270292022,0,0,0,0,0,0,0,0,0.00479711550459993,0.115966245031671,0,0,0,0,0,0.181901620600253,0,0,0,0,0,0,0,0,0,0.0301477867718612,0,0.00697136970359179,0,0.189011782350495,0,0,0,0,0,0,0,0,0.0189225381248643,0.164038802940979,0,0,-0.00871950416198472,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.167436094131947,0,0.0270408981114383,0,0,0,0,0.0278710404268048,0.270875917535296,0,0,0,0,0,0.0924349282047537,0,0,0,0,0,0,0,0,0,0,0,0.048498504271444,0,0,0,0,0,0.0480215786077348,0,0.0695403255283845,0,0,0,0,0.0942272038013689,0,-0.0153677842402046,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168048769568774,0.0783663249766785,0,0,-0.0331559422768966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200545469986359,0,0,0,0,0,-0.0651629394295348,0.129664741675917,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114751705237861,0.256936358953331,0,0.287833707565671,0,0,0,0,0,0,0.115580028499738,0,0.0484778189839711,0,0,0,0.000885309657195864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00300875423346128,0,0,0,0,0,0,0
X000858.SZ,0,0,-0.107787723644635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149943232065394,3.46944695195361e-18,0,0,0.135656378001506,0,0,0,0,0,0,0,0,0,0,0.0288614621272924,0,0,-0.0174879448776465,0,0,-0.0378414814913993,-0.0113283747032587,0,-0.0291681555501952,0.0936524547063666,0,0,0,0,0.0357743339959027,0.0297868685934339,0,-0.0230243398004291,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.174482009605054,0.148179850411187,0,0,0.163347642871109,0,0,0,0,0,0,0,0,0.202350215001463,0.0553124028919166,0,0,0,0,0,0,0,0,0.0142569569382317,4.33680868994202e-19,0,0.0733236587648249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.222006463669206,0,0,0,0,0.0334576994514924,0,0,0,0,0,0,0,0,0,0,0,0.0132322624717961,0,0,0,0.194346943820162,0.0242690850502651,0,0,0.131860760917141,0,0,0,0,0,0,0,0.0263611408693548,0,0,0,0,-1.73472347597681e-18,0,0,0.203414430005377,0,0,0,0,0,0,0.00768286169097308,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.102370660217559,0,0,0,0.292352263294499,0,0,0.0260330947974847,0,0,0.00900731560617511,0,0,0,0.185910133068417,0,0,0,0,0,0,0,0,0,0,0,0.0912319574163988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236863921394368,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759398354909813,0,0,0,0.477734546600474,0,0,0,0,0,0,0,0,-0.161689143161125,0,0.113979635228987,0,0,0,0,0,0,0,0.172424061397832,0.213737841693226,0,0,0,0,-0.0676934620646471,0.0203813442331064,0.146235102636517,0,0,0,-0.0179387472103465,-0.0144332975459158,0,0,0,0,0,0
X600703.SH,0,0.032075986440507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287197492707996,0,0,0,0,0.0604942963089307,0,0,0.288332455445544,0,0,0,0,0,0.0357136937495445,0,0,0,0,0,0,0,0,0,0,0.246353052659529,0,0,0,0,0,0,0,-0.0266693348073818,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100197457270815,0,0,0,0,0,0,0.269775855660374,0.0227063088550084,0,0,0.0991187928808156,0,0,0,0,0.00362538960579744,0,0,0.0980294649103876,0,0,0,0.0857833795876199,0.183164801720784,0,0,0,0,0,0,8.67361737988404e-19,0,0.0454193944562526,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.0416399911318906,0,0.0543394473663029,0,0,0,0,0,0,0.427963171900891,0,0,0,0,0,0,0,0,0,0,0,0.0223611717865718,0,0.021217378005511,0.0960764931483435,0,0.0336125734311685,0.0228919568128681,0.0485936857962896,0,1.73472347597681e-18,0.00633838547209645,0,0,0,0,0,0,-0.0284708074756577,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562666883073078,0,0,0,0,0,0,0.203041885502153,0,0.0788278949184933,0.300615132466782,0,0.10444935424713,0,0.032445948258487,0,0,0,0,0,0,0.0216560611779567,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0.0786420579187779,0,0,0,0,0,0,0,0.100987799440493,0.130015627042082,0.097451759419636,0.0969545758652484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870420228458256,0,0,0,0,0,0,0,0,0,0,0,0.0486640056874195,0,0,0,0.130221181581157,0,0,-0.0178388820425715,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0.106006088318443,0,0,0,0,0,0,0,0,0,0.150869732906139,0,0.0952196365139854,0.109756077868252,0.0388269217685543,0,0.049618617783327,0,0,0,0,0,0,0,0.0810195481507553,0,0,0,0,0,0.133592821201001,0,0,0.0276608721530065,0,0,0,0,0,0,0,0.011194522976604,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,-0.111910915655207,0,0,0,0,0,0.317586927650401,0,0,0,0,0,0,0,0,0,0.15702784996426,0,0.115507615180562,0,0,0,0.359721165975879,0,0,0,0,-0.0467372042203073,0,0.123901005866483,0.0928691178336514,0,-0.0081676063772468,0,0,0,0,0,0,0,0,0,0,0,-0.00771660636448166,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0.0349835339195452,0,0.199662256905362,0,0,0,0,0.0351933288114357,0,0,0,0.0420811436736514,0,0,0,0,-3.46944695195361e-18,0,0,0.000239053441718387,0,0.0323699239225079,0,0,0.036769280220015,0,0,0,0,0,0,0,0,0,0,0,0,0.0135713068878726,0,0,0,0.311356390977216,0,-0.0231284870640742,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488438852214229,0.170440612544202,0.0813678533950717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680181756537949,0,0.196752505367826,0,0,0,0,0.0132754832513324,0,0,0,0,0,0,-0.0630617262453524,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.0984431775918319,0,0,0.234886839264431,0,0.0566805618395731,0.102135702660898,0,0,0,0,0,0.0654689883336604,0,0,0,0.0680542063299098,0.0365720467104979,0,0,0,0,0.189746924252185,0,0.0851490854549463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00682424804413821,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0922246467237756,0,0,0,0.290074646871034,0,0,0,0.123857883609658,0,0,0,0,0,0,0,0.130004603285115,0,0,0,0,0.0228160629865548,0,0,0,0.0991679487202855,0,0,0,0,0,0,0,-0.0839222448112311,-0.116290865091489,0,0,0,0.153806144959914,0,-0.114164994847009,0,0,0,0,0.452380371000536,0,-0.0079123599880109,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0.284453144075669,0,0,0.0822514727875464,0.0119654704876421,0.0875857695404598,0.144667593222387,0.0278508580615563,0,0,0,0,0,0,0,0,0,0,0.0651238902854079,0,0.0188405849739227,8.67361737988404e-19,0,0,0,0,0,0.0767959698727704,0,0.0131057097520669,0,0,0,0,0,0,0,0,0,0,0,-0.00834277562960383,0,0,0,0,0,0,0
X002241.SZ,0,0,0.0421774583029033,0,0,0,0,0,0,0,0,0,0,0,0,0.182486358107981,0,0,-0.035264835589247,0,0,0,0,0,0,0,0.149204462494921,1.38777878078145e-17,0,0,0.133744966130315,0,0,0,0,0.262486270422978,0,0,0,-0.112705724020366,0,0.332137248719742,0,0,-0.118909706476018,0,0,0,0,-0.0148034958461303,0,-0.0472988514769654,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128059426374848,0,0,0.0471904817677851,0,0,0,0.102954997226596,0,0,0,0,0.0134972493935248,0.0132310604733898,0,0,0,0,0,0.0418150832387081,0.071198678003871,0,0.0869705941360476,0,0,0.0602603287289468,0,0.0968720703519754,0,0,0,0,0.0123424131394748,0,-0.0397414091172342,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0.0423616217013494,0,0,0,0,0.258645403467165,0,0,0.0497750249191084,0,0,0,0.0521366119375222,0,0,0,0,0,0,0,0.00129996088869306,0,0,0,0,0,0,0,0.0595672980087006,0,0,0.472067777797331,0.00441123693666869,0,0,0,0,0.0707086864779431,0,-0.00953571443676188,-0.0246513935983216,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0.272642289653125,0,0.254952462826134,0,0,0,0,0,0.0354812249796485,0.037034889736293,0.0290158003853817,0,0,0.044167187600713,0,0,0,0,0,0,0,0,0,0,0.0317164694689315,0,0,0,0.0620771064523073,0,0,0,0,0,0.0020707514283816,0,0.00212821152568841,0,0,0,0,0.0810155878065756,0,-0.0162692843975697,0,0,0,0,0,0,0
X002465.SZ,0,0,0,0,0,0,0,0,0,0,0,0.217730969499011,0,0.045537030867395,0,3.46944695195361e-18,0,0,0.0291045056618843,0,0,0,0,0,0,0,0,0,0,0,0.0886867394010481,0,0.164774331083118,0,0,0.0356762602644893,0,0,0,0,0.174286338798611,0.217308010658604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105077514122355,0,0,0,0,0,0,0,0,0,0,0.747240912067224,0,0,0,0.131735852981431,0,0,0,0,0,0,0,-0.0145688756194595,0,0,0,0,0,0,-0.120222228674394,0,0,0.0720538237882592,0,0.0187676503889911,0.00185586988711866,0.1044181686948,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182797612581544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463842207584599,0.0424770053288837,0,6.93889390390723e-18,0,0,0.0420807749140043,0,0.196560382800775,0.20568724469883,0.024851185238861,0,0,0,0,-0.0241775400963038,0,0,0,0,0,0,0
