,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X000625.SZ,X000338.SZ,X600487.SH,X002008.SZ,X002241.SZ,X002456.SZ,X600066.SH,X601877.SH,X300136.SZ,X000100.SZ,X600809.SH,X600522.SH,X300124.SZ,X002508.SZ,X002294.SZ,X300003.SZ,X600271.SH,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X002129.SZ,X000596.SZ,X600177.SH,X000157.SZ,X600699.SH,X002049.SZ,X300142.SZ,X600584.SH,X600118.SH,X000661.SZ,X600566.SH,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.284681435047034,0,0,0.0453585571426336,0,0,0,0,0,0,0,0,0,0,0,0,0.143184064835976,0,0,0,0.0826553149709183,0,0.156423122444786,0,0.0490460327053671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033304516802677,0,0,-0.0986977926085602,4.33680868994202e-19,0,0,0,0,-0.0397824483806276,0.0734398236082601,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0765184211469158,0,0,0,0,0,0,0,0.292960122123215,0.0481840772599797,0,0,0,0,0,0,0,0.108627337260298,0.0348438514750163,0,0,0.163357138569094,0,0,0,0,-0.00507028003948371,0,0,0.0937346359294588,0,0,0,0,0,0,0,0,0,0,0,-0.0938739407599499,0,0,0,0.0110483351136358,0,-0.0514112997700125,0.054708633620253,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0466736694226175,0,0,0.0241667945875663,0.214969410628987,0,0,0,0.158928398487487,0.333442971719439,0,0,0,0,0,0.0254916839469626,0,0,0.0600419621457648,0.0487319343678072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225291061239439,0,0.0254559788272249,0,0.0416926549152858,0,0,0,-0.0218426007371292,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.00956440993303218,0,0,0.168576308430084,0,0,0,0.184354325937705,0,0,0,0,0,0,0.046854376962333,0.0435431404919457,0,0,0,0,0,0,0.314741551360416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178736071845835,0,0,0,0,0,0
X000651.SZ,0,0.181724788993299,0,0.0900822093720122,0,0,0,0,0.0283865450421882,0,0,0,0,0,0,0,0,0,0.00994105008640402,0,0,0,0,0,0,0,0,0.0985092095141693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710495558880004,0,0,0,0,0,0,0.000565861015382009,0.0104969647528526,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.333672357251595,0,0,0,0,0,0,0.112996299695044,0,0,0,0,0,0,0,0.277199015411128,0,0,0,0.0313654195336008,0,0,0,0.105074670082447,0,0.165996242952476,0,0,0,0,0,0.463589531667324,0,0,0,0,0,0,0,0,0,0,0,-0.0187025295945177,0.0462745517336143,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0895435797321483,0,0,0.0327822995467861,0.0710046368874357,0.0722239317176571,0,0,0,2.16840434497101e-19,0,0,0,0.0262788053101573,0.0242592940762216,0,-0.11874942344169,0,0,0,0,0,0,0.175442262921742,0,0,0,0,0,0,0,0,0,0,0.0279433707375892,0,0,0,-0.095700878161157,0.118461496489649,0,0,0,0,0,0,-0.0242553371103064,0.057868518138553,0,0,0,0,0,0
X002304.SZ,0.196185040578325,-0.0144645389834988,0,0.114042866530043,0,0,0,0,0,0,0,0.32871036936905,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0576062252541603,0,0,0,0,0,0,0,0.0943612956437883,0,0,0,0,0,0,0,0,-0.0257753129533713,0,0,0,0.105406686966156,0,0,0,-0.0470860038488229,0.0436255250577109,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.370324116257797,0,0,0,0.00431812197247944,0,0,-0.00512102530379027,0,0.255178973364247,0,0,0,0,0,0,0,0,0,0,-0.0633298414443985,0,0.152647851712428,0,0,-0.191749932815082,0,0,0,0,0,0,0.305169076527471,0,0,0,0,0,0.13354417752513,0,0.169800718108,0,0,0,0,0,-0.0154980655418693,0.016927019258326,-0.10905659006868,0,0,0,0,0
X600690.SH,0,0.0256728674442397,0,0,0.101865350581517,0,0,0.0933758973479201,0,0,0.0544403724330226,0,0,0,0.0963556131984821,-0.161720105190343,0,0,0,0.116687408905977,0.137757296546802,0,0,0,0,0.115196516495098,0,0.219593099765776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167384654112053,0,0,0,0,0,2.16840434497101e-19,-0.00132547331214046,0,0,0,0,0,0
X600703.SH,0,0,0.0263535333312325,0,0,0.124829414889002,0.0299681255602163,0,0,0.288735459387509,0,0,0.0872552252899461,0,0,0,0,0,0,0,0,0,0,0.143594879677725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244817131412351,0,0,0,0,0,0.085199930544828,0,0,0,0.264621935473747,0,0,0,-0.0318982428025405,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0.0116297312496006,0,0,0,0,0,0,0,0,0.0390715333877158,0.220240349237471,0,0,0,0,0,0.0593353841866277,0.0316203040372255,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0.127577083004668,0,0,0,0,0.0140519762687328,0,0,0,0,0,0,0,0.0185569307964043,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.302730521334762,0,0.0670314168360686,0,0,0,0,0,0,0,-0.0847729296428936,0,0.11164425375377,0.196863696565996,0,0,0,0,0,-0.0383380998221896,0.163623282054108,0,0,0,0,0,0.0247416297779965,0,0,0,0,-0.105231488002065,0,0,0,0,0,0.0357652289149929,0,0,0,0,0,0,0,0.0131868895617029,0,0,0,0,0,0
X002475.SZ,0,0,0.00814135643484413,0,0.188718339031805,0,0,0,0.021838802083442,0,0,0.0566058043067688,0,0,0.0819552213172414,0,0,0,0,0.154860501161636,0.0058396449232105,0.193851589465918,0,0,0.321118896392283,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299484266341078,-0.192143741342429,0,0,0.0101700967960105,0,0,0,0,0,0,0
X002236.SZ,-0.0429250630576144,0,0.559442521950832,0,0.00485144757105555,0,0,0,0.0367600141994471,0.0230220734473399,0,0,0,-3.46944695195361e-18,0,0,0,0,0.101072791320503,0,0,0.11268202713556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186418941235317,0,0,0,-0.144938240155481,0,0.117658181350912,0,0,0,0,0,0.00337760984701789,0.0166926419006669,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.252751667931822,0,0,-0.0773969452753429,0,-0.167843553163333,-0.0521040258505025,0,0,0,0,0,0,0,0,0,0,0.0964051662404467,0.0831494553242945,0,0,0,0,0,0,0,0,0.0184545135668469,0,0,0.343990657476709,0,-0.120652714759605,0,0,0,0,0,2.16840434497101e-19,0.10306582772035,0.0182101653905988,0,-0.000945164559582948,0,0,0,0,0.00866950201746811,0,0,0,0,0,0
X000625.SZ,-0.0586623666898671,0,0,0,0,0,0,0,-0.119715603829932,0.184914384798308,0,0,0.0180471612567811,0,0,0,0,0,0,0.0123621602448566,0,0,0,-0.0175723248813646,0,0,0,0,0.0232036383393898,0.0467925499027977,0,0,0,0.0471644058178694,0,0,0,0.0135993260818194,0,0,0,0,0,0.0686068869895962,0,0,0,0,0,0,0,-0.0233014618995961,0.0137425569202466,0,0,0,0,0,0
X000338.SZ,0,0,0.0444132998180576,0,0,0,0,0,0,0,0,0,0,-0.016334098973475,0.109535578347173,0,0,0,0,0,0,0,0,0,0,0,0,-0.169089474265912,0,0,0,0,0,0,0,0,0,0.299555677711352,0.249942348630914,0,0,0,0,0.0992793016189081,0,0,0,0,0,-0.0442375176261666,0,0.0155728708968415,0.0117290727263767,0,0,0,0,0,0
X600487.SH,0,0,0.0945150238812075,0,0.101051905137425,0,0,0,0,0,0,0,0,0,0.0373557087210683,0,0,0,0,0.0116101812995134,0,0,0.189645617800008,0.159275467704391,0,0,0,0,0,0,0,0,0.0132098083524185,0,0,0,0,0.421154697847808,0.0825684620675052,0,0,0,0,0,0,0.0449005258908279,0,0,0,0,0,0.0166559574848925,-0.0194137765382405,0,0,0,0,0,0
X002008.SZ,0,0,0.259839284993374,0,0,0,0,0.0601427270555984,0,0.196859401446148,0,0.0535138862985567,0.042210466280713,0,0,0,0,0,0,0,0,0,0,0,0.138798927393637,0,0,0,0.196883561772857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173121701989486,0,0.0027236261627733,0.0205457501763189,0,0,0,0,0,0
X002241.SZ,-0.0691596474755522,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.150243213659278,0,0,0,0,0.196439984609292,0,0,0.34387836750011,0,-6.93889390390723e-18,0,0,-0.0485054774840275,0,0.0721838961849357,0,0,0,-0.0239313498702633,0,0,0,0,0,0,0,0,0,-0.0965115832226802,0.110922907247609,0,0,0,0,0,0,0,0,0.0302758400601761,0,0,0,0,0,0
X002456.SZ,0,0.230741190590817,0,0,0,0,0,0,0.157810420312016,0,0,-0.130839049499887,0,0.492356225438966,0,0,0,0,0,0,0.00581790674462633,0,0,0,0,0,0,0,0,0,0,0.2725748092479,-0.179811592341667,0,0,0,0,0,-0.207954826722015,0,0,0,0.139132911581793,0,0,0.118955510209516,0,0.133510696410993,0,0,0,0.0284441190782744,-0.0474078359071619,0,0,0,0,0,0
X600066.SH,0,0,0.0516538499081752,0,0,0,0,0,0,0,0,0,0,0,0,0.27598209401687,0,0,0,0.16933607807234,0,0,0,0,-0.209230371810882,-0.366026196599516,0,0.140230357172283,0.394922182681993,0,0,0,0,0,0,0,-0.110184997253478,0,0.00849533063302924,0,0,0,0,-6.93889390390723e-18,-0.0839840476934464,0,0,0,0,0,0,0,0.0216298415176681,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938535992694469,0,0,0.256501495024539,-0.0421916299153245,0,0,0.0358785586585366,0,0,0,0,0,0,0.0722780664067427,0,0.0641471795176947,0,0,-0.0837670394398908,0,0,0.141357796531047,0,0,0,0,0.309949774552767,0,0.268043860406217,0,0,0,0,0,0,0.10496633948914,-0.0525829806633564,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0.0699321585569936,0,0,0.131089786951559,0,0,0,0,0.0903925098646781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104910965305291,0,0,0,0,0,0,0,0,0.00239567972938041,0.0732569036455828,0,0,0,0.109401837811797,-0.0312785446016334,0.00830926735474645,0,0,0,0,0,0.0400077657425512,-0.0349428742830412,0,0,0,0,0,0
X000100.SZ,0,0,0.0510520203981329,0,0,0.201702207541256,0,0,0,0.0887051540727954,0.250603542284752,0,-0.00523688669199475,0,0,0,0,0,0,0.0929987779594502,0,0,0,0,0,0,0,0.0227734130102356,0,0,0,0,0,0.055383278830796,0,0,0,0,0,0,0,0,0,0.016219135165753,0.0669349533685029,0,0,0.0729576838845006,0,0.080245102142183,0,0,0.0112118854211782,0,0,0,0,0,0
X600809.SH,0.228898465290807,4.33680868994202e-19,0,0.0669470489844056,0,0,0,0,-0.0418741390783878,0,0,0.206915352437631,0,0,0,0,0,0,0,0.105119491661416,0.0765191899042132,0,0,0,0,0,0,0,0,0,0.025181156338726,0,0,0,0.0872501274205154,0,0,0,0,0.360777705455023,0,0,0,0.0014269727559968,-0.0607130738719149,-0.120768473798468,0,0,0,0,0,-0.00977740453323934,0,0,0,0,0,0,0
X600522.SH,0.147612927543367,0,0,0,0,0,0,0,0,0,0.257722784192716,0,0,0,0,0,0,0,0.0311372315541087,0.196390446109352,0,0,0,0.16939385372811,0.331092529206548,0,0,0,0,0,0,-0.0233765194303631,0,0,0,0,0,0,0,-0.196111905290113,0,0,0,0,0,-0.125967495590566,0,0,0,0,0,0,0.00136127254625404,0,0,0,0,0,0
X300124.SZ,0,0,0,-0.249709742739773,0,0,0.28745974030365,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0288753287773077,0,0,0.293848482554426,0.290827579323041,0,-0.0170091208665707,-0.0526800066613166,0,0,0,0.0574157369439357,0.0259720334375113,0,0,0,0,0,0,0,0,0,0,0,0,-0.046654903729518,0.150937944473094,0,0,0,0,0,-0.0323996411041478,0.0156939578088479,0,0,0,0,0,0
X002508.SZ,0,0,0.0966216973754564,0,0,0,0,0,0,0.216108443123751,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0362350185571876,0.26649695560749,0,0,-0.223897772451449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0782288012318317,0.077908100907797,0.0694187324427062,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0,0,0.091560164239594,0,0,0.160930980274354,0,0,0,0,0,0,0,0.109705829270452,0,0,0,-0.0368609380111163,0,0.1436852927907,0,0,0,0.0751157211520919,0,0,0,0,0,0,0,0,-0.0331812117522418,0,-0.0268834955781153,0,0,0,0,0,0.0768303897661989,0,0.0445229950547894,0,0,0,-0.0136699809181459,-0.0156088822569823,0,0,0,0,0,0
X300003.SZ,0,0,0,0,-0.0308134136545766,0.0112533794553939,0,-0.0878991214879676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119216105133152,0,0,0,0,0,0,0.153580012338068,0,0,0,0,0,0,0,0,0.0324504137752011,0,0,0,0,0,0,0.122384241452621,8.67361737988404e-19,0,0.0473886628182669,0.205331514740014,0,0,-0.0201693261692212,0.016939489100251,0,0,0,0,0,0
X600271.SH,0.00958974143962615,0,0,0.153222412883328,0,0,0,0,-0.00175206257172331,0,0,0,0,0,0,0.035829123795245,0,0,0,0,0,0,0,0,0.135917916148284,0,0,0.0204157873829117,0,0,0,0,0,0,0,0,0,0,0.178364017240802,0,0,0,0.0924515823205864,0.101387586198733,0,0,0,0,0,0,0,0,0.013893966985119,0,0,0,0,0,0
X600867.SH,0,0.0251317071404576,0.0105905635376536,0,0,0.160514219131717,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.103026372740805,0.0401932345205049,0,0,0,0,0,0,-0.0526454003952928,0.0230611272498857,0,0,0,0.0828158722801792,0,0,0,0,0,0,0,0,0,0,0,0.0730785289703895,0,-0.147450799825002,0,0.062482688573891,0,0.135159893381049,0,-0.0148472888909847,0,0,0,0,0,0,0
X002085.SZ,0,0,0,0,0,0,0,0.11738057932516,0,0,0,0.00759303313612707,0,0,-0.25562689315413,0,0,0,0,0,0,0,0.0549074982461045,0,0,0.0701405468360425,0.103641695125498,0.0305148664321082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.449853016606356,0,0,0,0,0,0,0.184385443099541,0,0.0651737021959401,-0.0861690242844997,0,0,0,0,0,0
