,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X000625.SZ,X002304.SZ,X600276.SH,X600690.SH,X000063.SZ,X600031.SH,X600372.SH,X000338.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600703.SH,X600089.SH,X000100.SZ,X002236.SZ,X601877.SH,X000581.SZ,X002475.SZ,X000559.SZ,X000550.SZ,X600118.SH,X000050.SZ,X600066.SH,X000568.SZ,X002294.SZ,X600839.SH,X002456.SZ,X600271.SH,X002129.SZ,X000623.SZ,X300003.SZ,X300124.SZ,X002007.SZ,X000400.SZ,X000869.SZ,X000800.SZ,X600435.SH,X002292.SZ,X600867.SH,X600177.SH,X002038.SZ,X002049.SZ,X002465.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0.204445576686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964218481278602,0,0,0.00470783577222499,0,0,0,0,0,0,0,0,0,0.120894435209159,0.0906755981239492,0,0,0,0.023235217407772,0,0,0,0,0,0
X600519.SH,0,0,0.0284538019005668,0,0,0,0,0.134817413551175,0,0,0,0,0,0,0,0,0.178369326020867,0,0,0,-0.0243403830783895,0,0,0,0,0.0800678221392261,0,8.67361737988404e-19,0,0,0,-0.117206034637504,0,0,0,0,0,0,0,0,0,-0.030316427985048,-0.123361084307356,0,0.100980038612317,0,0,0.0527387755237073,0,0,0,-0.00512086731271671,-0.0305377744465005,0,0,0,-0.156275515889001,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0480686589571058,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.2393983445576,0.101345907926107,0,0,0,0.0533299149094358,0.169555870110744,0,0,0,0,0.0116246089221754,0,0,0,0,0,-0.142585248288448,0,0,0,0,0,-0.0728852747308135,0,0.0575822732320452,0,0,0,0,-0.0992629647390204,0,0.0410940701091043,-0.0590583974498492,0,0,0,0,0,0
X000651.SZ,0,0,0.148825586232703,0,0,0,0,-0.0280102563531254,0,0.147738653895168,0,0,0,0.0338251577164802,0,0,0,0,0,0,0,0.163886556469458,0,0,0,0.146469436392502,0,-0.0368504253884745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749060322922161,-0.175122674505571,0,0,0,0,0,0,0,0.00326702047785941,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.178363144833354,0.0656381839505517,0,0,0.00263020377095114,0.143125750540648,0,0,0.193468367320009,0,0,0,0,0,0,0.0572734432227222,0,0,0,0,0,0,0.168518782710431,0,0,0,0,0,0,0,-0.0510485133652579,0,0,0,0,0,4.33680868994202e-19,0.0172792917367407,0,-0.000569949459203042,0.0112341720794577,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942922598545913,0,0,0.0439267487296926,0,0,0,-0.0562122384027416,0.0724268032320586,0.127469649853408,0,-0.0271399796279049,0,0.335738719574043,0,0.0119901394864568,0,0,0,0,0,0,0,0,0.018588027762677,0,0,0,0,0,0.0324855921724678,0,0,0,0,-0.0122936542412801,0,0,0,0,0,0,0
X000625.SZ,0.249921706537002,0,0,0,0,0,0,-0.0627995672795899,0,0,0,0,0,0,0,0,0,0.145714135159113,0,0,0,0,0,0,0.0128354337678246,0,0.0797452680483458,0,0,0,0,0,0.211737103425092,0,0,0,0,0,0,0,0,0,0,0.027405380204247,0,0,0,0,0,0.0833351189357611,0,-0.00725166738503282,-0.0128673858516818,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.468778755852262,0,0,0,0,0,0.066266797839807,8.67361737988404e-19,0,0,0,0,-0.107027611854986,0,0,0,0.0850159947794916,0,0,0,0,0,-0.181697830086267,0,0,-0.193168041430163,-0.0517645569459944,0,0,0.161090885480494,0,0,0,0,0,0,0,0,0,-0.0198640439791267,0,0.334360848893429,0.0924964000081478,0,0,0,0.0021665907245717,0.0501518737566206,0,0.179228675224883,0,0,0,0
X600276.SH,0,0,0.044188061651688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777995793852954,0,0.0416792814588195,-0.0338800893704197,0,0,0,-0.0539403450318618,0.113754701185267,0,0.0101486593255808,0,0,0,0.131195110579026,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0209146765264367,-0.132570020708677,0,-0.00384885103630632,-0.0024850973154304,0,0,0,-0.146150460254161,0,0
X600690.SH,0.0928863504845138,0.110272219271035,0.288996086294532,0,0,0,0,0,0,0,0,0,0,0.00743071780963167,0,0,0.138062742366174,0,0.0848098973672615,0.103931450500594,0,0,0,0,0,0,0.0771133601033632,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.0779614096898507,0,0,0,0,0,0,-0.0375069909090368,0.121829868383616,0,0,0,-0.0514437465329721,0,0
