,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X002475.SZ,X000651.SZ,X003816.SZ,X000625.SZ,X600104.SH,X002371.SZ,X300124.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X000596.SZ,X000063.SZ,X600031.SH,X300014.SZ,X000100.SZ,X600089.SH,X002179.SZ,X000157.SZ,X002236.SZ,X600703.SH,X000977.SZ,X002463.SZ,X002241.SZ,X600372.SH,X002049.SZ,X600741.SH,X600584.SH,X002129.SZ,X000661.SZ,X600522.SH,X002028.SZ,X601877.SH,X600066.SH,X000800.SZ,X600183.SH,X601799.SH,X000921.SZ,X600418.SH,X002074.SZ,X002007.SZ,X002156.SZ,X002223.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.130522635596562,0.277440089663297,0,0.119187641748999,0,0,0.11263032471956,0,0,0,0,0.0102301424045366,0,0,0,0,0,0,0.0770019323544278,0.0476596474928451,0,0,0,0,0,0,-0.0676546669922328,0,0,0,0,0,0.0571811368462792,0,0,0,0,0,0,0,0,0.0274278201320797,0,0,0,0,0,0,-0.035563635153335,0,-0.00227829741225377,0.0126739854335981,0,0,0,0,0,0
X000858.SZ,0,0,0.00943639236966161,0,0.0186234002046986,0.267928996263783,0,0,0,0,-8.67361737988404e-19,0,0.0208166205827674,0,0.161475467315221,0,0,0,0.0459637345116183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722798523743088,0.0439024053430542,0,0,0,0,-0.0247019404479649,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.031239225580803,-0.0125909694024032,-0.00893561894701864,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0410341492723352,0,0,0,0,0,0,0,0.130999128321632,0.349038755451832,0,0,0.123000628066903,0,0,0.154429110126278,0,0,0,0,0,0,0,0,0,0.115226869058855,0,0,0,0,0,0,0,0,0,0,-0.030156405854384,0,0,0,0,0,-0.13008945816845,0,0.0390305889577032,0,-0.0286920973284498,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.1863471020921,0,0.0161296110279688,0.067265828890947,0,0,0,0,0,0,0,0,-0.0633225356493662,0.0730459586761344,0,0.161542527362131,0,0,0,0,0,0,0,0,0,0,-0.0140273787147899,0,0,-0.0449441516907541,0.0607809745763629,0.0136988394900085,0,0,0,0,0,0,0,0.00493789872549806,0,-0.027181302013067,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.164271622373195,0,0,0,0,0,0,0,0,0,0,0,0.127701704624235,0,0,0,0,0.186192134464553,0,0,0,0,0,0,0,0.159987370437001,0,0.18728574459597,0.0319272118099814,0,0,0.0867892006792147,0,0,0.0310178054540692,0,0,0,0,0,0,0,-0.0973214997697198,-0.0199025438474282,0,0,0,0,0,0,0
X000568.SZ,0,0.597838113077016,0,0,0,0,0,-0.0572845801044753,0,0,0,0,0,0,0,0,0,0.02287892023628,0,0,-4.33680868994202e-19,0.0861691448080063,0,-0.01732101072814,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.125037517210322,0,0,0,0,0,0,0,0,-0.0191258820874892,0,0,0,-0.0185644110766077,0,0,0,-0.0161575501815059,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.209248592360759,0,-0.0362476056158892,0,0,0,0.13178837173605,0,0.0163938573547392,0,0,0,0,-0.0924686297368282,0,0.118054668834001,0.0540839680659641,0,0,0,-0.114494509229788,0,0,0,0,0.0410928353037025,0.0349186960243976,0,0,0,0,0,0,0.0238474848798142,0,0.165085917345102,-0.00346433944543866,0,0,0,0,0,0,-0.0189677392395104,0,0,0,0,0,0,0
X002475.SZ,0.0508823940737937,0,0,0,0.113654113555952,0,0,0,0,-0.0647698277671056,0.00504168045042946,0,0,0,0,0,0,0,0,0,0.0852038590751006,0,0,0.098953749145392,-0.11604174628775,0,0,-0.100693044603291,-0.112988657850673,0.533360445674078,0,0,0,0.11249743742608,0,0,0,0,0,0,0,0,0.0371221299976344,0,-8.67361737988404e-19,0,0,0.123891519453661,0,0,0,-0.0193644857371731,-0.0311218176248392,-0.0963224540409688,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0900222304140075,0,0,0,0,0,0,0,0,0,0.1453086280034,0.142872929729628,0,0,0,0,0,0,0,0,0,0.10106287174506,0,0,0,-0.247089271113761,0,0,0,0,0,0,0,0,0,0,0,0.159696478568612,-0.0203284832566755,0,-0.102605552662495,-0.0362097297504082,0,0.180876103728888,0,0.132448953742047,0.0060659879996455,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.0459300102815009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11712899594444,0.193876663533826,0,0,-0.199517272293153,-1.73472347597681e-18,-0.0905475642142553,0.0546470933464352,0,0,0,0,0,-0.0105163018527726,-0.0568077107056737,0,0,0,0.255427425900538,0,0,-0.0236651420151207,0.28113789739739,-0.202030348340617,0,0,0,0.0167255203701373,0.196104784971551,0.0924340052195034,-0.0453162690949014,0,0,0,0,0,0,0
