,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600031.SH,X002475.SZ,X000568.SZ,X600690.SH,X002304.SZ,X600809.SH,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X000100.SZ,X600703.SH,X000157.SZ,X002241.SZ,X000596.SZ,X000625.SZ,X600741.SH,X002371.SZ,X002129.SZ,X601877.SH,X002007.SZ,X002179.SZ,X002236.SZ,X300142.SZ,X002049.SZ,X600183.SH,X600584.SH,X002414.SZ,X000800.SZ,X300003.SZ,X601799.SH,X002008.SZ,X300146.SZ,X000066.SZ,X002074.SZ,X000799.SZ,X000977.SZ,X600089.SH,X600177.SH,X000050.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.227768891294694,0.000880234589489328,0,0,0,0,0.124067724228979,0,0.100007242069377,0,0,0,0,0,0,0,0,0,0,0,0.0426481088185482,0,0,0,0,-0.109203683724236,0,0,0,0,0,0,0,0,0,0,0,0.048122997675102,0.0827217275898199,0,0,0,0,0.0298162755307069,0,0,-0.037971925550577,0,0,0,0,-0.0265707882665505,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.333648218046665,0,0.127443477704345,0.139810953993977,0,0,0,0,0.00104823334203198,0,0,0,0,0,0,0,0.0144477588416179,0.0564312814854747,0,0,0,0,0,0.0282338510630059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920171521367214,0,0,0,0,0,0,0.00214014029706554,-0.0235601900027166,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0116505568362815,0,0,0.0785160338832452,0.0104131705617357,0,0,0,0,0,0.026400064684916,0.0216931710845476,0,0,0,0,0,0,0,0,0,0,0,0,0.188014152006973,0.0604290987256594,0.554926714010406,0,0,0,0,0,0,0,0,0,0.0579637869643323,0,0,0,-0.138723601456728,0,-0.105685193484644,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229573815116001,0,0,0,0,0,0,0,0,0,0,0.0102030342328535,0,0,0.174638529035972,0,0,0,0,0,0,0,0,0.0344461523242704,0,-0.159852234079211,0,0,0,0,0,0,0,0.189107596300852,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,-0.0803037553762613,0,0,0.249225897854997,0,0.101961398576031,0,0,0,0,-0.106502832293901,0,0,0,0,0,0.131458563320969,-0.0778963137929463,0,0,0,0,0.146502207181185,0.0617606206251585,0,0.0695804552230063,0,0.00424712835435215,0,0,0,0,0,0,-0.00770652503232599,0,0,0,0,0,0,0,0,0,-0.0914238608496445,0,0.0144794468802352,0,0,0,0,0,0,0
X600031.SH,0,0,0.122709296365102,0,0,0,0,0,0.00924091615383441,0,0.269097586113974,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.221604212395618,0.0653337916586895,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.163133958593421,0,0,0,0,0,0,0,0,0,0,0,0,-0.0485745352623693,0,0,0,0,-0.00760889304777665,0,0,0,0,-0.0648212326792663,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0783927546820068,0,0,0,0,0,0,0,0,0,0,0.0873539046870323,0.193983740867384,0,0,0,0,0,0,0.173606793745784,-0.00208813433965492,0,0,0,0.0243158011831223,0,0,0,0,0,0,0.0134176016429385,0,0,0,0,0,0,0,0,0,0,0.018005620513785,0,0,0,-0.00521853875142301,0,0
X000568.SZ,0.105967508194797,0.535801249367393,0.0265462701828491,0,0,0,0,0,0,0.0408683554142471,0.0102300992386845,0,0,0,0,0.0188347575430205,0,0,0,0,0,0,0,0,-0.0218168613700279,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0283124702261153,-0.0741262383006358,0,0.281758438213486,-0.0301005354963466,0,0,0,0,0,0,-0.0317127972101559,0,0,0,0.0243620790599712,0,0
X600690.SH,0,0,0.157624782334073,0,0,0,0,0.0543346771676641,0,0,0.35645585543362,0,0,0.120115863899788,0,0,0,0,0,0,0,0,0,0,0,0.125951359922541,0,0,0,0,0.00904421912742646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374175952508631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.19188902016745,0,0,0,0,0,0.0125466787929906,0,0,0.05648690532254,0,0,0,-0.0951598496029907,0,0,0,0,0,0,-0.0063202692565953,0,0,0,0,0,0,0,0,0,0.0932774044780622,0.00364599648071555,0,0,0,0,0,0,0.11939818137583,0,0,0,0.106653327407257,0.129727878417818,0,3.46944695195361e-18,0,0,0,0,-0.0420987983421266,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.350415534143084,0,0,0,0,0,0,-0.0727081305900611,0.0915775640176261,0,0,0,0,0,0,0,0,0,0.270145375725928,0,0,-0.00107181343124526,0,0,0.0481611832951901,0,0,0,0,0,0,0,0,0,0.0163819768647323,0,-0.0170149115398972,0,0,0.134530747210026,0,0,0,0,0,0,-0.0110887298308863,-0.0623682509702594,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448822011614611,0,0,0,0,0.25623115373988,0,0,0.0270408550492446,0,0,-0.159432029420739,0,0,0,0.0166002486396139,0,0,0.219404618095076,0,0,0,0,0,0.242630658535923,-0.0513935188742539,0,0,0,0,0,0,-0.00780467451728322,0.0168619570438819,0,0,0,-0.0666628709243906,0,0
X000725.SZ,0,0,0.200931528754873,0,0,0,0.138075900361706,0,0.00591358261505858,0,0,0,0,0,0,0,0,0,0,0.124659797383126,0.0346623744826478,0,0.000701457401992102,0,0,0,0,0.0892439284863729,0,0,0,0,0,0,0,0.0518192937517355,0,0,0.139270391542345,0,0,0,0,0,0,0,0.0836905889058516,0,0,0,0,-0.0177592303331542,0.0261010845814082,0,0,0,0,0,0
X000661.SZ,0,0,0.0176352009233679,0,0,0,0,0,0,0,0,0,0,0,0,0.0327890952992687,0,0,0,0,0,0.139940684306218,0,0,0,0,0,0,0.028460090983971,0,0.0475060264536897,0.0132323052719331,0,0,0,0,0,0,0,0,0,0,0,0.0687768630021921,0.0272149636392276,0,0.0910531648799483,0,0,0,0,-0.0287979539556201,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.00769771178715506,0,0,0,0,0,0,0,0.13994270096437,0,0,0,0,0,0.160370511520596,0.0299620667519127,0,0,0,0.0576875010451891,0,0,0,0,0,0.0268624560563944,0,0,0,0,0,0,0,0.0552401694086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0.0734436233095383,0,0,0,0.0795017732334755,0,0,0,0,0,0,0,0,0,0,0,0.0225602930716617,0,0,0.124687923434485,0,0,0,0,0.538626578433458,0,0.0555983101365661,0,0.0571881582770765,-0.171829549148153,0,0,0,0,0,0,0,0.142815763962105,8.67361737988404e-19,0,0.260248978942216,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.243229455907667,0,0,0,0,0,0.108147677882801,0,0,0,0.254130716564098,0,0,0,0,0,-0.0329008324722798,0,0,0,0,0,0.1754728295188,0,0,0,0,0.0136109140974314,0,0,0,0,0,0,0,0.139060032846502,0,0.0971042047351655,0,0,0.0532910307875324,0,0,0,0,0,-0.04577815747474,0,0,0,0,-0.0847736187794323,0,0
X000063.SZ,0,0,0,0,0,0.0109729337241987,0,0,0.0657340552890918,0,0,0,0.0638824199091684,0,0,0,0,0,0,0,0,0,0.0241566848330736,0,0,0,0,0,0,0,0,0,0.0759305912397914,0,0,0.129997751093041,0,0,0,0,0,0.0920409186832555,0.217624393291466,-0.0895166113153164,0.00183329589396261,0,0,0,0,0,0,0,0.0191050692682757,0,0,0,-0.0934490167138557,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149441933548719,0,0,0,0,0,-0.0235808530493539,0,0,0,0,0,0,0,0,0.00676607771465348,0.0124716054054507,0,0,0,0.0350035851813396,0.0472013817277146,0,-0.122748642594205,0,0,0,0.0384128272526886,0,0.0486619170142767,0,0,0,0,0.0736900892169986,0.00310279747369334,0.00743442935097102,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0.141520011554519,0.101107398322033,0.486991106538438,0.0276437682758388,0,0,-0.206500168713118,0,0,0,0.351927558413571,0,0,0,0,0,0,1.38777878078145e-17,0,-0.0842899544149343,0,0,0,0,0,0,0,0,-0.0658957468613049,0,0.0769673339433009,0,0,0,0,0.160233696444533,0.281951135646784,0,0,-0.0578810430035355,-0.174496590173318,0,0.00947942020522383,0,0,0,0.0209082699540356,0,0
X600703.SH,0,0,-8.67361737988404e-19,0,0,0,0.0200950456133431,0,0,0,0,0,0.0489100371279317,0,0,0,0,0,0,0.329756547609062,0,0.073055729486527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26220410491126,0,0.0573900959427309,0,-0.0262147670580993,0,-0.0110539108427152,0,0,0,0,-0.0194242744230956,0,0,0,0,0,0,0
X000157.SZ,-0.0354342960826718,0,0,0,0.210895212250216,0.230130528437575,0,0,0,0,0,0,0,0.239582571221376,0.127003917810903,0,0,0,0,0,0.0617335850326154,0,0,0,0,0,0,0.171951237731651,0,0,0,0,0,0.312646837236005,0,-0.193841976886427,0,0.0248832402455816,0,0,0,0.0874596876495004,0,0,0,0,0,0,0,0,0,0.00720396856303299,0,0,0,0,0.219984805679286,0,0
X002241.SZ,0,0,0.0528300150488964,0,0,0,0.3459530230644,0.0645045173920522,0,0,0.0862359297744688,0,0.148271687928843,0,0,0,0,0,0,0,-0.0496024370268642,0,0,0,-0.00146010495143958,0,0.210174783007778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512145165807886,0,0,0,0,0,0,0,0,0,-0.0719900375927002,-0.0256305701988394,0.0615522646674679,0,0,0,-0.0577310504633689,0,0
X000596.SZ,0,0,0,0,0,-0.0136260471233644,0,0.123192931714078,0,0.106187036565631,0.138587631048092,0,0,0,-0.105330839377526,0.124900077330254,0,0,0,0,-0.0152092830020193,0,0,0,0,0,0,0.0263907874925387,0,0,0,0,0,0,0,0,0.103266966744022,0,0,0,0,-0.0502148176437804,0,0.0478598598048566,0,0,0,0,0,0.148603067534597,-0.00323128889585834,-0.0160440171118436,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,-0.395015195942664,0,0,0,0,0,0,0.0708925503192021,0,0,0,0.133704678197137,0,0.282129257673241,0,0,0,0.163396509355956,0,0,0,0,0,0,0,0.0498023647501461,-0.0222715834227551,0,0,0,0,0,0,0,0.179028678648735,0,0.0790974320145945,0,0,0,0,0,0,0,-0.00865799189498187,0,0,0,0.0978493285574492,0,0
X600741.SH,0,0.0362454938374122,0,0,0,-0.0889160152285481,0,0,0.288273639483939,0,0.0122295130374153,0.258278761540282,0,0,0,0.0802972837792064,0,-0.0456327561206159,0,0.0708336856586552,0,0,-0.0494176649043762,0,0.0193271050101442,0,0,0,0,0,0,0,-0.114442171241145,0,0,0,0,0,0,0,0,0,0,0,0.208338795467223,-0.125068121006677,0,0,0,0,0,0.0365886391774777,-0.0615406700037655,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170851728676946,0.105983008048681,0.128159331557224,0,0,0,0,0,0,0,0,0,0,0.0383417929952599,0.118893430080263,0,0,0,0,0.366427041260706,0,0,0,0,0,0,0,-0.0774759556776527,0.0317388855497337,0,-0.161241890244587,0,0,0,0,0,-0.11636311862405,-0.0156354134652005,0,0,0,0,0.0259104525180033,0,0
X002129.SZ,0,0,0,0,0.0904270570047338,0,0,0,0,0,0,0,0,0,-0.0469126862990527,0.0629574883206659,0,0,0,0.110968046009535,0,0,0,0,0.153377892814918,0,0,0,0,0,0,0,0,0.300013690143791,0,0,0,0,0,0,0,0.06451342527177,0,0.0212537359880571,-3.46944695195361e-18,-0.0452035507199521,0.286548940116723,0,0,0,-0.00887551742455146,0,0.01461901539743,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157966924515396,0,0,0.127287282307757,0,0,0,0,0,0,0,0.0285127040291931,0,0,0,0,-0.0622171992304101,0.000752846566475078,0,0,0.278354508621459,0,0,0,0,0,0,0,0,0,0.176871312618507,0,0,0.102198122422557,0,0,0,0,0,0.0185972310906536,0,0,0,0,0,0
X002007.SZ,0,0,0.172046978242769,0,0,0,0.238194110001292,0,0,0,0,0,0,0,0,0.00663585596673181,0,0,0,0,0,0,0,-0.0962897272150692,0,0,-0.00525228612889812,0,0,0,0,0,0,0,0,0,-0.0648742615087408,0,0.228990906821913,0,0,0,-0.163967702539285,0,0.198098023683007,0,0,0,0,0,0,-0.00176569100601969,-0.00432741414937892,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0.125708331787939,0,0,0,0,0.0415763614529346,0,0,0,0,0.034858255294813,0,0,0,0,0,0.159812418444981,0,0.0495091805241563,0,0,0,-0.0204816903312478,0,0,0,0,-0.0625285762848465,0,0,-0.117019055106165,0,0,0,0.0199574738677976,0.227998639928043,0,0.269058977197914,0,0.0625645872729757,0,0,0,0,0,0.0429740734231209,-0.0221393337559143,0,0,0,0,-0.0875444320186259,0,0
X002236.SZ,0,0,0.245629253158002,0,0,-0.0695412606585554,0,0,0,0.0740257975380045,0,0,0,0,0,0.242836155270741,0,0,0,0.0154144811802873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714814305891359,0,0,-0.255283467308075,0.322081558941912,0,0,0.0495747957419143,0,0,0,0,0,0,0.155965008634534,0,0,0,0.0377870041329362,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0.222086979182119,8.67361737988404e-19,0,0.230545519082715,0,0.116993990898927,0,0.0108530187315572,0,0,0,-0.613590803129416,0,0,0.0350351669850091,0,-0.265531596235559,0,0,0,0,0,0,0.190938480890589,0,0,0.171622073337659,0.166083754877541,0,0,0,0,0,0,0.0283053916698213,0,-3.46944695195361e-18,0,0,0,0,0.0409606301535521,0,0,0,0,0.74202588445481,0,0
X002049.SZ,0,0,0.0555618061053586,0,0,0,0,0,0,0,0,-0.11670994236448,0,0,0,0,0,0,0,0,0,0.233777139226338,0.0666406139851629,0,0.0639136944369796,0,0.185140621919091,0.150509024616479,0,0,0.210782638429743,0,0,0,-0.0692241530361588,0,0,0,0,0,0.0504674719860083,0,0,0,0.102640764672382,-0.162313502967482,-0.0390558384384732,0,0,0,0,-8.67361737988404e-19,-0.0324463335795087,0,0,0,0,0,0
