,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X300014.SZ,X000651.SZ,X002371.SZ,X000725.SZ,X600031.SH,X300124.SZ,X002241.SZ,X600703.SH,X000063.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X000596.SZ,X000338.SZ,X002049.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X000100.SZ,X600460.SH,X600741.SH,X600089.SH,X002074.SZ,X002236.SZ,X000799.SZ,X600702.SH,X600779.SH,X601799.SH,X000157.SZ,X600884.SH,X000733.SZ,X600584.SH,X600183.SH,X600522.SH,X002007.SZ,X002414.SZ,X600563.SH,X000800.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.481633527601331,0,0.0436208581048932,0,0.140141463408298,0,0,0,0,0,0,0,-0.0750703744835929,0,0,0,0,0.045609814251841,0,0,0,0,0,0.00951825673853868,0,0.0441135375748208,0,0,0,0,0,0,0,0,0.000969105638292569,0,0,0,0,0,0,0,0,-0.029636226828016,0.0189113953354668,0,0,0,0,0,0,-0.00337960954056496,0,0,0,0,0,0
X000858.SZ,0,0,0,0.435473745594557,0,0,0,0,0,0,0.120924716518745,0,0,0,0,0,-0.0233945529975098,0,0,0,0,0,0,0,0,0.157422779836047,0,0,0,0,0,0,0.0177866974800376,0,0,0,-1.73472347597681e-18,0.0969679914366061,0,0,0,0,0,0,-0.0137397080889583,0,0,0,0,0,0,-0.0138615687737871,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0449350501749706,0.169488514756419,0,0,0,0,0,0,0,0,0,0,0,-0.0113944917146411,0.0324543508941689,0,0,0,-0.0262484205167637,-0.0361073456421041,0,0.142478047220668,0,0,0,8.67361737988404e-19,0,0,0,-5.42101086242752e-20,0,0,0,0.0489506161111348,0,0,0,0,0,0,0.0609986434553302,0.0188148416734092,0,0,0,0,0,0,0,0.028431907883444,0,0
X600809.SH,0,0.128981952841566,0,0,0,0,0,0.0854664835908129,0,0,0,0,0,0,0,0,-0.0685345789391857,0.0261857815147743,0,0,0,0,0,0,-0.0610898024075891,0.0642503980570479,-0.0130268388418943,0,0,-0.0839767781874158,0.103395532949707,0,0,0,0,0.545076580197588,0.00647827404985681,0,0.0867383868463838,0,0,0,0,0,-0.03886560782338,0,0,0,0,0,0,-0.0401243692163358,0,0,0,0,0.0118723523164732,0,0
X600276.SH,0,0,0,0.270182592444626,0,0,0,0.0830900957502371,0.0804186868524954,0,0,0,0,0,0,-0.097361145187766,0,0,0,0,0,0.0641039798825247,0,0,-0.0578591837027498,0,0,3.46944695195361e-18,-0.0470835981667511,0,0,0,0.0488738776071427,0.110894806692009,-0.0191111841890656,0.264827510065461,0,0,0,0,-0.375214664658359,0,-0.0485340197958165,0,0.0263414665517482,0,0,0,0,0,0,0,0,0,0,0,0.0375369832362867,0,0
X000568.SZ,0,0.365527752250869,0,0.239318354717859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00648743792021284,0,-0.00100135376915693,0.0604949328814404,0,0,0,0,0,0,0,0,0,0.0903709414624774,0,0.0182644533491743,0,0,-0.0384544190890976,-0.0264386245932474,0,0,0,0,-0.101519158943016,0,0,0,0,0.0539460902333162,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.064594740325127,0,0,0,0.16383286747437,0.189399790574656,0.162388910158748,0,0,0,0,0,0,0,0,0,0,0.0399640113702859,0,0,-0.244633512680501,0,0,0,0,0.0751622488164035,0.13642436583839,0,0,-0.0485393919543728,0,0,0,0,0,0,0,0,0,-0.00254234376522466,0,0,0,0,0.0805093020550958,0,0
X002304.SZ,0,0.03308252125571,0,0.143690214421673,0,0,0,0,0.136740597642141,0,-0.0218673714068534,0,0,0,0,0,0,0,0,0,-0.15923596126971,0,0.14997020140979,0,0,0,0,0,0,0,0,0,0,0,0,0.255165827937789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143784771841899,0,0,0,0,-0.0307013843879042,0,0
X600690.SH,0,0,0.15964875167556,0,0.00854652890314019,0,0,0.00685699069450667,0,0,0,0,0,0,0,0,0,0,0,0,-0.0598333801783508,0,0,0,0,0,0,0,0,0.265094478057347,-0.0332411503645677,0,0.0515625958113441,0,0,0,0,0.0614700177480141,0,0,0,0,0,0,0,0,0,0.0524909502754312,0,0,0.040214483190045,0,0.00792656879401137,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20007489382163,0,0,0,0,0.035788171761982,0,2.16840434497101e-19,-0.0127544505524753,0,-0.0084653349232265,0,0,0,0.0643930736247956,0,-0.00432234029277123,0,-0.0458249345123133,0,0,0.0938851847240468,0,0,0,0,0,0,0.0177380551713528,0,0,-0.0908205919236783,0.0864758994877241,0,0,0.0246830412296447,0.0292287998953563,0,0,0,0,0,0
