,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X601877.SH,X600809.SH,X000100.SZ,X600703.SH,X600271.SH,X000157.SZ,X300003.SZ,X002007.SZ,X300124.SZ,X002236.SZ,X300142.SZ,X002008.SZ,X002179.SZ,X600177.SH,X000625.SZ,X002506.SZ,X000977.SZ,X600498.SH,X002371.SZ,X600867.SH,X600487.SH,X600183.SH,X600776.SH,X300146.SZ,X000066.SZ,X002129.SZ,X600566.SH,X600118.SH,X000050.SZ,X600066.SH,X002049.SZ,X600522.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.112030689650275,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.125571518821002,0,0,0,0,0.00812779160145756,0,0,0,0,0,0.122880481114542,0.200808648480941,0,0,0,0,0,0,0,0,0,0,0,0.00267006341684536,0,0,0,0,0,0,0,0,0,0,0,0,-0.0382043913681739,0,0,0,-0.00495813960621848,0,0
X000858.SZ,0,0,-0.0463050964481346,0,0,0,0,0,0,0,0.203368478107331,0,0.281018548612606,0,0,0,0,0,0.249256447488519,0,0,0,0,0,0,0,0,0.171211494920519,0.0234388288709751,0,0,0,0,0,0,0.10798339440554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306279482590192,0.00400423326537306,0,0,0,4.33680868994202e-19,0,0
X000651.SZ,0,0,0,0,0,0,0.110079559085006,0,0,0,0,0.299265113780901,0,0.0547278954350065,0.0382790133266306,0.0405700546359923,0.135712888447182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116812216384529,0.0258509661355031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344220786479129,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.194365426921264,0,0,0,0,0,0.0652839252729019,0,0,0.0490221721524377,0.000715457682634722,0.014961909179902,0,0,0,0,0,0,0,0,0,0,0,0.0628871169041005,0,0,0.0602549473313666,0,0,0,0,0,0,0,0,0,0.107267116193113,0,0,0,0,0,0,0,0,0,-0.0250179062881542,0,0,0,0,-1.73472347597681e-18,0,0
X600276.SH,0,0,0.0509618747319083,0,0,0,0.0665067560867129,0,0,0,0,0,-0.0579350583251206,0.203658820844642,0.116924888938225,0,0.169670493733657,0.110885874903152,0,0,0,0,-0.0323378465360597,0,0,0,0,0,0,0,0,0,-0.0207511965235437,0,0,0,0,0,0,0.00368510130525229,0.116623002955141,-0.0323191456626214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010274235056357,0,0
X002415.SZ,0,-0.0376889840767384,0,0.0411031217144634,0,0,0,0,0,0,0.203673503275323,0,0,0.21943546899176,0.0213925915809339,0,0,0,0,-0.0431159154038827,0,0,0,0,-0.038857368046508,0,0.366400745416011,-0.0342581624039993,0,0,0,0,0,-0.0505121464875586,0,0,0,0.147586802929427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034447998511439,0,0,0,-0.0573865489984591,0,0
X002304.SZ,0,0.139358699824082,0.227834401791767,0,0.0117776624639644,0,0,0,0,0,0,0.041165576928484,0,0,0,0.209463475259763,0,0,0.123571589272826,0,0,0,0,0,0.0845897048833277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250339866378369,0,0,0,0,0,0,0,0,0,-0.0370749828585412,0,0,0,0.00113821112144797,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113902105683637,0,0,0,0,0,0,0.0731464216358227,0,0,0,0,0.180978333784623,0,0,0,0,0,0,0.114522182732443,0,0,0.156316074874995,0,0,0.177806065687031,0.140667255196068,0,0.0273780807987427,0,0,0,-0.0721125989091237,-0.0356108448935352,0,0,0,0,0,-0.0999303166661137,0,0,0,-0.00841986361695326,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797196569131495,0,0,0,0,0,0,0,0,0,0,0,0.186201021084816,0,0.0108097182583106,0,0,0,0.0662638716019488,0.158378795579335,0,0,0.0585929206645887,0,0,0.0277137323757746,0.173684119792882,0,0,0,0,0,-0.0244704254058791,-0.0563422162303177,0,0,0,0,0,0
X000568.SZ,0,0.289348110117175,0,0,0,0.0399512410338114,0,0,0,0,0,0,0.129379520504794,0,0,0.0668456403717225,0,0,0.107976958219393,0,0.0414716014778973,0,0,0,0,0,0.00450082626348784,0,0,0,0,0.1230351478139,0,0,0,0,0.0729909002906151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00633225812708737,0,0,0,0,-0.0199746019112756,0,0
X600690.SH,0,0,0,0,0,0.244338366181031,0,0,0,0,0,0,0.0148493207424247,0,0,0,0,0,0,0,0,0.0752848702569312,0.0578282677561912,0,0,0.224044274499766,0,0,0,0,0,0.138122851382633,0,0,0,-0.00434724865976177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257694675045697,0,0,0,0,0.0145424412729542,0,0
X600031.SH,0,0,0.261418360069929,0,0.097703152710193,0,0,0,0,0,0,0,0.113853392294831,0,0,0,0.0206973286189462,0,0.0221497964792451,-0.0545070570076805,0,0,0.152257393550149,0,0,0,0,0,0,0,0,0,-0.126439681376341,0,0,0,-0.0230181902488226,0,0,-0.00631309523172677,0,0.0917197581840797,0,0.364763982161424,0,0,0,0,0,0,0,-0.0491055843350225,0.120428788555295,0,0,0,0.0342607659948548,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.656129109959119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0458908743992166,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.198018660750612,2.77555756156289e-17,0,0,0,-0.10620214597028,0,0,0,0,-0.011864102933958,0,0
X002475.SZ,0,0,0.0724481539540611,0,0,0,0,0,0,0,0,0,0.0842711285653267,0,0,0,0,0,0,0,0.23900636864779,0,0,0,0,0,0,0,0.0459033901472264,0,0,0,0,0,0,0,0,0.109049052523412,0,0,0,0.0755501941682281,0.109076014141033,0,0,0.0176142025033942,0,0,0,0,0,0,0,0,0,0,-0.0812774626565037,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0.208599041744744,0,0,0,0,0,0,0,0.0450774826665583,0,0,0,0,0,0,0,0,0,0,0,0,0.155841254529249,0,0,0,0,0.216233447771983,0,0,0,0,0,0.25428782362847,0,0,0.128310789899337,6.93889390390723e-18,0,0,0,-0.0218698076122661,0.0472444157752403,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0.0035908150759282,0,0.386778372037742,0,-0.178389131865198,0,0,0,0,0.217060463353697,0,0.641369757187317,0,0.0155501479451046,0,0,0,0,0.0860421775254019,0,0.0853688940999514,0,0,0,0,0,0.0429953694582806,0,-0.0762043359570217,0,0,0,0,0,0.00526638593781488,0,0,0,0,0.036049777552624,0,0,0,0,0,-0.018789253114716,0.15246610048492,0.0104548844359547,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0.125304573325552,0,0,0,0,0.105591403153973,0,0.0569384182617575,0,0.260813152749611,0,0,0.0149550399384282,0.094467999263079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145464167421779,0,0,0,0,0.00342001530311795,-0.0183982102765317,0,0,0,0.00782294336715409,0,0
X601877.SH,0,0,0.0770733453771426,0,0.162184654829196,0,0,0,0,0,0,0,0,0,0,-0.254595608916685,0,0,0.0263078331278274,0,0,0.148238947603214,0,0,0.174848370341332,0,0,0.0101595342604995,0.0516388689159457,0,0,0,0,0,0,0,0,0,0,0,-0.164157178394768,0,0,0,0,0.02279808227719,0.0332173021114785,0,0,0,0,-0.0373654372279637,0,0,0,0,-0.0133987463756956,0,0
X600809.SH,0,0.334822156954073,0,0,0,0.0288844459225822,0,0,0,0,0,0,0.194355553826148,0,0,0.139964011325255,0,0,0,0,0,-0.0696600158292218,0,0,0,0,0,0,0,0,0,0,0,0.0976877140411211,0,0,-0.0195013805378678,0.0600309160845684,0,0.00844137052797433,0,0,0,0,0,0,0.019000426622424,0,0,0,0,-0.0372819486226299,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.28878462115314,0,0,0,0,0,0,0,0,0,0,0,-0.107993973236615,0,0.000770058555873712,0,0,0,0,0,0,0.201429985150355,0.420182211604867,0.0634348152438474,0,0,0,0,0,0,0,0.0197511845707316,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0516894405997569,0,0,0,-0.00593517248140289,0,0
X600703.SH,0,0,-0.509263438237268,0,0.165944400723995,0,0,0.0585255391092843,0,0,0,0,0.219729260226164,0.356051294608853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0902417046770563,0,-0.0163986748887523,0,0,0,0,0,0,0,0,0.317062596771481,0,0,0.194072396462681,0,0,0,0,0,-0.15236197068154,0,0
X600271.SH,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.111270459266265,0,0,0,0,0,0,0.0595586017261806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457176665644814,0,0,0,0,0,0.0802828450380668,0,0,3.46944695195361e-18,0,0.217966315185455,0,0,0.0169040441385749,0,0,0,-0.035695451339106,-0.0329645875132277,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0.204536040491756,0,0.103474903347952,0,0,0.0141344491097143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175308464022431,0,0,0,0,0,0,0,0.0651671159269282,0,0,0,0,0,0,0,0,0,0,0,-0.0100545616501021,0,0,0,0,-0.00415573188368722,0,0
X300003.SZ,0,0,0.0180732368697772,0,0,0,0,0.173423849611257,0,0.057981175373099,0,0,0,0.0703294288513597,0,0,0,0,0,0.0846063300369025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108727570769515,0.0376583065002069,0,0,0.00291932188146935,0.0846413749010177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148823399669161,0,0
