,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X000338.SZ,X002241.SZ,X000625.SZ,X002456.SZ,X600031.SH,X000100.SZ,X002008.SZ,X600066.SH,X601877.SH,X600487.SH,X600809.SH,X300136.SZ,X300124.SZ,X002508.SZ,X300003.SZ,X600522.SH,X002294.SZ,X600867.SH,X600699.SH,X600498.SH,X600089.SH,X002085.SZ,X000596.SZ,X600271.SH,X000157.SZ,X600177.SH,X600566.SH,X000050.SZ,X600118.SH,X600584.SH,X000559.SZ,X002180.SZ,X000661.SZ,X300142.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.184041852097802,0,0,0.100611364219414,0.216303600317916,0,0.0333452459194584,0,0,-0.102496220804018,0,0,0,0,0,0,0,0.000848454617892062,3.46944695195361e-18,-0.092941431072511,0,0,0,0,0,0,0,0.0804735486704944,0,0,0.0111904661798355,0,0,0,0,0,0,0,0,0,0,0,0.135999760278755,0,0,-0.00569313623030662,0,0,0,0.0184214714645039,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.193237594876822,0,0,0,0,0,0,0,0,0.0887429089679627,0,0,0,0,0.053931210940783,0.166752041701009,0.0641875777552644,0.0436295281293462,0,0,0.0795519986186451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841974874813824,0,0,0.0320055186416512,0,0.000333365274512123,-0.000799594860746694,0.0542916333054401,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0440392330110251,0,0,0,0.00549536548046821,0,0,0,0.285282159687737,0.111920445728838,-0.153491100585742,0,0,0,0,0.0490054269419941,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.18158979567575,0,-0.0293760172775768,0,0,0,0,0,0,0,0,0,0,-0.0187072681936758,0,0.0737859911938374,0,0,0,0,-0.0411897283847297,0.0456878627024692,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0878896079715261,0,0,0,0.307941098237298,0,0,0,0,0,0,0,0,0,0,0,0.0573582677295203,0.00597956178296096,0.236656134085377,0,0,0,0,0,0,0,0,0,0.0186025253926593,0,0,0,0,0,0,0,0,0,0.125637514848245,0,0,0,0,0,-0.0275339820614987,0.00675180738746888,0,0,0,0,0,0
X000651.SZ,0,-0.112064065013597,0.0919485794375633,0.125193531981369,0,0,0,0,0,0,0,0,0.0835228898248155,0,0,-0.0486161686610804,0,0,0.00842748196480853,0.0623261294140458,0,0,0,0,0,0.00835080966481232,0,0,0.0452389036014504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116778739873627,0.00032405840182733,-0.0463072159914415,0,0,0,0,0
X000725.SZ,0,0.022373830455783,0,0,0,0,0,-0.00168540284704965,0.13232395206481,0,0,0,0,0,0.162529188066423,0,0,0,0,0,0,-0.154155170043738,0,0,0,0,0.229668394406976,0,0,0,0,0,0.225729946587684,0,0,0,-0.0631997808287509,0,0,0,0,0,0.326717338651147,0,0,0,0,0,0,0,0,-0.0319304166805754,0.0506075888729478,0,0,0,0,0,0
X600276.SH,0.0735144489724491,0,0,0,0,0.0303144632201665,0,0,0,0.231884739801639,0,0,0,0,0,0,-0.0377082851229578,0,-0.204785446511234,0,0,0,0,0,0,0.0797139705747189,0,0.190243245468451,0,0,0,0.111132214923975,0,-0.144521841013995,0,0,0,0,0,0,0,0,0,0,0,0,-0.0367519961691957,0,0,0,0,0,0.0198215680613306,0,0,0,0,0,0
X002304.SZ,0.0677382002049426,-0.0275027202928461,0,0.396623029875014,0,-8.67361737988404e-19,0,0,0,0,0,0.0685258690172509,0,0,-0.134460392264856,0,0,0,0,0,0.0598051276888134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787313501444139,0,0,0,0,0,0,0,-0.110648028129947,-3.46944695195361e-18,-0.0832861571934822,0,0,0,0,-0.0499547679637287,0.0451535740338573,0,0,0,0,0,0
X000063.SZ,-0.269564631240101,0,0,0,0,0.319092427949059,-0.0956612998309447,0,0,0,0,0,0,-0.154960117287186,0,0.231730162613504,-0.0077345404290548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085004245796629,0,0.0876562924604633,0,0,0,0,0,0,2.71050543121376e-20,0.0306362755301178,0,0,0,0,0,0
X600703.SH,0,0.0128030323014009,0,0,0,0.0465528430718948,0.216301453570907,-0.150899405702833,0,0,0.219236667445927,0,0.00105917678809096,0,0,-0.0454676681773488,-0.0517076431502021,0,0,0,0,0,0,-0.390786301430648,0,0,0,0,0,0,0,0,0,0.176496343088675,0.0463636079361629,0,0,0,0,0,0,0,0,0,-0.0109896185217248,0,0,0,0,0,0,0,-0.00718681579454184,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0207195750504684,0,0.116386904174661,0.202481702503182,0,0.086276349818408,0,0,0,0,0,0,0,0,0,0,0,0.0649652157335824,0,0,0,0,0,0,0,0,0.31680240267713,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159398758427782,0,0,0.140445844142469,0,0,0,0.0011361666692348,0,0,0,0,0,0,0
X000568.SZ,0.123776615550374,0,0,0.249784842818646,0.264358683634279,0,0,0,0,0,0,0,0,0,0,0.0257054017704073,-0.0990771890766654,0.0934701839442216,0,0,0,-0.0458014143749407,0,0,0,0.143163056259368,0,0,0,0,0,0,0,-0.136948163552577,0.0303181418028727,0,0,0.0748492547383966,0,0,0,0,0,0,0.0206936408752653,0,0,0,0,0.131491626515338,0,0.0134135123456841,-0.0177002634769506,-0.0389401529498212,0,0,0,0,0
X002236.SZ,-0.134376743461124,0.138651090582114,0,0,0,-0.0629703637303873,0,0.161531187400973,0.104240193686145,0,0,0,0,-0.178345248785527,0,0,0,0,0,0,0,0,0,0,0.140653875643265,0,0,0,0,0,0,0.0213712682396322,-0.00965540896875829,0,0,0,0,-0.116238415280742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018141216450754,0,0,0,0,0,0
X600741.SH,-0.125075599611591,0,0.39845093734441,0,0,0.044350239258445,0,0,0,0,0.0983445453874982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0644124088987673,0,0,0,0,0,0,0,0.0717526751074156,0,0,0,0,0,0,0,0,0,0,0,0.0156767823656582,0,0,-0.0581119967445148,0,0,0,0.000767595782430436,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.118134337273759,-0.0332165057315155,0,0,0,0,0,0,0,0,0.0705144569054845,0,0.17066616349578,0,-0.0188770924442114,0.164429751604219,0,0,0,0,0.290755296931515,0,0,0,0,0.0345433239197892,0,0,-0.0493896548279784,-0.17247152587633,0,0,0,0,0,0,0,0,-0.0837904932651495,0,0,0,0,0,0,-0.0621263662058455,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,-0.063222625155443,0,0.0343756472538059,0.0462076055113868,0,-0.0512043712456763,0,0,0,0,0,0,-0.0287218134585244,0,0,0,0,0,0,0.0367905965573216,0,-0.0554870758789683,0,-0.175322110478627,6.93889390390723e-18,0.130581097542239,0.485356721869719,0,0,0,0,0,0,0.191320053082738,0,0,0.00848913608242858,0,0,0,0,0,0,0.0186885296824155,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,-0.00801956683924251,0,-3.46944695195361e-18,0,0,-4.33680868994202e-19,0,0,0,0.521126759171848,0,0,0,0,0,0,-0.0418383886598722,0,0.145469942841524,0,0,0,0,0,0,-0.0554306897590761,0,0,0,0,0,0,0,0,0,0,0,0.0102163703323732,0,-0.290724178824547,0,0,0,-0.0106140461429783,0,0,0,0,0,0
X000625.SZ,0,0.0473553262937034,0,0,0,0,0,0.0919168839223314,0,0,0,0,0,0.280695272647733,-0.00493126147469994,0.00660832437032715,0,0,0,0.11993656872493,0,0,0,0,0,0,0,0.124011018971821,0.0929333257214742,0.0262689363184907,0,0,0,0.0860238321463082,0,0.00971689187277347,0,0,0,0,0,0,0.0489049727035197,0,0,0,0,0,0,0,0,-0.0140095592457815,0.0413467154830279,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1890508030382,0,0.233919084008788,0,0,-0.0918491721497834,0.0461997700959255,0,0,0,0,0.0935867153775832,0,0,0.0798346501331345,0,0,0,0,0,0.128416903690339,0,0,0,0,0,0,0,0.278698488549423,0,0.0202068319799665,0,0.121302439877814,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251316321648778,0,0,0,0,-0.42857602814133,0,0,0,0,0,0.01096491470051,0,-0.0479444350284125,0,0,0,0,0,0,0.0269103367486002,0,0,0,0.00185847282820514,0,1.07372219919006,0,0,0,0,0.0254759402688515,0,0,0,0,0,0,-0.0741297660964974,0.0370847482800284,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.147486510716142,0,0,-0.0646091528468325,0,0,0,0,0,0,0,0,0,0.137580591573439,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0720971097346917,0,0,0,0,0,0,0,0,0.0993747692402206,0,0,0,0.0694711046775257,0.12938532630675,0.012306279769941,0,0,-0.0144532646650252,0.0179377241600823,0,0,0,0,0,0
X002008.SZ,0,0.079050063744532,0,0,0,0,0.169265441536637,0,0,0,0,0,0,0.164357218027535,0,0,0,0.161512325403649,0.109685552138603,-0.120611506799363,0,0,0,0,0,0,0.0915664460070615,0,0.204657579390624,0,0.0511947519460294,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607315515705997,0.0483108360993423,0.0342154601955738,0,0,0,0,0,0,0,0,0,0,0,0
