,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X600690.SH,X600104.SH,X300014.SZ,X000725.SZ,X600031.SH,X300124.SZ,X000063.SZ,X002371.SZ,X000625.SZ,X000661.SZ,X000338.SZ,X600703.SH,X002241.SZ,X003816.SZ,X002129.SZ,X000596.SZ,X000100.SZ,X300142.SZ,X002049.SZ,X002179.SZ,X600460.SH,X000799.SZ,X600741.SH,X000157.SZ,X600702.SH,X601877.SH,X002007.SZ,X600584.SH,X002074.SZ,X600779.SH,X002414.SZ,X601799.SH,X002236.SZ,X600183.SH,X300003.SZ,X600089.SH,X600884.SH,X000800.SZ,X300146.SZ,X000066.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.160420301459312,0,0,0,0.142839744016809,0.163823346708189,0,0.0126382864908826,0.109978393945401,0,0,0,0,0,0,0.0175890577361633,0,0.0116576780923435,0,0,0,0,0.0191882671692818,0,0,0,0,0,0,0.0484142756394091,0,0,0.0203404230765469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.224862700968929,0,0,0.0801773155326445,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.290260730455001,0.382055090015835,0,0,0,0,0,0,0,0.0994809186151084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333775626139939,0.108128062493254,0,0,0,0,0,0,0.0725339971373214,0,-0.0342983432412206,0,0,0,0,0,-0.105848796274266,0,0.14440599824413,0,0,0,0,-0.0031340667263539,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.145310311303876,0,0,0,0.00267702849422936,0.153389591101998,0,0.0532498073697252,0,0.00187756534339359,0,0,0,0.0708640703617678,0,0,0,0,0,0,0.00413260411312809,0,0,0,0,0,0.0919861600287529,0,0,0,0,0,0,0,0,0,0.0699239532565217,0.0509676828224443,0,0,0,0,0,0,0.10683278167103,0,0,-0.00929051611526895,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,-0.195939966228924,0.165891017540608,0,0,-0.0104638226394646,0,0,0.131515184195564,0,0,-0.0025575828442423,0,0,0,0,0,-0.140304748047105,0,0,0.0154130850804089,0,0,-0.0459533075462463,0.484168615489788,0,0,0,0,0,0,0,0.0616744676236518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747998827736239,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.00196212992495739,0,0,0,0,0,0.138502062228941,0.215094453544554,0,0,0,0,0,0,0,0,0,0,0.103270065234725,0,-0.168717457937303,-0.00837044983897533,0,0,0,0,0,0,0,0,-0.293264895809545,0,0,0,0,0,0,0.0510396437785686,0,0,0,0,0,0.0517486603056108,0,0,0,0,-0.00689649617134244,0,0
X000568.SZ,0,0.69166902597176,0,0.00795263870909745,0,0,0,0,0.0226004169424659,0,-0.228350684006401,0,0,0,0,0,0,-0.00727732927390473,0,0,0,0,0,0,0.205257273927587,0,0,0,0,0,0,0,0,0,0,0,0.0886873405596339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127944801394936,0,0,0,0,0,0
X002475.SZ,0.0598994731667034,0,0,0,0,0,0,0,0.0119958975685963,0,0,0.148904589684977,0,0,0,0,0.00934114951415713,0,0,0,0.0819050821517495,0.0621190878698109,0,0,-0.0962546270466679,0,0,0.0457010183271503,0,0,0,0,0,0,0,0,0,0,0,0.147361500562365,0,0,0,0,-0.174939976232211,0,0,0,0,0,0,0.033465354075262,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.150569884043546,0,0.0281530177909025,0,0,0,0.140349994903806,0,0.0291236129258471,0.0343076717566405,0,0,0,0,-0.0267975044718192,-0.0671047884503458,0,-0.0363289790608879,0,-0.059422297367242,0,0,0.0678317184249563,0,0.0890152600618865,0,-0.0441093853385944,0,0,0,0,0,0,0,0,0.0315200739798379,0,0,0,-0.000224079135601344,0,0,0,0.0689362755203163,0,0,0,-0.0579108194368675,0,0
X002304.SZ,0,0,0,0.263242670833115,0,0.119686847435863,0,0,0,0,0,-0.217809111113883,0,0,0.0313668456749659,0.0563561898991978,0,0,0,0,0.44912859450832,0,0,-0.0683648073544408,0,0,0,0,0.185741739525798,0,0,0,0,0,0,0.0695776529780115,0,0.0601525874579144,0,0,0,0,0,0,0,0,0,0,0.0735524148303806,0,0,-0.226236787405298,0.111425422838493,0,0,0,0.0282407067275037,0,0
X600690.SH,0,0,0.30404082415485,0,0.190023580301296,0,0,0,0,0,0,0,0.270381792921771,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043078993168993,0,0,0.016562895041022,0,0,0,0,0,0,0,0.0179714254374349,0.012175929721664,-0.00218534711836726,0,0,0,0,0,0,0,0,0,0,-0.0421036107666853,-0.0301152953968796,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0215436575093995,0,0,0,0,0.0118030541359218,0,0.0768719999368326,0.0183295864641782,0,0.00591518679272877,0.0753846777722604,0,0,0,0,0,0,-0.0181876553246653,0.0647989869917166,0.145222127194433,0,0,0,-0.0716394892894076,0,0,0.0809533403819776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949296608684757,0,0,0,0,0,0,0
X300014.SZ,0,0,0.190217903849903,0,0,-0.0691330293291165,0.0246625554763763,0.0318631136837794,-0.263306607972441,0,0,0,0,0,0.243776570352663,0,0.00292215543923723,0.169222710140075,0.050471162236215,0,0.0741300300543774,0.402534336885444,0,-0.077326372871084,0,0,-0.0620204604948766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321892908902747,0.122143206145638,0,0,0,0,0,-0.0680660351860233,0.121026889103605,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0442018728910534,0,0,0,0,0,0,0,0,0.160252363847553,0,0.0158894732958363,0,0,0,0.0548845111747483,0.370651258457289,0.0369453068277727,0,0,0.0751367194691998,0,0,0,0,0,0.0159326067529451,0,0,0.0980615994541862,0.131819344871521,0,0,0,0.0514417816047468,0,0.0220807676195206,0,-0.0561985695775879,0,0,0,0,-0.00495179865399549,0,0,0,0,0,0
X600031.SH,0,0.0618006800461099,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.109553462850268,0,0,0.0273733203942686,0,0,0.149385936407069,0,0,0,0,0,0,0.0231527229374594,0,0,0,0.133724163350357,0.296126476279886,0.0786665480254197,0,0,0,0,-0.0600120603456757,0.0134655906325597,0,0,0,0,0,0,0,0,0,0,0,-0.120932238339778,0,0,0,0,0,0,0
X300124.SZ,0,0,0.213186546577975,-0.119687243210755,0.0860170483891833,0,0.0601244415995818,0,0,0,0,0.146544959887034,0.042684620231112,0,0,0,0.104610364389325,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0827427071902562,0.0546613164498427,0,0,0,0.0464388229480563,0,0,0,0,-0.128198804427447,0,0,0.109492060118885,0,0.0893326020029139,0,0.0431915021406558,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0696477331516534,0,0,0,0,0.0268755986778283,0,0,0.062863228715556,0,0,0.0518973181728065,0,0,0.0836784246540071,-0.00191815603250508,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0723326274487668,0,0,0,0.00768475770279209,0,0,0,-0.0149136525252513,0,0,0.0318630684372382,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0227860769023256,0,0,0,0,0,0
X002371.SZ,0,0,-0.0255599109236683,0,0,0,0,0,0,0,0,0.0379837587104544,0,0,0,0,0,-0.0260467704593325,0.022544980842472,0,0.359644223116558,0,0,-0.10364646993138,0,0,0,0,0.0723428316160137,0,0.0229551260891675,0.366185714999153,0,0,-0.0461509310222358,0,0.153476505575317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25539555344401,0,0,0,0,0,-0.223162303587808,0,0
X000625.SZ,0,0,0,0,-0.238241767602919,-0.0552332314989922,0,0,0,0,1.1588752112777,0.0508756635285864,0,0,0,0,0,0,0.00220087056492469,0,0,0,0,0.304982425693996,-0.156930622857079,0,0,0,0,0,0,0,0,-0.163672229610891,0,0,0,0.136078410891884,0,0,0,0,0,0,0,0.131286277157679,0,0,0,0,0,-0.126746374744723,-0.0594850243826848,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,-0.131164216409646,0,0,0,0,0,0.0835314027788849,0,0.180034238038165,-0.0402257798052033,0,0,0,0,0,0,0,0,0.206294246763964,0,0,0,0.2241548593187,0,0,0.117244258045993,0,0,0,0,-0.255235982699527,0,0,0,0,0.0244648827828668,0.30208962471471,0,0,0,-0.120664725928542,0,0,-0.00827949043527677,-0.159752510776114,0,0,0,0.296534691258712,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112309050201894,0,0,0,0,-0.0637554275038592,0,0.0745032192357438,0,0,0,0,0,-0.0220979625879087,-0.0352652573595915,0,0.0123119357465867,0,0,0.0405428468699694,0,0,0,0.101076115792935,0.0364811817068319,0,0,0,0.0169271197822978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344722891419271,0,0
X600703.SH,0,0,0,0,0,0,0.0656723048985809,0,0.287674850826491,0,0,0,0,0,-0.0645225603544795,0,0.181016115449199,0,0,0,0,0,0,0.00484925961413972,0,0,0,0.0851686205516733,-4.33680868994202e-19,0.157727704525884,0,0,0,0,0,0,0,0,-0.0347773973317289,0.0340168944640204,0,0,0,0,0,0,0,0,0,0,0,0,0.0753497439809965,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.296773414089818,0,0,0,0,0.194911395908436,0,-0.0199706659482777,0,0,0,0,0,0,0,0,0,0,0,0.142414078799579,-0.0531623145727297,0,0,0.103227111134837,0.0290020517676048,0,-0.173741819209038,0,0,0,0,-0.00967298338085263,0,0,0,0,0,0,-0.023542007496536,-0.0581728540422588,0,0,0.141046429028695,0,0,0.0781105604324869,-0.193554820609025,0,0,0,0.0719324305343146,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0250311703921095,0,0,0,0,0,0.0143384819609319,-0.0116584093973624,0,0,-0.0746910468639928,0,0,0,0,-0.0139263648476127,0,0,0,0.0185096372870968,0.0150299713264043,0,0,0,0,0,-0.0351488552151954,-0.0288095313138407,-0.018629282950962,-0.0453116264778973,0.0170415096073483,0,0,0,0,0,0,0,0,0,0.023131563890601,0,0,0,0,-0.0198944207342807,0,0
