,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X600741.SH,X000625.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X601877.SH,X600809.SH,X600487.SH,X002008.SZ,X000100.SZ,X002508.SZ,X600522.SH,X300136.SZ,X300003.SZ,X002085.SZ,X600089.SH,X600498.SH,X600271.SH,X000157.SZ,X600699.SH,X600177.SH,X600867.SH,X000559.SZ,X000596.SZ,X000050.SZ,X600118.SH,X002294.SZ,X600566.SH,X002180.SZ,X002179.SZ,X300115.SZ,X000981.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.142484372916262,0,0,0.0324313610920708,0,0.00407908450327289,0,0.103237374718127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805482566419152,-0.00348625456019413,0,0.023605203727547,0,0.0261505729839852,0,0,0,0,0,-0.00822731652742106,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0106908979876358,0,0,0.0857432278332469,0,0.0155542484882133,0.00716418550967616,0.370923392069919,0,0.0681655654710365,0,0,-0.0200043989395804,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0420320317023728,-0.0480527402169859,0,0,0,0,0,0,0.0335761512265914,0,0,0,-0.0121752056621838,-0.035686390180629,0,0,0,0,0,0,-0.032200309954562,0.036939390486958,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0863931274291447,0,0.00788932470051555,0,0,0,0.15142484938523,0,0,0.0513027751258734,0.04151461931893,0,0,0,0,0.119689393850092,0.0140436037663422,0,0,0,0,0,0.025409730821097,0.0426960718546608,0.0244806192267895,0,0,0,0,0,0,0,0,0,0.00852082923337785,0,0,0,0,0.0330044501535781,0,0,0,0,0,0.0348615791557121,0.00544285880157658,0.209129129898726,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0153564067433133,0,-0.00957760171611988,0,0,0,0.202662963923033,0.082332483932379,0.106895366251987,0,0,-0.0886258625438295,0,0,0.0809830978338728,0,0,0,0,0,0,0,-0.00934768664301422,0.318846629987477,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191838556331506,0,0,0,-0.0309528543347977,0,0,0,0,0,0.0123774440650741,0,-0.0531681549536454,0,0,0,0,0
X000858.SZ,0,0,0,0.273686900585673,0,0,0,0,0,0,0,0.326260501178298,0,0,0,-0.00216882215951215,0,0,0,0,0,0,0,0.165230471498845,0.0761718625031686,-0.0427658706628125,0,0.0106183028906453,0,0,0,0,0,-0.0338255714216186,0,0,0,0,0,0,0,0,0,0,0,0.0355773451596809,0,0,0,0,0,-0.0105393765733153,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.156664221258226,0,0.0740790132284583,-0.0163171699528993,0,0,0,0,0,0,0,0,-0.085548163735716,-0.16090758542785,0,0,0,0,0,0,0,0,0.00561295772940361,0,0.119539403463063,0,0,-0.103421786323251,0,0,0,0.0417885931004437,0,0,0,0,0.0490550747546573,0,0.023298547468184,0,0,0,-0.0173256350745227,0.0210963535049734,0,0,0,0,0,0
X000725.SZ,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.155864756539689,-1.73472347597681e-18,0,0,0.03076867930476,-0.107992456860662,0,0,0,-0.0351051536394253,0,0,0,0,-0.0260213578407738,0.0696349273711608,0,0,0.12475133691717,0,0,0,0.142217753320635,0,0,0,0,0,0.136041605944527,0,0,0,0,0,0,0.184191459083525,0,0,0,0,-0.00345805092909186,0.0160080486835018,0,0,0,0,0,0
X002304.SZ,0,0,-0.0261136855436586,0,0,0,0,0,0,0,0,0.296046974851946,0,0.147794389787299,0,-0.104226201471297,0,0,0,0,0,0,0,0,0,0,-0.0029262397706422,0,0,0,0,0.0405742702747028,0,0,0,0,0,0,0,0,0.0414245970355177,0.118238795407054,0,0,0,-0.123726328588595,0.020182784947891,0.122203373115422,0,0,0,-0.0152090355769838,0.0175680812248869,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.124979522003234,0.0293159493803626,0,0,0,0.00772327214957347,0,0,0,0,0.141836546050815,0,0.0642367827259651,0.0288538552180355,0,0,0,0,0.0304422463038381,0,0,0,0,0,0.0481667501603295,0,0,0,0.0913192386751337,0,0,0.0239883614001992,0,-0.0639402369021369,0,0,0,0,0,0,0.0545156293295847,0.00664849649147729,0,0,0,0,0
X600703.SH,0,0.0676690866075589,0,0,0,0.160296508664904,0,0,0,0,0,0,0,0.136669632983295,0,0,0,-0.189084939154669,0,0,0,0,6.93889390390723e-18,0,-0.102285427195876,0,0,0,0,0,0,0,0,0.257432260491296,0,0,0,0,0.0165105269010718,0,0.0828307923638719,0,0,0,0,-0.31122636057163,0,0,0,-0.0908281811716115,0,0.0472161284872828,-0.0152584339115799,0,0,0,0,0,0
