,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600741.SH,X600089.SH,X002241.SZ,X000100.SZ,X600703.SH,X600066.SH,X600118.SH,X000581.SZ,X600271.SH,X000550.SZ,X601877.SH,X000568.SZ,X000623.SZ,X002236.SZ,X000800.SZ,X002475.SZ,X600177.SH,X000869.SZ,X600582.SH,X002294.SZ,X002129.SZ,X300124.SZ,X000559.SZ,X600839.SH,X000400.SZ,X000050.SZ,X600809.SH,X002456.SZ,X002007.SZ,X000977.SZ,X002465.SZ,X002292.SZ,X600252.SH,X000596.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.213989113699215,0,0,0.127915398005728,0,0,0,0,0,0,0.552748776281287,0,0,0,0,0.0149180016839271,0,0,-0.0637637434508411,0.0608392179000914,0,0,0,0,0.0266533810361301,0,0,0.04693711512101,0,0,-0.107576003627375,0,0,0,0,-0.169386142751034,0,0,0,0,0.221457894276439,0,0,0,0,0,-0.0206588423249164,7.17090529785355e-05,0,0,0,0,0,0
X600519.SH,0,0,0.0291747205121009,0.0510262365381666,0,0,0.248177498687494,0.0894421678824012,0,0,0.258849211242009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447946930917253,0,0,0,0,0,0,0,0,0,-0.0628866930556435,0,-0.0334489489763594,0,0,0,0,0,0,-0.154108852587959,8.67361737988404e-19,0,0,0,-0.00961554087828814,-0.151251093329486,0,0,0,0,0
X000651.SZ,0.179061362933213,0,0,0.0986469147498772,0.0376094822223882,0,0,0,-0.100927300556592,0,0,0,0.035568182205494,0,0,0,0,0,0,0,0,0,0,0,0,0.318981666125601,0.0375093967960295,1.73472347597681e-18,0,0,0,0,0,0.0688674962269017,0,0,0.0502479176069712,0,0.088234028742957,0,0,0,0,0,0.031150995929337,0,0,0,0,0,0,-0.0716727437115494,-0.0152165910581897,0,0,0,0,0,0
X000725.SZ,0,0.198362485030021,0,0,0,0.00470687024463491,0,0,0,0,0,0,0,0,0,0,0,0,0.32701237477978,0,0,0.0313732234685669,0,0.174971729235475,0,0,0,0.249333619483325,0,0,0,0.0492697695239757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293124181744545,0,0,-0.0467839403059581,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0813148235469312,0,0,0,0,0.0257825660829013,0,0,0,0,0,0,0,0,0,0.0153113432755933,-1.0842021724855e-19,0,0,6.93889390390723e-18,0,0,0,0.129784595912516,0,0,0,0,0.287738497907478,0,0,0,-0.0404141445034222,0,0,0.110980644383781,0,0,0,0,0,0,0,0,0,0,-0.0469443805133113,0.00296673051284937,0,0,0,0,0,0
X000625.SZ,0.38384998655305,0,0,0,0.0103471137900123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379647498567587,0,0,0.115257135634104,0.159382012090754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106042443426454,0,0,0,0,0,0,0,-0.0288450747002324,-0.00388404780700186,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0534332352063182,0,0,0,0,-0.0363254422518635,0,0,0,0,0,0,0,0,0.352228492265179,0,0,0,0,0,0,0,0,-0.0435625437448537,-0.255868522276,0,0,0,0.0341853461769474,0,0,0,0,0,0,0,0,0.335781506743603,0,0,0,0,0,0,0.282747156622096,0.0122857709783885,0,0.0240899600422833,0.0208965413968496,0.0162543354129179,0,0,0,0,0
X000858.SZ,0,0,0.178900476497823,0,0,0,0.0331874882226602,0,0,0,0.101752870999623,0,0,0,0,0.143020282953167,0.00808027203054545,0,0.0292523917409498,0,0,0,0,-0.0319654060385005,0.0315727623893673,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210330593107836,0,0,0,0,0,0,0.0124674819731727,-0.0449357256710885,0,0.0103178956253398,-0.000888800837577031,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,-0.0220094685028267,0.0559161987627886,0,0,0,0,0,0,1.00931567157654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531936400416408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827517975495879,0,0,-0.0490012449668993,-0.00583577103623709,0,0,0,0,0,0
X000063.SZ,0.0939096166709491,0,0,0,0,0,0,0,0.112992491584662,0,0,0,0,0,0,0,0,0,0,0.139129171274782,0,0,0,0,0,0,0,0.0365965740665555,0,0,0,0.07575111017464,0,0,0,0,0,0.0922392799293303,0.00857433815055127,0,0,0,0,0,0,0,0.00201164690218908,0,0.00214767004651806,0,0,0,-0.00264593112808439,0,0,0,0,0,0
X600690.SH,0,0.106845665818156,0,0,0,0,0,0,0,0,0,0,0.0731490439611933,0,0,0.275893116768967,0,0,0.0889468201061447,0,0,0,0,0,0.0555270202484357,0,0,0,0,0,-0.0474887038753272,0,0,0,0,0,0,0,0,0.0576239375686094,0,0,0,0,0,0,0,0,0,0,0,-0.0420632889792097,-0.002397973355583,0,0,0,0,0,0
X600276.SH,0,0,0,0.0481662502272481,0,0,0.0435568735565808,0,0,-0.0315253108166651,0,0,0,0,0,0,0,0,0,0.196560345809528,0,0,0,0,0,0.0530712773799488,0,-0.100630900167869,0,0,0,0,0,0.0673282926045982,0,0,0,0.0868856108132565,0,0,0,0,0,0.0236662210623906,0,0,0.172836695459131,0,0,0,0,-0.0123802269300135,0.0191778127004815,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378146155489215,-0.076359655426912,0,0,0,0,0,0,0,-0.0148471031626042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282883476478126,0.00931276533216038,0,0.0935918513403468,0.0356211081021927,0,0,0.384152793749431,0,0,0.163247583615816,0,-0.099528320953565,0,0.00455658007160515,-0.00487963030586825,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.369238546712506,0,0,0,0.308852000980248,0,0,0,0.106300579859111,0,0,0,0,0.0119320529467815,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0346592635124588,0,0.0893129282136745,0,0,0.0924004332953553,0,0,0,0,0,0,0,0,0,0,0,0.0663217139116678,0,0,-0.0201635100601449,-0.0296396611880883,0,0,0,0,0,0
X600372.SH,0,0,0.0716448361554212,0,0,0,0,0,0,0,0,0,0,0,0,0.092030354127273,0,0.132672964091141,0,0,-0.0426374650120747,0,0,0.0612944238417534,0,0,0,0.215391234366541,0,0,0,0,-0.0692213526369146,0,0,0.173841930885314,0,0,0,0,0,0,0,0,0,0.12233940547445,0,0,0,0,0,-0.0314381212147398,0.0190762510768346,0,0,0,0,0,0
X600741.SH,0.185708029216063,0,0.0623332880078776,0,0,0,0,0,0,0,0.0330778875552935,0,0.0245639000484212,0,0,0,0.185552680912676,0,0,0,0,-0.0523772145476721,0,0,0.140670007538237,0,0,0.160826948149948,0,0,0,0,0,-0.0204669000622313,0,0,0,0,0.0238591904357323,0,0,0,0,0,0.0853430196918939,0,0,0,0,0,0,-0.040307621009573,-0.0179364547675104,0,0,0,0,0,0
X600089.SH,0.0277949464990648,0,0,0,0,0,0,0,0,0.0361035332680068,0,0,0,0.325168409482178,0,0.0980129815942106,0,0.22015172355965,0,0,0,0,0,0,0,0,0,-0.0176227367628482,0,0,0,0,0.116070444105402,0,0,0,0,0,0,0,0,0.0521170281360361,0.00419358495012542,0,0.0994662126765924,-0.0539240775975302,0,0,0,0,0,0,-0.0122967151596823,0,0,0,0,0,0
X002241.SZ,0,0,0.0142182340023614,0,0.0341969038378691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0313720052420469,0,0.138340302265711,0,0,0,0,0,0,0,0,0,0.0323583164768984,0,0,0,0,0.182415091393102,0,0,1.0842021724855e-19,0,0,0.183188485779529,0,0.0838865421182299,0,-0.0383735127494342,0,0,0,-0.010259519763519,0,0,0,0,0,0
X000100.SZ,0,0,0,0.213328186548826,0,0,0,0,0.0300789298096233,0,0.135598972762482,0,0,0,0,0.0457974541485884,0.0271833691359806,0,0,0,0,0,0,0,0.0408709529568117,0,0,0,0,0,0,0,0,0,0,0,0.0378972342046337,0.112460943046354,0,0,0,0,0,0.0133060857010125,0,0,0.0311457505821602,0,0,0,0,0.0666851415538196,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405605074533326,0,0,0,0,0,0,0,0,0,0,0,0.0354687112125879,0.107885282588778,0.108099516970273,0,0.0088107241198941,0,0.0335600327505665,0.0488718524908477,0.0332005936856381,0,0.00916961048387326,0,0,0,0,0,0.00831606585942777,0,0,0,0,0,0
X600066.SH,0.0823000422588859,0,0,0,-0.010735538838063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270883770947554,0,0,0,0.164624992742706,0,0.166344187969306,0,8.67361737988404e-19,-0.0711427425691379,0,0,0,0,0,0,0,0,0,0.00571990612951568,0,0,0.0262565175737434,0,0,0,0,-0.0994518337313867,0,0,0,0.00218494280084062,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,-0.130658073845114,0,0,0.034290486634086,0,0,0.0603345712884003,0.40208770591664,0.513756648265212,0,0.0872695361696436,0,0,0,0,0,0,0,-0.123847231829946,0,0,0,0.057380330890266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908266800683674,0.427780712669584,0,0,0,0,0.0240234613837445,-0.00972250334297968,0,0,0,0,0,0
