,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000725.SZ,X000596.SZ,X600031.SH,X002371.SZ,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X002049.SZ,X600703.SH,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X600741.SH,X000157.SZ,X600584.SH,X000977.SZ,X000661.SZ,X002241.SZ,X601877.SH,X600522.SH,X600702.SH,X000733.SZ,X601799.SH,X002074.SZ,X000800.SZ,X002028.SZ,X002007.SZ,X002180.SZ,X002463.SZ,X300142.SZ,X600460.SH,X600183.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.070168471830317,0.223039232467604,0,0.0559520124839708,0,0,0,0,0.00888245392739865,0,0,0,0,0,0,0,0,0,0,0,0.147567773447693,0,-3.46944695195361e-18,0,0,0,0,-0.00861328700410694,0,0,0,-0.0412724422516305,0,0,0.012069619302322,0,0.0668955777342913,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.070832240806876,0.091878625546182,0,0,0,0,0,0
X000858.SZ,0,0,0.479067288651613,0,0,0,0,-0.026801356215219,0,0,0,0,0,0,0,0.0376789633045379,0,0,0.119141732764194,0,0,0,0,0,0,0,0,0,-0.0907452808552205,0,0,0,0.00772660971585937,0,0,0,0,0.063735219560392,0,-0.166411205826996,0,0,0,0,0.137399361793847,0,0.0914474193649426,0.0502177603709959,0,0,-0.0202154789412596,-0.00769746366161643,0,0,0,0,0,0,0
X000568.SZ,0.274347420229995,0.0843646988303055,0,0.0942541486129978,0,0.0101696186385368,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0.275139497108538,0,0.11308165025302,0,0,0,0,0,0,0,0,0,0,-0.056652603898065,0,0,0,0,0,0,0,0,0.225775473142301,0,0,0,0,-0.098668437004577,0,0,0.0218421683589984,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0.139905074781953,0,0.0169022768154535,-0.0563772487087973,0,0,0,0,0,0,0,0,0,0,0,0.0417208700224158,0,0.0254668385852288,0,0.128138766474789,0,0,0,0,0.00457051515582471,0,0.313608464231435,0,0,0,0,0,0,0,-0.0879461170731738,0.108790631388188,0,0,0,0,0,0,0,0,0,0,0,0.069768297499481,0,0.0255302942750043,-0.00825802041709138,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.187583660952461,0,0,0,0,0.0427033284958237,0,0,0.0458776374140022,0,0,0,0,0,0.208071401639309,0.0253505512335812,0,0,0,0,0,0,0,0,0.484535909593237,0,0,0,0,0,0,-0.0291336949162033,0.0550139926201398,0,0,0,0,0,0,0.0322124183929121,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.00801698737751701,0,0,0,0,0,0.0536291977329851,0,0,0,-0.118778266849561,-0.259837616218981,0,0,0,0,-0.204349225099758,0,0,0,0,-0.29721347363859,0,0.0627220686296725,0.0337059097078035,0.0811236427043051,0.525155884509627,0,0,0,0,0,0.0975407857609185,0,0,0.186963935919276,0,0,0,0,0,0.183339760833292,0,0,0,-0.0208266437265832,0,0,0,0,0,0
X600690.SH,0,0.0235806580348597,0,0,0,0,0,0.0026900427959574,0,0.0449894668175919,0,0,0,0.00210044350328901,0,0,0.12224649572877,0,0,0,0.0430499384581195,0,0,0.0244995071795655,0,0,0,0,0,0,0,0,0.00816021771245433,0,0,0,0,0.0774444045995215,0,0,0,0,0,0.0716644601452976,0,0,0,0.0285060455388172,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.258103099773566,0,0,0,0,0.33478442908183,0,0,0,0,0.0844199233633338,0,-0.0515425342474735,-0.0367621033907144,0,-1.38777878078145e-17,0,0,0,0,0.0529994547434795,0,0,0,0,0,0,0,0,0,0.183012802206785,-0.0376643396145097,0,0,0,0,0,0.0142315392095076,0,0,0,0,0,-0.161889696432742,0.30227669954392,0,0,0,0,0,0
X002304.SZ,0,0.423233503063943,0.0535573899720198,0,0.111917680141039,0,0,-0.0178527312821437,0,0,0,0,0,0,0,0,0,0,0.046766346596009,0,0,0.0138204817666725,0,0,0,0,0,-0.0140502003720454,0,0,0,-0.0171847188311927,0,0,0,0,0,0.0536247065830878,0,0,0,0,0,0,0.0154982229650777,0,0,0,0,0,0,0.00318669480013318,0,-0.14022190938993,0,0,0,0,0
X000651.SZ,0,0.0736346969573891,0,0,0,0,0.259460628739777,0.107031216001052,0,0,0.0016500794243818,0,0,0,0,0,0.028681962881083,0,0.141838661747967,0.049129956089181,0,0,0,0,0,0,0,0,-0.124898211644294,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0593866321585706,0,0,0,0,0,0.0473372316742738,-0.00639852585899794,0,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.11007820191134,0,0,0,0.0290135023251622,0,0,0,0,0,0.240264447527365,0.12965195951737,0,0,0,0,0.0219104086669385,0,0,0.0541948124620503,0,0,0,0,0,0.116309199357563,0.0777340209704255,-0.0716539980568916,0,0,0,0,0.00163659115300299,0.302855996833888,0,0,0,0,0,0.127591056692587,-0.0175217529815446,0,0,0,0,0,0,0,0.0613856907840842,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0680652953521116,0,0,0,0,0,0,0,-0.00893288511731486,0,0,0.0782618857388094,0.133185044466629,0,0,0,0,-0.0283091157833609,0,0,0,0,0.224353946292882,0.205481172295857,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0514310655464283,0,0,0,0.0283554300678155,0,0.016948556154126,0,0,-0.0608551335697751,-0.0198775066480107,-0.00798942880946586,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0.0475491962211927,0,0,0,0.0725825560444256,0,0,0,0,0,-0.152349347402773,0,0,-0.0296943083399907,0,0.0976561425251598,-0.115281385293337,0,0,0,0.0818574552905768,0.0371199920744764,0,0,-0.0230545311674635,-0.0604303829254007,0,0,0.211094129389141,0,0,0,-0.0387139679771381,0,0,0,0,-0.0975944555199242,0,0,0,0,0.149130333479124,0,-0.0493580250730769,0.0420487624876606,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.925310507635179,0,0,0,0,0,0,0,0,0.467851248588855,0,0,-0.468553905750764,0,0,0.130396752609252,0.0747156635246855,0,0,0,0,0,0,0,0,0,0,0.0102666729826823,0,0,0,0,0.0174600933632081,0,-0.0754950436534055,0,0,0,0,0,0,0,0,0,0.181534233115395,0,-0.142588503868304,-0.0406534777639992,0.0738895871626923,-0.185202666058488,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0433184235716472,0,0,0.199207350684684,0,0,0,0,0.0667057042741705,0,0.0142392814022481,0,0,-0.0504124997427178,-0.00716781146185998,0,0,0,0.0317011509494679,0,0,0,0,0,0.197982574240299,0,0,0,0,0.146429718902054,0,0,0,0,0,0,0,0,0.032345219835866,-0.11914277099138,0,0,0,0,-0.0690326806518453,6.93889390390723e-18,0,0,0,0,0,0
X000596.SZ,0,0,0.432282214360175,0,0,0.0392738115832184,0,0,0,0,0.0492753269904777,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745160187239955,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320883836432673,0.0598984581606319,0,0,0,0,0.0472714885628186,-0.00244540846671276,0,0,0,0,0,0
X600031.SH,0,0,0,0.00682953098078513,0.0664030036864981,0,0.0397482963854647,0,0,0,0.0778608922078799,0,0,0,0,0,0,0,0.0646282799681691,0,0,0,0,0,0,0.195358977181903,0,0,0.0811523573331809,0,0.252588171185,0,-0.03769782469437,0,0.0238461929898648,0,0,0.00872954511061549,0,0,0,0,0,0,-0.0325289433276306,0,-0.125191560712497,0,0,0,0,-0.0247183300702514,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0.393549593244959,0,0.231638686350214,0,0,0,-0.0492686805896188,0,0,0,0,0,0,0,0,0,-0.0372757267818819,0.212692735976224,0,0,0.147544968767066,0,0,0,0,0,0,0,0,0.0649192859067132,0,0,0,0,0,-0.185855793015637,-0.348383793251257,0,0,0,0,0,0,0.0138423067582129,0.300382875377191,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.34133036266371,0,0,0,-0.109779673615039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414971853244548,0,0,0,0,0.296900443323049,0,0,0.0357270898165924,0,0,0.461693019225189,0,0,0.0219324965325608,0.163504423613984,0,0.383164746759567,0.155692386664337,0,0,0,0,0,0.0269756352637648,0,0,0,0.0781986258512408,0,0,0,0,0,0
X000338.SZ,0,0,0,0.00516007423801607,0,0,0.182513093248406,0.0749092507007536,0,0,0,0.0641131421018703,0,0,0,0,0.28147414158842,0,0,0,0,0.0630024424041667,0,0,0,0,0.0463548217606693,0,0,0,0,0,0.0200543809199231,0,0,0,0,0.00844926608228498,-0.0344613442992989,0,0,0.0420532859692189,0,0,0,0,0,0,0.0792056776569162,0,-0.0282126916180079,-0.021256540573272,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0.101907539039763,0,0,0,0,0,0,0,0,0,0,0.107225518672157,0,-0.127780603712624,0,0,0,0,0.126769181142508,0,0,0,0,-0.0165465022228048,0,0,0,0.0639732765550054,0,0,0,0,0,0,0,0.418561807314149,0,0,0,0,0,0,0.130237404422328,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,-0.085822465817591,0,0,0,0,0,-0.00479511866903805,0,-0.0456589527269548,0,0.00864249194448923,0,0,0,0,0,0.106797501519595,0.0320773849161478,0,0.0895908866340775,0,0,0,0,0.152676222112446,-0.0569261903626791,0,0,0,0,0,0,0,0.764707847785948,0,0,0,0,0,0.104553925452558,0,0,0,0,0.0722339448253975,0,0,0,0,0,0,0
X002179.SZ,0,0,0.0673059383992055,0,0.0219685547004626,-0.00617867728953223,0,0.101047821829167,0,0,-0.131861293920234,0,0,0,0,0,0,0,-0.120841441083501,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105150723432771,0,0,0,0,0,0.465181057668719,0,0,0,-0.069626980928585,0,0,0,0,0,-0.0289696739793215,0,-0.0662322255164613,-0.0115338786551644,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0.163329163235024,0,0,0,0,0,0.017603399435424,0,0.0319045819202342,0,0.167770293876115,0.0737694166511981,0,0,0,0.0285583945934464,0,0,0,0,0,0,0,0,0.238531593307807,0,0,0,0,0,0,0,0,0,0,0,0,0.0765365753696112,0.164164654128812,0,0,0,0.0373532183471262,0,0,0,0,0,0
X600703.SH,0,-0.078267014282465,0,0,0,0,0,0,0,0,0.149237347260743,0,-0.43450226604813,0,0,0,0,-0.205014348269921,0,0,0,0.448879429025291,0,-0.36062474030705,0,0,0,-0.368988326003619,-6.93889390390723e-18,0,0,0,0.053138274083477,0.509284159374938,0.19861836422422,-0.281128811432326,0,0,0,0,0,0,0,0,0,0.452437542156167,0,0,-0.357373898037611,0,0.320764664506788,0,-0.104921758924902,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00746731893045348,0.0757250979916971,0,0.147408252294157,-0.0325626049082924,0,0.0414221086535623,0.262308588460018,0,0,0,0,0,0,0,0,0,0,0,0.0321484355133832,0,0,0,0,0,0,-0.0412580894740211,0,0,0,0,0,0.160139645258391,0.0178615217904222,0,0,0,0,-0.120317325622032,0.0464003009304926,0,0,0,0,0,0
