,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600690.SH,X002304.SZ,X600276.SH,X002475.SZ,X000651.SZ,X300014.SZ,X600104.SH,X300124.SZ,X002129.SZ,X003816.SZ,X000596.SZ,X000725.SZ,X000625.SZ,X002371.SZ,X002049.SZ,X600031.SH,X002179.SZ,X000063.SZ,X002241.SZ,X600089.SH,X000338.SZ,X600522.SH,X600703.SH,X000661.SZ,X300142.SZ,X002180.SZ,X000733.SZ,X601877.SH,X002074.SZ,X000100.SZ,X600741.SH,X000157.SZ,X600487.SH,X600884.SH,X600460.SH,X600702.SH,X601799.SH,X300003.SZ,X000799.SZ,X002414.SZ,X600584.SH,X600563.SH,X600372.SH,X002236.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.30462057378594,0,0,0.0123085470097483,0,0,0,0,0,0,0,0,0,0,0,-0.00282300080669103,0,0,0,0,0,0,0,0,0,0.0421412645191853,0,0,0,0.0286861371819812,0,0,0,0,-0.0490758667286168,0,0,0.109592477238124,0,-0.0163070670649173,0.0231334442359926,0,0,0,0,0,0,0,0.00966826832040861,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0444618584353435,0.212568412412417,0.0292878431933381,0,0.0900602646438973,0.0128690272654459,0,0,-0.0440262452800283,0,0,0,0,0.0797799636423127,0,0,0,0.075692186917586,0,0,0.0524745736719631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207858478203109,0,0,0,-0.0684617753583651,0,0,0,0,0,0,0.00915915066424687,0.0179279530795167,0,0,0,0,0,0
X600809.SH,0,0,0,0.522881753358726,0,0,0,0,0,0,0,0,-0.220301598041466,0.0976453103019228,0,0.0115543399927284,0,0,0.0374058919152475,0,0,0,0,0,-0.0631304170123032,0,0,0,0.0314510428471134,0,0,0,0,0.00703930792152718,0,0,0,0,0,0,0,-0.100732021714427,0,0,0,0,0,0,0.00530530611167288,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0.208476267291863,0,0,0,0,0,0.0174690196448068,0,0,0,0,0,0,0.110885172913456,-0.0495568349957488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0409975733563342,0,0,0,0,0,0.336446743008911,0,0,0,0,0,0,0,0.337144657897093,0,0,-0.0311927743691059,0.0189760588532478,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.118107668463539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0409244971737217,0,0,0.18955189904632,0,0,0.0128546916750502,0,0,0,0,0,0.0455748571849704,0,0,0,0,0.0314195778059192,0,0.361939094574482,-0.226657490784662,0,0.189231910965061,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.17686364358327,0,0,0,0,0.0201904257347974,0.108457846990659,0,0,0,0,0,0,0,-0.0715366231635498,-0.0715363926964081,0,0,0,0,0,0.0418100995507721,0,0,0,0,0,0,0,-0.135001349152252,0,0,0,0,0,0,0,0,0.0510912085685316,0.228040319069039,0,0,0,0,0,0,0,0,0,-0.00545768387595902,0,0,0,-0.00983352122290089,0,0
X002304.SZ,0,0.373015753814985,0,0,0,0,0,0,0,-0.0471732555062321,0,0,0.0771832292717304,0,0,0,0,0.0785399025453047,-0.0641016194900696,0,0,0,0,0,-0.0264144196956608,0,-0.00458077777596339,0,0.0619029888434785,0,0.0607750511406579,0,0.0582346372384205,0.0604009179527661,0,0,0,-0.0199727237753291,0,0,0.169337828939571,0,0,0,-0.161310163483705,0,0,0,0,0,0,0.0187407530453619,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.418797737093507,-0.0255829817008164,0,0,0,0,0,0,0,0,0.0228997969639988,0,0,0,0,0.338503071491093,0.0832596954167116,0,0,0.0729438763837684,0,0,0,0,0,-0.0857805508114838,0,0,0,0.00440940846286349,0,0,-0.0381558694933555,0,-0.108207119743419,0,0,0,0,0.0566563983345903,-0.123858886486061,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0541046490302044,0,0.333335469000918,0,0,-0.0123468597845644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.019484350713318,0,0,0,0.206419105221704,0,0,0,0.0188126284366691,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.00848786908823038,0.434023998272563,0,0.0225405302232174,0,0,-0.0487203098299934,0,0,0,0,0,0,0,0,0,0.126387051923988,0,0,0,0,0.120207572849578,0,0.0876891199821554,0,0,0,-0.0790258392682927,0,0,0,0,0,0,0,0,0,0,0.13059084478148,0.0153246828322706,0,0,0,0,0,0,0,0,0.002984527039747,0,0,0,0,0,0
