,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000661.SZ,X000063.SZ,X000338.SZ,X003816.SZ,X600703.SH,X002241.SZ,X002371.SZ,X000596.SZ,X000625.SZ,X000100.SZ,X002129.SZ,X300142.SZ,X000799.SZ,X002049.SZ,X600702.SH,X002179.SZ,X000157.SZ,X600741.SH,X002007.SZ,X600779.SH,X601877.SH,X002236.SZ,X600584.SH,X002414.SZ,X600460.SH,X300146.SZ,X300003.SZ,X601799.SH,X600183.SH,X000800.SZ,X002074.SZ,X000066.SZ,X000977.SZ,X600089.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.033131057534708,0.121390606526062,0,0,0,0,0,0,0,0,0.0239956235550447,0,0,0,0.0406629061958962,0.0858104771141491,0,0,0,0,0.0716625651442431,0,0,0,0,0,0,0.0284309246149358,0,0,0,0,0,0,0,0.0336417903981561,0,0,0.0197553265007234,0,0,0,-0.0915869373782904,0,0,0,0,0,0,0.0109143594711439,0,0
X000858.SZ,0,0,0,0.243489895155699,0,0.434229187115984,0,0,0.0358788467167443,0,0,0,0,0.00970744013961849,0,0,0,0,0,0,0.0350205222738063,0.00296295488342965,0,0,0,0,0,0.0973994194904049,0,0,0,0,0,0,0,0,0,0,0,-0.0483729055005967,0.0316483850355263,0,0,0,0,0.0366006908851291,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.00730004861102968,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.129873308737558,0,0,0,0,0.0145399250712614,0,0,0,0,0,0,0,0,0.147292284916821,0.0176062541449214,0,0.031489357753691,0.0463470507754973,0.0334148774464022,0,0,0,0,0,0,0,0,0,0,0.0954550226288684,0,0,0,0,0,0,0.0221884281191709,0,0,0,0,-0.0382005081251255,0,0,0,0,0.001929593112947,0,0
X600276.SH,0,0,0,0,0,0,0,0.127110477699944,0.228641014071703,0,0,0,-0.109216605998687,-0.00388976539135547,0,0,0,0,-0.0648928680849909,0,0,0,0,0,0,0,0.0357629739259134,0,0.0778446232424914,-0.0447848634025731,0,0,0,0,-0.00525586976943447,0.0659670086731202,0.146300356548185,0,0,0.002485399240467,0,0,0,0,0,0,0,0,0,-0.0518092886423285,0,0.133279235263542,0,0,0,0,0.0131433451220651,0,0
X600809.SH,0,0,0,0,0,0.140007865601209,0,0.0209119318911957,0,0,0,0,-0.0916090483618504,0,0.0494700197150927,0,0,0,0,0,0,0,0.0294493385321253,0.0526160505292181,0,0.183348185854044,0,0.400283441587703,0,0.00973442616299136,0,0,0,0,0.0442663191951723,0,0,0,0,0,0.156999042268601,0,0,0,0,0,0.0736519988844689,0,0,0,0,0,0,0,0,0,0.0260263311431676,0,0
X000568.SZ,0,0.710973470989345,0,0,0,0,0,0.0985540273573582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444016884106721,-0.100836180937912,0,0,0,0,0,0,0,0,0,0,0.0432576021316531,0,0,0,0,0,0.0232757812498821,0,0,0,0,0.254099405258063,0,0.0948643762853282,0,0,0,0,0,0,0,0,0.0120337293622414,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.00226263008188395,0,0.0893843961378965,0,0,0,0.058023350291823,0,0,0,0,0,0,0,0,0.248501915694004,0,-0.065033811043311,0,0,0.0297147656195114,0,3.46944695195361e-18,0,0,0.0656072165433184,0,0,0,0,-0.0508813382451881,0,0,-0.0218363997462501,0,0,0,0,0,0,0,0,0,-0.017520467257309,0,0,0,-0.0138756568496912,0,0
X002304.SZ,0,0,0,0,1.38777878078145e-17,0.120904308259017,0,0,0,0,0,0,0,-0.123864532966604,0,0,0,0,0,0.552883301688097,0,0,0,0,-0.0354608719507775,0,0.0432027141569083,0,0,-0.00114147759002241,0.0214278567572277,0,0,0.0545755068402051,0,0,0,0,0,0,0.300640675713267,0,0,0,0,0,0,0,0,0,0,-0.120501033912249,0.143946972355903,0,0,0,0.0037953090732353,0,0
X002475.SZ,0,0,0,0.165804871438978,0,0,0,0,0,0,0,0,0,0.0985091797069722,0.00255577124559828,0,0,0,0,0.308039406192074,0.0809680603310164,0.0519989016587614,0,-0.071782850572508,0.152836610120188,0.0371473555932491,0,0,0,0,0,0,0,0,0.027458683574409,0,0,0,0.061451011661129,0,0,0,0,0,0,0,0,0,0,-0.0127305859816123,0,0,0,0,0,0,-0.0512902930443173,0,0
X600690.SH,0,0,0.182124133174256,0,0,0,0,0,0,0,0,0,0.300085895239556,0,2.77555756156289e-17,-0.0569487370860918,0,0,0,0,0,0,0,0,0.0721575271975033,0,0,0,0,-0.0138765992865692,0,0,0,0,0,0.314604170597729,0,0,0,0,0,0,0,0,0,0,-0.0129431660216945,0.0786077288810886,0,0,0,0,0,0,0,0,0.0209690861028183,0,0
