,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X002241.SZ,X300003.SZ,X000596.SZ,X600183.SH,X000100.SZ,X601877.SH,X002236.SZ,X002007.SZ,X000157.SZ,X300142.SZ,X300124.SZ,X000066.SZ,X300014.SZ,X002179.SZ,X000625.SZ,X002463.SZ,X000977.SZ,X600271.SH,X002371.SZ,X300136.SZ,X002008.SZ,X002456.SZ,X600177.SH,X600584.SH,X000050.SZ,X002506.SZ,X600066.SH,X002180.SZ,X600487.SH,X600498.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.108896421160281,0,0,0,0,0.186265474436313,0.521081754572628,0,0,0,0.0746179470722977,0,0,0,0.0422988127230313,0.0237992197026055,0,0,0,0,-0.00390093430017099,0,0,0,0,-0.071667054186864,0,0,-0.0271767066289189,0,0,0,0,0,0,0,0.0346082086009631,0,0,0,0,0,0,-0.107887446979717,0,0,-0.0177940219403598,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0775517692388712,0,0,0,0.0607843670516093,0,0.674743954750632,0,0,0,0.0967810182385359,0,0.0174585263919658,0,0.00277289225989442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00603758293818962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00993350111317576,0,0,0,-0.0190410875062083,0,0
X600276.SH,0,0.0523888447370982,0,0,0,0,0,0,0,0,-0.0217621077525135,0,0.131534623423682,0.0319646408612593,0,0,0,0.30047657150991,0,0,0.00399738744647501,0.0129820168789262,0,0,0,0,0,0.0416210858062823,0,0,0.0241780711283348,-0.0294890762890897,0,0.0505726249524786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185835854127738,-0.037523949181517,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0641929604393052,0,0,0,0,0,0.330328019395171,0,0,0,0,0,0,0,0,-0.0484510986899272,0,0,0,0,0,0,0,0.047736641254912,0,0,-0.211918170805123,-0.147470103071631,0,0,0,0,0,0,0,0,0,0,0,0.0276092706449686,0,0,0.0702207201278407,0,0,0,0,0,0,0.0710945422421515,0,0
X002415.SZ,0,0.0275130297278326,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0.17159974561733,0,0,0,0,0,0,0.00853489491513811,0,0,0,0,0.526694185560233,0,0,0,0.099175953807671,0,0,0,0,-0.0710104367808295,0,0,0,0,0.0716269614354803,-0.0529861888107397,0,0,0,0,0,0,0,0,-0.0264235634608932,0,0.0593525738569321,-0.0833593974880552,0,0,0,0,0,0
X600104.SH,0,0,0,0,-0.0233190062678607,0,0,0,0,0,0,0,0,0,0,0.21717971000198,0.0303311932846501,0,0.0449502672818288,0,0,0,0,0.0431082701492894,0,0,0,0,0,0,-0.0273551170414916,0,0,0,0.0554124917022129,0,0,0,0,0,0,0,0.00359321492246435,0,0,0,-0.0328480792270573,0,0,0,0,0.000521618945487861,0.010723179485728,0,0,0,0,0,0
X002475.SZ,0.185965063646316,0,0,0,0,0,0,0,0.138240629014445,0,0,0,0,-0.0558528852560658,0.0310412743160381,0,0,0,0,0.106551978999063,0,0,0,0,0,0,0,-0.00931759643674176,0,0,0.209339174532046,0,0,0,0,-0.117695847353991,0,-0.0470436150517009,0.0306865456314903,0.466575458725061,0,0,0,0,0,0,0,-0.0220150050866868,0,0,0,0,0.0320119454920037,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.274089396853928,0,0,0,0,0.189681013398311,0.115922725096976,0,-0.0350971606970242,0,0.166579556577581,0,0,0,-0.0642659506812324,0.0940205226255244,0,0,0,-0.0329486875963343,0,0,-0.0652660730287773,-0.139354939783072,0,0,0,0,0,-0.151331373435774,0.13268929818546,0,0,0,0,0,0,0,0,0,0,0,0,0.0145994066911242,0.0785399696495622,0,0,0,0,0,0
X002304.SZ,0.0109671905630605,0.164349551838243,0,0,0,0,0,0.12250318773125,0,0,0,0,0,-4.33680868994202e-19,-0.000822399245223093,0,0,0,0.0417854676469673,0,0,0.183647799434041,0.063855464055354,0,0,0,0.0445882280517602,0,0,0,0,-0.0077375392633206,0,0,0,-5.42101086242752e-20,0,-0.0289134040893876,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00654969751658433,0.0446510407402676,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585635705877674,0,0,0,0.0362461725831291,0,0,0,0,0.194698804113211,0,0,0,0,0,0,0.0307625851706476,0,0,0.0522570510404928,0.0329233460721063,0,0,0,0.0118329639079762,1.73472347597681e-18,-6.93889390390723e-18,0,0.102770216137344,0.00688425473531902,0,0,0,0,0,0,0,0.0375543849285025,0.0201561304928812,0,0,0,0,0,0
