,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X002475.SZ,X600690.SH,X000651.SZ,X300124.SZ,X000725.SZ,X600104.SH,X002371.SZ,X002129.SZ,X000063.SZ,X000596.SZ,X600031.SH,X003816.SZ,X300014.SZ,X000625.SZ,X600703.SH,X000338.SZ,X002049.SZ,X002179.SZ,X600089.SH,X002241.SZ,X000100.SZ,X002236.SZ,X000661.SZ,X600584.SH,X600702.SH,X002180.SZ,X600522.SH,X601877.SH,X600460.SH,X000977.SZ,X300142.SZ,X000157.SZ,X600741.SH,X002074.SZ,X002463.SZ,X000733.SZ,X600183.SH,X300003.SZ,X000066.SZ,X002007.SZ,X002414.SZ,X600487.SH,X000799.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0677570860453641,0.0925146306849595,0.0676764206686692,0.152323968142724,0,0,0.0275682577000514,0,0,0,0,0,0.0255836778506347,0,0.0502948456143043,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026374450046979,0,0,0,0.0428946013836284,0,-0.0175447838069337,0.0434628608817332,0,0,0,0,0,0
X000858.SZ,0,0,0.0807266608845168,0,0.102866891129411,0,0.527425104546231,0,0.0357457317018458,0.110092847657908,0,0,0,0,0,0.052809973220851,0,0,0,0,0.00722922775672435,0,0,0,0,0,-0.0188212269022857,0,0.0143895169133405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122217668715655,0,0.0508549473289402,0,0,0,0,-0.0123057059489366,-0.0180174643688771,0,0,0,0,0,0
X002415.SZ,0,0.0594235927724603,0,0,0,0,0,0.0776368152780453,0,0,0,0,0,0.060158678069597,-1.73472347597681e-18,0,0,0,0,0.13252561484195,0,-0.0934428304223238,0,0,0,0.0388040756418729,0,0,0.22594376404204,0,0,0,0.0953321858624766,-0.136532963767085,0,0,0.0395774393951235,0,0,0,0.0557733420350377,0,0,0,0,0,0,0,0,0,0,0,-0.027436399720628,0,0,0,0,0,0
X000568.SZ,0,0.534099573674709,0.210441859185111,0,0,0,0.338712617421679,0,0,0,0,0,0,0.118626423314212,0,0,0,0,0,-0.039238436941839,0,0,0,-0.0633379137986898,0,0,0,0,0,0,-0.0892635584141309,0,0,-0.0424878278261983,0,0,0,0,0,0,0,0,-0.0227390310943729,0.0722226836966389,0,0,0.11379116032466,0,0,0,0,-0.029186810735068,0,0,0,0,0,0,0
X600809.SH,0,0.0186230783843015,0,0.0653918807335249,0,0.083421936001235,0.107048904341416,0,0,0,0,0,0,0,0,0,0.0801156147743559,0,0,0,0,0,0,0,-0.114742069118611,0,0,0,0.0650186497581858,0,0,0,0.0324061052673809,0,0,0,-0.0159134390917178,0,0,0,0,0,-0.0284911223769131,0,0,0,0,0,-0.0821957035769138,0.258498056253068,0,0,0.00163530646261586,0,0,0,0,0,0
X600276.SH,0,0.0687891935088774,0,0,0,0,0,-0.0145470550363077,0,0,0,0,0,0,0,0.0559308435518441,0,0,0,0,0,0.158367003303893,0.0431618775698241,0,0,0,0,0,0.00376034898446032,0.0457810409335407,0,0.129644944509457,0,0,0,0,0,0,0,0,0,0,0,0,0.0870415844768218,0,0,0,0.104416455456076,0,0,-0.0147388213395003,0,0,0,0,0,0,0
X002304.SZ,0,0.34657053555877,0,0.443655938354233,0,0,0,0,0.0100163112256822,0,0,0.0183887283390783,0,0,0,-0.0490301408520827,0,0,0,0,0,0,0,0,0,0,-0.0171973088846374,0,-0.0957710894623243,0,0.177903914900513,0,-0.0745178316101255,0,0,0,0.0896180267941681,0,0.0167281967298498,0,0,0,0.0421636259261567,0,0,-0.0563558209490381,0,0,0,0,-0.0996676986491756,0,0.00972878917460446,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.252777343504851,0,0,0,0,-0.026736214001145,0,0,0,0.423544513446549,0,0,0,0,0,0,0.0628635687106685,0,0,0,0,0,0,0.183304165850171,0,0,-0.0297333516726876,0,0,0,0.0855683765330411,0,0,0,0,0,0.409318273999357,0,0,0,0.458347893322323,0.00808319618813083,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.146595962746745,0.0855927850591792,0,0,0.315867546860735,0.0450305382296104,0,0,0,0,0,-0.110350242001493,0,0,0,0,0,0,0,0,0,0,0,-0.36572393105141,0.115528534783345,0.15822329426283,0,0,0.0277852790973717,0,0,0.0135675486623399,0,0,0,0,0,0,0.0618806340965534,0,0,0,0,0,0,0,0,0.0485006424376434,0,0,0,0,0,0
X000651.SZ,0,0.146874882092696,0,0,0,0,0,0,0.313461443379703,0,0,0,0,0,0,0,0,0,0,0,0.121945594285167,0.0161872763877308,0,0,0,0,0,0,0,0,0,0,0,0.00170454961096629,0,0,0,0,0,0,0,0,0,0.0805302895638594,0,0,0,0,0,0,-0.0248450293496412,-8.67361737988404e-19,-0.0103556894452843,0,0,0,0,0,0
X300124.SZ,0,0,-0.0437496126791533,0,0,-0.043971333057507,0,0.225647117048448,0,0,0,-0.264077145862239,0,0,-0.0348256038760158,0,0,-2.16840434497101e-19,0,0.17304720092986,0,0.166057813609241,0,-0.0442401046210369,0,0,0,0,0,0.0464990128228484,0.0384027611562381,0,0.0490025449509595,0,0,0,0.107538092673242,0,0,0,0,0,-0.0380006708103692,0,0,0,0,0,0,0,0,-0.0276537610366464,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0800378605432319,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.225242280489406,0,0,0,0,0,0,0.0556249138222226,0,0,0,0.138243236853921,0,0.0552799255475904,0,0,0,0,0,0.00515843043406086,0,0,0,0,0,0,0,0,-0.012780851423423,-0.0137169596190586,0,0,0,0,0,0
X600104.SH,0,0,0.042133579843039,0,0,0,0,0,0,0,0,0,0,-0.0127439502955059,0,0,-0.0489796377063069,0,0.224589016865312,0,0.182931626584381,0,0.13848741849356,0,0,0,0,0,0,0,0,0,0,0.0590982113925535,0,0,0.0142975218160686,0,0,0.331794994833507,0,-0.00680951497330288,0,0,0,0,0,0,0,0,0,-0.00248036340063415,-0.00504064532378127,0,0,0,0,0,0
X002371.SZ,0,0,0.0583720462131198,0,0,0,0.269964632103071,0,0,0,0,0,0,0,0,0.0553427401969179,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.132798901193494,0,0,-0.0816031288011438,0,0.65860767017724,0,0,0,0,0,-0.0455488415581345,0,0,0,0.060093121801478,0,0,0,0,0,0.0471887569051051,-0.00992654112104408,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108297785422033,0,0.102846843206639,-0.0394542607635041,0,0,0,0,0,0,0,0.194512938388953,0,0,0,0,0,-0.00474492814406742,-0.120954892646185,0,0.263925034104528,0.224025423596336,0,0,0,0,0,0.175706331357155,0,0,0,0,0.0608586665489142,0,0.0812771613638663,0,0,0,0.110045507895097,-0.0960764165744394,0,0,0,0,0,0
X000063.SZ,-1.38777878078145e-17,0,0.359430607283573,0,0,0,0,0,0,0,0,0,0,0.24850437318601,0,0,0,0,0,0,0,0,0,-0.268439711850784,0,0,0,0,0.309042850655143,0,0,0.00752000660957122,0,0,0,0,0.00389064292595375,-0.657894615555546,0,0,0,0,0,0.191101436230922,0,0.00553465999658568,0,0.0970718106122987,0,0,0.121871115854013,0.0903000578956696,-0.0883248756631504,0,0,0,0,0,0
X000596.SZ,0,0.130363784559507,0,0,0.200178767250893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669463056600652,0,0,0,0,0.0355119455352013,0,0,0.122281140314693,0,0,0,0,0,0,0.0899485832984715,0,0,0,0,0,0,0,0,-0.115805759916429,-0.0172552011827216,0,-0.0955380234191199,0.142635257389311,0,0,0.0201697449499961,0,0,0,0,0,0
X600031.SH,0,0.128286478985841,0,0,0,0,0,-0.0172291883595098,0.110561846197695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232098655760926,-0.104528974640645,0,0,0,0,0,0,0,0,0.0614650046940583,0,0,0,0.0947319296228106,0,0.364894366032145,0,0,-0.150635261437601,0,0,0,0.0188737862056244,0,0,0.104825715237307,0,0,-0.00392542304968064,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,-0.0389024607910484,0,0,-0.0123445769239865,0,0.0391010640571668,0,0,0.10166240348322,0.015585745710534,-0.027908828180875,0.133039092692487,0,0,0,0,0,0,0.0444440652214287,0,0,0,0,0,0,0,0,0,-0.00907022013747712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304682245084639,0,0,0.0266432236583996,-0.000938886240677924,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0766338642274945,0,0,0,0,0,0,0,0,0,0,0.138706393131002,0,0,0,-0.490530577665646,0,0,0.0108832969925218,0,0,0,0,-0.203784153638943,0,0.32687397143513,0.22193122553062,0,0,0,0,0,0,0,0,0,-0.0238587623587546,0.0106880300918597,0,0,0,0,0,0
X000625.SZ,0,0.04623002859296,0,0,0,0,0,0,0,0,0,0,0.260873289699717,0,0,0,0,0,0,0.0679723421998409,0,0,0,0,0,-0.0899979430006035,-0.00167950586446661,0,0,0,0,0,0,0,0,0,-0.0316551374101962,0,0,0.529628831870848,0.091762082846973,0,0,0.181161534088092,0,-0.0204702440459574,0,0,0.0364724623132956,0,0,0.0107483504539999,-0.0101033233858203,0,0,0,0,0,0
