,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X300014.SZ,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X002371.SZ,X000725.SZ,X600031.SH,X002241.SZ,X300124.SZ,X600703.SH,X000063.SZ,X003816.SZ,X002129.SZ,X000338.SZ,X000596.SZ,X000625.SZ,X002049.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X000100.SZ,X600460.SH,X600089.SH,X600741.SH,X002074.SZ,X002236.SZ,X600702.SH,X000799.SZ,X600779.SH,X601799.SH,X000157.SZ,X600584.SH,X002414.SZ,X600884.SH,X600183.SH,X000733.SZ,X600563.SH,X600522.SH,X002180.SZ,X002007.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.465019283617667,0,0.0537539853211108,0.0779537279907016,0,0,0,0,0,0,0,0,-0.105009745012196,0,0,0,0,0,0,0,0,0,0,0,0,0.0209660737802166,0,0,0,0,0,0,0,0,0.0420309786232643,0,0,0,0,0,0,0,0,0,0.0108109208088215,-0.00131869211349084,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.463156208565989,0,0,0,0.122890724387356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129731804949219,0,0,0.0475640879645977,0,0,0.0241462580948275,0,0,0,0,0,0.0648924398286356,0.00502249874576155,0,0,0,0,0,0,-0.0192459296294387,0,0,0,0,0,-0.0212605326000932,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.277741636189187,0,0,0,0.0490345633312661,0,0,0,-0.0628363112298664,0,0,0,0,0,0.0327638051275681,0,0,0,0,0,0,0,0,0,0.0220063731426414,0,0.11684596524712,-0.0109052314179458,0,0,0,0,0,0,0,0,0,0,0,-0.00407646133372125,0,0,0,0.0145004242078716,0,0,0,0,0,0,0
X600809.SH,0,0.250147507329225,0,0,0,0,0.0283328844320365,0,0.0355906426474463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00970862250916331,0,-0.0385922704253907,0,0,-0.201093258614373,0.01545505770573,0,0,0,0,0,0.520111979652925,0,0.0519594536075589,0,0,0,0,2.16840434497101e-19,0,0,0,-0.106679738655123,0,0,0,0,-0.0533523942174371,0,0,0,0,0,0
X000568.SZ,0,0.182870153244064,0,0.0307079222505559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118189330002685,0,0,0,0,0,0,0,0,0,0,0,0.239899930776278,0.1644699885059,0,0,0,0,-0.0330069386890127,0,-0.0255742835210094,0,-0.0399725983919343,0,0,0,0,0.0475737104031761,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0105269575006935,0,0,0,0,0.305787564633314,0,0,0,0,0,0,0,-0.0585782402412217,0,0,0,0,0,0,0,0,0,0,-0.182818836692478,-0.0134595339389825,0,0,0,0,0,0,0,0.410664423429764,0,0,0,0,0,-0.171964988848176,0,0,0,0.138028287650272,0,0,0,0,0,0.00929183756035692,0,0,0,0.0581886428868784,0,0
X002475.SZ,0,0.11000683793143,0,0,0,0,0,0,0,0,0,0,0.0115990535082789,0,0,0,0.130407331846199,0.210307969945246,0,0,0,0,0,0,0.00236592463744487,0,0,0,0,0,0,-0.108054264297055,0,0,0,0,0,0,0,0,0,0,0,0,-0.0834441900421333,0,0.0425352307614495,0,0.0769614476052209,0,0,0.00275345953925175,0.0102695351062802,0,0,0,0.0953326448075423,0,0
X300014.SZ,0,0,-0.125126069152477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536608115454571,0,0,0,0,0.0119500553686474,0,0.124900416230803,0,0.170266944173735,0.0778127179979606,0,0,0,0,0,0,0.117564528316046,-0.112658637641956,-6.93889390390723e-18,0,0.111234588292207,0.170149942325911,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0618678103337885,0,0,0,0.117654311678555,0,0
X002304.SZ,0,0.268129194427377,0.0197322783201504,0.209236499352249,0,0,0,0,0,0.124986708554824,0,0,0,0,0,0,0,0,0,-0.0853540919031617,0,0,-1.73472347597681e-18,0.0239157024016846,0,0,0,0,0,0,-0.00365535197543593,0,0,0,0,0,0,0.142006256279852,0,0,0,0,0,0,-0.000504017377670348,0,0,0,0,0,0,0.0314969267241803,0,0,0,0,-0.0293845995802848,0,0
X600690.SH,0,0.100776894375894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00649654312599474,0,0,0,0,0,0,0,0,0,0.123302376938723,-0.092308171088986,0.0429069336608355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041896995587571,-0.0338260652034747,0,0,0,0,0,0,0,0,0,0,0,0
