,X600519.SH,X000858.SZ,X002415.SZ,X600104.SH,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X000100.SZ,X002236.SZ,X600809.SH,X000661.SZ,X000596.SZ,X300003.SZ,X002008.SZ,X300124.SZ,X600487.SH,X002007.SZ,X600776.SH,X000625.SZ,X002456.SZ,X600498.SH,X000157.SZ,X002179.SZ,X600867.SH,X300146.SZ,X000050.SZ,X002180.SZ,X300142.SZ,X000977.SZ,X600089.SH,X002371.SZ,X002241.SZ,X600177.SH,X600522.SH,X600066.SH,X600118.SH,X600372.SH,X300136.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.233600500842388,0,0,0,0.0777053517025617,0,0,0,0,0,0,0,0,0,-0.102089710258544,0,0,0,0,0.0426506818874959,0.0253170680092508,0.0298261034559691,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0841131747944501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176818237502798,0.0204313077220201,0,0,0,-0.00528128599706943,0,0
X000858.SZ,0,0,0.102376976155364,0,0.00994850521404732,0,0.147750297120076,0,0,0,0,0,0,0.333541302367476,0,0.0196694307672864,0,0,0,-3.46944695195361e-18,0.0877906131914631,0,0.0430518566400954,0,0,0,0,0,-0.00437036581174652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684663549733629,0,0.0141205059664155,0,0,-0.0153517746981329,-4.33680868994202e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0336084651477572,0,0,0,0,0.00520711422290276,0.106705355099685,0,0.0613757749288807,0,0,0.0388019752899877,0,0,0.30107975713554,0.0534689734457698,0,0,0,0,0,0,0,0,0,0,0,0,0.103463390560442,0,0,-0.0248064623022834,0,0,0,0,0,0.0297122802323939,0,0,0,0,0,0,0,0,-0.0342484985360014,0.0558187481444238,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.132715573797363,0,0.192774640932139,0,0.0767596442493737,0.00851176579948589,0,0,0,0.0887234776893615,0,0.124619900475977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159364997071413,0,0,0.0151620944120845,0,0,0,0,0,0,0,0,0.0175468111841038,0.167705265540076,0,-0.00742345052936823,-0.0788804473441327,0,0,0,0,0,0
X000651.SZ,0,0.151736351013945,0,0.0814574683867517,0,0,0,0,0,0,0.292830659284922,0,0,0,0.028703282846479,0,0,0,0,0.0722912348013588,0.00735914225906409,0,0,0,0,0,0,0,0.026925332627921,0.0336183655323572,0,0,0,0,0,0,-0.00345902123903127,0,0,0,0,0,0,0,0,0,0,0,0.0491152161405859,0,0,0.00548075097314169,0,0,0,0,0,0,0
X600276.SH,0.10350042666564,0,0,0,0,0,0,0,0,0,0,-0.235852572598168,0,0,0,0.173945683181743,0,0,0,0,0,0.106465707046157,0.149747509490282,0.573544725439496,0.0829250338146756,-0.102066534469431,0,0,0.0458427518022424,0,0,0,0,0,0,0,0.048305538804484,-0.0843838094338063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154085114546811,0.0328048164184715,0,0,0,0.102736117372767,0,0
X002304.SZ,0,0.104108259521101,0,0,0,0,0,0,0,0.0444777634492982,0,0,0,0.286368716603841,0.0415882924898651,0,0,0,0,0,0,0,0.0669306821795133,0,0,0.131928437151937,0,0.0454192038873499,0.0131047678145549,0,0,0,0,0,0,0.0348265946842601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172541860375886,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0484176009462456,0.112698767769244,0,0,0,0.0350557086835221,0,0,0,0,0.11628706548677,0.0790244600368299,0,0,0,0.036145947259737,0,0,0,0,0,0,0.102532681959696,0,0,0.121968308962615,1.73472347597681e-18,0,0.186128531402239,0,0.071132193911649,0,0,0,0,0,0,0,0,0,0,0,-0.0201463156288306,-0.0379909213091403,0.0179859746986539,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00714401874684214,0,0,0.0837226363096969,0,0,0,0,0,0,0,0,0,0,0,0,0.0223780877121361,0.0222303734677604,0.0954936139479433,0.594078608879326,0,0,0,0,0,0,0,0.164840416070114,0,0,0,0,0,0,0,0,0.0359395664899623,0,-0.0421743980553515,-0.0139495436775339,0,0,0,0,0,0,0
X600031.SH,0,0,0.113016641463016,0,0,0,0,0.164918389480066,0,0,0,0,0.331403682905461,0,0.0857339698945392,0,0.0375409164252744,0,0,0.00067044070516738,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0282517437006677,0,4.33680868994202e-19,0,0,0,0,0,0.00688624474908006,0,0,0,0,0,0,0,0,0,-0.0720211639004673,0,0,0.0768371646102602,-0.0114660690358833,0,0.0109014442179802,0,0,0,0,0,0
X600690.SH,0,0.0286567916542397,0,0.185153342427399,0.0843939241482073,0,0,0,0,0,0,0,0.120691773281653,0,0.0644781571086253,0,0,0,0,0,0.0186336590018975,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0715666355137163,0,0,0,0,0,0.161474630162837,0,0,0,0,0,0,0,0,0,0,0,-0.032970282127211,-0.0110773831522656,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,-0.101620129702239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00612004162896871,0,0,0,0,0,0.0258575519891431,0.0123153776302206,0,0.105041034389746,0,0,0,0,0.251535050943801,0,0,0,-0.0424486498766683,0,0,0.12123900343146,0,0,0,0,0,0.211235617369832,0,0,0.0299802280824314,0,0,0,0,0,0,0
X000338.SZ,0,0.00344369676351274,0,0.176427777097041,0.396799748639959,0,0,0,0,0.160608821372329,0,0,0,0.0388111543128624,0,0,0,0,0,0.141546751618015,0.0248096830680975,-0.0524618676444337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0492378359626548,-0.0245975190662429,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222065910434453,0.027746986207842,0,0,0,0,0,0
X000568.SZ,0,0.222676317949663,0,0,0,0.0429501689298448,0.0543368198640784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28210502524815,0,0.126648621955441,0,0,0,0,0,0.0168518370107929,0,0,0,0,0,0.0433582595657475,0.127360134220537,0,0,0,0,0,0,0,0,0,0.0224922340535019,0,0,0.007592743026816,0,0,-0.00268481909776668,0.0274063728070265,0,0,0,0,0,0
X600741.SH,0,0,0,0.426898770433635,0,0,0,0,0,0,0,0,0.223251920845374,0,0,0,0.0546518406935557,0,0,0.0270346233242545,0,0,0,0,0.181219361639015,0,0,0,-0.00892011717611925,0,0.0987263719417712,0,0,0,0.0609519324045828,0,-0.0435521541700289,0,0,0,0,0,0,0,0,0,0,0,0,0.0190974077082871,0,0.00141658554805509,0.0233983254557386,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0357475310288169,0,0,0.268349874495427,0,0,0,0,0,-0.296895414483938,0,0,0,0,0,0.502024059915818,0,0,-0.276657322084442,0,0,0,0,0,0,0.343147557721505,0,0,0,-0.0680495756306601,0,0.0642896032826766,0,-0.269765960885652,0,0,0.321684335406445,0.129872027377436,0,0,0,0,0,0,0,0.16923853065259,0.0468336588607122,0.141895638773189,0,0,0,-0.241792995687641,0,0
X601877.SH,0,0,0,0,0,0.0328156476447456,0,0,0,0.052747850802114,0,0,0,0.0749815008984451,0.0899358326840191,0,0,0,0,0,0.142697524340447,0.004404933758079,0,0,0.0229695037009451,0,0,0,-0.000932526342788757,0,0,0.0665999364670748,0,0,0.0738585732970146,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.00231283566872804,0,0,-0.0147428168446153,0,0,0,0,0,0
