,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000725.SZ,X000596.SZ,X600031.SH,X000625.SZ,X003816.SZ,X002129.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X002180.SZ,X000100.SZ,X002241.SZ,X601877.SH,X300142.SZ,X600702.SH,X002074.SZ,X600741.SH,X000733.SZ,X600522.SH,X600460.SH,X000157.SZ,X600584.SH,X000799.SZ,X000066.SZ,X300003.SZ,X600884.SH,X002294.SZ,X002007.SZ,X601799.SH,X600563.SH,X600779.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.212742439775923,0.261324991455821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229840405741892,0,0,0,0,0,0,0.0523459984167738,0,0,0,0,0,0.0363780134534451,0,0,0,-0.0162073602450803,0,0,0,0,0,0,0,0,0,0,0,0.0464867714386223,0,0,-0.00397354766158923,0.0113933646801768,0,0,0,0,0,0
X000858.SZ,0,0,0,0.492245342138739,0,0,0.149156564454036,0.0750936198599014,0,0,0,0,0,0,0,0,0.0318906604746282,0,0,0,0,0,0.0375193802542992,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0264426963823411,0,0,0,0,0,0,-0.0704248212706033,0,0,0,-0.0159938353807551,0.0121713052155145,0,0,0,0,0,0
X600809.SH,0,0,0,0.642569441124361,0,0,0,0,0,0,0.0319258526642334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480568541336059,0.058922316274307,0,0,0,-0.155661308664149,-0.0223489454755305,-0.0284979453083691,0,0,0,0,0,0,0,0,0,0,0.00531593097571624,0,0,-0.00199946996814041,0.00286192845985283,-0.0896672071325091,0,0,0,0,0
X000568.SZ,0,0.171730751772138,0.280180087069845,0,0,0,0.220859834766127,0.0205881136786478,0,0,0,0,0,0,0,0.00841382356578312,0,0,0,0,0,0,0,0,0,0,0.039390562674509,0,0,-0.0160878410548142,0.0174605745764745,0,0,0,0,0,0,0,0,0,0.296089909153756,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,-0.0158505509643947,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0874372545077595,0,0.169221325838337,0,0,0,0,0,0.0233024410399497,0,0,0,0,0.0569576754912697,0,0,0.165203490112685,0.0874753622340789,0,0,0.0850577472902592,0,0,0,0,0,0.0284542835853304,0,0.0565380721166926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.065626847961946,0,0,0,0.0031635096637888,-0.0171980002832115,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200862806503837,0,0,0,-0.198048448289833,0,0,0,0.396947628847111,0,-0.0724479389172707,0,0,0,0.0232920052771917,0.0426990077773714,0.0699029730699966,0,0.152799111507892,0,0,-3.46944695195361e-18,0,0,-0.0250229502108868,-0.0235027761144803,0.0119692482461719,0,0,0,0,0,0
X002304.SZ,0,0,0,0.573753034544793,0,0,0,0,0.134462295619776,0,0,0,0,0,0.0505495441533612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157581038496977,0,-0.109369867440036,0,0,0,0,-0.0631606034154611,0,0,0,0,0,-0.0579663896642932,0,0,0,0,0.0112126918769054,0,0.0563770645009462,0,-0.0140794069145152,-0.00168589043683888,-0.0282275783497076,0,0,0,0,0
X600690.SH,0,0.00839658281735679,0,0.0313305142012396,0,0,0.0333568763334626,0,0,0,0,0,0,0,0.00428443879376381,0.237768531073735,0.0209723926553682,0,0,0,0.103383373410376,0,0,0,0,0,0,0,0.118369302058135,0,0,0,0,0,0,0,0,0,0,0,0,0.010413251511759,0,0,0,0,0,0,0.105385573045385,0,0,-0.00244377059713981,0.00122455723096409,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.239079587465702,0.298324727069784,0,0,0,0,0,0,0,0.106322600748657,0,0,0,0,0,0,0,0,0,0.265872520135308,0.0319000963764951,0.0547706483385651,0,0,0,0,0.158702433123111,0,0,0,0,-0.00598191647238381,0,0,0,0.128119617670097,-0.189862468874234,0.296842542772024,0,0,0.371939151209803,0.0405118122537165,-0.022400939386001,0,0,0,0,0,0
X000651.SZ,0,0.0271472444852505,0,0,0,-0.071614280335692,0,0.174000069765826,-0.0341104021628266,0,0,0,0,0,0,0.134097770468678,0,0,0,0,0,0,0,0,0,0,0.199649241117327,-0.0601635962910787,0,0,0,0,0.0337847178355108,0,0,0,0,0,0,0,0,0,0,0,0,0.00696947502461017,0,-0.0628231073734363,0,0,0,-0.00963931350434439,0.011692487096914,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.170931581169669,0,0,0.124590253303255,0,0,0,0,0,0,-0.0207116932360128,-0.0841719037323118,0,-0.144720696652764,0,0,0,0,0,0,0,0,0.0413113874874534,0,0.128971083370844,0.050108244805277,0,0,0,0,0,0,0,-0.0206955343540818,0,0,0,0.0977834934263327,0,0,0,-8.67361737988404e-19,0,-0.017913209215735,-0.00105379241582229,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0.324679785390799,0,0,0,0,0,0.158709594512264,0,0.259908124761228,0,-0.0147467432579707,0,0,0,0,0,0,0,0,0,0,0,0,0.190641330729253,0,0,0,0,0,-0.0291194515502112,0,0,0,0.258790122407783,-0.124572571693746,0,0,4.33680868994202e-19,0,0,-0.146432538668589,-0.048515316327128,-0.00758839263394319,0,0,0,0,0,0
X600104.SH,0,0,0,0.0497676291517918,0,0,0,0.0662592643456288,0,0,0,0,0,0.0284681723568332,0,0.10438631687003,0.0512319944964673,0,0,-0.066661837593667,0,0,0,0,0,0,0,0,0.106222936471909,0.0244616577026942,0.0144777855223999,0,0,0,0,0,0,0,0,0,0,-0.00478249800745019,0,0,-0.0665929220354011,0,0,0,0,0,0,0.0291422443919158,-0.0016516753635032,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0335060438858692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328456853856136,0,0,0,0,0,0,0.103836088436748,0,0.409436498243791,0,0.00815634414593193,0,0.0289003036028621,0,0,0,0,0,0,0.0652597579927628,0,-0.102903430480735,0.00433694987004887,0,0.0362057303358238,0.0432769301672085,0,0,0,0,0,0,0,0,0,0,0,0,0
