,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X600031.SH,X002304.SZ,X000568.SZ,X600809.SH,X000725.SZ,X600690.SH,X000063.SZ,X000661.SZ,X000625.SZ,X003816.SZ,X300124.SZ,X000338.SZ,X600703.SH,X002241.SZ,X300014.SZ,X000100.SZ,X000596.SZ,X600741.SH,X002371.SZ,X000157.SZ,X002007.SZ,X600584.SH,X002129.SZ,X601877.SH,X002179.SZ,X300142.SZ,X002049.SZ,X600183.SH,X002236.SZ,X002414.SZ,X000800.SZ,X300003.SZ,X601799.SH,X300136.SZ,X002185.SZ,X000066.SZ,X002008.SZ,X002456.SZ,X000977.SZ,X600118.SH,X300146.SZ,X000050.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.213388151928123,0,-0.148181848305777,0,0.102272563944991,0.00666349736999189,0,0,0,0.305521033006832,0,0,0,0,0.00482664766354552,0,0,0,0,0,0,0.0334689145258061,0,0,0,0,0,0,-0.116817675508387,0,0,0.107337472011462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200323804151434,0,0,0,0,0.0150076467559513,0,0
X000858.SZ,0.120900852064222,0,0,0,0,0,0.0754673188356862,0.0287872982760412,0.117803515540815,0,0.384137745482115,0,0,0.0353170955116978,0,0,0,-1.35525271560688e-20,0,-0.0630286869936679,0,0,0.0790096639630505,0,0.00951123823221672,0,0,0,0,0,0,0,-0.0438750791395322,0,0,0,0,0,0,0,0,0,0.0399178578275679,0,0,0,0,0,0,0,0,-0.0138000536258493,-0.0222959927733714,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.100111354519178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0460719901872741,0,0,0,0,0.160689902179449,0,-0.13850585203422,0.0877560544197058,0,0,0,0,0.0666387375963158,0,0,0,0,0,0,0,0,0,0,0,-0.0184634036486002,0,0,0,0.00682727660860338,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.131810401699536,0,0.0200159366029515,0,0,0,0,0,0,0,0,0,0.0816452596070362,0,0,0.0520947472391987,0,0,0,0,0,0,0,0,0,0.223834698836684,0,0,0,0.0474294811004655,0,0,0,0,0,0,0,0,0,0.0159698451426306,0,0,0,0,0,0,-0.00587492207677841,0,0
X000651.SZ,0,0,0,0,0,0,0.0747927096240529,0,0,0,0,0,0.183793804366712,0,-0.0294739946501254,-1.0842021724855e-19,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.25779582563691,0.104813323300957,0,0,0,0,0,0,-0.0139953736051083,-0.032375601055502,0,0,0,0,0,0,0,0,0.0246013927792064,0,0,0,0,0,0,-0.0080796753021021,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.0238692777018071,0,0,0,0,0,-0.0136187907348332,0,-8.67361737988404e-19,0,0,0.494104251091927,0.0382627776074787,0,0,0,0,0,0,0,0,0,0,0,0,0.0369304236871453,0,0,0,0,0.0407300296527663,0.124634260988694,0,0,0.154260309654771,0.0641336439198474,0,0,0,0,0,0,0.0240908631296256,0,0,0,0,0.0140727000168064,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0341345381742346,0,-0.0403773231830056,0,0,0,0,0.171519997517155,0,0,0.21695564853487,0,0,0,0,0,0.0561269663408043,0.232810421315836,0,0.0903031857222978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123654504989739,0,0,0,0,0,0,0,0,0,0,-0.0368460927835853,0,0,0,-0.0370259024414691,0,0
X600031.SH,0,0,0,0,0,0,0.110652733712157,0,0,0,0.191757546535777,0,0,0,0.242948220535404,0,0,0,0.187256417251061,0,0,0.0393179899469299,0,0,0,0,0.109748514902482,0.0331862668595339,0,0.0884177720864445,0,0,0,0,0,0,0,0,-0.171999124024373,0.118023265668341,0,0,0,0,0,0,-0.0627424396102456,0,0,0,0,0.0598699339353805,-0.0138256866265628,0,0,0,0.0310759066640747,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.241093796447445,0.0797591618624816,0,0,0.0208759798150067,0,-0.0955034791114039,0,0,0,0,0,0.248357179994315,0,0.0786727077321055,0,0,0,-0.0396321634066749,0,0,0,0.0802201086704919,0,0,0,0,0.0162268931281087,0,0,0.121647585748969,0,0,0,0,0,0,0,0,0,0,0,0.00982036880948427,0,0,0,0,-0.0282662794766966,0,0
X000568.SZ,0,0.10339089576838,0,0,0,0,0,0,0.265327600937991,0,0.324967636661986,0,0,0,-0.0952014165808064,-0.0410607619393581,0,0,0,0,0.105134512128844,0,0,0.0507649009160865,0,-0.0140635378720957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580245183241968,0,0,0,0,0,0,0.424023396114864,0,0,0,0.00512762355133557,0.007600367416497,0,0,0,0.010758108371597,0,0
X600809.SH,0,0.0911198020891319,0,0,0,0,0,0,0.103877921032453,0.371747390467962,0,0,0.175002540579235,0,0,-8.67361737988404e-19,0,0,0,0,-0.16452161878842,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167073505066174,0,-0.0467737058044508,0,0,0.160683159584337,0,0,-0.0613056853728997,0,0,0,0,0,0,-0.0427663459183115,0,-0.0124781880367603,0.0442224160078643,0,0,0,0,0,0
X000725.SZ,0,0,0,0.00135261514864568,0,0,0.0872802356862629,0,0,0,0,0,0,0.0460701120959351,0,0,0,0.00533476516219525,0,0,0.12134979233811,0,0.407046412660841,0,0,0.0443685834598172,0,0,0,0,0,0,0,0,0,0.11809867627719,0,0,0,0,0.0372704763324194,0,0,0,0.0630135109222778,0,0.199793648164386,0,0,0,0,0,0,0,0,0,-0.00198908991874,0,0
X600690.SH,0,0,0,0.157064845083882,0.549186358071873,0,0.122414416057215,0,-0.229626094780502,0.385766102945262,0,0,0,-0.0898968076498732,0,0,0,0.0732884954284048,0,0,0,0,0,0.0155188800389531,0.0775401365558856,0,0,0,0,0,0,0,0,0,0,0,-0.138789013664173,0,0,0.174393942080304,0,0,0,0,0,0,0,0,0,-0.00696995927022823,0,-0.0230033704185802,0.0230105938653636,0,0,0,0,0,0
