,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X000063.SZ,X002371.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X600031.SH,X000625.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X600089.SH,X002179.SZ,X600703.SH,X002049.SZ,X000977.SZ,X000100.SZ,X002236.SZ,X600372.SH,X002241.SZ,X600584.SH,X600741.SH,X601877.SH,X000157.SZ,X000661.SZ,X600522.SH,X002180.SZ,X000066.SZ,X600702.SH,X002074.SZ,X600460.SH,X300003.SZ,X002463.SZ,X300142.SZ,X000733.SZ,X002156.SZ,X002007.SZ,X300146.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.229166151737873,3.46944695195361e-18,0,0,0.00934104288550165,0,0,0,0,-0.0646165910257148,0.0318695221119147,0,0,0,0,0.032739304328098,0,0,0,0.0642191865681418,0,0,0,-0.00642372282455518,0,0,0,0,0,-0.0151501714652418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656017165974977,0,0,-8.67361737988404e-19,-0.0716263861571607,0,0,0,0,0,0
X000858.SZ,0,0,0.223360316633927,0,0,0.0719780331401293,0,0.0305902987499256,0,0,0,0,0,0,0,0,0.074283024385763,0.066220671000088,0,0,0,0.0279191372366194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140126312220517,0,0.000719574395701979,0,0,0,0,0,0,0.00231100884700207,-0.00188990076959088,-0.0479362632920137,0,0,0,0,0,0
X000568.SZ,0,0.302903360550763,0,0,0,0,0,0.0727438311538556,0,0.00408889154640541,0,0,0,0,0,0,0,0.0289657682006001,0,0,0,0,0,0,0,0,-0.0732098779248022,0,0.115321310188708,0,0,0,0,0,0,0,0,0,0,0.064824843510198,0,-0.0570249752470568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0513514429813055,0,0.00990390680348923,-0.112810084807183,0,0,0,0,0,0,-0.0382041950925438,0,0.275537557538117,0,0,-0.0549764976128323,0.197736480029171,0,-0.00722834202753066,0,0.251301484818567,0,0,0,0,0,0,0,0,0,0.100355056231454,0,0,0,0,-0.174889169256645,0,-0.0792766301986502,0,0,0,0,0,-0.00726142491862128,0,0,0,0,0,0,0
X600276.SH,0,0,-0.0349737688345772,0.118675184783753,0,0,0,0,-0.0901490678320903,0,0,0.00286118784566059,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.0481567141574221,0,0,0.147714976156426,0.0262526808411365,0,0.17562928109549,0,0,0,0,0,0,0,0.0218401065936958,0,-0.109628839009919,0,0,0,0,-0.37544644928,0,0,0,0,0,0,0,0.0417341605740178,0,0,0,0,0,0,0
X600809.SH,0,0,0.0326489424794401,0,0,0,0,0.249705075434922,0,0.0998478477835276,-1.38777878078145e-17,0,0,0,0,0,0,0,0,-0.156977786699064,0,0,0,0,0.083434318240859,0,0,0,0,0,0,0,0,0,0,0,0,-0.181719837279644,0,0,0,0,0,0,0,0,0,-0.297401714026925,0,0,0.405318759326669,-0.0363868122974004,0.0526982198707308,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0961419079674145,0,0,0.487432197393593,0,0.15577524698821,-0.0952599143444581,0,0,0,0,0.246851849735272,-0.45811936360999,0,0,0,0,0,0,0,0,0,0.0400646672010462,0,-0.0154292290575619,0.0386147190086335,0,0,0,0,0,0,0,0,-0.201344089173092,0,0,0,0,0,0,0,0,0,0,0,0.0169722743198236,0.0626340579014548,0,0,0,0,0,0,0
X002304.SZ,0,0.283917076586354,0.101946999128576,0,0,0.00189516966296106,0.0454707300060801,0,0,0.0811182067938304,-0.0260930462626144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114866635177952,0,0,0.0424874396778191,0,0,0,-1.73472347597681e-18,0,0,0,0.15673584031348,0,0,0,0.0271308942632853,0,0,0,0,0,0,0,0,-0.0124845328667324,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263993078765714,0,0,0.0971496179617387,0,0,0.0771049534252693,0,0.0628778207074625,0,0,0,0.0536796781302054,0,0.615886200977427,0.110269271755677,0,0,0,0,-0.0448562601297859,0,0,0,0,0,0,-0.0333910232333259,0,0,0,0.288922065189,-0.17416124487215,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0.131644779079983,0,0,0,0.0352058135767294,0,0,0,0.0749335626427792,0,0,0.281739149371096,0,0,0,0,0,0,0,-0.503395112487383,0,0,0,0.000875606516793054,0,0,0.060919008755972,0.155993320515955,0,0,0,-0.287521551534855,0,0,0,0,0.0198386819031482,0.0215594115956393,0,0,0,0.048894257582295,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.163986472422113,0,0,0,0,0,0.0382656904742838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35323890124287,0.266893127653498,0,0.0327027516822141,0,0,0,0,-0.0863902961856814,0,0,0,0,0.238069610260755,0.0783093795545477,0,0,0,0,0,0,0.0789602359369927,0,0,0,0,0.173568048941066,-0.218724691144767,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.0425042674849326,0,0,0.100958078986144,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.301087488143926,0,0,0,0,0,0,0,0,0,-0.308016055293639,0,0,0,0,0.174603463027104,0,0.29189537412925,0,0,0,0,0,0,0.209582393819652,0,0,0,0,0.0886699574592166,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0247839909072744,0,0,0,0,0,0,0,0.139021528030324,0.146661580811513,-0.0195000550642709,0,0,0,0,0,0,-0.024337986123795,0.174154105720223,0.0163518871579357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219460376200324,0,-0.0136908591488883,0,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,-0.0980591967678117,0.0308021359936896,0.0336707908379996,0.145550051068241,0,0,0,0,0,-0.0823689282620102,0,0,0,0,0.121963159479668,-0.0339543929411747,0,0,-0.0536891955534043,0,0.0691261908213492,0,0,0,0.248919087218,0,0,0,0,0.0373564259395805,-0.051508805517217,0,0,0,0,0,0,-0.0316563935620433,0,0,0.0056513519635256,0,0,0,0,0.0134783054315043,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0294322725052226,0,0,-0.00735598284815319,0,0.109705076128816,0.00543369145469573,0,0,0,0,0,0,0,0,0,0.109947721072637,0,0,0,0,0.0629804995970491,0,0.0109856631584608,0,0.0164043862958264,0,0,0,0.136733101529399,0,0,0,0,0,0,0,0,-0.0102512452199744,0,0,0,0,0,0,0.121908476066619,-0.015071136525398,0.0114419189363956,0.0718014818394836,0,0,0,0,0
