,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X600276.SH,X000651.SZ,X300014.SZ,X300124.SZ,X600031.SH,X000725.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X002371.SZ,X002241.SZ,X000063.SZ,X000596.SZ,X002049.SZ,X000338.SZ,X600089.SH,X600703.SH,X002179.SZ,X000661.SZ,X600741.SH,X002074.SZ,X601877.SH,X300142.SZ,X002180.SZ,X000100.SZ,X600460.SH,X000733.SZ,X600522.SH,X600702.SH,X000799.SZ,X600884.SH,X000157.SZ,X000800.SZ,X002236.SZ,X601799.SH,X600584.SH,X002176.SZ,X600779.SH,X002414.SZ,X002056.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.202395308708316,0.221131861943298,0,4.33680868994202e-19,0,0,0.0524507935127932,0,0,0,0,0.13889111298723,0,0,0,0.106999941559657,-1.73472347597681e-18,0,0,0,0.0777450038793168,0,0,0,0,0,0,0,0,0,0,0,0.00100576431075033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00281300761212112,0,0,0,2.16840434497101e-19,-0.0412233702593709,0,0,0,0,0,0
X000858.SZ,0.285477565302655,0,0,0,0.319015703238959,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.171862743079384,0,0,0,0,0,0,0,0,0,0,0,0.065651733701281,0,0,0,0.0165333946226433,0.1595891323493,0,0,0,0,0,0,0,0,0,0,0,0,0.00363531703697787,0,0,0,0,0,0,0
X600809.SH,0,0.406914463165547,0,0.0182813316106408,0.261267515385999,0,0,0,-0.00492918676883008,0,0,0,0,0,0,0,0,-0.0376541899095224,0,0,0.0549376513645888,0.106387447591458,0,0,0,0.161739469067787,0,0,0,0.0454248168946201,0,-0.0152265975914301,0,0,0,0.0421165919397604,0.0488359635075843,0.0808845992170517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165486367477906,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0205137016803062,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,-0.282155985214047,0,0,0,0,0,0,0,0,0,0,0,0,0.207203035471543,0.0625497780757518,0,0,0,0,0,0.167258658503774,-6.93889390390723e-18,0.23592290391008,0,0,0.575862975655979,0,0,0,0,0,0.0949533273154055,0,0,0,0.187374262389581,0,0,0,0,0,0
X000568.SZ,0,0.252980706164086,0.186812511693911,0,0,0.196626237210105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32036632528005,0,0,0,-0.0164527041656668,0,-0.0659316554534734,0,0,0,0.0398060389581777,0,0,-0.0498629310364513,0,0,5.42101086242752e-20,0,0,0,0,-0.0390724344057524,-0.0118182706177838,0,0,0,0,0,0,0,0.00848762836702949,0.0548676256358681,0,0,0,0,0,0
X002304.SZ,0.184968678494147,0,0,0.0395986506396603,0.222375966520559,0,0,0,0,0,0,0,0.145965762079782,0,0,0,0.112894234022928,0,0,0,0.0462676833223459,0.0884019862689552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121448517216929,0,0,0,0,0,0,0,-0.0863979249890251,0,0,0.0426493321015134,0,0,0.00499568615994087,-0.0938164683285194,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0106139833365623,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0980479502646353,0.342196031906921,0.0471626142716627,0.105893944317768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.18788624559159,0,0,0,0,0,0,0,0,0.000181574746119002,0.0166003125977755,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.162737550122035,0,0,0,0,0,0,0.0247597557161769,0.146267202307729,0,0,0.0370854032050112,0,0,0,0.0558716568570626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985648164400192,0,0,0,0,0,0,0.00981299355523816,0,0,-0.0323141405915674,-0.03095888576115,0,0,0,0,0,0
X600104.SH,0,0,0,-0.0164431470704128,0,0,0,0,0,0,0,0,0,0,0,0,0.103188171294805,0.101867141096136,0,0,0,-0.0191961314010861,0,0,0,0,0,-0.00390532437180984,0.283193629941237,0,-0.0260909765179873,0,0.0261794196956837,0,0,0,0.0339867241322455,0,0,0,0,0.0895169162690245,0,0,0,0,0,0,0,0,0.00540869963178997,-0.00477564589470883,1.73472347597681e-18,-0.0628160407966367,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.230002063800271,0.0365464067406513,0,0,0,0,-0.268779035157142,0,0,0,0,0.140313740124631,0,0,0,0,0,0,0,0,0,0,-0.0280483457370825,0.130763890288027,0,0,-0.0474895114696772,0,0,0,0,0.0941694588489972,0,0,0,0.149552617441492,0,0,0.170047183157386,0,0.220173443625468,0,0.0256584161002653,0,0,0,0,0.0599131939748612,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.103701936304474,0,0,0,0,0,0.176250473813816,0,0,0.146607479341975,0,0,0,0.0115269243553584,0.146731996431712,0,0,0.0196890053519274,0,0,0,0,0,0,0,0,0.0288468436706025,0,0,0,0,0,0,0,0.0639979459008752,0,0,0,0,0.0114838380826174,0,0,0,0,-0.031108249758696,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.212335317758762,0,0,0,0.0599179922272974,0,0,0,0.144105257379724,0,0,0,0.138036573082722,0.060033305798567,0.0274428681006548,0,0,0,0,0.220097529153793,0.0913149075406651,0,0,0,0,0,0.00596486561044461,0,0,0,0,0,0.109912096701808,0,-0.00331852654254942,-0.125559892064986,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.117669157614173,0,0,0,0,0,0.0341961018420072,0,0,0,0.0435375790812615,0,0.101524629992894,0,0,0,0,0,0,0.216634843584294,0.0599164384279268,0,0,0,0,0,0,0,0,0,0,0.0228874013989806,0.0759904325720216,0.0984534934511661,0,0,0,0,0,0,-0.0303124123353901,0,0,0.172194916360519,0,0,-0.00973928204380323,-0.025405663106614,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709067759768677,0,0.0888687532281529,0,0,0,0.0962991613274192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519983236898676,0,0,0,0,0,0.154608601581155,0.00184263865186836,0,0,0,-0.00189446492551264,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0384490041189901,0,0.0308002050609837,0,0.0661375126346739,0,0,0,0.0200786804730123,0,0,0,0,0.118004124932489,0,0,0,0.0130618379485365,0,0,0,0,0,0,0,0,0,0,0,0,0.235958859596603,0,0,0,0,0,0.095469956525346,0,0,0.0437920793603982,0,0.0565686841660634,0,0,0,-1.0842021724855e-19,0,0,0.00141497358206779,-0.0321136944775687,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.259527686730288,0,0,0,0,0.0206779234472826,0,0,0,0,0,0,0.130217770388277,0,0.169160423073414,0.0937039981942787,-0.105697460593229,0,0,-0.0939980689360143,0.0633146229650473,0,0,0,0.0255195986504285,0,0,0.186759215611376,0,0,0,0,0,0.0552609760147399,6.93889390390723e-18,0,0,0,0,0.0581714058958831,-2.16840434497101e-19,0,0,0,0,0,0
X003816.SZ,0.192743946015151,0,0,0,0,0,0,0.125070035000444,0,0,0.0624221562844203,0,0,0.0916005770052209,0,0,0,0,-0.0131156832270148,0,0.0577243523578826,0,0,0,0.0456181101770693,0,0,0,0,0,0,0,0,0,0,0,0,-0.0582329806951257,0,0,0,0,0.0270203223504695,0,0.122104396935552,0,0,0.0538383061546432,0,0,0,0.0376070135256472,-0.0628139844622012,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,-0.106719438089077,0,0.191899466246348,0.151299601895517,0,0,0,0,0,0,0,0,0,0,0,-0.0554678704948271,0,0.14549499409949,0,0,0,0,0,-1.38777878078145e-17,0.208481637739958,0.0404906441577506,0.127966089469352,0,0,0,0,0,0,0.136402093242998,0,0.345157621623745,0,0,0,0.0897201873391203,0,0,-0.186049797789703,0,0,-0.0373688671411216,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.116281757993578,0,0,0,0,0,0,0,0,0,0,0,0,0.199530755408845,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.443984357215224,0,0,0.046758678684291,0,0.0511864327759995,0,0,0,0,0,0,0,0,-0.0246958714884809,0.112687566157922,0,-0.0354831167339537,0.201650154916809,0.169239952072278,0,0,0,0,0
X002241.SZ,0,0,0,-0.017028684574611,0,0,0.295941653394065,0,0,0,0,0,0,0,0,0,0,0.0528045311451144,0.13875555249963,0,0,0.150067452607168,-0.0983661265895526,0,0,0.0439354349940673,0,0,0,0,0.24033117334841,0,0,0,0.299056612330978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455876021968751,0,0.0170998191343608,0,0,0,0,0,0,0
X000063.SZ,0.00149896405697384,0,0,0,0.0866076552722923,0.0274653946765384,0.0686394379512749,0.251818642985597,0,0,0,0,0.00402821547522043,0,0,0,0,0,0,0,0,0.0308717073002494,0,0,0.228251816399136,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.073821094966639,0,0,0,0,0.0962265738206993,0,0.0623739546043267,0,0.0211665804400193,0,0,0,0,0,0,0
X000596.SZ,0,0.249144289759,0,0,0.468517688752769,0,0.118022648833548,0,0,0,0,0,0,0,0,0,0,0.151348968614724,-0.000979131875434715,0,0.0681616816387433,0,0,0,0,0,0,0,0,-0.0324062794982664,0,-0.0280719834794004,0,0.00563478374612586,0,0,0,0,0,0,0,0,0.0524454271985115,0,0,-0.0764738411661277,0,0,0,0,0,0,0,0,0.147526739125693,0,0,0,0
X002049.SZ,0,0,5.42101086242752e-20,0.111209549301977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851668467489476,0,-0.0217481422807176,0,0,0,0,0.160080747087336,0,0.422360727281487,0,0,0,0,0.0794833670523301,0,0,0,0.0991184848410371,0.068439359596265,0,0,0,0,0,0,0,0,0.134327268972517,0,0,0,0,0,0.0198634741427915,-0.00280273987304403,0,0,0,0,0,0
X000338.SZ,0,0.00719826217427142,0,0,0,0,0,0,0,0,0,0,0,0.412202540720174,0,0,0,0.00689329656100298,0.00967080995635431,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0.0264820392891557,0,0,0,0.155170003834031,0,0.0712900056569402,0,0.156655792175761,0,0,0,0.00881170118500146,0,0,0,-0.0297290201180952,0,0.00483344873254677,-0.0429423031309148,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0209337897247682,0,0,0,0,0.0227788812779928,0,0,0,0.0402875726587809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443407832917281,0,0,0.128414390198501,0,0.168557865230527,0,0,0,0,0,0,0,0.159583232553228,0,0.0124743425998373,-0.0157665500563897,0,0,0,0,0,0
X600703.SH,0,0,-0.138738926497663,0.086810675801045,0,0,0,0,0,0.00634535536555983,0,0.0915949484146483,0,0,0,0,0,0,0.138968176756054,0,0,0,0,0,0,0,0.0673003284415279,0,-0.0343762589966659,0.358880806282402,0.117415935009718,0.0538323833056372,0,0,0,0,0.12749448350948,0,0,0,0,0,0,0,0,0,0.0393729104815589,0,-5.55111512312578e-17,0,0,-0.00820898979627665,0,0.0988648651205864,0,0,0,0,0
X002179.SZ,0,0,0,0,-0.012010841653137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211531377410802,-0.000971962057539839,0,0,0,0,0,0,0,0.24802938581014,0,-0.212421504977835,0.00347108258114813,0.127778173924271,0,0,0,0,0,0.0598208804921907,0,0.0408878660896397,0.0482963159950023,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.123889991420942,0,0,0,0.267321443833981,0,0.040334284867917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316673548802443,0,0,0,0,0,0,0,0,0.0334638162320041,0,0,0,0,0,0,0,0.172767793815323,-3.46944695195361e-18,0.0261656037286013,0,0,0.0180205195695327,0.00245214752723508,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0.142015710808171,0,0,0,0,0,0,0,0,0,0,0,0.181450621228301,0.0478041780339057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155394378770416,0,0,0,0.0458320128196266,0,0,0,0,0,0,0.154182104392014,0,-0.0084062326773391,8.67361737988404e-19,0,0,0,0,-0.00662829242810931,-0.0420113906392346,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00968214283785332,0,0.123077100505444,0,0.107269425814089,0.107838547215386,0,0.059240278123225,-0.0137463308009547,0,0.119230162100656,0,0,0.0491145510260472,0,0.0409678665646228,0,0,0,0.241282523043199,0,0,0,0,0,0.16172377994152,0,0,0.109412616940172,0,0,0.0165853250001411,-0.025648197571421,0.0914129301173185,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.157613778623034,0.0400535695012752,0,0,0,0,0,0,0.00390150374014766,0,0.0641000860763012,0,0,0,0,0,0,0.20386061375265,0,0,-6.93889390390723e-18,0,-0.0245491321950943,0,0,0,0,0,0,0.0325334681871649,0.257549371315303,-0.156445431224498,0,0.0134815564581356,0,0,0,0,0,0
X300142.SZ,0,0,0,0.106236855054767,0,0,0.049027610586338,-0.3091713193589,0,0,0,0,0,0,0,0,-0.115128635297327,0,0,0.0215918962991769,-0.308305289365108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890996534926217,0,0,0.453284429259999,0,0,0,0,0,0,0,0,0,0.0456712019012463,0,-0.555147998723805,0.0532776767013896,-0.193179161648413,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214602988064522,0,0,0,0,0.120848640188371,0.0706084503816151,0,0.183476344593605,0,0,0,0,-0.0485855974874389,0,0.123756531836324,0,0,0,0.242991135845189,0,0.0542701180107876,-0.0107601502868257,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405663339593197,0,0,0.0397471195158379,0,-0.0304933184519461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165583692004581,0,0,0,0,0.405324862912479,0,0.161223174832204,0,0,0,0,0,0,0.0280645530781848,0,-0.00633525810800273,-0.00512427710841706,0.0798315084822838,0,0,0,0,0
X600460.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371112387473121,0.0851400277081865,0,0,-0.0413422069313268,0,0,0,0,0,0.0254574304658668,0,0,-0.0890108083451948,0.164859201978551,0,0,0,0.0643244418871645,-0.0606094994376275,0,0,0,0,0,0,0.157907900532075,0,0,0,0.0926844134735652,0.0964449699649725,0,0.0528674587816858,0,0,0,0,0,0,0
X000733.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000769622442072983,0,0,0,0,0.0690166000338634,0,0,0.0285144992226788,0.0741181229798623,0,0,0.0280271691554221,0,0.150067365864786,0,0,0,0,0,0,0,0.0121653838085404,0,0,0,0,0,0,0,0,0,0.124147469701622,0,0.0259097154719715,-0.0937551038038205,0,0,0,0,0,0
X600522.SH,0,0,0,0,0.25746533942719,0,0,0,0,0,0,0.0609159040656105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448879092772977,0,0.181096331775303,0,0,0,0,0.0405057252140859,0,0,0,0,0,0,0,0,0,0.0816826119738634,0,-0.0104989902718577,-0.00507082554099146,0,0,0,0,0,0
