,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000725.SZ,X000625.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600703.SH,X002129.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X000661.SZ,X600584.SH,X600741.SH,X000157.SZ,X601877.SH,X600522.SH,X000977.SZ,X002007.SZ,X000800.SZ,X002074.SZ,X601799.SH,X600418.SH,X600183.SH,X002463.SZ,X300142.SZ,X002180.SZ,X600702.SH,X002028.SZ,X000733.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0789020984912198,0,0,0,0.21602439873674,0,0,0,0,0.117593259624956,0,0,0,0,0,0,0,0,0,0,0.108189190201808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724610118783428,0.0353041524700334,0,0,0,0,0,0.506248389703552,0,0,-0.188523771254914,0.0102271875858634,0,0.0378284799185969,0,0,0,0,0
X000858.SZ,0.117923247263418,0,0,0.199615928275775,0,0,0,0,0,0,0,0,0,0.159474942237266,0,0,0,0,0,0,0,0,0,0,0,0,-0.0429420993264366,0,-0.0351800938870791,0,0,0,0,0,0,0,0.0738792389435683,0,0,0,-0.177773489361164,0.01501445762521,0,0,0.029191814341437,0.115779294698819,0.146451901348356,0.0758773483657984,0,0.055308361591252,0,-0.00552632623591321,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310905236618926,0,0,0.187617411835344,0,0,0,0,0,0,0,0,0,0.0913779345857746,0,0,0,0,0,0,0,0,0,0.116589645517136,0,0,0,0,0,0,0.0180611208458809,0,0,0,0,0,0,0.10241288016813,0.0074593718739034,-0.0141840637243449,0.0332029524749875,0,0,0,0,0
X000568.SZ,0.490251912492956,0,0,0,0,0.349727240906293,0,0,0,0,0,0.00534025292313966,0,0,0,0.165155586561299,0,0.0022906211746341,0,0,0,0,0,0,0,0,0.0224376299824174,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0262002844079297,-0.028556858293518,-0.11211767855511,0,0,0,0.0636857179522294,0,0,0,0,-0.00239263682765504,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.244753225401083,0,0,0,0,0,0,0,-0.0527655551341994,0,0,0,0,0,0,0,0.0846181548485181,0.13003704392514,-0.0647625970523865,0,0,0,0.130683434208557,0,0,0,0,0,-0.0651812740253533,0,0,0,0,0,0,0,0,0.0348187209065459,0,0,0,0.361400648515019,0,-0.000818334434179695,0,0.0186920394546859,0,0,0,0,0
X600809.SH,0.247790439455678,0,0,0.390410419214838,0,0,0.0669565687890791,0,0,0,0,0,0,-0.0760516752466459,0,0.0925275606012985,-0.0101070065958213,0,0,0,0,0.0854629024853846,0.00760319592675986,0,0,0,0.0600946124026083,0,0,0.0482187670880413,0,0,0,0,0,-0.0310588013676874,0,0,0,-0.0581556173832099,0.0117387757103516,0,0,0,0,0,0,0,0.0159740216176695,0,0,0.0136220447104242,-0.0328000853423976,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.32980344589512,0,0,0,0,0,0,0,0,0,0,0,0.233803825549657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00162634420310984,0.0685026223819929,0,0.279269685183216,0,0,0,0,0.126301073861378,0.111059136998406,0,-0.1334235705931,0.19093073931668,0,0,0,-0.163555563071708,0,0
X600690.SH,0.120592220632414,0,0,0.0725559240172997,0,0,0,0,0,0,0,0.022132834618222,0,0,0,0,0,0,0.0415859969944598,0.117323024187807,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405557439730808,0.0558541908146255,0,0,0,0.0562939452638309,0,0,0,0,0,0,0.0138434275823291,-0.0306510353968813,0.0488954943759709,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0364869061250916,0,0.108929455207965,0,0,0,0,0.250825209601557,-0.000877097055377623,0,0,0,0,0,0,0.167110024118458,0,0,0,-0.0994905121351889,0.0670107629243831,0,-0.118233152296922,0,-0.115464627880453,0,0,0,0,0,0,0.026937519547233,0,0,0,0,0,-0.00541889392634186,0,0,0.0521933522442931,0,0,0,0,0,0,0.0356615224825678,-0.0759313901771332,0,0,0,0,0,0
X002304.SZ,0,0.0809743249623132,0,0.225631806488564,0,0,0,0,0,0,0,0,0,0.0991681709874363,0,0,0,0.108760192417517,0,0,0.229581284223654,0,-0.0113167321625349,0,0,0,0,0,0,0,0,-0.0278378669762975,0,0,0,-0.0380555336393193,0,0,0,0,0,-0.0208418706855959,-0.0728170617520371,0,0,0,0.0589525561760078,0,0,0,0,0,-0.0132963015680435,-0.0201754862825508,0,0,0,0,0
