,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X000100.SZ,X600809.SH,X002371.SZ,X002241.SZ,X300003.SZ,X000596.SZ,X002236.SZ,X300014.SZ,X002007.SZ,X000977.SZ,X601877.SH,X600183.SH,X300124.SZ,X000157.SZ,X002129.SZ,X600118.SH,X300142.SZ,X000625.SZ,X002456.SZ,X600584.SH,X600271.SH,X002008.SZ,X000066.SZ,X002179.SZ,X300136.SZ,X002414.SZ,X002180.SZ,X002463.SZ,X600177.SH,X002049.SZ,X600699.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0265117961566022,0,0,0,0,0,0,0,0,0,0,0.0371359354556177,-0.0543136486741613,0,0,0,0,0.100445011994443,0,0,0.203755172650691,0.201578900745858,0,0,0,0,0,0,0,0,0,0,0.0553344787007755,0,0,0,0,0,0,0,0,0,0,-0.0862036824526861,0,0,0.114138205500259,-0.0787351120873991,0,0,-0.0870460226387545,0,0,0,-0.0883597581890577,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537079195704769,0,0.0482797565612997,0,0,0.00198351189651925,0,0.0542506243662168,0,0,0,0.0580532921339577,0,0,0,0,0,0,0,0,0,0.0132882301659999,0.0263530398162416,0,0,0,0,0.0273668737201045,0,0,0,0,0,0,0,0.0790228425970535,0,0,0,0,0,0,0,0.0424477865150273,0,0
X600276.SH,0.188622203628754,0,0,0.0693865867350061,0,0,0.00722995657951648,0,0,-0.0346371130930653,0,0,0.109916963035665,0,0,0.137866053134027,0,0,0,0.105294452189169,0,0,0.0690589602892325,0,0,0,0.173935269517779,-0.106347163172142,0,0,0,0,0,0,0,0.060263608067582,-0.00972874340370381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214941781379967,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023053663047341,0,0.0306254016361221,0,0,0.155921323295102,0,0.0204045590881473,0,0,0,0,0,0,0.11046786944649,0,0,0,0,0,0,0,0,0,0.0821359259536842,0,0.133269214286791,0,0,0,0.0237197591407708,0,0,0,-1.38777878078145e-17,0,0,0,-5.42101086242752e-20,0,0
X002415.SZ,0,0.0383812059628599,0,0,0,0,0.297858161576427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135619000992065,0,0,0,0,0,0.147517711421722,0,0,0,0,0.131658615711453,0,0,0,0,0,0,0,0,0,0,0,0,0.102968542279396,0,0,0,0.0332888539221007,0,0,0,8.67361737988404e-19,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.262394737054445,0,0,0,0,0,-6.93889390390723e-18,0,0,0.188094028637731,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0526899892003937,0.108946679466516,0,0,0,0.0896867659102212,0,0,0.0010292073864096,0,0,0,0,0,0,0.0321120798523861,0,0,0.0188158544497978,0,0,0,0,0,0,0,0.0112944294201764,0,0
X002475.SZ,0,0,0,0,0.0455071850660273,0,0,0,0,0.0345400476823115,0,0,0,0,0,0.20801612559915,0,0.0322943772161582,0,0,0,0.201543663160407,0,0,0,0.0906724481542651,0,0,0,0,0,0,0,0,0.0414453982641145,0,0,0,0,0.101039027627392,0,0,0.0613679606166885,0,0.00028288900289791,0,0,0,0,0,0,0,-0.0156797125356491,0,0,0,0.0183362174613534,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328154960605659,0.00421798436194808,0,0,0,0.049103504702284,0.138145738672747,0,0,0,0,0,0,0,0,0,0,0.0727008084709048,0,0,0,0,0,0.150825630133953,0,0,0,0.220341518671649,0,0,0,0,0,0.0894775285761293,0,0,-0.0419333485857023,0.0475762363315905,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.149480797501332,0,0,0,0,0,0,0,0,0,0,0,0,0.159524945311184,0,0,0,0.159093120938555,0,0,0,0,0.0887143306804129,0,0,0.171855887658143,0.0336476038759941,0,0.00670578373883689,5.42101086242752e-20,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859769949474121,0,0.402628025312979,0,0.0186967312857764,0,0,0,0,0,0,0,0,0,0.10695976696732,0,0,0,0,0,0.00946137064604666,-6.93889390390723e-18,0,0,0.00446336118585884,0,0.0730001983455407,0,0.0353819396962128,0.0480947013095425,0,0,0,0,0,0,0,0,0,0,0.0453209134310042,0,0
X002304.SZ,0,0.217633298897197,0,0,0,0,0,0,0,0,0,0,0,0,0.088830761003341,0,0,0,0.045590468857561,0.0467854774589668,0.0329057114133646,0,0,0.220062478273563,0,0,0,0,0,0,0,0.104236695325586,0,0,0,0.0621022978737607,0,0,0,0,0,0,0,0,0,0,0,0.0108082587767238,0,0,0,0,0,0,0,0,0.0225132202795714,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.211632331918669,0,0,0,0,0,0,0,0,0,0.0345529163694575,0.170279809425515,0,0.0755547211919325,0,0,0,0,0,0,0,0.276169945509822,0,0,0,0,0,0.0115682606915853,0,0,0,0,0,0,0,0,0,0,0.0255311419799537,0,0,0,0,0,0,0,0.0180709644593316,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0.0137706754089312,0,0,0,0,0,0,0,0,0.00973582328044982,0,0.125012247270763,0.131811564065086,0,0.0151895191363993,0,0,0,0,0,0,0.0220692394359129,0,0,0.00853076231972259,0,0,0,0.0338716505185098,0,0,0,0,0.055665557611686,0,0,0,0.246903110808711,0,0,-0.022460003803057,0,0,0,0,0,0,0
X000568.SZ,0,0.204124108446577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30589799260452,0,0,0,0.0581257144486113,0,0.0035434293322126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029543367623971,0,0,0,0,0,0,0,0.0280391297371058,0.127641914275964,0,0,0,-0.0382496002215566,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.307739427656304,0,0,0,0,0.0443939210051758,0.133873287986002,0,0,0,0,0,0,0.104132626320768,0,0.103637020961031,0,0,0,0,0,0.171335193792279,0,0,0,0,0.0704351790493812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0578236133074999,-0.0116521806521273,0,0,0,0,0,0
X000661.SZ,0.30197932813982,0,0,0,0,0,0,0,0,-0.0390545496043108,0,0,0,0,0,0,0,0,0,0.280185853823873,0,0,0.0768728478686044,0.122358470665333,0,0,0,0,0,0,0,0,0,0,0,0.0647677880555565,0,0,0,0,0,0,0,0.177135273169179,0.131921357829305,0,0,0,0.00106916140248051,0,0,0,0,0,0,0,0.0500865644504778,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395605689135281,0.0864242994283791,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0714927671314948,0.355698627393823,0.286243876605101,0,0,0,0,0,0,0,0.0568433876896622,0.145250449371657,0,0,0,0,-0.0292274599005436,0.0410955011124972,0,0,0,-0.0307001473565629,0,0
X600741.SH,0,0,0,0,0,0,0.196960366651782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0540987400090649,0,0,0,0,0,-0.00837737081645216,0,0.188302927374977,-0.00494802418780986,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00805202052723524,0,0,0,0,0,0,0
